id,player,team,opponent,position,salary,ownership
20490782,Leonard Fournette,TB,BUF,RB,7400,25.2
20491060,Tyreek Hill,KC,LV,WR,8500,21.4
20490774,Austin Ekeler,LAC,NYG,RB,8300,20.4
20491092,Mike Williams,LAC,NYG,WR,6000,18.8
20491080,Mike Evans,TB,BUF,WR,6600,16.1
20491733,Seattle Seahawks,SEA,HOU,D,3100,16.0
20491090,Hunter Renfrow,LV,KC,WR,6100,15.0
20491062,Stefon Diggs,BUF,TB,WR,8100,14.8
20490804,Antonio Gibson,WAS,DAL,RB,6000,14.6
20490776,Alvin Kamara,NO,NYJ,RB,7900,13.8
20490710,Taysom Hill,NO,NYJ,QB,5600,13.5
20491074,Chris Godwin,TB,BUF,WR,7100,13.3
20490806,Javonte Williams,DEN,DET,RB,5900,13.2
20491064,Deebo Samuel,SF,CIN,WR,8000,13.1
20491088,D.J. Moore,CAR,ATL,WR,6200,12.9
20490798,Josh Jacobs,LV,KC,RB,6200,12.8
20491068,CeeDee Lamb,DAL,WAS,WR,7200,11.9
20491482,George Kittle,SF,CIN,TE,6900,11.4
20491480,Travis Kelce,KC,LV,TE,7400,11.3
20491741,Carolina Panthers,CAR,ATL,D,2800,10.9
20491102,Brandin Cooks,HOU,SEA,WR,5700,10.7
20490699,Josh Allen,BUF,TB,QB,7800,10.2
20491106,Julio Jones,TEN,JAC,WR,5400,9.7
20491082,DK Metcalf,SEA,HOU,WR,6500,9.7
20491486,Rob Gronkowski,TB,BUF,TE,6000,9.5
20490702,Justin Herbert,LAC,NYG,QB,7100,9.3
20491136,Jamison Crowder,NYJ,NO,WR,4700,9.1
20490778,Joe Mixon,CIN,SF,RB,7700,9.0
20491108,Jarvis Landry,CLE,BAL,WR,5400,9.0
20491534,James O'Shaughnessy,JAC,TEN,TE,2900,9.0
20491096,Amari Cooper,DAL,WAS,WR,5900,8.9
20490784,Ezekiel Elliott,DAL,WAS,RB,7300,8.7
20491070,Ja'Marr Chase,CIN,SF,WR,6900,8.6
20491122,Cole Beasley,BUF,TB,WR,5000,8.1
20491512,Austin Hooper,CLE,BAL,TE,3400,7.9
20490818,Melvin Gordon,DEN,DET,RB,5400,7.8
20491078,Tyler Lockett,SEA,HOU,WR,6700,7.7
20491104,Jerry Jeudy,DEN,DET,WR,5600,7.4
20490832,D'Onta Foreman,TEN,JAC,RB,5100,7.0
20490866,Jeff Wilson Jr.,SF,CIN,RB,4400,6.9
20490703,Dak Prescott,DAL,WAS,QB,6700,6.8
20491747,New York Giants,NYG,LAC,D,2300,6.7
20491738,Cleveland Browns,CLE,BAL,D,2700,6.7
20490802,Saquon Barkley,NYG,LAC,RB,6000,6.4
20490800,Clyde Edwards-Helaire,KC,LV,RB,6100,6.4
20491737,Baltimore Ravens,BAL,CLE,D,2800,6.1
20490780,Nick Chubb,CLE,BAL,RB,7600,6.0
20491729,New Orleans Saints,NO,NYJ,D,3600,5.9
20490705,Ryan Tannehill,TEN,JAC,QB,6400,5.8
20491012,JaMycal Hasty,SF,CIN,RB,4000,5.7
