player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,4,5,0,3,0,,,4.4,,,0,0,,59.0,0,,100.0,1,0,0.0,0,2,40.0,45,0,0,0,0,0,0,0.0,,0,0,,,3.3,,,0,0,,60.4,0,,100.0,1,0,0.0,0,2,40.0,60,1,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,4,5,0,24,0,,,5.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,19,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,9.1,2.0,2.0,0,0,0.0,87.0,0,2,0.0,0,0,79.2,2,4,80.0,44,3,1,2,0,2,5,0.5,1.0
Kareem Jackson,5545,S,DEN,4,153,0,10,0,3.0,100.0,100.0,17.0,17.0,0,1,50.0,67.6,0,5,0.0,0,1,122.9,2,37,24.2,37,1,2,2,1,8,2,0.2,4.0,0,0,18.7,33.3,100.0,75.0,25.0,0,0,0.0,62.9,0,17,20.0,1,0,53.5,1,77,50.3,77,0,4,3,0,17,4,0.2,17.0
Devin McCourty,5552,S,NE,4,147,0,19,0,10.5,100.0,100.0,32.5,32.5,0,0,0.0,59.8,0,16,0.0,0,0,150.0,2,67,45.6,67,0,5,2,2,21,7,0.3,10.5,0,0,23.0,100.0,100.0,71.0,71.0,0,0,0.0,54.0,0,24,0.0,0,0,118.8,1,71,48.3,71,0,8,1,0,24,1,0.3,24.0
Jerry Hughes,5556,ED,HST,4,2,0,13,0,,,2.9,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,50.0,34,2,0,0,0,0,0,0.0,,0,0,,,1.6,,,0,0,,68.2,1,,66.7,2,0,0.0,0,1,50.0,61,3,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,4,6,0,16,1,,,4.2,,,0,0,,60.1,0,,50.0,1,0,0.0,0,1,16.7,24,1,0,0,0,0,0,0.0,,0,0,8.0,100.0,13.2,5.0,5.0,0,0,0.0,54.4,0,8,0.0,0,0,100.0,1,5,83.3,38,0,1,1,0,8,0,1.6,8.0
Von Miller,6154,ED,BUF,4,2,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,3.4,,,0,0,,77.3,0,,50.0,1,0,0.0,0,2,100.0,59,4,1,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,4,162,0,18,0,18.3,0.0,100.0,,4.3,0,1,33.3,88.8,0,,,0,1,39.6,0,15,9.3,15,0,0,3,0,0,0,0.0,,0,0,18.1,33.3,100.0,28.0,9.3,0,1,11.1,51.9,0,23,16.7,1,1,57.6,3,90,55.6,90,0,5,9,0,60,7,0.7,20.0
Robert Quinn,6166,ED,CHI,4,1,0,6,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,39,0,0,0,0,0,0,,,0,0,,,1.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,56,1,0,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,4,3,0,20,0,,,2.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,35,0,0,0,0,0,0,,,0,0,,,1.3,,,0,0,,67.7,0,,,0,0,0.0,0,1,33.3,75,1,0,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,3,6,0,3,0,,,11.5,,,0,0,,62.8,0,,,0,0,0.0,0,3,50.0,26,1,0,0,0,0,0,0.0,,0,0,,,3.8,,,0,0,,64.6,0,,50.0,2,0,0.0,0,2,33.3,52,1,2,0,0,0,0,0.0,
Josh Bynes,6503,LB,BLT,4,81,0,3,0,-3.0,100.0,66.7,17.0,17.0,0,1,100.0,75.4,0,4,0.0,0,1,83.3,1,18,22.2,27,1,3,1,0,4,7,0.2,4.0,0,1,4.9,42.9,94.2,16.0,6.9,0,0,0.0,72.9,1,14,25.0,1,0,17.3,3,49,60.5,52,0,2,7,0,32,20,0.7,10.7
Stephon Gilmore,7016,CB,IND,4,144,0,14,0,14.2,50.0,100.0,9.0,4.5,0,0,0.0,55.1,0,53,0.0,0,0,90.3,3,31,21.5,31,1,2,6,0,67,47,2.5,22.3,0,0,5.9,66.7,100.0,9.8,6.5,0,2,13.3,70.9,0,14,8.3,1,1,79.6,10,101,70.1,101,1,11,15,0,79,30,0.8,7.9
Melvin Ingram III,7024,ED,MIA,4,28,0,17,0,3.0,100.0,8.9,3.0,3.0,0,0,0.0,43.2,0,18,100.0,1,0,118.8,1,4,14.3,45,1,0,1,0,18,15,6.0,18.0,0,0,-1.5,100.0,35.8,9.5,9.5,0,0,0.0,61.0,0,19,33.3,1,0,100.0,2,19,67.9,53,3,2,2,0,16,19,0.8,8.0
Chandler Jones,7027,ED,LV,4,16,0,23,0,,,6.4,,,0,0,,61.0,0,,,0,0,0.0,0,3,18.8,47,0,0,0,0,0,0,0.0,,0,1,5.0,100.0,14.1,5.5,5.5,0,0,0.0,63.6,0,11,0.0,0,0,97.9,2,12,75.0,85,0,1,2,0,15,5,1.4,7.5
Bobby Wagner,7050,LB,LA,3,108,0,26,0,5.0,100.0,61.5,6.0,6.0,0,0,0.0,35.9,0,8,50.0,1,0,100.0,1,8,7.4,13,0,1,1,0,8,3,1.3,8.0,0,1,-3.0,100.0,79.2,24.7,24.7,0,0,0.0,70.9,0,6,0.0,0,0,83.3,3,76,70.4,96,3,3,3,0,12,21,0.2,4.0
Lavonte David,7060,LB,TB,4,166,0,30,0,6.3,66.7,96.7,13.5,9.0,0,0,0.0,69.7,0,8,0.0,0,0,72.9,2,29,17.5,30,1,1,3,0,11,4,0.4,5.5,0,2,6.6,87.5,91.7,7.4,6.5,0,2,12.5,69.9,0,36,0.0,0,2,120.3,14,110,66.3,120,5,10,16,1,126,43,1.2,9.0
Casey Hayward Jr.,7064,CB,ATL,4,150,0,2,0,10.5,62.5,100.0,7.6,4.8,0,1,12.5,43.7,0,40,0.0,0,1,140.1,5,41,27.3,41,0,2,8,1,89,30,2.3,17.8,0,1,13.6,66.7,100.0,14.8,9.9,0,0,0.0,70.9,1,36,22.2,2,0,63.4,6,90,60.0,90,0,6,9,0,98,32,1.1,16.3
Demario Davis,7079,LB,NO,4,134,0,20,1,,,64.3,,,0,1,,83.1,0,,0.0,0,1,0.0,0,27,20.1,42,1,0,0,0,0,0,0.0,,0,2,3.5,63.6,98.9,12.4,7.9,0,2,18.2,67.6,0,23,25.0,2,1,82.4,7,92,68.7,93,3,4,11,0,72,52,0.8,10.3
Rodney McLeod,7271,S,IND,4,87,0,14,0,3.0,100.0,100.0,17.0,17.0,0,0,0.0,63.3,0,3,33.3,1,0,79.2,1,20,23.0,20,1,2,1,0,3,0,0.2,3.0,0,1,3.2,66.7,96.6,13.8,9.2,0,1,16.7,78.6,1,22,0.0,0,1,47.2,4,56,64.4,58,2,6,6,0,42,38,0.8,10.5
Tashaun Gipson Sr.,7288,S,SF,3,103,0,28,0,10.0,0.0,100.0,,8.0,1,0,0.0,77.9,0,,0.0,0,0,39.6,0,9,8.7,9,0,1,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,70.4,1,,0.0,0,0,0.0,0,77,74.8,77,1,4,0,0,0,0,0.0,
Harrison Smith,7641,S,MIN,3,113,0,18,0,,,100.0,,,0,0,,35.6,0,,,0,0,0.0,0,7,6.2,7,0,0,0,0,0,0,0.0,,0,0,9.0,88.9,98.5,7.5,6.7,0,0,0.0,58.5,1,16,0.0,0,0,61.3,8,64,56.6,65,3,13,9,0,74,35,1.2,9.3
Darius Slay,7817,CB,PHI,4,133,0,24,1,12.1,37.5,100.0,12.0,4.5,1,1,12.5,79.2,1,22,0.0,0,1,55.2,3,38,28.6,38,0,0,8,1,42,4,1.2,14.0,0,0,14.2,35.7,100.0,16.2,5.8,2,0,0.0,73.6,1,29,0.0,0,0,22.3,5,84,63.2,84,1,5,14,0,68,20,0.8,13.6
