tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Koepka, Brooks",16243,10100,0.1444,1,3,0,0,0,72.0,30,105.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Hovland, Viktor",18841,9100,0.1259,T2,3,0,0,0,69.0,20,92.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Scheffler, Scottie",18417,11200,0.2028,T2,0,3,0,0,64.0,20,87.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Davis, Cameron",17786,7400,0.0189,T4,3,0,0,0,66.0,16,85.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"DeChambeau, Bryson",19841,7400,0.0483,T4,0,0,0,0,62.5,16,78.5
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Kitayama, Kurt",21891,7100,0.0091,T4,0,0,0,0,62.0,16,78.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Straka, Sepp",17511,6700,0.0049,T7,3,0,0,0,63.5,10,76.5
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Block, Michael",12333,6200,0.0001,T15,0,0,5,0,61.5,6,72.5
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"McIlroy, Rory",10091,10700,0.0905,T7,0,0,0,0,62.0,10,72.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Smith, Cameron",15856,9300,0.0986,T9,3,0,0,0,60.0,8,71.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Rose, Justin",6093,7700,0.0843,T9,0,0,0,0,63.0,8,71.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Cantlay, Patrick",15466,9700,0.1771,T9,0,0,0,0,62.0,8,70.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Meronk, Adrian",14196,6700,0.0366,T40,6,0,0,0,59.0,2,67.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Tarren, Callum",20519,6600,0.0003,T29,6,0,0,0,58.0,3,67.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Perez, Victor",20730,7300,0.0134,T12,3,0,0,0,58.0,6,67.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Lowry, Shane",13900,8300,0.0429,T12,3,0,0,0,58.0,6,67.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Buckley, Hayden",25363,6600,0.0383,T26,3,0,0,0,57.0,3,63.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Conners, Corey",17576,7900,0.0544,T12,0,0,0,0,56.0,6,62.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Hatton, Tyrrell",14796,8500,0.1697,T15,0,0,0,0,55.0,6,61.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Svensson, Adam",13997,6600,0.018,T40,3,0,0,0,55.5,2,60.5
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Cole, Eric",21756,6800,0.0072,T15,3,0,0,0,51.0,6,60.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Pieters, Thomas",13944,6800,0.0108,T40,3,0,0,0,54.5,2,59.5
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Schauffele, Xander",19895,9900,0.2281,T18,0,0,0,0,53.5,5,58.5
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Lee, Min Woo",16841,7200,0.0115,T18,0,0,0,0,52.5,5,57.5
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Bradley, Keegan",13872,7700,0.0662,T29,0,0,0,0,54.0,3,57.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Spieth, Jordan",14636,9600,0.0388,T29,0,0,0,0,54.0,3,57.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Fleetwood, Tommy",12294,8000,0.1552,T18,0,0,0,0,51.5,5,56.5
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Scott, Adam",6430,7800,0.1614,T29,0,0,0,0,53.0,3,56.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Theegala, Sahith",23014,8100,0.1053,T40,0,0,0,0,53.0,2,55.0
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Varner III, Harold",16602,6600,0.0722,T29,3,0,0,0,48.5,3,54.5
pga,2023,2023,PGA Championship,33,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Pereira, Mito",19455,7000,0.101,T18,0,0,0,0,49.0,5,54.0
