datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Rahm, Jon","Jon Rahm",150,27979131,11400,28.875,8:33 am,1,66.7,8.8,0,75.5,0.5,100,25.5130427319322,
"Scheffler, Scottie","Scottie Scheffler",150,27979132,11200,28.512,8:00 am,1,69.7,10.4,0,80.2,0.93,100,27.4986778003735,
"McIlroy, Rory","Rory McIlroy",150,27979133,10700,27.797,8:11 am,1,60.7,6.4,0,67.1,0.23,100,16.5692810055064,
"Morikawa, Collin","Collin Morikawa",150,27979134,10300,27.920,8:11 am,1,57.1,5.1,0,62.2,0.06,100,13.229941281428,
"Koepka, Brooks","Brooks Koepka",150,27979135,10100,27.404,8:00 am,1,53.2,4.1,0,57.3,-0.12,100,15.5417139187271,
"Schauffele, Xander","Xander Schauffele",150,27979136,9900,27.743,1:47 pm,0,63.3,7.5,0,70.8,0.87,100,22.0357892192328,
"Cantlay, Patrick","Patrick Cantlay",150,27979137,9700,28.118,1:58 pm,0,62,7.1,0,69.1,0.84,100,17.9293497505623,
"Spieth, Jordan","Jordan Spieth",150,27979138,9600,27.855,8:22 am,1,55.3,4.5,0,59.8,0.21,100,5.67014644233124,
"Finau, Tony","Tony Finau",150,27979139,9500,27.460,1:36 pm,0,60.4,6.4,0,66.8,0.77,100,17.4688980047177,
"Thomas, Justin","Justin Thomas",150,27979140,9400,27.222,8:11 am,1,56.3,4.9,0,61.2,0.41,100,11.299132417587,
"Smith, Cameron","Cameron Smith",150,27979141,9300,26.651,8:33 am,1,51.3,3.4,0,54.7,-0.01,100,11.4668615553758,
"Young, Cameron","Cameron Young",150,27979142,9200,27.371,1:25 pm,0,56,4.8,0,60.8,0.47,100,14.2509025200561,
"Hovland, Viktor","Viktor Hovland",150,27979143,9100,27.514,8:22 am,1,56.5,4.9,0,61.4,0.57,100,11.2392976647002,
"Im, Sungjae","Sungjae Im",150,27979144,9000,27.268,1:42 pm,0,57.8,5.4,0,63.1,0.74,100,14.4913351981163,
"Day, Jason","Jason Day",150,27979145,8900,27.623,9:06 am,1,57.1,5.1,0,62.3,0.72,100,13.7722626087897,
"Johnson, Dustin","Dustin Johnson",150,27979146,8800,26.988,1:47 pm,0,51.8,3.6,0,55.4,0.27,100,13.9649167238088,
"Homa, Max","Max Homa",150,27979147,8700,26.213,1:36 pm,0,50.3,3.3,0,53.5,0.18,100,11.1851591291186,
"Matsuyama, Hideki","Hideki Matsuyama",150,27979148,8600,26.863,1:25 pm,0,52,3.7,0,55.7,0.39,100,6.97401606123751,
"Hatton, Tyrrell","Tyrrell Hatton",150,27979149,8500,26.997,1:47 pm,0,54.3,4.4,0,58.6,0.65,100,14.1396880408994,
"Fitzpatrick, Matthew","Matt Fitzpatrick",150,27979150,8400,26.960,8:33 am,1,54.1,4.4,0,58.5,0.68,100,14.2166112699454,
"Lowry, Shane","Shane Lowry",150,27979151,8300,25.998,8:22 am,1,48.2,2.9,0,51.1,0.19,100,5.03393707480158,
"Burns, Sam","Sam Burns",150,27979152,8200,26.727,1:31 pm,0,52.2,3.7,0,55.9,0.59,100,7.01304951308598,
"Theegala, Sahith","Sahith Theegala",150,27979153,8100,26.307,7:55 am,1,49.5,3.1,0,52.6,0.4,100,6.05797112802775,
"Kim, Tom","Tom Kim",150,27979154,8000,26.175,1:31 pm,0,51,3.3,0,54.3,0.57,100,5.46342615000225,
"Fleetwood, Tommy","Tommy Fleetwood",150,27979155,8000,25.991,1:25 pm,0,50.4,3.4,0,53.8,0.53,100,10.9447122050751,
"Conners, Corey","Corey Conners",150,27979156,7900,25.520,8:06 am,1,49.4,3,0,52.4,0.48,100,6.22232282820687,
"Niemann, Joaquin","Joaquin Niemann",150,27979157,7900,25.711,8:06 am,1,47.8,2.9,0,50.6,0.35,100,9.04666443185203,
"Moore, Taylor","Taylor Moore",150,27979158,7800,25.480,8:50 am,1,48.1,2.8,0,50.9,0.42,100,6.52246602171806,
"Scott, Adam","Adam Scott",150,27979159,7800,25.557,1:36 pm,0,46.2,2.4,0,48.6,0.25,100,9.0402631820572,
"Bradley, Keegan","Keegan Bradley",150,27979160,7700,26.197,9:06 am,1,48.9,2.9,0,51.8,0.53,100,6.94347480358403,
"Rose, Justin","Justin Rose",150,27979161,7700,26.066,2:31 pm,0,47.9,2.7,0,50.6,0.44,100,6.90759060802857,
"Reed, Patrick","Patrick Reed",150,27979162,7600,25.966,1:03 pm,0,48,2.8,0,50.8,0.5,100,5.67628947371905,
"Fowler, Rickie","Rickie Fowler",150,27979163,7600,27.168,1:58 pm,0,53.5,4.2,0,57.7,1,100,15.6758049845556,
"Gooch, Talor","Talor Gooch",150,27979164,7600,26.011,2:20 pm,0,48.9,3,0,51.8,0.58,100,7.88545371956833,
"Clark, Wyndham","Wyndham Clark",150,27979166,7500,26.190,7:22 am,1,50.3,3.3,0,53.6,0.75,100,13.2786128908363,
"Ancer, Abraham","Abraham Ancer",150,27979165,7500,23.774,1:31 pm,0,41,1.6,0,42.6,-0.03,100,1.90073833981084,
"DeChambeau, Bryson","Bryson DeChambeau",150,27979168,7400,22.969,9:06 am,1,37.6,1.1,0,38.7,-0.16,100,4.99003474484617,
"Detry, Thomas","Thomas Detry",150,27979169,7400,24.066,2:26 pm,0,41.4,1.5,0,43,0.03,100,0.625231817473891,
"Davis, Cameron","Cameron Davis",150,27979167,7400,24.784,12:30 pm,0,43.2,1.9,0,45.1,0.18,100,3.28444451748933,
"McCarthy, Denny","Denny McCarthy",150,27979170,7400,25.456,8:50 am,1,47.7,2.8,0,50.5,0.57,100,6.05349806048142,
"Perez, Victor","Victor Perez",150,27979174,7300,23.195,2:04 pm,0,38.9,1.3,0,40.2,-0.07,100,0.15645781597467,
"Grillo, Emiliano","Emiliano Grillo",150,27979173,7300,24.353,7:27 am,1,41.3,1.6,0,43,0.08,100,2.42011633055298,
"Todd, Brendon","Brendon Todd",150,27979172,7300,23.669,12:52 pm,0,40.4,1.5,0,42,0.01,100,0.898064779839138,
"Henley, Russell","Russell Henley",150,27979175,7300,26.564,2:09 pm,0,50.8,3.5,0,54.3,0.9,100,12.2337509672356,
"Hojgaard, Nicolai","Nicolai Hojgaard",150,27979178,7200,23.652,7:38 am,1,40.2,1.4,0,41.7,0.03,100,3.79842030587497,
"Horschel, Billy","Billy Horschel",150,27979179,7200,22.082,2:31 pm,0,35.9,1,0,36.8,-0.19,100,0.426566871667758,
"Montgomery, Taylor","Taylor Montgomery",150,27979177,7200,24.662,12:30 pm,0,42.3,1.7,0,44,0.2,100,1.35500122895171,
"Bezuidenhout, Christiaan","Christiaan Bezuidenhout",150,27979181,7200,23.400,1:14 pm,0,39.9,1.4,0,41.3,0,100,1.52476856942546,
"English, Harris","Harris English",150,27979176,7200,24.025,12:58 pm,0,40.9,1.5,0,42.4,0.09,100,7.10736086099301,
"Lee, Min Woo","Min Woo Lee",150,27979180,7200,24.576,7:27 am,1,42.6,1.8,0,44.3,0.22,100,2.979737286698,
"Simpson, Webb","Webb Simpson",150,27979185,7100,22.425,12:47 pm,0,36.5,1,0,37.5,-0.13,100,0.140234782876093,
"Woodland, Gary","Gary Woodland",150,27979187,7100,25.611,8:00 am,1,46.7,2.5,0,49.2,0.62,100,11.1693431904746,
"Kitayama, Kurt","Kurt Kitayama",150,27979182,7100,24.432,7:55 am,1,41.3,1.6,0,42.9,0.17,100,1.64791691759469,
"Riley, Davis","Davis Riley",150,27979184,7100,23.970,7:49 am,1,40.4,1.5,0,41.9,0.1,100,0.762442513515039,
"Mitchell, Keith","Keith Mitchell",150,27979183,7100,24.028,1:09 pm,0,42.2,1.8,0,44,0.25,100,4.43896066330869,
"Kim, Si Woo","Si Woo Kim",150,27979186,7100,26.094,1:53 pm,0,48.4,2.9,0,51.4,0.78,100,7.78805655521972,
"Mickelson, Phil","Phil Mickelson",150,27979194,7000,21.739,1:58 pm,0,34,0.7,0,34.7,-0.22,100,2.60047732903995,
"Power, Seamus","Seamus Power",150,27979189,7000,24.669,1:42 pm,0,44,2,0,46,0.44,100,5.00971301504135,
"Kirk, Chris","Chris Kirk",150,27979193,7000,24.862,1:42 pm,0,45.9,2.3,0,48.2,0.6,100,5.22053515242778,
"Herbert, Lucas","Lucas Herbert",150,27979192,7000,24.613,1:20 pm,0,42.9,1.8,0,44.7,0.34,100,1.29846293091046,
"Spaun, J.J.","J.J. Spaun",150,27979190,7000,25.128,2:15 pm,0,45.1,2.2,0,47.3,0.53,100,1.52905733549289,
"Pereira, Mito","Mito Pereira",150,27979188,7000,25.630,2:09 pm,0,47.4,2.6,0,50.1,0.73,100,7.63230333537814,
"Taylor, Ben","Ben Taylor",150,27979191,7000,21.262,2:42 pm,0,34.2,0.7,0,34.9,-0.21,100,0,
"Wise, Aaron","Aaron Wise",150,27979195,6900,23.377,2:04 pm,0,39.8,1.4,0,41.2,0.14,100,0.606585170520364,
"Macintyre, Robert","Robert Macintyre",150,27979197,6900,23.366,12:58 pm,0,39.6,1.4,0,40.9,0.12,100,1.60202890422776,
"Hossler, Beau","Beau Hossler",150,27979200,6900,25.195,7:44 am,1,44.3,2.1,0,46.4,0.51,100,1.61745804488437,
"McNealy, Maverick","Maverick McNealy",150,27979202,6900,22.653,8:55 am,1,37.7,1.2,0,38.8,-0.02,100,0,
"Burmester, Dean","Dean Burmester",150,27979196,6900,24.225,9:12 am,1,43,1.8,0,44.9,0.4,100,2.10835420100587,
"Hoge, Tom","Tom Hoge",150,27979199,6900,24.635,7:33 am,1,43.6,1.9,0,45.6,0.45,100,3.86923170225136,
"Hadwin, Adam","Adam Hadwin",150,27979198,6900,24.607,2:20 pm,0,43.5,1.9,0,45.4,0.44,100,1.23102047285259,
"Kuchar, Matt","Matt Kuchar",150,27979201,6900,25.191,2:20 pm,0,46.6,2.7,0,49.3,0.72,100,4.87354584478019,
"Griffin, Ben","Ben Griffin",150,27979203,6800,23.774,7:11 am,1,40.9,1.5,0,42.3,0.27,100,0.343097016197475,
"Pendrith, Taylor","Taylor Pendrith",150,27979209,6800,22.563,12:41 pm,0,37.4,1.1,0,38.5,-0.01,100,0.578773573540036,
"Lahiri, Anirban","Anirban Lahiri",150,27979206,6800,23.935,1:53 pm,0,41.3,1.6,0,42.9,0.31,100,0.318202320300077,
"Cole, Eric","Eric Cole",150,28005186,6800,23.172,2:37 pm,0,39.2,1.3,0,40.5,0.13,100,0.683394898056274,
"Paul, Yannik","Yannik Paul",150,27979208,6800,22.829,8:44 am,1,37.8,1.1,0,38.9,0.02,100,1.20183207508403,
"Molinari, Francesco","Francesco Molinari",150,27979207,6800,22.879,2:31 pm,0,37,1,0,38,-0.02,100,0,
"Smith, Jordan","Jordan L. Smith",150,27979211,6800,24.096,2:04 pm,0,41.5,1.7,0,43.2,0.33,100,1.73780233540642,
"Harman, Brian","Brian Harman",150,27979204,6800,24.942,1:20 pm,0,44.5,2.1,0,46.6,0.57,100,1.29917957701937,
"Hughes, Mackenzie","Mackenzie Hughes",150,27979205,6800,23.993,8:28 am,1,40.7,1.5,0,42.2,0.25,100,0.571831944529655,
"Pieters, Thomas","Thomas Pieters",150,27979210,6800,23.407,1:09 pm,0,39.8,1.4,0,41.2,0.18,100,1.32731883033868,
"Rodgers, Patrick","Patrick Rodgers",150,27979219,6700,24.493,2:42 pm,0,43.1,1.9,0,45,0.51,100,1.78846255856474,
