player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,9,12,0,3,0,,,6.7,,,0,0,,62.5,0,,100.0,1,0,0.0,0,6,50.0,89,1,0,0,0,0,0,0.0,,0,0,,,2.9,,,0,0,,56.0,0,,100.0,2,0,0.0,0,4,33.3,137,3,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,10,9,0,24,0,,,2.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,45,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,7.7,4.0,4.0,0,0,0.0,86.3,0,2,20.0,1,0,79.2,2,8,88.9,104,4,2,2,0,2,5,0.3,1.0
Jason Pierre-Paul,5540,ED,BLT,7,8,0,3,0,,,8.9,,,0,0,,66.3,0,,0.0,0,0,0.0,0,4,50.0,45,0,2,0,0,0,0,0.0,,0,0,3.5,100.0,3.7,2.0,2.0,0,0,0.0,34.7,0,8,,0,0,100.0,2,4,50.0,109,2,0,2,0,16,9,4.0,8.0
Kareem Jackson,5545,S,DEN,10,426,0,10,0,7.0,80.0,100.0,20.8,16.6,0,3,60.0,68.6,0,9,14.3,1,2,125.4,4,91,21.4,91,2,6,5,2,23,3,0.3,5.8,0,0,10.7,64.3,99.6,25.1,16.1,1,0,0.0,58.3,0,23,27.8,5,0,105.4,9,240,56.3,241,2,13,14,1,87,22,0.4,9.7
Devin McCourty,5552,S,NE,10,367,0,19,1,15.6,80.0,100.0,38.8,31.0,1,1,20.0,60.1,1,26,0.0,0,1,111.7,4,160,43.6,160,0,11,5,2,54,6,0.3,13.5,0,1,18.0,66.7,98.9,45.0,30.0,1,1,16.7,66.0,1,54,6.7,1,1,70.1,4,184,50.1,186,1,13,6,0,91,21,0.5,22.8
Jerry Hughes,5556,ED,HST,10,3,0,13,0,,,4.0,,,0,0,,60.2,0,,66.7,2,0,0.0,0,2,66.7,50,2,1,0,0,0,0,0.0,,0,0,,,0.6,,,0,0,,68.2,1,,75.0,3,0,0.0,0,1,33.3,155,7,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,10,14,0,16,1,,,1.4,,,0,0,,64.2,0,,33.3,1,0,0.0,0,1,7.1,73,3,1,0,0,0,0,0.0,,0,0,8.0,100.0,10.6,11.0,11.0,0,0,0.0,56.4,0,8,0.0,0,0,100.0,1,11,78.6,104,2,2,1,0,8,0,0.7,8.0
Von Miller,6154,ED,BUF,10,3,0,4,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,81,4,0,0,0,0,0,,,0,0,,,1.8,,,0,0,,61.9,0,,25.0,1,0,0.0,0,3,100.0,167,7,3,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,10,431,0,18,0,14.2,40.0,100.0,22.5,9.0,0,1,20.0,66.4,0,15,0.0,0,1,92.5,2,50,11.6,50,0,1,5,1,21,5,0.5,10.5,0,0,12.7,50.0,100.0,18.5,9.3,0,4,18.2,84.2,3,23,5.6,1,4,32.6,11,220,51.0,220,3,17,22,0,150,46,0.7,13.6
Robert Quinn,6166,ED,PHI,11,6,0,24,0,,,4.8,,,0,0,,60.7,0,,,0,0,0.0,0,3,50.0,63,0,0,0,0,0,0,0.0,,0,0,0.5,100.0,2.3,1.5,1.5,0,0,0.0,65.2,0,13,0.0,0,0,104.2,2,3,50.0,130,2,1,2,0,18,17,6.0,9.0
