player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,13,15,0,3,0,,,6.0,,,0,1,,62.5,0,,100.0,1,0,0.0,0,7,46.7,116,1,0,0,0,0,0,0.0,,0,0,,,2.8,,,0,0,,55.4,0,,100.0,3,0,0.0,0,5,33.3,179,4,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,15,12,0,24,0,,,1.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,54,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,6.5,5.0,5.0,0,0,0.0,85.3,0,2,20.0,1,0,79.2,2,10,83.3,155,9,2,2,0,2,5,0.2,1.0
Jason Pierre-Paul,5540,ED,BLT,12,16,0,3,0,7.0,100.0,11.8,6.0,6.0,0,0,0.0,47.3,0,24,0.0,0,0,118.8,1,8,50.0,68,0,2,1,0,24,17,4.0,24.0,0,0,1.3,100.0,4.8,2.0,2.0,0,0,0.0,51.0,0,9,66.7,2,0,94.8,4,8,50.0,167,3,1,4,0,27,22,3.4,6.8
Kareem Jackson,5545,S,DEN,15,613,0,10,0,6.7,71.4,99.2,22.2,15.9,0,3,42.9,70.8,0,9,9.1,1,2,115.5,5,120,19.6,121,4,10,7,2,24,6,0.2,4.8,0,0,9.7,69.6,99.7,21.3,14.8,1,0,0.0,54.1,0,23,23.1,6,0,106.4,16,360,58.7,361,3,20,23,1,176,45,0.5,11.0
Devin McCourty,5552,S,NE,15,597,0,19,1,10.7,71.4,100.0,41.0,29.3,1,1,14.3,64.7,1,26,0.0,0,1,93.8,5,216,36.2,216,2,15,7,2,54,11,0.3,10.8,0,1,15.6,60.0,99.7,52.0,31.2,1,1,10.0,63.4,2,54,8.0,2,1,64.6,6,325,54.4,326,2,22,10,0,135,33,0.4,22.5
Jerry Hughes,5556,ED,HST,15,3,0,13,0,,,2.9,,,0,0,,60.2,0,,66.7,2,0,0.0,0,2,66.7,70,2,1,0,0,0,0,0.0,,0,0,,,0.4,,,0,0,,68.2,1,,80.0,4,0,0.0,0,1,33.3,227,7,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,15,16,0,16,1,,,1.0,,,0,0,,64.2,0,,33.3,1,0,0.0,0,1,6.3,105,3,1,0,0,0,0,0.0,,0,0,8.0,100.0,8.2,13.0,13.0,0,0,0.0,56.8,0,8,0.0,0,0,100.0,1,13,81.3,158,2,2,1,0,8,0,0.6,8.0
Von Miller,6154,ED,BUF,11,4,0,4,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,83,4,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,62.4,0,,25.0,1,0,0.0,0,4,100.0,178,7,3,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,15,658,0,18,0,14.2,33.3,100.0,33.7,11.2,0,3,33.3,69.5,0,15,0.0,0,1,83.6,3,107,16.3,107,1,3,9,1,36,9,0.4,12.0,0,0,12.4,57.1,100.0,15.7,9.0,0,4,11.4,77.4,4,29,7.7,2,4,49.8,20,333,50.6,333,3,24,35,1,253,91,0.8,12.7
J.J. Watt,6163,DI,ARZ,14,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,75,4,0,0,0,0,0,,,0,1,-1.0,100.0,0.6,2.0,2.0,0,0,0.0,64.6,0,5,33.3,1,0,87.5,1,2,66.7,318,7,1,1,0,5,6,2.5,5.0
Robert Quinn,6166,ED,PHI,12,7,0,24,0,,,4.7,,,0,0,,60.7,0,,,0,0,0.0,0,3,42.9,64,0,0,0,0,0,0,0.0,,0,0,0.5,100.0,2.9,2.0,2.0,0,0,0.0,66.9,0,13,0.0,0,0,104.2,2,4,57.1,137,2,1,2,0,18,17,4.5,9.0
Cameron Jordan,6176,ED,NO,14,13,0,20,0,0.0,0.0,6.1,,7.0,0,1,100.0,84.1,0,,0.0,0,1,39.6,0,8,61.5,132,0,3,1,0,0,0,0.0,,0,0,,,1.2,,,0,0,,78.4,0,,50.0,2,0,0.0,0,3,23.1,247,7,2,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,12,23,0,3,0,,,13.7,,,0,0,,66.2,0,,100.0,1,0,0.0,0,10,43.5,73,1,0,0,0,0,0,0.0,,0,1,,,6.6,,,0,0,,67.0,0,,40.0,2,0,0.0,0,10,43.5,151,6,2,0,0,0,0,0.0,
Chris Harris Jr.,6457,CB,NO,10,226,0,20,0,7.3,62.5,90.9,11.0,6.9,0,1,12.5,50.8,0,15,0.0,0,1,80.7,5,60,26.5,66,0,2,8,0,51,38,0.9,10.2,0,1,7.0,83.3,91.3,5.2,4.3,0,0,0.0,39.0,0,62,11.8,2,0,118.5,25,137,60.6,150,4,14,30,1,293,108,2.3,11.7
Josh Bynes,6503,LB,BLT,7,124,0,3,1,1.0,100.0,66.7,15.5,15.5,0,1,50.0,69.9,0,22,0.0,0,1,118.8,2,32,25.8,48,1,4,2,0,26,24,0.8,13.0,0,1,4.5,50.0,91.4,14.2,7.1,0,0,0.0,64.2,1,19,25.0,2,0,61.2,5,74,59.7,81,2,5,10,1,57,32,0.8,11.4
Mario Addison,6558,ED,HST,10,1,0,13,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,33,1,0,0,0,0,0,,,0,0,-3.0,0.0,0.8,,1.0,0,0,0.0,64.1,0,,0.0,0,0,39.6,0,1,100.0,125,0,1,1,0,0,0,0.0,
Stephon Gilmore,7016,CB,IND,15,569,0,14,1,12.7,50.0,100.0,8.8,4.4,0,5,20.8,78.3,1,53,11.1,1,4,75.0,12,116,20.4,116,2,7,24,1,200,75,1.9,16.7,0,0,8.5,71.2,100.0,10.1,7.2,0,6,11.5,73.3,1,33,5.4,2,3,83.1,37,384,67.5,384,7,35,52,0,371,147,1.0,10.0
Bruce Irvin,7021,ED,SEA,9,23,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,17,0,0,0,0,0,0,,,0,0,-3.0,100.0,18.1,9.5,9.5,0,0,0.0,49.4,0,6,50.0,3,0,89.6,2,19,82.6,105,3,3,2,0,11,17,0.6,5.5
