player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Ted Karras,10855,C,CIN,4,0,7,66.6,0,8,185,100.0,100.0,97.3,0,9,1,195,195,63.5,0,5,71,100.0,100.0,95.1,6,1,77,77
Alex Cappa,66578,G,CIN,4,0,7,65.4,3,2,185,100.0,100.0,97.6,0,7,2,195,195,65.3,2,1,71,100.0,100.0,95.1,5,2,77,77
Cordell Volson,30614,G,CIN,4,1,7,50.9,4,5,185,100.0,100.0,95.9,2,12,3,195,195,71.1,1,2,71,100.0,100.0,96.5,4,1,77,77
La'el Collins,9719,T,CIN,4,0,7,38.1,2,6,185,100.0,100.0,97.3,1,9,1,195,195,40.2,0,3,71,100.0,100.0,96.5,4,1,77,77
Jonah Williams,41651,T,CIN,4,0,7,63.3,3,8,185,100.0,100.0,94.9,0,15,4,195,195,67.6,0,3,71,100.0,100.0,92.3,7,4,77,77
Connor McGovern,10778,C,NYJ,3,0,22,66.6,1,3,165,100.0,100.0,98.2,2,5,1,173,173,58.7,1,2,84,100.0,100.0,97.0,4,1,88,88
Alijah Vera-Tucker,57107,G,NYJ,3,0,22,57.9,3,7,165,100.0,100.0,96.4,0,11,1,173,173,69.7,3,4,84,100.0,100.0,95.8,7,0,88,88
Max Mitchell,81707,T,NYJ,3,0,22,56.9,2,5,165,100.0,100.0,96.7,0,9,2,173,173,51.3,2,5,84,100.0,100.0,94.6,8,1,88,88
Laken Tomlinson,9461,G,NYJ,3,1,22,53.2,0,13,165,100.0,100.0,96.1,1,13,0,173,173,47.3,0,11,84,100.0,100.0,93.5,11,0,88,88
D.J. Humphries,9457,T,ARZ,3,0,1,87.3,1,2,158,100.0,100.0,99.1,1,3,0,169,169,88.2,0,0,51,100.0,100.0,100.0,0,0,58,58
Charles Leno Jr.,8880,T,WAS,3,0,32,83.8,0,5,153,100.0,100.0,96.4,0,8,3,165,165,73.0,0,5,71,100.0,100.0,92.3,8,3,76,76
Andrew Norwell,9126,G,WAS,3,1,32,70.9,1,4,151,100.0,100.0,97.0,2,7,2,163,163,60.4,0,3,69,100.0,100.0,94.9,5,2,74,74
Rodney Hudson,6207,C,ARZ,3,0,1,75.8,0,3,151,100.0,100.0,99.0,0,3,0,162,162,68.8,0,3,45,100.0,100.0,96.7,3,0,52,52
Will Hernandez,46180,G,ARZ,3,0,1,75.0,0,3,151,100.0,100.0,98.3,0,4,1,162,162,64.4,0,3,45,100.0,100.0,96.7,3,0,52,52
