player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,13,15,0,3,0,,,6.0,,,0,1,,62.5,0,,100.0,1,0,0.0,0,7,46.7,116,1,0,0,0,0,0,0.0,,0,0,,,2.8,,,0,0,,55.4,0,,100.0,3,0,0.0,0,5,33.3,180,4,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,14,11,0,24,0,,,2.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,51,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,6.9,5.0,5.0,0,0,0.0,85.3,0,2,20.0,1,0,79.2,2,10,90.9,145,9,2,2,0,2,5,0.2,1.0
Jason Pierre-Paul,5540,ED,BLT,11,13,0,3,0,7.0,100.0,11.3,5.0,5.0,0,0,0.0,44.9,0,24,0.0,0,0,118.8,1,7,53.8,62,0,2,1,0,24,17,4.8,24.0,0,0,1.3,100.0,3.9,2.0,2.0,0,0,0.0,64.5,0,8,50.0,1,0,91.7,3,6,46.2,153,3,1,3,0,18,14,3.0,6.0
Kareem Jackson,5545,S,DEN,14,584,0,10,0,6.7,71.4,99.1,21.2,15.1,0,3,42.9,70.6,0,9,9.1,1,2,115.5,5,115,19.7,116,4,10,7,2,24,6,0.2,4.8,0,0,9.5,68.2,99.7,21.6,14.7,1,0,0.0,55.0,0,23,23.1,6,0,103.8,15,343,58.7,344,3,20,22,1,157,40,0.5,10.5
Devin McCourty,5552,S,NE,14,539,0,19,1,10.7,71.4,100.0,40.4,28.9,1,1,14.3,64.6,1,26,0.0,0,1,93.8,5,213,39.5,213,2,15,7,2,54,11,0.3,10.8,0,1,16.7,66.7,99.6,45.5,30.3,1,1,11.1,63.6,1,54,8.7,2,1,70.1,6,283,52.5,284,1,20,9,0,135,33,0.5,22.5
Jerry Hughes,5556,ED,HST,14,3,0,13,0,,,3.0,,,0,0,,60.2,0,,66.7,2,0,0.0,0,2,66.7,66,2,1,0,0,0,0,0.0,,0,0,,,0.5,,,0,0,,68.2,1,,80.0,4,0,0.0,0,1,33.3,213,7,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,14,15,0,16,1,,,1.1,,,0,0,,64.2,0,,33.3,1,0,0.0,0,1,6.7,95,3,1,0,0,0,0,0.0,,0,0,8.0,100.0,8.1,12.0,12.0,0,0,0.0,56.7,0,8,0.0,0,0,100.0,1,12,80.0,148,2,2,1,0,8,0,0.7,8.0
Von Miller,6154,ED,BUF,11,4,0,4,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,83,4,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,62.4,0,,25.0,1,0,0.0,0,4,100.0,178,7,3,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,14,607,0,18,0,14.2,33.3,100.0,27.7,9.2,0,3,33.3,72.3,0,15,0.0,0,1,83.6,3,88,14.5,88,1,3,9,1,36,9,0.4,12.0,0,0,12.5,55.2,100.0,18.4,10.1,0,4,13.8,79.1,3,23,8.3,2,4,36.5,16,312,51.4,312,3,22,29,0,195,80,0.7,12.2
Robert Quinn,6166,ED,PHI,12,7,0,24,0,,,4.7,,,0,0,,60.7,0,,,0,0,0.0,0,3,42.9,64,0,0,0,0,0,0,0.0,,0,0,0.5,100.0,2.9,2.0,2.0,0,0,0.0,66.9,0,13,0.0,0,0,104.2,2,4,57.1,137,2,1,2,0,18,17,4.5,9.0
