team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PIT,25,4,143,5,11,143,93.0,18,2
PHI,24,4,151,3,17,151,92.1,22,2
NO,20,4,157,4,18,157,89.8,27,5
ATL,2,4,114,3,15,114,89.5,21,3
TB,30,4,162,7,21,162,88.9,32,4
JAX,15,4,143,8,19,143,88.5,30,3
ARZ,1,4,193,6,34,193,88.1,43,3
CLV,8,4,139,3,20,139,88.1,28,5
IND,14,4,173,11,17,173,87.9,35,7
KC,16,4,163,7,29,163,87.7,38,2
SF,28,3,93,2,17,93,87.6,21,2
GB,12,4,144,2,25,144,87.2,32,5
MIA,17,4,149,7,25,149,87.2,35,3
DAL,9,4,139,10,22,139,87.1,34,2
BUF,4,4,194,8,35,194,86.9,47,4
DEN,10,4,151,5,23,151,86.8,34,6
BLT,3,4,137,2,23,137,86.5,31,6
LAC,27,4,173,9,34,173,86.4,45,2
HST,13,4,154,6,23,154,86.0,36,7
CAR,5,4,137,2,25,137,85.8,33,6
NE,19,4,136,6,17,136,85.7,31,8
LV,23,4,171,12,28,171,85.4,45,5
DET,11,4,159,11,30,159,84.0,46,5
MIN,18,4,165,15,26,165,83.3,48,7
NYG,21,4,143,3,31,143,83.2,41,7
CIN,7,4,185,12,29,185,83.0,52,11
TEN,31,4,117,9,25,117,82.9,37,3
WAS,32,4,198,10,32,198,82.8,55,13
SEA,29,4,142,9,28,142,82.7,43,6
LA,26,3,114,10,15,114,82.0,33,8
NYJ,22,4,206,13,49,206,81.1,70,8
CHI,6,4,100,4,25,100,77.5,37,8
