player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Cooper Kupp,11824,WR,LA,6,70,0,26,8.0,1,69.2,66.7,4,6,0.0,0,5,1,77.3,69.5,2,75,0.0,0,54,9,96.3,52,101.8,13,18.6,2,131,89,9.9,14.6,2.52,0,5.9,10,86.7,100.0,3,3,0.0,0,23,0,90.0,86.9,2,28,1.2,2,166,39,97.6,162,84.4,45,64.3,0,392,201,5.2,10.1,2.42
Tyreek Hill,10799,WR,MIA,6,65,0,17,10.5,3,84.6,50.0,1,2,0.0,0,8,1,78.7,90.3,1,26,0.0,0,38,11,89.5,34,81.1,13,20.0,0,145,53,4.8,13.2,4.26,0,11.8,2,70.7,75.0,3,4,6.5,2,17,0,69.0,84.4,1,64,0.0,0,120,29,94.2,113,110.7,41,63.1,2,429,141,4.9,14.8,3.8
Stefon Diggs,9579,WR,BUF,6,62,0,4,11.0,1,68.2,25.0,1,4,0.0,0,12,0,81.1,88.1,0,41,0.0,0,76,15,96.1,73,136.2,22,35.5,4,199,92,6.1,13.3,2.73,0,10.0,5,85.7,50.0,1,2,3.2,1,17,0,77.3,87.3,0,46,0.0,0,129,30,97.7,126,120.8,35,56.5,1,375,111,3.7,12.5,2.98
Marquise Brown,61568,WR,ARZ,6,61,0,1,13.1,0,60.0,50.0,3,6,0.0,0,7,0,77.3,83.4,0,24,0.0,0,58,9,93.1,54,125.3,15,24.6,2,121,20,2.2,13.4,2.24,0,9.8,2,74.4,33.3,1,3,0.0,0,13,0,87.3,73.6,3,26,0.0,0,187,29,95.7,179,70.2,39,63.9,1,278,129,4.4,9.6,1.55
Justin Jefferson,61398,WR,MIN,6,60,0,18,8.0,0,63.2,0.0,0,2,7.7,1,7,0,47.7,69.5,1,47,0.0,0,93,12,89.2,83,75.8,19,31.7,0,196,108,9.0,16.3,2.36,0,9.4,5,88.6,50.0,2,4,3.1,1,21,0,77.8,89.0,1,64,0.0,0,124,31,94.4,117,125.8,35,58.3,2,437,176,5.7,14.1,3.74
Ja'Marr Chase,84270,WR,CIN,6,58,0,7,11.1,2,63.2,40.0,2,5,14.3,2,11,0,45.7,76.4,0,60,0.0,0,82,12,87.8,72,132.9,19,32.8,3,176,77,6.4,14.7,2.44,0,10.0,3,67.6,33.3,1,3,4.2,1,14,1,73.5,75.8,1,26,0.0,0,156,23,98.1,153,90.1,34,58.6,1,278,133,5.8,12.1,1.82
Mark Andrews,47436,TE,BLT,6,57,0,3,10.7,3,71.4,100.0,8,8,13.0,3,12,0,46.4,81.5,0,25,0.0,0,89,20,93.3,83,129.9,28,49.1,3,219,65,3.3,11.0,2.64,0,12.2,0,66.7,50.0,1,2,0.0,0,13,0,81.7,80.0,1,25,0.0,0,93,16,97.8,91,75.7,24,42.1,0,204,61,3.8,12.8,2.24
Diontae Johnson,33441,WR,PIT,6,55,0,25,10.9,0,41.2,16.7,1,6,0.0,0,5,1,77.3,63.7,0,11,0.0,0,70,7,90.0,63,48.9,17,30.9,0,43,8,1.1,6.1,0.68,0,11.8,1,65.6,50.0,1,2,8.7,2,11,0,47.8,69.5,3,25,0.0,0,144,21,94.4,136,45.7,32,58.2,0,215,28,1.3,10.2,1.58
CeeDee Lamb,61570,WR,DAL,6,55,0,9,9.0,0,55.0,25.0,1,4,8.3,1,7,0,61.8,72.3,1,17,0.0,0,59,11,91.5,54,64.4,20,36.4,1,99,38,3.5,9.0,1.83,0,11.2,2,65.6,20.0,1,5,8.7,2,13,0,59.5,75.4,0,30,0.0,0,119,21,94.1,112,104.6,32,58.2,1,287,123,5.9,13.7,2.56
Amari Cooper,9437,WR,CLV,6,53,0,8,14.2,0,51.9,57.1,4,7,12.5,2,11,0,49.6,75.8,1,32,0.0,0,82,14,92.7,76,84.3,27,50.9,2,193,41,2.9,13.8,2.54,0,8.7,1,66.7,50.0,2,4,0.0,0,7,0,79.4,64.5,0,18,0.0,0,107,12,95.3,102,101.2,18,34.0,1,108,13,1.1,9.0,1.06
Travis Kelce,7844,TE,KC,6,52,0,16,8.1,8,85.0,60.0,3,5,5.6,1,10,0,69.6,76.3,0,26,1.0,1,105,17,87.6,92,134.8,20,38.5,4,137,70,4.1,8.1,1.49,0,8.9,0,81.8,0.0,0,2,5.3,1,15,0,69.0,86.8,0,35,3.0,3,100,18,93.0,93,132.6,22,42.3,1,268,96,5.3,14.9,2.88
Michael Pittman Jr.,29049,WR,IND,5,50,0,14,5.8,1,73.3,83.3,5,6,0.0,0,9,0,78.7,75.4,0,25,0.0,0,71,11,88.7,63,95.4,15,30.0,0,116,58,5.3,10.5,1.84,0,7.2,2,76.7,25.0,1,4,0.0,0,13,0,84.9,75.6,1,28,0.0,0,149,23,96.6,144,100.0,30,60.0,1,265,94,4.1,11.5,1.84
D.K. Metcalf,47864,WR,SEA,6,50,0,29,13.1,1,61.1,36.4,4,11,0.0,0,8,0,78.7,90.2,0,54,0.0,0,50,11,94.0,47,138.0,18,36.0,2,207,74,6.7,18.8,4.4,0,11.0,1,58.3,75.0,3,4,12.5,2,7,2,51.5,61.0,0,26,0.0,0,120,14,94.2,113,77.8,24,48.0,0,156,26,1.9,11.1,1.38
Davante Adams,8688,WR,LV,5,50,0,23,11.9,0,75.0,50.0,1,2,0.0,0,4,0,74.6,79.3,0,58,0.0,0,38,6,86.8,33,147.4,8,16.0,3,83,30,5.0,13.8,2.52,0,12.5,2,61.3,75.0,3,4,0.0,0,12,1,83.2,80.4,1,41,0.9,1,106,19,95.3,101,74.8,31,62.0,0,261,98,5.2,13.7,2.58
A.J. Brown,48327,WR,PHI,6,49,0,24,11.6,5,68.8,66.7,2,3,15.4,2,10,0,43.5,86.6,0,54,0.0,0,55,11,92.7,51,132.3,16,32.7,1,209,106,9.6,19.0,4.1,0,10.8,1,61.9,40.0,2,5,0.0,0,7,0,81.1,71.6,0,31,0.0,0,120,13,95.0,114,89.2,21,42.9,0,179,73,5.6,13.8,1.57
