player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,2,3,0,3,0,,,5.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,18,0,0,0,0,0,0,0.0,,0,0,,,6.3,,,0,0,,60.4,0,,,0,0,0.0,0,2,66.7,32,1,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,2,2,0,24,0,,,10.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,10,0,0,0,0,0,0,0.0,,0,1,1.0,100.0,3.8,1.0,1.0,0,0,0.0,70.8,0,2,0.0,0,0,79.2,1,1,50.0,26,2,1,1,0,2,1,2.0,2.0
Kareem Jackson,5545,S,DEN,2,78,0,10,0,,,100.0,,,0,0,,55.4,0,,0.0,0,0,0.0,0,20,25.6,20,1,1,0,0,0,0,0.0,,0,0,18.7,33.3,100.0,33.0,11.0,0,0,0.0,52.2,0,17,0.0,0,0,53.5,1,34,43.6,34,0,2,3,0,17,4,0.5,17.0
Devin McCourty,5552,S,NE,2,75,0,19,0,,,100.0,,,0,0,,65.9,0,,0.0,0,0,0.0,0,29,38.7,29,0,2,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,67.3,0,,0.0,0,0,0.0,0,42,56.0,42,0,4,0,0,0,0,0.0,
Jerry Hughes,5556,ED,HST,2,2,0,13,0,,,6.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,16,1,0,0,0,0,0,0.0,,0,0,,,2.5,,,0,0,,68.2,1,,50.0,1,0,0.0,0,1,50.0,40,2,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,2,2,0,16,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,6,1,0,0,0,0,0,,,0,0,8.0,100.0,10.0,2.0,2.0,0,0,0.0,54.2,0,8,0.0,0,0,100.0,1,2,100.0,20,0,1,1,0,8,0,4.0,8.0
Von Miller,6154,ED,BUF,2,1,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,3.1,,,0,0,,75.7,0,,0.0,0,0,0.0,0,1,100.0,32,3,1,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,2,86,0,18,0,,,100.0,,,0,0,,64.7,0,,,0,0,0.0,0,4,4.7,4,0,0,0,0,0,0,0.0,,0,0,19.0,33.3,100.0,50.0,16.7,0,0,0.0,50.0,0,17,33.3,1,0,53.5,1,53,61.6,53,0,2,3,0,17,5,0.3,17.0
Robert Quinn,6166,ED,CHI,2,1,0,6,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,0,,,2.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,34,1,0,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,2,5,0,3,0,,,13.0,,,0,0,,62.8,0,,,0,0,0.0,0,3,60.0,23,1,0,0,0,0,0,0.0,,0,0,,,4.0,,,0,0,,64.6,0,,50.0,2,0,0.0,0,2,40.0,50,1,2,0,0,0,0,0.0,
Josh Bynes,6503,LB,BLT,2,42,0,3,0,,,62.5,,,0,0,,65.5,0,,,0,0,0.0,0,5,11.9,8,0,0,0,0,0,0,0.0,,0,0,5.5,50.0,100.0,14.0,7.0,0,0,0.0,48.4,0,14,50.0,1,0,71.9,2,28,66.7,28,0,1,4,0,27,12,1.0,13.5
Stephon Gilmore,7016,CB,IND,2,76,0,14,0,16.8,25.0,100.0,12.0,3.0,0,0,0.0,66.0,0,8,0.0,0,0,39.6,1,13,17.1,13,0,1,4,0,8,6,0.7,8.0,0,0,6.2,70.0,100.0,7.9,5.5,0,1,10.0,67.0,0,14,12.5,1,0,84.2,7,58,76.3,58,1,7,10,0,57,20,1.0,8.1
Melvin Ingram III,7024,ED,MIA,2,12,0,17,0,,,5.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,17,0,0,0,0,0,0,,,0,0,-3.0,100.0,34.8,8.0,8.0,0,0,0.0,76.8,0,-3,0.0,0,0,79.2,1,8,66.7,23,1,1,1,0,-3,0,-0.4,-3.0
Chandler Jones,7027,ED,LV,2,11,0,23,0,,,6.3,,,0,0,,60.4,0,,,0,0,0.0,0,2,18.2,32,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,18.2,7.0,7.0,0,0,0.0,49.4,0,11,0.0,0,0,112.5,1,8,72.7,44,0,1,1,0,11,5,1.6,11.0
Bobby Wagner,7050,LB,LA,2,62,0,26,0,5.0,100.0,50.0,2.0,2.0,0,0,0.0,45.0,0,8,0.0,0,0,100.0,1,3,4.8,6,0,1,1,0,8,3,4.0,8.0,0,1,-4.0,100.0,84.3,20.5,20.5,0,0,0.0,61.1,0,6,25.0,1,0,87.5,2,43,69.4,51,3,2,2,0,10,18,0.2,5.0
Lavonte David,7060,LB,TB,2,89,0,30,0,,,90.0,,,0,0,,65.8,0,,,0,0,0.0,0,9,10.1,10,0,0,0,0,0,0,0.0,,0,1,4.8,100.0,91.8,7.8,7.8,0,1,12.5,84.9,0,13,0.0,0,1,91.7,8,67,75.3,73,4,6,8,0,48,10,0.8,6.0
Casey Hayward Jr.,7064,CB,ATL,2,69,0,2,0,12.8,75.0,100.0,6.3,4.8,0,0,0.0,33.6,0,40,,0,0,156.3,3,21,30.4,21,0,0,4,1,61,25,3.2,20.3,0,1,21.0,50.0,100.0,20.0,10.0,0,0,0.0,77.4,1,31,20.0,1,0,52.1,2,40,58.0,40,0,3,4,0,46,10,1.2,23.0
Demario Davis,7079,LB,NO,2,72,0,20,0,,,80.0,,,0,0,,68.4,0,,,0,0,0.0,0,12,16.7,15,0,0,0,0,0,0,0.0,,0,1,3.2,33.3,100.0,24.5,8.2,0,2,33.3,75.0,0,10,0.0,0,1,42.4,2,51,70.8,51,1,2,6,0,13,12,0.3,6.5
Rodney McLeod,7271,S,IND,2,14,0,14,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.1,1,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,12.0,12.0,0,0,0.0,66.5,0,6,0.0,0,0,91.7,1,12,85.7,12,0,3,1,0,6,1,0.5,6.0
Tashaun Gipson Sr.,7288,S,SF,2,59,0,28,0,10.0,0.0,100.0,,5.0,1,0,0.0,78.5,0,,,0,0,39.6,0,5,8.5,5,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,69.8,1,,0.0,0,0,0.0,0,45,76.3,45,0,2,0,0,0,0,0.0,
Harrison Smith,7641,S,MIN,2,84,0,18,0,,,100.0,,,0,0,,31.1,0,,,0,0,0.0,0,4,4.8,4,0,0,0,0,0,0,0.0,,0,0,10.5,87.5,100.0,6.9,6.0,0,0,0.0,68.9,1,16,0.0,0,0,59.9,7,51,60.7,51,2,12,8,0,63,21,1.3,9.0
Darius Slay,7817,CB,PHI,2,82,0,24,0,13.3,28.6,100.0,11.5,3.3,1,1,14.3,78.9,1,22,,0,1,47.3,2,25,30.5,25,0,0,7,1,34,0,1.5,17.0,0,0,14.1,30.0,100.0,16.7,5.0,2,0,0.0,83.9,1,29,0.0,0,0,4.2,3,52,63.4,52,1,4,10,0,40,18,0.8,13.3
