player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Russell Wilson,7077,QB,DEN,4,42,4.8,0,10,2,1,16.7,21.4,83.3,4.8,0,6,2,7,9,42,35,2,6,10,6,4,14.3,23.8,3,14.3,9.5
Matt Ryan,4317,QB,IND,4,42,9.5,0,14,1,4,11.9,23.8,71.4,11.9,0,7,4,5,10,42,30,5,8,8,7,0,19.0,19.0,2,16.7,0.0
Derek Carr,8671,QB,LV,4,42,21.4,0,23,2,0,19.0,23.8,83.3,7.1,0,4,9,8,10,42,35,3,7,11,4,0,16.7,26.2,2,9.5,0.0
Justin Fields,82118,QB,CHI,4,41,19.5,0,6,2,5,12.2,26.8,70.7,4.9,0,11,8,5,11,41,29,2,7,6,11,2,17.1,14.6,4,26.8,4.9
Kyler Murray,38334,QB,ARZ,4,41,7.3,0,1,0,1,31.7,12.2,87.8,7.3,0,5,3,13,5,41,36,3,4,13,5,3,9.8,31.7,4,12.2,7.3
Geno Smith,7820,QB,SEA,4,40,10.0,0,29,1,1,17.5,22.5,87.5,5.0,0,2,4,7,9,40,35,2,14,9,2,4,35.0,22.5,0,5.0,10.0
Lamar Jackson,46416,QB,BLT,4,39,7.7,0,3,1,6,10.3,28.2,74.4,2.6,0,9,3,4,11,39,29,1,5,8,9,4,12.8,20.5,2,23.1,10.3
Ryan Tannehill,7014,QB,TEN,4,37,5.4,0,31,0,1,29.7,27.0,91.9,5.4,0,1,2,11,10,37,34,2,3,7,1,4,8.1,18.9,0,2.7,10.8
Baker Mayfield,46518,QB,CAR,4,35,14.3,0,5,2,3,17.1,28.6,82.9,2.9,0,7,5,6,10,35,29,1,3,9,7,1,8.6,25.7,2,20.0,2.9
Jacoby Brissett,10725,QB,CLV,4,34,14.7,0,8,5,3,11.8,29.4,70.6,5.9,0,8,5,4,10,34,24,2,4,5,8,0,11.8,14.7,0,23.5,0.0
Trevor Lawrence,77632,QB,JAX,4,33,24.2,0,15,0,2,18.2,24.2,87.9,6.1,0,3,8,6,8,33,29,2,4,4,3,2,12.1,12.1,1,9.1,6.1
Jameis Winston,9434,QB,NO,3,31,6.5,0,20,1,0,25.8,9.7,64.5,19.4,0,4,2,8,3,31,20,6,2,8,4,2,6.5,25.8,3,12.9,6.5
Aaron Rodgers,2241,QB,GB,4,31,9.7,0,12,0,0,3.2,22.6,93.5,3.2,0,1,3,1,7,31,29,1,8,12,1,3,25.8,38.7,1,3.2,9.7
Mitchell Trubisky,11757,QB,PIT,4,30,10.0,0,25,0,5,6.7,13.3,60.0,13.3,0,10,3,2,4,30,18,4,1,6,10,3,3.3,20.0,5,33.3,10.0
Jalen Hurts,40291,QB,PHI,4,30,10.0,0,24,2,3,6.7,33.3,70.0,10.0,0,7,3,2,10,30,21,3,5,2,7,1,16.7,6.7,2,23.3,3.3
Tom Brady,698,QB,TB,4,28,17.9,0,30,0,0,39.3,39.3,92.9,7.1,0,0,5,11,11,28,26,2,2,3,0,0,7.1,10.7,0,0.0,0.0
Marcus Mariota,9435,QB,ATL,4,26,15.4,0,2,1,3,15.4,23.1,80.8,0.0,0,5,4,4,6,26,21,0,3,4,5,3,11.5,15.4,1,19.2,11.5
Matthew Stafford,4924,QB,LA,3,26,11.5,0,26,0,0,26.9,46.2,96.2,0.0,0,1,3,7,12,26,25,0,4,7,1,0,15.4,26.9,1,3.8,0.0
Tua Tagovailoa,60326,QB,MIA,4,25,12.0,0,17,1,0,24.0,24.0,84.0,8.0,0,2,3,6,6,25,21,2,2,6,2,1,8.0,24.0,1,8.0,4.0
Cooper Rush,12324,QB,DAL,4,24,4.2,0,9,0,0,54.2,20.8,91.7,4.2,0,1,1,13,5,24,22,1,3,2,1,1,12.5,8.3,1,4.2,4.2
Mac Jones,60323,QB,NE,3,23,21.7,0,19,0,0,26.1,30.4,100.0,0.0,0,0,5,6,7,23,23,0,2,6,0,0,8.7,26.1,0,0.0,0.0
Zach Wilson,82096,QB,NYJ,1,14,0.0,0,22,0,0,14.3,21.4,85.7,7.1,0,1,0,2,3,14,12,1,3,6,1,0,21.4,42.9,1,7.1,0.0
Teddy Bridgewater,8667,QB,MIA,2,13,0.0,0,17,0,2,30.8,15.4,84.6,0.0,0,2,0,4,2,13,11,0,1,5,2,1,7.7,38.5,0,15.4,7.7
Jimmy Garoppolo,8697,QB,SF,2,12,0.0,0,28,0,1,8.3,33.3,75.0,0.0,0,3,0,1,4,12,9,0,3,3,3,1,25.0,25.0,2,25.0,8.3
Trey Lance,91399,QB,SF,2,11,18.2,0,28,0,1,27.3,27.3,90.9,0.0,0,1,2,3,3,11,10,0,0,2,1,0,0.0,18.2,0,9.1,0.0
Dak Prescott,10769,QB,DAL,1,11,9.1,0,9,0,0,36.4,18.2,90.9,9.1,0,0,1,4,2,11,10,1,1,2,0,0,9.1,18.2,0,0.0,0.0
Bailey Zappe,60396,QB,NE,1,5,0.0,0,19,0,2,20.0,20.0,40.0,0.0,0,3,0,1,1,5,2,0,0,1,3,0,0.0,20.0,1,60.0,0.0
Andy Dalton,6187,QB,NO,1,5,20.0,0,20,1,0,20.0,40.0,60.0,0.0,0,2,1,1,2,5,3,0,0,0,2,0,0.0,0.0,1,40.0,0.0
Malik Willis,60341,QB,TEN,1,4,0.0,0,31,0,1,0.0,50.0,75.0,0.0,0,1,0,0,2,4,3,0,0,2,1,0,0.0,50.0,0,25.0,0.0
Trace McSorley,32819,QB,ARZ,1,3,33.3,0,1,0,0,33.3,0.0,100.0,0.0,0,0,1,1,0,3,3,0,1,2,0,0,33.3,66.7,0,0.0,0.0
Kenny Pickett,60515,QB,PIT,1,3,0.0,0,25,0,1,33.3,0.0,66.7,0.0,0,1,0,1,0,3,2,0,1,0,1,0,33.3,0.0,0,33.3,0.0
Brian Hoyer,5277,QB,NE,1,3,0.0,0,19,0,0,0.0,0.0,66.7,33.3,0,0,0,0,0,3,2,1,0,2,0,0,0.0,66.7,0,0.0,0.0
Tyrod Taylor,6332,QB,NYG,1,2,0.0,0,21,0,1,50.0,0.0,50.0,0.0,0,1,0,1,0,2,1,0,0,0,1,0,0.0,0.0,0,50.0,0.0
Jordan Love,40306,QB,GB,1,1,0.0,0,12,0,0,0.0,0.0,100.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,100.0,0.0,0,0.0,0.0
Davante Adams,8688,WR,LV,1,1,0.0,0,23,0,0,0.0,0.0,0.0,100.0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0
