player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Stefon Diggs,9579,WR,BUF,12,124,0,4,12.0,5,63.4,50.0,4,8,13.3,4,21,0,44.2,85.9,0,41,0.0,0,135,26,94.8,128,123.8,41,33.1,4,358,147,5.7,13.8,2.8,0,10.7,8,80.3,75.0,6,8,1.9,1,31,0,87.9,88.3,0,46,0.0,0,252,53,95.6,241,116.8,66,53.2,2,634,178,3.4,12.0,2.63
Tyreek Hill,10799,WR,MIA,11,114,0,17,11.8,3,80.0,60.0,3,5,0.0,0,11,1,81.7,90.7,1,26,0.0,0,60,16,95.0,57,101.5,20,17.5,1,187,54,3.4,11.7,3.28,0,12.7,3,73.8,55.6,5,9,4.8,3,37,0,77.6,91.1,1,64,0.0,0,239,59,93.7,224,115.6,80,70.2,3,860,244,4.1,14.6,3.84
Davante Adams,8688,WR,LV,11,113,0,23,10.9,5,64.7,40.0,2,5,0.0,0,8,0,78.7,81.7,0,58,0.0,0,77,11,92.2,71,131.1,17,15.0,3,145,70,6.4,13.2,2.04,0,11.7,6,64.9,60.0,6,10,5.9,3,29,1,71.0,88.8,2,41,0.4,1,241,48,95.9,231,95.4,74,65.5,3,657,245,5.1,13.7,2.84
Justin Jefferson,61398,WR,MIN,11,109,0,18,11.1,2,63.6,55.6,5,9,4.5,1,14,0,61.3,81.7,1,47,0.0,0,154,21,92.2,142,104.7,33,30.3,1,418,188,9.0,19.9,2.94,0,10.4,5,83.6,61.5,8,13,3.8,2,32,0,79.3,90.3,3,64,0.0,0,254,51,94.1,239,106.3,61,56.0,2,720,238,4.7,14.1,3.01
Travis Kelce,7844,TE,KC,11,101,0,16,7.8,13,75.7,50.0,3,6,6.7,2,20,0,68.2,90.5,0,39,3.5,6,171,28,84.8,145,143.1,37,36.6,7,341,200,7.1,12.2,2.35,0,7.4,5,72.0,40.0,2,5,5.3,2,27,0,72.2,90.5,2,46,5.5,12,219,36,89.5,196,94.2,50,49.5,1,505,212,5.9,14.0,2.58
Michael Pittman Jr.,29049,WR,IND,11,101,0,14,6.9,1,64.9,63.6,7,11,7.7,2,14,2,64.5,69.2,2,25,0.0,0,156,24,92.3,144,60.6,37,36.6,0,240,103,4.3,10.0,1.67,0,6.8,4,76.9,45.5,5,11,0.0,0,20,0,90.1,72.2,1,28,0.0,0,266,40,96.2,256,97.9,52,51.5,1,416,140,3.5,10.4,1.63
CeeDee Lamb,61570,WR,DAL,11,98,0,9,11.5,0,60.6,50.0,5,10,4.8,1,15,0,72.8,90.5,1,30,0.0,0,103,20,90.3,93,84.2,33,33.7,1,270,69,3.5,13.5,2.9,0,11.9,3,68.6,33.3,3,9,7.9,3,23,0,62.1,78.7,1,35,0.0,0,197,35,93.9,185,111.0,51,52.0,3,493,166,4.7,14.1,2.66
Cooper Kupp,11824,WR,LA,9,95,0,26,7.8,1,68.8,66.7,4,6,0.0,0,6,1,78.7,66.7,2,75,0.0,0,75,11,94.7,71,98.2,16,16.8,2,149,94,8.5,13.5,2.1,0,6.5,10,84.4,60.0,3,5,0.0,0,29,0,90.6,87.5,2,69,1.3,3,236,54,96.6,228,100.9,64,67.4,2,566,287,5.3,10.5,2.48
Austin Ekeler,12164,HB,LAC,11,94,0,27,-0.8,0,88.9,,0,0,11.1,1,6,0,54.5,58.8,0,21,16.9,12,71,8,81.7,58,132.6,9,9.6,2,57,58,7.3,7.1,0.98,0,-1.3,16,81.4,0.0,0,2,7.7,4,14,0,65.0,79.1,0,21,9.9,20,202,48,86.1,174,93.1,59,62.8,1,295,372,7.8,6.1,1.7
Diontae Johnson,33441,WR,PIT,11,92,0,25,9.7,1,48.3,25.0,2,8,6.7,1,9,1,66.7,63.3,1,14,0.0,0,124,14,90.3,112,41.9,29,31.5,0,97,36,2.6,6.9,0.87,0,11.1,2,64.3,75.0,3,4,7.7,3,16,0,56.9,63.6,4,36,0.0,0,292,36,93.2,272,53.2,56,60.9,0,367,76,2.1,10.2,1.35
Amari Cooper,9437,WR,CLV,11,91,0,8,15.5,0,58.1,54.5,6,11,10.7,3,22,0,53.8,86.0,1,53,0.0,0,150,25,90.7,136,114.0,43,47.3,4,435,87,3.5,17.4,3.2,0,11.1,4,66.7,50.0,4,8,3.7,1,16,0,74.9,68.9,0,55,0.0,0,213,26,95.3,203,98.6,39,42.9,1,303,68,2.6,11.7,1.49
D.K. Metcalf,47864,WR,SEA,11,91,0,29,14.2,1,50.0,28.6,4,14,0.0,0,10,0,81.1,79.5,0,54,0.0,0,87,15,90.8,79,101.0,30,33.0,2,252,82,5.5,16.8,3.19,0,9.3,1,73.9,66.7,6,9,5.6,2,17,2,70.9,70.3,0,26,0.0,0,217,34,94.5,205,94.5,46,50.5,0,340,76,2.2,10.0,1.66
Chris Olave,84355,WR,NO,11,88,0,20,15.3,1,56.5,33.3,2,6,0.0,0,12,0,80.6,83.8,0,41,0.0,0,85,13,94.1,80,97.9,23,26.1,1,189,43,3.3,14.5,2.36,0,15.4,1,66.0,25.0,2,8,2.8,1,21,1,80.5,83.1,3,53,0.0,0,200,35,95.5,191,82.0,53,60.2,1,537,89,2.5,15.3,2.81
Amon-Ra St. Brown,84470,WR,DET,10,87,0,11,6.2,1,67.7,25.0,1,4,4.5,1,14,0,72.1,85.4,0,49,0.0,0,98,21,89.8,88,110.8,31,35.6,2,229,111,5.3,10.9,2.6,0,6.2,4,79.2,0.0,0,2,5.0,2,20,0,73.2,82.8,1,32,0.0,0,156,38,96.2,150,95.3,48,55.2,0,430,215,5.7,11.3,2.87
Courtland Sutton,48164,WR,DEN,11,86,0,10,16.0,0,47.8,33.3,4,12,21.4,3,9,0,29.9,70.0,1,51,0.0,0,97,11,87.6,85,66.0,23,26.7,0,233,46,4.2,21.2,2.74,0,10.3,3,67.3,42.9,6,14,7.9,3,17,0,62.9,64.5,2,35,0.0,0,271,35,95.2,258,70.8,52,60.5,0,358,70,2.0,10.2,1.39
Christian Kirk,47546,WR,JAX,11,84,0,15,9.8,0,68.0,40.0,2,5,10.5,2,14,0,54.5,80.4,0,34,0.0,0,108,17,90.7,98,133.5,25,29.8,3,211,55,3.2,12.4,2.15,0,9.6,4,68.9,20.0,1,5,3.1,1,18,0,78.5,71.5,3,49,0.4,1,261,31,95.4,249,71.8,45,53.6,0,433,178,5.7,14.0,1.74
