player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,2,0,0,0,,0,0,,28,65.4,0,0,,4,4,100.0,0,1,1,100.0,4,3,75.0,3,2,66.7
Matt Prater,3471,K,ARZ,2,0,0,0,,0,0,,1,62.3,0,0,,2,2,100.0,0,0,0,,0,0,,0,0,
Nick Folk,3794,K,NE,2,0,1,0,0.0,0,0,,19,53.0,0,0,,3,3,100.0,0,0,0,,2,1,50.0,1,1,100.0
Mason Crosby,3809,K,GB,2,0,0,0,,1,1,100.0,12,66.5,0,0,,4,4,100.0,0,0,0,,2,2,100.0,1,1,100.0
Ryan Succop,5180,K,TB,2,0,0,0,,4,4,100.0,30,63.6,0,0,,3,3,100.0,0,2,1,50.0,7,6,85.7,1,1,100.0
Graham Gano,5443,K,NYG,2,0,2,2,100.0,0,0,,21,86.2,0,0,,2,2,100.0,0,2,2,100.0,4,4,100.0,0,0,
Randy Bullock,7154,K,TEN,2,0,0,0,,2,1,50.0,31,47.5,0,0,,3,3,100.0,0,0,0,,3,2,66.7,1,1,100.0
Greg Zuerlein,7163,K,NYJ,2,0,1,1,100.0,2,1,50.0,22,53.2,0,0,,5,4,80.0,0,0,0,,3,2,66.7,0,0,
Justin Tucker,7604,K,BLT,2,0,1,1,100.0,0,0,,3,76.8,0,0,,8,8,100.0,0,0,0,,2,2,100.0,1,1,100.0
Dustin Hopkins,7958,K,LAC,2,0,0,0,,2,1,50.0,27,58.5,0,0,,6,6,100.0,0,1,1,100.0,3,2,66.7,0,0,
Brandon McManus,8437,K,DEN,2,0,2,1,50.0,1,1,100.0,10,69.6,0,0,,2,2,100.0,0,1,1,100.0,7,6,85.7,3,3,100.0
Brett Maher,8585,K,DAL,2,0,3,3,100.0,0,0,,9,86.0,0,0,,2,2,100.0,0,0,0,,3,3,100.0,0,0,
Cairo Santos,8932,K,CHI,2,0,0,0,,1,1,100.0,6,27.9,0,0,,4,2,50.0,0,0,0,,1,1,100.0,0,0,
Chris Boswell,8990,K,PIT,2,0,3,2,66.7,1,1,100.0,25,68.7,0,0,,2,2,100.0,0,1,1,100.0,6,5,83.3,1,1,100.0
Jason Myers,10207,K,SEA,2,0,0,0,,1,1,100.0,29,67.9,0,0,,3,3,100.0,0,0,0,,1,1,100.0,0,0,
Wil Lutz,11096,K,NO,2,0,1,1,100.0,2,1,50.0,20,67.0,0,0,,2,2,100.0,0,1,1,100.0,4,3,75.0,0,0,
Ka'imi Fairbairn,11161,K,HST,2,0,0,0,,4,4,100.0,13,72.0,0,0,,2,2,100.0,0,0,0,,5,5,100.0,1,1,100.0
Jake Elliott,11908,K,PHI,2,0,0,0,,1,0,0.0,24,67.7,0,0,,8,8,100.0,0,1,1,100.0,3,2,66.7,1,1,100.0
Harrison Butker,11988,K,KC,1,0,1,1,100.0,0,0,,16,69.7,0,0,,4,4,100.0,0,0,0,,1,1,100.0,0,0,
Younghoe Koo,12042,K,ATL,2,0,3,2,66.7,2,1,50.0,2,63.7,0,0,,4,4,100.0,0,0,0,,7,5,71.4,2,2,100.0
Austin Seibert,13701,K,DET,2,0,0,0,,1,1,100.0,11,70.7,0,0,,9,9,100.0,0,1,1,100.0,2,2,100.0,0,0,
Greg Joseph,22842,K,MIN,2,0,1,1,100.0,0,0,,18,74.1,0,0,,3,3,100.0,0,0,0,,3,3,100.0,2,2,100.0
Daniel Carlson,28121,K,LV,2,0,2,2,100.0,0,0,,23,77.9,0,0,,3,3,100.0,0,1,1,100.0,5,5,100.0,2,2,100.0
Jason Sanders,29578,K,MIA,2,0,0,0,,2,2,100.0,17,71.7,0,0,,8,8,100.0,0,0,0,,2,2,100.0,0,0,
Tyler Bass,33010,K,BUF,2,0,0,0,,2,2,100.0,4,72.0,0,0,,9,9,100.0,0,1,1,100.0,3,3,100.0,0,0,
Rodrigo Blankenship,34038,K,IND,1,0,0,0,,2,1,50.0,14,44.3,0,0,,2,2,100.0,0,0,0,,3,2,66.7,1,1,100.0
Matt Ammendola,34039,K,KC,1,0,0,0,,0,0,,16,64.4,1,1,100.0,3,3,100.0,0,1,1,100.0,2,2,100.0,0,0,
Joey Slye,39235,K,WAS,2,0,0,0,,0,0,,32,47.2,0,0,,4,3,75.0,0,0,0,,0,0,,0,0,
Eddy Pineiro,44140,K,CAR,2,0,0,0,,0,0,,5,74.0,0,0,,4,4,100.0,0,4,4,100.0,4,4,100.0,0,0,
Justin Reid,49048,S,KC,1,0,0,0,,0,0,,16,44.5,0,0,,2,1,50.0,0,0,0,,0,0,,0,0,
Riley Patterson,57556,K,JAX,2,0,1,1,100.0,2,2,100.0,15,61.3,0,0,,4,4,100.0,0,2,1,50.0,5,4,80.0,0,0,
Matt Gay,57643,K,LA,2,0,1,1,100.0,0,0,,26,75.9,0,0,,5,5,100.0,0,0,0,,2,2,100.0,1,1,100.0
Evan McPherson,82583,K,CIN,2,0,2,2,100.0,2,2,100.0,7,65.0,0,0,,1,0,0.0,0,0,0,,6,5,83.3,2,1,50.0
Cade York,98975,K,CLV,2,0,1,1,100.0,0,0,,8,65.9,0,0,,6,5,83.3,0,2,2,100.0,5,5,100.0,2,2,100.0
