player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Corliss Waitman,39620,P,DEN,13,79,79,4.34,41.3,46.22,7.8,0,0,12,23,10,58.1,26,58,2,0,46.8,288,37,79,342.66,3263,5,3651
Mitch Wishnowsky,44663,P,SF,13,46,46,4.27,39.57,44.17,9.4,0,0,14,8,28,74.9,24,74,6,0,30.4,132,14,46,196.43,1820,4,2032
Braden Mann,44664,P,NYJ,13,63,63,4.36,41.38,47.79,10.9,1,0,10,11,22,73.6,21,72,9,0,44.4,304,28,64,274.81,2607,5,3011
Drue Chrisman,44787,P,CIN,4,14,14,3.82,42.36,46.71,6.8,0,0,0,4,7,53.3,7,62,1,0,64.3,61,9,14,53.49,593,0,654
Blake Gillikin,45045,P,NO,13,56,56,4.36,42.16,47.43,9.8,0,0,7,18,20,70.6,23,63,6,0,35.7,195,20,56,244.39,2361,5,2656
Ryan Stonehouse,52045,P,TEN,13,69,69,4.34,44.39,53.38,10.7,0,0,7,9,31,66.5,25,74,1,0,65.2,480,45,69,299.69,3063,7,3683
Jordan Stout,57649,P,BLT,13,46,46,4.32,41.07,46.65,6.9,0,0,5,13,3,62.4,22,69,2,0,43.5,137,20,46,198.66,1889,6,2146
Trenton Gill,60295,P,CHI,13,46,46,4.19,40.52,46.89,10.1,1,0,4,15,6,56.3,11,62,1,0,50.0,233,23,47,192.6,1864,3,2157
Pressley Harvin III,62973,P,PIT,13,58,58,4.38,40.62,44.02,5.6,0,0,8,20,25,65.5,18,69,5,0,36.2,117,21,58,253.97,2356,4,2553
Jamie Gillan,63303,P,NYG,13,60,60,4.38,39.98,46.8,10.4,0,0,5,17,21,69.8,21,69,6,1,40.0,249,24,60,262.72,2399,8,2808
Ryan Wright,77591,P,MIN,13,60,60,4.45,43.22,47.57,8.2,0,0,4,19,18,72.4,30,73,5,0,53.3,261,32,60,267.05,2593,0,2854
Arryn Siposs,82019,P,PHI,13,44,44,4.23,40.64,45.66,8.1,1,0,7,11,24,55.0,19,59,3,0,45.5,161,20,45,186.05,1788,3,2009
Jake Camarda,82636,P,TB,13,63,63,4.49,41.38,48.95,11.9,0,0,5,15,30,73.4,20,74,9,0,39.7,297,25,63,282.98,2607,9,3084
