tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw
pga,2022,2022,RBC Canadian Open,32,"O'Hair, Sean",7626,T64,2,St. George's G&CC,772,71,1.789,-0.781,-0.6,0.171,-1.21,0.579,285.3,0.846,0.556,0.625,,31.446
pga,2022,2022,RBC Canadian Open,32,"O'Hair, Sean",7626,T64,3,St. George's G&CC,772,70,-1.2,-0.413,1.079,-0.067,0.6,-0.6,293.9,0.769,0.611,0.571,24.27,23.917
pga,2022,2022,RBC Canadian Open,32,"O'Hair, Sean",7626,T64,4,St. George's G&CC,772,74,-3.061,0.698,-3.135,0.099,-2.339,-5.4,292.2,0.615,0.556,0.714,45.635,32.176
pga,2022,2022,RBC Canadian Open,32,"Mullinax, Trey",18761,69,1,St. George's G&CC,772,70,1.547,-1.136,0.084,1.056,0.005,1.6,305.4,0.462,0.722,0.5,31.786,32.123
pga,2022,2022,RBC Canadian Open,32,"Mullinax, Trey",18761,69,2,St. George's G&CC,772,71,-0.082,0.512,2.476,-2.327,0.661,0.579,300.3,0.308,0.611,0.667,41.654,29.936
pga,2022,2022,RBC Canadian Open,32,"Mullinax, Trey",18761,69,3,St. George's G&CC,772,74,-0.278,-0.782,-2.797,-0.744,-4.322,-4.6,311.8,0.538,0.722,0.7,39.986,33.511
pga,2022,2022,RBC Canadian Open,32,"Mullinax, Trey",18761,69,4,St. George's G&CC,772,71,0.378,0.27,-1.652,-1.395,-2.778,-2.4,306.6,0.308,0.556,0.6,54.362,26.335
pga,2022,2022,RBC Canadian Open,32,"van der Walt, Dawie",9883,70,1,St. George's G&CC,772,73,-0.392,-1.981,0.891,0.033,-1.056,-1.4,282.7,0.615,0.722,0.429,42.996,29.413
pga,2022,2022,RBC Canadian Open,32,"van der Walt, Dawie",9883,70,2,St. George's G&CC,772,68,2.421,1.226,-0.271,0.203,1.158,3.579,298.2,0.615,0.667,0.625,48.79,34.358
pga,2022,2022,RBC Canadian Open,32,"van der Walt, Dawie",9883,70,3,St. George's G&CC,772,78,-3.965,-0.867,-3.084,-0.685,-4.635,-8.6,296.6,0.538,0.5,0.5,66.646,27.336
pga,2022,2022,RBC Canadian Open,32,"van der Walt, Dawie",9883,70,4,St. George's G&CC,772,69,-1.429,0.328,1.059,-0.357,1.029,-0.4,290.9,0.769,0.833,0.75,39.132,32.595
pga,2022,2022,RBC Canadian Open,32,"Sloan, Roger",14050,CUT,1,St. George's G&CC,772,70,0.273,-0.525,1.016,0.787,1.279,1.6,291.8,0.692,0.611,0.556,29.023,29.117
pga,2022,2022,RBC Canadian Open,32,"Sloan, Roger",14050,CUT,2,St. George's G&CC,772,72,-1.891,0.687,0.288,0.495,1.47,-0.421,294.6,0.769,0.667,0.8,37.519,35.588
pga,2022,2022,RBC Canadian Open,32,"Lingmerth, David",14815,CUT,1,St. George's G&CC,772,72,0.207,0.348,-0.48,-0.524,-0.655,-0.4,275.4,0.769,0.556,0.625,113.019,36.137
pga,2022,2022,RBC Canadian Open,32,"Lingmerth, David",14815,CUT,2,St. George's G&CC,772,70,-0.817,0.235,2.556,-0.395,2.396,1.579,272.7,0.769,0.667,0.5,,25.463
pga,2022,2022,RBC Canadian Open,32,"Lipsky, David",15980,CUT,1,St. George's G&CC,772,71,1.074,0.051,-0.74,0.166,-0.522,0.6,280.9,0.692,0.611,0.778,35.474,32.151
pga,2022,2022,RBC Canadian Open,32,"Lipsky, David",15980,CUT,2,St. George's G&CC,772,71,-1.597,0.002,0.865,1.309,2.176,0.579,296.9,0.846,0.667,0.667,39.236,32.441
pga,2022,2022,RBC Canadian Open,32,"Duncan, Tyler",18187,CUT,1,St. George's G&CC,772,76,-2.444,-2.006,-0.557,0.558,-2.004,-4.4,281.8,0.769,0.667,0.455,40.569,33.974
pga,2022,2022,RBC Canadian Open,32,"Duncan, Tyler",18187,CUT,2,St. George's G&CC,772,66,2.891,-0.013,2.206,0.495,2.688,5.579,296.4,0.769,0.611,0.778,58.322,28.822
pga,2022,2022,RBC Canadian Open,32,"Macdonald, Stuart",18571,CUT,1,St. George's G&CC,772,70,3.122,-1.072,-0.252,-0.247,-1.57,1.6,282.8,0.692,0.667,0.778,41.385,40.563
pga,2022,2022,RBC Canadian Open,32,"Macdonald, Stuart",18571,CUT,2,St. George's G&CC,772,72,0.703,-0.128,-1.753,0.757,-1.124,-0.421,300.0,0.769,0.556,0.636,35.275,35.864
pga,2022,2022,RBC Canadian Open,32,"Reeves, Seth",19643,CUT,1,St. George's G&CC,772,72,-1.859,0.345,1.228,-0.163,1.411,-0.4,301.9,0.769,0.667,0.625,77.473,22.594
pga,2022,2022,RBC Canadian Open,32,"Reeves, Seth",19643,CUT,2,St. George's G&CC,772,70,2.597,0.41,-1.714,0.286,-1.018,1.579,305.5,0.538,0.556,0.667,24.812,34.757
pga,2022,2022,RBC Canadian Open,32,"Buckley, Hayden",25363,CUT,1,St. George's G&CC,772,70,1.536,-0.396,-0.374,0.785,0.016,1.6,281.4,0.846,0.611,0.556,43.801,34.597
pga,2022,2022,RBC Canadian Open,32,"Buckley, Hayden",25363,CUT,2,St. George's G&CC,772,72,-2.316,0.772,0.439,0.684,1.895,-0.421,297.0,0.769,0.667,0.2,21.41,32.691
pga,2022,2022,RBC Canadian Open,32,"Weir, Mike",5513,CUT,1,St. George's G&CC,772,72,1.515,-0.123,-1.277,-0.564,-1.963,-0.4,266.9,0.692,0.722,0.6,54.524,36.545
pga,2022,2022,RBC Canadian Open,32,"Weir, Mike",5513,CUT,2,St. George's G&CC,772,70,2.201,0.324,0.216,-1.162,-0.622,1.579,272.2,0.692,0.556,0.7,31.282,36.643
pga,2022,2022,RBC Canadian Open,32,"Sabbatini, Rory",6283,CUT,1,St. George's G&CC,772,70,-0.998,0.86,-0.072,1.761,2.55,1.6,291.7,1.0,0.667,0.5,,38.171
pga,2022,2022,RBC Canadian Open,32,"Sabbatini, Rory",6283,CUT,2,St. George's G&CC,772,72,-1.688,0.6,-0.63,1.297,1.267,-0.421,291.6,0.923,0.611,0.5,30.932,30.687
pga,2022,2022,RBC Canadian Open,32,"Haas, Bill",7900,CUT,1,St. George's G&CC,772,69,1.018,0.029,0.977,0.527,1.534,2.6,293.5,0.769,0.611,0.714,15.607,37.314
pga,2022,2022,RBC Canadian Open,32,"Haas, Bill",7900,CUT,2,St. George's G&CC,772,73,-0.889,-0.13,-1.294,0.892,-0.532,-1.421,297.2,0.615,0.556,0.636,49.934,39.044
pga,2022,2022,RBC Canadian Open,32,"Bae, Sangmoon",10081,CUT,1,St. George's G&CC,772,72,-0.131,-1.32,1.321,-0.319,-0.317,-0.4,282.9,0.538,0.556,0.364,45.893,26.975
pga,2022,2022,RBC Canadian Open,32,"Bae, Sangmoon",10081,CUT,2,St. George's G&CC,772,71,-0.472,-0.331,-0.059,1.441,1.051,0.579,300.7,0.769,0.722,0.375,42.843,33.055
pga,2022,2022,RBC Canadian Open,32,"Creel, Joshua",17570,CUT,1,St. George's G&CC,772,74,-4.07,1.368,0.49,-0.237,1.622,-2.4,280.4,0.846,0.667,0.375,41.731,33.858
pga,2022,2022,RBC Canadian Open,32,"Creel, Joshua",17570,CUT,2,St. George's G&CC,772,69,-0.338,0.822,1.78,0.315,2.917,2.579,286.1,0.692,0.667,0.625,45.774,29.163
pga,2022,2022,RBC Canadian Open,32,"Byrd, Jonathan",6931,CUT,1,St. George's G&CC,772,69,0.499,1.392,-0.856,1.516,2.053,2.6,291.6,0.923,0.611,0.727,71.018,44.445
pga,2022,2022,RBC Canadian Open,32,"Byrd, Jonathan",6931,CUT,2,St. George's G&CC,772,74,-2.788,-1.78,1.001,1.146,0.367,-2.421,291.2,0.846,0.667,0.375,36.26,32.308
pga,2022,2022,RBC Canadian Open,32,"Gutschewski, Scott",7305,CUT,1,St. George's G&CC,772,74,-0.766,-0.527,-1.323,0.167,-1.682,-2.4,286.5,0.769,0.722,0.571,65.499,30.33
pga,2022,2022,RBC Canadian Open,32,"Gutschewski, Scott",7305,CUT,2,St. George's G&CC,772,69,0.674,1.234,0.658,0.013,1.905,2.579,285.4,0.538,0.611,0.556,23.628,32.892
pga,2022,2022,RBC Canadian Open,32,"Villegas, Camilo",9171,CUT,1,St. George's G&CC,772,72,1.896,0.037,-2.23,-0.152,-2.344,-0.4,285.8,0.692,0.5,0.909,,34.134
pga,2022,2022,RBC Canadian Open,32,"Villegas, Camilo",9171,CUT,2,St. George's G&CC,772,71,1.122,1.033,-0.142,-1.434,-0.543,0.579,289.8,0.462,0.444,0.583,61.077,34.495
pga,2022,2022,RBC Canadian Open,32,"Laird, Martin",9586,CUT,1,St. George's G&CC,772,74,-1.11,-0.214,-0.58,-0.545,-1.338,-2.4,281.7,0.692,0.556,0.5,53.892,37.932
pga,2022,2022,RBC Canadian Open,32,"Laird, Martin",9586,CUT,2,St. George's G&CC,772,69,-1.403,0.702,2.859,0.421,3.982,2.579,290.3,0.846,0.778,0.667,42.404,25.767
pga,2022,2022,RBC Canadian Open,32,"Norlander, Henrik",11657,CUT,1,St. George's G&CC,772,71,-0.668,0.282,0.257,0.68,1.22,0.6,289.0,0.692,0.778,0.6,49.772,25.452
pga,2022,2022,RBC Canadian Open,32,"Norlander, Henrik",11657,CUT,2,St. George's G&CC,772,73,-3.279,1.185,0.039,0.634,1.858,-1.421,294.1,0.769,0.722,0.714,44.739,24.251
pga,2022,2022,RBC Canadian Open,32,"Cao, Yi",15067,CUT,1,St. George's G&CC,772,72,-0.782,-1.825,1.641,0.517,0.334,-0.4,293.0,0.615,0.722,0.571,71.023,16.886
pga,2022,2022,RBC Canadian Open,32,"Cao, Yi",15067,CUT,2,St. George's G&CC,772,72,-0.017,-0.112,0.843,-1.135,-0.404,-0.421,300.0,0.692,0.556,0.571,26.695,28.262
pga,2022,2022,RBC Canadian Open,32,"Kohles, Ben",16395,CUT,1,St. George's G&CC,772,72,-2.137,-0.586,1.334,0.94,1.689,-0.4,285.3,0.846,0.667,0.5,57.441,23.033
pga,2022,2022,RBC Canadian Open,32,"Kohles, Ben",16395,CUT,2,St. George's G&CC,772,72,-0.246,-0.394,1.154,-0.935,-0.175,-0.421,285.1,0.462,0.667,0.5,34.904,29.727
pga,2022,2022,RBC Canadian Open,32,"Ryder, Sam",16715,CUT,1,St. George's G&CC,772,73,-1.658,-0.293,0.691,-0.189,0.21,-1.4,286.2,0.692,0.833,0.667,49.147,30.144
pga,2022,2022,RBC Canadian Open,32,"Ryder, Sam",16715,CUT,2,St. George's G&CC,772,71,1.026,0.643,-0.198,-0.892,-0.447,0.579,281.7,0.538,0.611,0.778,62.329,32.809
pga,2022,2022,RBC Canadian Open,32,"Spaun, J.J.",17536,CUT,1,St. George's G&CC,772,73,-0.036,0.858,-0.85,-1.421,-1.412,-1.4,277.1,0.615,0.5,0.8,43.753,32.343
pga,2022,2022,RBC Canadian Open,32,"Spaun, J.J.",17536,CUT,2,St. George's G&CC,772,71,1.185,-0.807,-0.158,0.359,-0.606,0.579,290.8,0.615,0.556,0.727,34.359,26.837
pga,2022,2022,RBC Canadian Open,32,"Poston, J.T.",21554,CUT,1,St. George's G&CC,772,73,-2.897,1.694,-0.584,0.338,1.449,-1.4,281.5,0.692,0.722,0.571,37.73,35.027
pga,2022,2022,RBC Canadian Open,32,"Poston, J.T.",21554,CUT,2,St. George's G&CC,772,71,1.379,0.525,-2.718,1.393,-0.8,0.579,299.1,0.846,0.722,0.833,,29.819
pga,2022,2022,RBC Canadian Open,32,"Thornberry, Braden",23502,CUT,1,St. George's G&CC,772,72,-0.146,-0.356,-0.713,0.766,-0.302,-0.4,287.8,0.769,0.667,0.333,48.687,38.446
pga,2022,2022,RBC Canadian Open,32,"Thornberry, Braden",23502,CUT,2,St. George's G&CC,772,72,1.387,-0.902,-0.72,-0.186,-1.808,-0.421,282.3,0.692,0.556,0.455,63.253,33.561
pga,2022,2022,RBC Canadian Open,32,"Champ, Cameron",23542,CUT,1,St. George's G&CC,772,73,-2.23,0.189,-0.174,0.766,0.782,-1.4,296.1,0.692,0.611,0.571,27.343,34.716
pga,2022,2022,RBC Canadian Open,32,"Champ, Cameron",23542,CUT,2,St. George's G&CC,772,71,-0.609,-0.258,0.448,0.998,1.188,0.579,301.6,0.769,0.611,0.545,39.445,31.647
pga,2022,2022,RBC Canadian Open,32,"Hojgaard, Rasmus",23838,CUT,1,St. George's G&CC,772,72,1.66,0.388,-2.735,0.238,-2.108,-0.4,298.3,0.538,0.444,0.75,46.112,38.49
pga,2022,2022,RBC Canadian Open,32,"Hojgaard, Rasmus",23838,CUT,2,St. George's G&CC,772,72,-0.654,1.758,-1.614,0.089,0.233,-0.421,292.2,0.385,0.556,0.6,62.488,26.286
pga,2022,2022,RBC Canadian Open,32,"Gotterup, Christopher",27774,CUT,1,St. George's G&CC,772,72,-1.482,1.285,2.201,-2.453,1.034,-0.4,288.5,0.385,0.556,0.875,37.889,29.091
pga,2022,2022,RBC Canadian Open,32,"Gotterup, Christopher",27774,CUT,2,St. George's G&CC,772,72,1.119,0.153,0.867,-2.56,-1.54,-0.421,310.4,0.385,0.5,0.727,28.553,30.644
pga,2022,2022,RBC Canadian Open,32,"Donald, Luke",4163,CUT,1,St. George's G&CC,772,68,2.146,1.053,0.266,0.086,1.406,3.6,282.4,0.692,0.611,0.667,42.561,30.913
pga,2022,2022,RBC Canadian Open,32,"Donald, Luke",4163,CUT,2,St. George's G&CC,772,76,-3.647,-1.641,0.372,0.495,-0.774,-4.421,291.0,0.692,0.667,0.25,51.538,32.437
pga,2022,2022,RBC Canadian Open,32,"Hearn, David",7340,CUT,1,St. George's G&CC,772,72,-0.36,2.136,-2.344,0.119,-0.088,-0.4,282.2,0.692,0.444,0.556,20.89,39.74
pga,2022,2022,RBC Canadian Open,32,"Hearn, David",7340,CUT,2,St. George's G&CC,772,72,-0.889,-0.474,1.668,-0.726,0.468,-0.421,276.9,0.692,0.556,0.556,2.593,33.85
pga,2022,2022,RBC Canadian Open,32,"Garnett, Brice",11451,CUT,1,St. George's G&CC,772,72,-1.127,0.513,0.255,-0.09,0.679,-0.4,286.1,0.692,0.722,0.667,21.459,37.343
pga,2022,2022,RBC Canadian Open,32,"Garnett, Brice",11451,CUT,2,St. George's G&CC,772,73,0.802,-0.251,-2.406,0.434,-2.223,-1.421,279.4,0.846,0.444,0.692,60.263,40.097
pga,2022,2022,RBC Canadian Open,32,"Burmester, Dean",14424,CUT,1,St. George's G&CC,772,72,-4.163,-0.674,1.73,2.658,3.715,-0.4,317.0,0.846,0.833,0.0,46.59,30.739
pga,2022,2022,RBC Canadian Open,32,"Burmester, Dean",14424,CUT,2,St. George's G&CC,772,73,1.396,0.043,-1.706,-1.154,-2.817,-1.421,303.4,0.538,0.5,0.667,37.28,42.823
pga,2022,2022,RBC Canadian Open,32,"Trainer, Martin",15634,CUT,1,St. George's G&CC,772,73,-0.209,-1.857,-0.244,0.861,-1.239,-1.4,294.2,0.692,0.611,0.455,49.06,37.049
pga,2022,2022,RBC Canadian Open,32,"Trainer, Martin",15634,CUT,2,St. George's G&CC,772,72,-1.741,1.698,-1.287,0.909,1.32,-0.421,294.4,0.692,0.5,0.636,42.753,42.219
pga,2022,2022,RBC Canadian Open,32,"Bryan, Wesley",21236,CUT,1,St. George's G&CC,772,70,1.3,-0.22,-0.1,0.571,0.252,1.6,293.6,0.538,0.5,0.667,54.271,28.169
pga,2022,2022,RBC Canadian Open,32,"Bryan, Wesley",21236,CUT,2,St. George's G&CC,772,75,1.412,-0.595,-1.617,-2.621,-4.833,-3.421,288.0,0.462,0.722,0.625,43.665,25.885
pga,2022,2022,RBC Canadian Open,32,"Ewart, A.J.",21883,CUT,1,St. George's G&CC,772,73,0.025,0.699,-0.769,-1.404,-1.473,-1.4,270.9,0.538,0.611,0.8,50.689,33.947
pga,2022,2022,RBC Canadian Open,32,"Ewart, A.J.",21883,CUT,2,St. George's G&CC,772,72,-0.749,1.066,-0.378,-0.36,0.328,-0.421,288.4,0.615,0.667,0.625,44.075,34.812
pga,2022,2022,RBC Canadian Open,32,"du Toit, Jared",22086,CUT,1,St. George's G&CC,772,71,-1.934,-1.126,1.771,1.84,2.486,0.6,305.1,0.769,0.722,0.545,42.492,23.919
pga,2022,2022,RBC Canadian Open,32,"du Toit, Jared",22086,CUT,2,St. George's G&CC,772,74,0.551,-1.589,-2.146,0.763,-2.972,-2.421,312.4,0.538,0.389,0.583,42.547,27.653
pga,2022,2022,RBC Canadian Open,32,"Sigg, Greyson",23482,CUT,1,St. George's G&CC,772,76,-3.349,-0.267,-1.222,0.389,-1.099,-4.4,288.2,0.692,0.611,0.375,19.361,37.636
pga,2022,2022,RBC Canadian Open,32,"Sigg, Greyson",23482,CUT,2,St. George's G&CC,772,69,1.354,0.757,-0.088,0.556,1.225,2.579,289.0,0.846,0.778,0.833,32.634,36.271
pga,2022,2022,RBC Canadian Open,32,"Werbylo, Trevor",28558,CUT,1,St. George's G&CC,772,72,1.144,-2.42,0.366,0.461,-1.592,-0.4,296.5,0.538,0.667,0.4,36.141,31.393
pga,2022,2022,RBC Canadian Open,32,"Werbylo, Trevor",28558,CUT,2,St. George's G&CC,772,73,-1.919,0.364,-2.134,2.268,0.498,-1.421,308.0,0.846,0.667,0.4,92.691,37.177
pga,2022,2022,RBC Canadian Open,32,"McLachlin, Parker",9168,CUT,1,St. George's G&CC,772,73,1.132,-0.513,-1.23,-0.838,-2.58,-1.4,265.9,0.692,0.5,0.538,34.283,49.526
pga,2022,2022,RBC Canadian Open,32,"McLachlin, Parker",9168,CUT,2,St. George's G&CC,772,72,1.339,-1.336,1.303,-1.727,-1.76,-0.421,265.2,0.462,0.389,0.727,30.094,26.14
pga,2022,2022,RBC Canadian Open,32,"Gainey, Tommy",12169,CUT,1,St. George's G&CC,772,70,-1.125,-0.312,1.274,1.714,2.677,1.6,295.9,0.923,0.833,0.667,,30.813
pga,2022,2022,RBC Canadian Open,32,"Gainey, Tommy",12169,CUT,2,St. George's G&CC,772,76,-1.036,0.026,-3.733,0.322,-3.385,-4.421,289.6,0.615,0.389,0.6,61.467,37.537
pga,2022,2022,RBC Canadian Open,32,"Herman, Jim",12846,CUT,1,St. George's G&CC,772,76,1.81,-3.822,-3.199,0.762,-6.258,-4.4,288.8,0.769,0.444,0.429,57.223,37.917
pga,2022,2022,RBC Canadian Open,32,"Herman, Jim",12846,CUT,2,St. George's G&CC,772,70,0.308,-0.209,0.574,0.906,1.271,1.579,289.9,0.769,0.722,0.4,43.439,26.724
pga,2022,2022,RBC Canadian Open,32,"Schwab, Matthias",15016,CUT,1,St. George's G&CC,772,74,-1.684,0.315,-0.886,-0.194,-0.764,-2.4,280.0,0.615,0.667,0.375,66.779,33.892
pga,2022,2022,RBC Canadian Open,32,"Schwab, Matthias",15016,CUT,2,St. George's G&CC,772,72,-2.842,-0.135,0.765,1.791,2.421,-0.421,301.4,0.846,0.667,0.429,24.475,29.37
pga,2022,2022,RBC Canadian Open,32,"Tarren, Callum",20519,CUT,1,St. George's G&CC,772,75,-3.012,0.008,-0.83,0.385,-0.436,-3.4,302.4,0.538,0.444,0.545,26.573,25.587
pga,2022,2022,RBC Canadian Open,32,"Tarren, Callum",20519,CUT,2,St. George's G&CC,772,71,1.355,1.151,-0.761,-1.166,-0.776,0.579,301.1,0.538,0.333,0.545,42.848,33.392
pga,2022,2022,RBC Canadian Open,32,"Kang, Jeffrey",21889,CUT,1,St. George's G&CC,772,72,0.03,0.942,-1.606,0.185,-0.478,-0.4,297.6,0.538,0.611,0.875,37.511,35.732
pga,2022,2022,RBC Canadian Open,32,"Kang, Jeffrey",21889,CUT,2,St. George's G&CC,772,74,-1.069,-0.236,-0.629,-0.487,-1.352,-2.421,304.1,0.615,0.611,0.7,52.416,28.51
pga,2022,2022,RBC Canadian Open,32,"Creighton, Myles",26143,CUT,1,St. George's G&CC,772,72,-0.047,-0.23,0.619,-0.791,-0.401,-0.4,298.1,0.692,0.667,0.5,22.974,27.786
pga,2022,2022,RBC Canadian Open,32,"Creighton, Myles",26143,CUT,2,St. George's G&CC,772,74,-0.17,-0.353,-2.027,0.129,-2.251,-2.421,302.8,0.615,0.556,0.444,62.005,33.967
pga,2022,2022,RBC Canadian Open,32,"Deraney, Joe",26618,CUT,1,St. George's G&CC,772,74,-2.933,-0.322,-0.139,0.945,0.485,-2.4,294.1,0.692,0.667,0.375,58.989,33.771
pga,2022,2022,RBC Canadian Open,32,"Deraney, Joe",26618,CUT,2,St. George's G&CC,772,72,-0.285,0.222,-0.644,0.286,-0.136,-0.421,306.2,0.462,0.667,0.778,27.899,35.001
pga,2022,2022,RBC Canadian Open,32,"Barnes, Ricky",6846,CUT,1,St. George's G&CC,772,70,1.367,0.891,0.81,-1.517,0.185,1.6,274.4,0.462,0.611,0.625,24.037,31.167
pga,2022,2022,RBC Canadian Open,32,"Barnes, Ricky",6846,CUT,2,St. George's G&CC,772,76,2.655,-0.94,-2.868,-3.268,-7.076,-4.421,274.0,0.385,0.444,0.643,62.863,29.602
pga,2022,2022,RBC Canadian Open,32,"Heffernan, Wes",6884,CUT,1,St. George's G&CC,772,74,-3.392,1.558,-1.487,0.872,0.944,-2.4,301.7,0.615,0.667,0.429,24.602,43.896
pga,2022,2022,RBC Canadian Open,32,"Heffernan, Wes",6884,CUT,2,St. George's G&CC,772,72,-1.497,-0.251,0.948,0.379,1.076,-0.421,292.9,0.538,0.667,0.5,35.399,35.316
pga,2022,2022,RBC Canadian Open,32,"Merrick, John",9584,CUT,1,St. George's G&CC,772,72,-1.168,0.284,0.119,0.316,0.72,-0.4,281.3,0.769,0.611,0.625,61.908,38.239
pga,2022,2022,RBC Canadian Open,32,"Merrick, John",9584,CUT,2,St. George's G&CC,772,74,-0.626,-0.203,0.404,-1.996,-1.795,-2.421,282.9,0.615,0.556,0.5,44.748,34.059
pga,2022,2022,RBC Canadian Open,32,"Jaeger, Stephan",16394,CUT,1,St. George's G&CC,772,71,-1.541,1.104,-0.168,1.156,2.093,0.6,292.9,0.769,0.611,0.8,42.953,34.809
pga,2022,2022,RBC Canadian Open,32,"Jaeger, Stephan",16394,CUT,2,St. George's G&CC,772,76,-1.186,-0.585,-2.219,-0.431,-3.235,-4.421,290.3,0.769,0.556,0.417,82.313,34.574
pga,2022,2022,RBC Canadian Open,32,"Thompson, Curtis",19395,CUT,1,St. George's G&CC,772,75,-3.685,-0.367,0.639,-0.036,0.237,-3.4,286.9,0.538,0.667,0.429,53.825,26.209
pga,2022,2022,RBC Canadian Open,32,"Thompson, Curtis",19395,CUT,2,St. George's G&CC,772,72,-1.742,0.293,1.647,-0.619,1.321,-0.421,298.2,0.538,0.5,0.556,38.136,34.375
pga,2022,2022,RBC Canadian Open,32,"Hensby, Mark",5859,CUT,1,St. George's G&CC,772,76,0.906,-2.894,-1.706,-0.755,-5.354,-4.4,284.2,0.538,0.5,0.455,48.739,39.27
pga,2022,2022,RBC Canadian Open,32,"Hensby, Mark",5859,CUT,2,St. George's G&CC,772,71,-0.736,1.96,-0.886,0.241,1.315,0.579,289.3,0.769,0.5,0.889,31.877,33.699
pga,2022,2022,RBC Canadian Open,32,"Points, D.A.",6761,CUT,1,St. George's G&CC,772,71,1.851,0.424,-0.726,-0.998,-1.299,0.6,269.6,0.538,0.556,0.636,63.038,42.46
pga,2022,2022,RBC Canadian Open,32,"Points, D.A.",6761,CUT,2,St. George's G&CC,772,76,-1.855,0.343,-2.224,-0.685,-2.566,-4.421,274.8,0.615,0.389,0.583,47.101,43.451
pga,2022,2022,RBC Canadian Open,32,"Dufner, Jason",7301,CUT,1,St. George's G&CC,772,72,-3.075,0.652,2.555,-0.581,2.627,-0.4,286.2,0.615,0.722,0.0,84.888,23.464
pga,2022,2022,RBC Canadian Open,32,"Dufner, Jason",7301,CUT,2,St. George's G&CC,772,75,-1.155,-0.279,-1.005,-0.982,-2.266,-3.421,295.4,0.692,0.611,0.286,59.135,32.594
pga,2022,2022,RBC Canadian Open,32,"Kang, Sung",7881,CUT,1,St. George's G&CC,772,75,-0.909,0.955,-3.536,0.041,-2.539,-3.4,283.6,0.615,0.389,0.615,76.23,33.848
pga,2022,2022,RBC Canadian Open,32,"Kang, Sung",7881,CUT,2,St. George's G&CC,772,72,-0.446,-1.183,-0.319,1.527,0.025,-0.421,293.4,0.923,0.667,0.667,74.594,29.891
pga,2022,2022,RBC Canadian Open,32,"Stuard, Brian",13022,CUT,1,St. George's G&CC,772,72,0.048,-0.567,1.003,-0.933,-0.496,-0.4,267.8,0.769,0.667,0.667,,32.484
pga,2022,2022,RBC Canadian Open,32,"Stuard, Brian",13022,CUT,2,St. George's G&CC,772,76,0.408,-2.203,-2.098,-0.528,-4.829,-4.421,280.0,0.769,0.444,0.538,35.6,33.361
pga,2022,2022,RBC Canadian Open,32,"Bramlett, Joseph",14698,CUT,1,St. George's G&CC,772,72,0.065,0.441,-0.654,-0.301,-0.513,-0.4,301.4,0.308,0.5,0.625,33.521,34.523
pga,2022,2022,RBC Canadian Open,32,"Bramlett, Joseph",14698,CUT,2,St. George's G&CC,772,76,-2.929,-1.271,1.058,-1.279,-1.492,-4.421,309.4,0.462,0.667,0.333,36.145,30.869
pga,2022,2022,RBC Canadian Open,32,"Hatton, Tyrrell",14796,CUT,1,St. George's G&CC,772,74,-0.114,0.276,-3.397,0.786,-2.334,-2.4,300.8,0.615,0.333,0.429,52.044,30.629
pga,2022,2022,RBC Canadian Open,32,"Hatton, Tyrrell",14796,CUT,2,St. George's G&CC,772,74,-1.055,1.244,-1.428,-1.182,-1.366,-2.421,296.9,0.538,0.444,0.7,41.899,41.212
pga,2022,2022,RBC Canadian Open,32,"McGreevy, Max",23505,CUT,1,St. George's G&CC,772,71,2.454,0.342,-0.712,-1.533,-1.902,0.6,266.0,0.385,0.556,0.625,51.917,29.504
pga,2022,2022,RBC Canadian Open,32,"McGreevy, Max",23505,CUT,2,St. George's G&CC,772,77,-0.284,-0.82,-2.787,-1.53,-5.137,-5.421,283.1,0.538,0.278,0.6,23.582,39.737
pga,2022,2022,RBC Canadian Open,32,"Rollins, John",6300,CUT,1,St. George's G&CC,772,70,2.524,-0.083,1.232,-2.122,-0.972,1.6,287.0,0.538,0.556,0.833,54.229,29.388
pga,2022,2022,RBC Canadian Open,32,"Rollins, John",6300,CUT,2,St. George's G&CC,772,78,-5.278,-0.015,-1.119,-0.009,-1.143,-6.421,277.4,0.692,0.667,0.3,51.356,31.301
pga,2022,2022,RBC Canadian Open,32,"Bohn, Jason",6462,CUT,1,St. George's G&CC,772,69,2.01,0.587,1.179,-1.225,0.542,2.6,268.6,0.692,0.444,0.7,53.265,33.618
pga,2022,2022,RBC Canadian Open,32,"Bohn, Jason",6462,CUT,2,St. George's G&CC,772,79,-1.168,-0.568,-2.691,-2.994,-6.253,-7.421,283.5,0.462,0.333,0.5,41.864,53.285
pga,2022,2022,RBC Canadian Open,32,"Huston, John",707,CUT,1,St. George's G&CC,772,76,-1.884,-1.926,-0.766,0.127,-2.564,-4.4,276.7,0.769,0.556,0.455,51.557,36.751
pga,2022,2022,RBC Canadian Open,32,"Huston, John",707,CUT,2,St. George's G&CC,772,72,1.004,-0.453,-0.791,-0.181,-1.425,-0.421,281.6,0.615,0.5,0.5,45.97,33.8
pga,2022,2022,RBC Canadian Open,32,"Malnati, Peter",14926,CUT,1,St. George's G&CC,772,77,-3.666,-0.854,-0.681,-0.248,-1.782,-5.4,278.3,0.615,0.5,0.364,47.473,39.959
