bet_outcome_numeric,bet_outcome_text,close_odds,close_time,dg_id,open_odds,open_time,outcome,player_name,book,event_completed,event_name,market,season,year,event_id
0,loss,+897,2022-06-09 00:30,18417,+1006,2022-06-06 16:59,T18,"Scheffler, Scottie",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
1,paid in full,+964,2022-06-09 00:30,10091,+1138,2022-06-06 16:59,1,"McIlroy, Rory",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+1044,2022-06-09 00:30,14139,+1158,2022-06-06 16:59,3,"Thomas, Justin",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+1254,2022-06-09 00:30,15856,+1437,2022-06-06 16:59,T48,"Smith, Cameron",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+1696,2022-06-09 00:30,17646,+1966,2022-06-06 16:59,T10,"Fitzpatrick, Matthew",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+1814,2022-06-09 00:30,19483,+1723,2022-06-06 16:59,T4,"Burns, Sam",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+1839,2022-06-09 00:30,13900,+2216,2022-06-06 16:59,T10,"Lowry, Shane",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+2492,2022-06-09 00:30,17576,+2601,2022-06-06 16:59,6,"Conners, Corey",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+2593,2022-06-09 00:30,14796,+3259,2022-06-06 16:59,CUT,"Hatton, Tyrrell",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+2778,2022-06-09 00:30,11676,+3195,2022-06-06 16:59,2,"Finau, Tony",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+3429,2022-06-09 00:30,16602,+3702,2022-06-06 16:59,T13,"Varner III, Harold",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+4189,2022-06-09 00:30,13965,+5098,2022-06-06 16:59,T35,"Hadwin, Adam",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+4745,2022-06-09 00:30,12423,+5335,2022-06-06 16:59,T7,"Kirk, Chris",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+5365,2022-06-09 00:30,20770,+5146,2022-06-06 16:59,T25,"Munoz, Sebastian",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+5539,2022-06-09 00:30,17365,+5488,2022-06-06 16:59,T7,"Mitchell, Keith",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+6516,2022-06-09 00:30,12425,+10115,2022-06-06 16:59,T13,"Todd, Brendon",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+6910,2022-06-09 00:30,6093,+7057,2022-06-06 16:59,T4,"Rose, Justin",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+7396,2022-06-09 00:30,13508,+7366,2022-06-06 16:59,T53,"Vegas, Jhonattan",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+7919,2022-06-09 00:30,15556,+8955,2022-06-06 16:59,T28,"Hughes, Mackenzie",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+7955,2022-06-09 00:30,23014,+7686,2022-06-06 16:59,T53,"Theegala, Sahith",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+9936,2022-06-09 00:30,17536,+8415,2022-06-06 16:59,CUT,"Spaun, J.J.",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+10213,2022-06-09 00:30,11955,+8547,2022-06-06 16:59,T61,"Frittelli, Dylan",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+10971,2022-06-09 00:30,18474,+9776,2022-06-06 16:59,T21,"Smalley, Alex",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+11530,2022-06-09 00:30,24550,+9604,2022-06-06 16:59,T18,"Ghim, Doug",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+11762,2022-06-09 00:30,18554,+10952,2022-06-06 16:59,T13,"Rai, Aaron",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+12030,2022-06-09 00:30,15473,+10153,2022-06-06 16:59,T21,"Long, Adam",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+12595,2022-06-09 00:30,15980,+12149,2022-06-06 16:59,CUT,"Lipsky, David",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+12696,2022-06-09 00:30,23542,+11153,2022-06-06 16:59,CUT,"Champ, Cameron",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
0,loss,+13340,2022-06-09 00:30,16333,+11885,2022-06-06 16:59,T44,"Hubbard, Mark",pinnacle,2022-06-12,RBC Canadian Open,win,2022,2022,32
