"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"44","Nick Hardy",22969211,7200,53.43,55.11,2.2,81.5,25.5,0.5718,0.008,0.2471,0.1555,0.0682,0.0281,0.0148,0.0042,35,0.0196,71,0.58,0.07,0.01,2,2022-06-12,"RBC Canadian Open"
"45","J.T. Poston",22969212,7200,46.22,52.35,9.5,79,24.5,0.6256,0.0101,0.3097,0.2064,0.0956,0.0427,0.0226,0.0059,100,0.1057,20,0.82,0.31,0.05,10,2022-06-12,"RBC Canadian Open"
"46","Rory Sabbatini",22969213,7200,60.07,56.32,5.4,81.5,25.5,0.5635,0.0052,0.2401,0.1519,0.0654,0.0271,0.0138,0.0034,100,0.1014,25.5,0.47,-0.04,-0.01,5,2022-06-12,"RBC Canadian Open"
"47","Trey Mullinax",22969215,7100,50.16,51.75,2,78,24.5,0.526,0.0039,0.2,0.1194,0.0482,0.0195,0.0096,0.0022,69,0.0111,54,0.31,-0.15,-0.02,2,2022-06-12,"RBC Canadian Open"
"48","Chase Seiffert",22969216,7100,54.25,54.23,2.3,80,25.5,0.5212,0.0043,0.1973,0.1194,0.05,0.0199,0.0103,0.0024,28,0.0154,67,0.34,-0.12,-0.02,2,2022-06-12,"RBC Canadian Open"
"49","Brandt Snedeker",22969217,7100,44.61,52.95,4,78.5,25.5,0.4787,0.0041,0.1571,0.0898,0.0316,0.011,0.0058,0.0012,48,0.029,62.5,0.17,-0.29,-0.04,4,2022-06-12,"RBC Canadian Open"
"50","Brian Stuard",22969218,7100,47.56,53.23,1.8,79,25,0.5187,0.0064,0.1883,0.1101,0.0437,0.0175,0.0088,0.002,100,0.0175,17.5,0.28,-0.18,-0.03,2,2022-06-12,"RBC Canadian Open"
"51","Adam Svensson",22969219,7100,53.52,56.82,14.2,80.5,25.5,0.5814,0.0066,0.2575,0.1646,0.0718,0.0297,0.0158,0.0041,21,0.1402,79.5,0.58,0.12,0.02,14,2022-06-12,"RBC Canadian Open"
"52","Doug Ghim",22969221,7000,52.29,57.77,10.3,82.5,26,0.6552,0.0115,0.3434,0.2296,0.1106,0.05,0.0278,0.0076,18,0.0926,73.5,1.09,0.68,0.1,10,2022-06-12,"RBC Canadian Open"
"53","Lee Hodges",22969222,7000,51.85,53.59,2.7,81.35,25.5,0.5609,0.0073,0.2306,0.1404,0.059,0.0234,0.0115,0.0027,48,0.0198,62,0.39,-0.02,0,3,2022-06-12,"RBC Canadian Open"
"54","Peter Malnati",22969223,7000,56.79,49.59,4.8,76,24,0.573,0.008,0.2468,0.1548,0.0667,0.0289,0.0154,0.0036,100,0.054,16,0.51,0.1,0.01,5,2022-06-12,"RBC Canadian Open"
"55","Andrew Novak",22969224,7000,53,53.8,1.7,81,26,0.5517,0.0053,0.2218,0.1353,0.0565,0.0242,0.0126,0.0032,64,0.0203,52.5,0.46,0.05,0.01,2,2022-06-12,"RBC Canadian Open"
"56","Hank Lebioda",22969225,7000,44.25,53.81,2.8,79.5,25,0.5237,0.006,0.1984,0.1205,0.0506,0.0197,0.0095,0.0022,28,0.0172,67.5,0.31,-0.1,-0.01,3,2022-06-12,"RBC Canadian Open"
"57","Scott Piercy",22969226,7000,48.76,51.8,1.8,78.5,24.5,0.5585,0.0074,0.2303,0.1414,0.0597,0.0235,0.012,0.0033,21,0.0139,81,0.47,0.06,0.01,2,2022-06-12,"RBC Canadian Open"
"58","Hayden Buckley",22969228,6900,49.98,50.54,1.7,77.5,24.5,0.4878,0.0047,0.1632,0.0928,0.0363,0.0139,0.0065,0.0016,100,0.0081,26.5,0.23,-0.13,-0.02,2,2022-06-12,"RBC Canadian Open"
"59","Wyndham Clark",22969229,6900,53.85,48.25,3.7,75.5,24,0.5834,0.0082,0.2594,0.1642,0.0723,0.0291,0.0148,0.0037,7,0.0514,92,0.54,0.18,0.03,4,2022-06-12,"RBC Canadian Open"
"60","Luke Donald",22969230,6900,48.91,52.74,4.2,78,25,0.5008,0.0046,0.1752,0.1025,0.0404,0.0162,0.0083,0.0017,100,0.0198,28.5,0.25,-0.11,-0.02,4,2022-06-12,"RBC Canadian Open"
"61","Kramer Hickok",22969231,6900,45.46,50.93,1.3,76.5,24.5,0.5642,0.0054,0.2338,0.145,0.0614,0.0247,0.0134,0.003,61,0.019,56,0.43,0.07,0.01,1,2022-06-12,"RBC Canadian Open"
"62","Sean O'Hair",22969234,6800,53.94,48.85,0.89,75.5,24,0.4624,0.0025,0.1456,0.0823,0.0305,0.012,0.0056,0.0015,64,0.0114,44.5,0.22,-0.1,-0.01,1,2022-06-12,"RBC Canadian Open"
"63","Wesley Bryan",22969235,6800,53.64,53.29,1.7,79.85,25,0.4522,0.0032,0.1407,0.0814,0.0314,0.0114,0.0056,0.0015,100,0.0162,25,0.22,-0.1,-0.01,2,2022-06-12,"RBC Canadian Open"
"64","Bill Haas",22969236,6800,53.46,44.73,1.5,71.5,23,0.5047,0.0039,0.1724,0.0986,0.038,0.0138,0.0064,0.0014,100,0.0254,22,0.21,-0.11,-0.02,1,2022-06-12,"RBC Canadian Open"
"65","Justin Lower",22969237,6800,56.85,40.35,2.6,68.5,22,0.5111,0.0056,0.1883,0.1118,0.0454,0.0174,0.0084,0.0018,35,0.0131,64,0.26,-0.06,-0.01,3,2022-06-12,"RBC Canadian Open"
