"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"Christian Kirk","ARZ","All Defenders","DET","61.44036897","51.94511441"
"Christian Kirk","ARZ","Amani Oruwariye","DET","58.10480997","35.16706865"
"Christian Kirk","ARZ","Bobby Price","DET","92.59445432","5.245688894"
"Christian Kirk","ARZ","AJ Parker","DET","49.94250405","11.38902288"
"A.J. Green","ARZ","All Defenders","DET","89.0324081","55.37804578"
"A.J. Green","ARZ","Amani Oruwariye","DET","66.73355385","2.040959918"
"A.J. Green","ARZ","Bobby Price","DET","72.06490211","48.16665407"
"A.J. Green","ARZ","AJ Parker","DET","58.28398552","5.170431793"
"Rondale Moore","ARZ","All Defenders","DET","50.42006656","45.67272415"
"Rondale Moore","ARZ","Amani Oruwariye","DET","49.29719081","8.222139841"
"Rondale Moore","ARZ","Bobby Price","DET","83.67344003","4.686816263"
"Rondale Moore","ARZ","AJ Parker","DET","41.61960604","32.48433173"
"Olamide Zaccheaus","ATL","All Defenders","SF","59.17263617","37.40211521"
"Olamide Zaccheaus","ATL","Josh Norman","SF","57.51140203","11.44126912"
"Olamide Zaccheaus","ATL","Ambry Thomas","SF","81.58159283","11.57684518"
"Olamide Zaccheaus","ATL","K'Waun Williams","SF","29.64913003","14.02947795"
"Tajae Sharpe","ATL","All Defenders","SF","41.38701974","40.37034027"
"Tajae Sharpe","ATL","Josh Norman","SF","41.95034657","15.31782414"
"Tajae Sharpe","ATL","Ambry Thomas","SF","67.3362983","11.73889327"
"Tajae Sharpe","ATL","K'Waun Williams","SF","14.02761689","13.02730838"
"Russell Gage","ATL","All Defenders","SF","72.01087717","47.0706892"
"Russell Gage","ATL","Josh Norman","SF","70.23348318","10.01842372"
"Russell Gage","ATL","Ambry Thomas","SF","93.22796177","12.56278529"
"Russell Gage","ATL","K'Waun Williams","SF","42.42063891","24.171435"
"Rashod Bateman","BLT","All Defenders","GB","37.26720706","42.41140045"
"Rashod Bateman","BLT","Rasul Douglas","GB","34.18147096","25.44684027"
"Rashod Bateman","BLT","Eric Stokes","GB","41.44628154","10.08271029"
"Rashod Bateman","BLT","Chandon Sullivan","GB","44.55962688","6.881849884"
"Marquise Brown","BLT","All Defenders","GB","56.7077605","58.69631387"
"Marquise Brown","BLT","Rasul Douglas","GB","45.76725138","8.40162924"
"Marquise Brown","BLT","Eric Stokes","GB","49.92786694","31.41979154"
"Marquise Brown","BLT","Chandon Sullivan","GB","47.50122659","18.87489309"
"Devin Duvernay","BLT","All Defenders","GB","23.26854074","39.24044998"
"Devin Duvernay","BLT","Rasul Douglas","GB","18.02003777","9.096168997"
"Devin Duvernay","BLT","Eric Stokes","GB","24.52681163","6.346164416"
"Devin Duvernay","BLT","Chandon Sullivan","GB","19.64620973","23.37503893"
"Gabriel Davis","BUF","All Defenders","CAR","49.66967137","26.12825495"
