player_id,team,opp,pos,name,fpts,proj_own,opto_pct,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,39.47,0.52,0.87,36.75,65,21,0,0,6700,,34908,1210
722975,,,G,Ryan Hall,38.98,0.06,2.53,17.59,65.5,21,0,0,6000,,2984844,722975
2145,,,G,Chesson Hadley,39.97,0.71,0.97,53.57,66,21,0,0,6600,,34879,2145
2046,,,G,Jason Dufner,33.34,0.21,1.17,25.84,59.5,19,0,0,6200,,34756,2046
766106,,,G,David Carey,29.95,0.02,0.83,18.82,53,17.5,0,0,6100,,3608447,766106
2068,,,G,Derek Ernst,30.24,0.2,1.83,16.62,53.5,18,0,0,6000,,34966,2068
372042,,,G,Brent Grant,30.56,0.27,0.60,34.06,54.5,18,0,0,6400,,36278,372042
703406,,,G,Seonghyeon Kim,55.03,5.8,5.46,59.8,77.5,24.5,0,0,7300,,2316733,703406
1112,,,G,Robert Streb,41.58,0.35,1.30,28.47,67.5,21.5,0,0,6500,,34814,1112
2102,,,G,Ben Silverman,43.45,3.1,1.20,45.39,68.5,22,0,0,6800,,37921,2102
2168,,,G,Kevin Tway,45.76,1.6,1.76,34.94,70,22.5,0,0,6600,,35139,2168
692781,,,G,Aaron Cockerill,47.64,5.2,2.30,51.79,72.5,23,0,0,7000,,3549708,692781
703957,,,G,Carl Yuan,42.43,0.61,1.17,35.96,68,22,0,0,6900,,1395205,703957
1860,,,G,Corey Conners,73.28,17.9,17.55,86.02,89.5,57,0,0,9800,,37123,1860
2158,,,G,Lucas Glover,43.82,1.2,1.80,47.74,69,22,0,0,6700,,34876,2158
571331,,,G,Brandon Matthews,30.49,0.66,0.37,22.04,54.85,18,0,0,6400,,1708994,571331
772983,,,G,Luis Carrera,18.49,0.01,0.03,10.26,23.5,12,0,0,6100,,4797711,772983
696522,,,G,Michael Thorbjornsen,49.13,3.9,3.13,52.69,73,23,0,0,7600,,1071511,696522
696566,,,G,Brandon Wu,54.53,8,7.33,65.29,76.5,25,0,0,7500,,1074861,696566
1894,,,G,Jake Knapp,18.42,0.75,0.00,46.87,23.5,11.5,0,0,6500,,1071509,1894
1663,,,G,Chez Reavie,45.95,3.9,1.80,57.66,70.5,22.5,0,0,7100,,34927,1663
1455,,,G,Ryan Armour,45.2,1.2,2.10,42.41,70.5,22.5,0,0,6400,,36068,1455
1356,,,G,Tyrrell Hatton,81.79,25.1,28.74,93.08,99.5,64.5,0,0,10200,,35279,1356
1477,,,G,Sung Kang,31.45,0.98,0.50,29.39,57,18.15,0,0,6300,,34893,1477
720888,,,G,Sam Stevens,,0,,,,,0,0,7500,,3371777,720888
404847,,,G,Sahith Theegala,66.58,8.2,10.89,78.01,85.5,29,0,0,9200,,37149,404847
2016,,,G,Scott Brown,31.56,0.03,0.00,0,56,18.5,0,0,6100,,34856,2016
670431,,,G,Harrison Endycott,36.06,0.67,0.93,38.66,62,20,0,0,6300,,3803322,670431
670398,,,G,Greyson Sigg,48.15,1.2,2.33,50.24,72.5,23.5,0,0,6800,,37979,670398
1631,,,G,Charley Hoffman,,0,,46.67,,,0,0,7200,,34766,1631
1653,,,G,C.T. Pan,60.53,9.4,9.52,59.03,80,26.5,0,0,7100,,35389,1653
1796,,,G,Scott Harrington,36.01,0.26,0.97,30.12,62.5,20,0,0,6400,,1266427,1796
74908,,,G,Wesley Bryan,30.62,0.14,1.37,14.88,54.5,18,0,0,6000,,35076,74908
1698,,,G,Henrik Norlander,39.71,0.72,0.77,44.09,65.5,21,0,0,6700,,34917,1698
1115,,,G,Nick Watney,29.63,0.08,1.27,17.9,52,17.5,0,0,6200,,36095,1115
570871,,,G,Drew Nesbitt,35.61,0.02,2.46,10.94,61.5,19.5,0,0,6000,,822033,570871
2006,,,G,Brian Gay,30.54,0.24,1.10,17.85,54,18.5,0,0,6100,,34875,2006
701639,,,G,Stuart Macdonald,36.41,0.15,1.37,20.32,63,20,0,0,6200,,3549710,701639
698823,,,G,Vince Whaley,34.87,0.95,0.37,43.93,61,19.5,0,0,6800,,1266432,698823
510218,,,G,Cameron Champ,49.12,1.1,2.76,51.44,73.5,23,0,0,7200,,37122,510218
2128,,,G,Camilo Villegas,31.47,0.04,1.03,24.75,57,18,0,0,6100,,34948,2128
692004,,,G,Hank Lebioda,39.46,1.5,0.57,43.72,65.5,21,0,0,6600,,565462,692004
1842,,,G,Tyler Duncan,48.22,1.1,2.13,51.42,72.5,23,0,0,6800,,37911,1842
1974,,,G,Andrew Landry,29.59,0.12,1.27,17.07,51.35,18,0,0,6000,,34979,1974
696569,,,G,Cameron Young,68.23,26.6,12.82,85.68,85.85,29.5,0,0,9300,,1074862,696569
1743,,,G,Paul Haley,30.98,1.5,0.43,38.5,55.5,18,0,0,6600,,3803323,1743
1655,,,G,James Hahn,46.66,0.86,1.67,46.93,71,22.5,0,0,6800,,34881,1655
762327,,,G,Etienne Papineau,34.46,0.07,1.20,14.1,60.5,19.5,0,0,6200,,3345308,762327
1216,,,G,Russell Knox,35.68,0.7,1.00,29.81,62,19.5,0,0,6200,,34778,1216
670533,,,G,Garrick Higgo,50.44,4.5,3.60,51.07,74,23.5,0,0,7100,,2879219,670533
692005,,,G,Adam Long,44.34,0.82,1.70,41.93,69.5,22,0,0,6800,,565464,692005
772987,,,G,Sebastian Szirmak,18.5,0.01,0.03,9,24,11.5,0,0,6000,,4797712,772987
1832,,,G,Brice Garnett,46.98,0.83,2.13,45,71.5,22.65,0,0,6700,,34968,1832
292342,,,G,Adrian Meronk,72.48,12.5,19.38,74.19,88.5,56.5,0,0,8600,,2927743,292342
697208,,,G,Matti Schmid,44.5,0.79,1.83,36.2,70,22,0,0,6900,,1156746,697208
1799,,,G,Adam Hadwin,64.26,7.9,14.65,75.04,83.5,27.5,0,0,8700,,34880,1799
1107,,,G,Brian Stuard,31.89,0.28,1.57,22.24,56.5,18.5,0,0,6100,,35002,1107
2119,,,G,Chad Ramey,37.03,1.3,0.40,35.04,62.5,20,0,0,7000,,3083529,2119
670633,,,G,Augusto Nunez,45.22,0.88,2.36,50.59,70,22,0,0,7000,,167268,670633
772988,,,G,Taylor Durham,18.31,0.01,0.07,10.06,23.5,11.5,0,0,6100,,4797713,772988
1932,,,G,Michael Kim,63,9.4,9.66,69.53,82,27,0,0,8000,,34897,1932
1888,,,G,Roger Sloan,30.59,0.87,0.73,30.31,54.5,18,0,0,6500,,466730,1888
1789,,,G,Robby Shelton,49.04,5,2.80,55.96,72.5,23.5,0,0,7100,,35082,1789
670403,,,G,Andrew Novak,49.75,3,2.23,49.08,73,23,0,0,7000,,110450,670403
1977,,,G,David Hearn,30.87,0.09,1.40,23.04,55,18,0,0,6100,,34883,1977
1438,,,G,Brendon Todd,53.11,6.3,3.76,74.17,75,24.5,0,0,7900,,34943,1438
1912,,,G,Sean O'Hair,47.7,0.91,2.16,53.19,72.85,23,0,0,6700,,34918,1912
