player_id,team,opp,pos,name,fpts,proj_own,opto_pct,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,43.61,0.13,0.90,38.81,75,25,0,0,6400,,34908,1210
1694,,,G,Ben Taylor,44.99,0.22,0.67,38.31,76,25.5,0,0,6500,,35024,1694
2024,,,G,Max Homa,86.4,14.7,18.05,91.31,107.5,44.05,0,0,10200,,36137,2024
2145,,,G,Chesson Hadley,49.78,1.9,1.17,51.39,80.5,27,0,0,6800,,34879,2145
2046,,,G,Jason Dufner,39.11,0.03,0.83,19.46,69,23.5,0,0,6100,,34756,2046
2167,,,G,J.J. Spaun,70.63,16.3,9.96,67.96,96.5,31.5,0,0,7500,,36093,2167
372042,,,G,Brent Grant,40.75,0.34,0.70,42.13,71.5,24,0,0,6300,,36278,372042
703406,,,G,Seonghyeon Kim,63.35,3.8,4.13,61.68,91.5,29.5,0,0,7100,,2316733,703406
1760,,,G,Tom Hoge,64.23,2.9,4.83,58.45,92.5,30,0,0,8400,,34888,1760
671066,,,G,Kevin Yu,67.15,9.8,7.29,63.99,94,30.5,0,0,7000,,382261,671066
300102,,,G,Collin Morikawa,87.35,16.4,17.65,84.95,108.5,64.3,0,0,10600,,36083,300102
1112,,,G,Robert Streb,43.58,0.01,1.07,19.7,75.5,25,0,0,6100,,34814,1112
2168,,,G,Kevin Tway,49.82,0.36,1.00,35.49,80.5,27,0,0,6600,,35139,2168
703957,,,G,Carl Yuan,54.16,0.34,2.03,,84.5,27.5,0,0,6500,,1395205,703957
771299,,,G,Gordon Sargent,63.48,11.7,4.00,54.15,90.5,30,0,0,7500,,4580204,771299
2125,,,G,Tony Finau,92.96,19.1,25.71,94.61,113.5,74,0,0,10900,,34873,2125
2158,,,G,Lucas Glover,50.53,0.38,1.37,44.53,81.5,27,0,0,6600,,34876,2158
571331,,,G,Brandon Matthews,35.41,0.09,0.57,24.91,61,22,0,0,6100,,1708994,571331
700009,,,G,Tom Kim,83.13,16.8,17.08,84.94,105,36,0,0,9800,,2203377,700009
696566,,,G,Brandon Wu,69.34,9.8,7.83,74.32,95,31.5,0,0,7500,,1074861,696566
1663,,,G,Chez Reavie,59.99,7.1,2.80,60.98,88.5,29.5,0,0,7200,,34927,1663
1455,,,G,Ryan Armour,49.17,0.18,1.57,32.48,80.5,26.5,0,0,6300,,36068,1455
