player_name,sample_size,school,dg_rank,dg_change,wagr_rank,wagr_change,dg_index
"Gnam, Jack",150,"ole miss",377,12,762,11,-1.0250146147276702
"Baker, Brantley",67,"georgia southern",378,13,537,8,-1.0292450390805699
"Kleen, Algot",150,"east tennessee st.",379,18,232,15,-1.03337398524888
"Huss, Cameron",139,"wisconsin",380,18,597,12,-1.03631948820662
"Giboudot, Maxence",150,"—",381,19,810,20,-1.04136844214801
"Schneider, Jan",146,"—",382,17,795,8,-1.04632383090538
"Greer, Joshua",150,"—",383,10,277,7,-1.0485855956614498
"Fosdick, Chris",150,"virginia",384,52,474,8,-1.0494765342826
"Zhou, Yanhan",32,"—",385,20,51,3,-1.05117504837307
"Hovdal, Simon",43,"—",386,21,440,13,-1.05527888767221
"Riley, Andrew",50,"palm beach atlantic",387,21,743,11,-1.05550062443913
"Michel, Lukas",150,"—",388,14,414,15,-1.05607618658383
"Oshima, Minato",55,"—",389,14,206,11,-1.06269794802028
"Simmons, Isaac",141,"liberty",390,-27,437,9,-1.0727377987950402
"Free, Jones",72,"alabama",391,15,668,17,-1.07297647018717
"Krafft, Aiden",39,"oregon",392,12,846,9,-1.07534834956344
"Harris, Frankie",103,"auburn",393,0,961,0,-1.07549851244655
"Imai, James",150,"northwestern",394,-16,498,-12,-1.08343650671443
"Kleu, Ronan",150,"iowa",395,15,376,12,-1.08461326540251
"Gingerich, Ty",150,"cincinnati",396,-76,398,-19,-1.08478289864413
"Isenhart, Tyler",132,"baylor",397,14,625,24,-1.09495025025336
"Albright, Gray",68,"florida state",398,14,497,17,-1.09715887805199
"McCulloch, Ashton",107,"michigan state",399,-18,635,-1,-1.1032666171566798
"Aguilera, Alejandro",150,"—",400,14,229,12,-1.1048083287845
"Loflin, Carter",91,"georgia",401,15,875,17,-1.10770743246245
"Cruz Silva, Pedro",122,"mississippi state",402,13,394,20,-1.10851673619357
"Lewis, Evans",147,"south carolina",403,14,417,15,-1.11444580918314
"Lake, Jackson",150,"oregon state",404,14,684,9,-1.12629827514677
"Mao, Andy",141,"georgia tech",405,22,368,31,-1.13614325599467
"Einstein, Brandon",150,"nc state",406,17,545,16,-1.1362913557938001
"Shelley, Tyson",110,"brigham young",407,17,723,13,-1.13843504800265
"Sheehan, Patrick",128,"penn state",408,5,659,-13,-1.14110177010829
"Crockett, Harry",93,"nebraska",409,19,465,12,-1.1417660296418999
"Chartier, Remi",150,"east tennessee st.",410,-73,294,-22,-1.1425667058214999
"Lape, Sam",63,"furman",411,9,805,15,-1.14522408127111
"Maccario, Nick",67,"—",412,14,882,-116,-1.1455800066325301
"Madsen, Brady",70,"—",413,9,894,13,-1.1479968350219099
"Laopakdee, Pongsapak",136,"—",414,19,174,5,-1.1482096714074
"Schiergen, Laurenz",150,"kansas state",415,10,287,7,-1.15969739696005
"Song, Taehoon",150,"washington",416,-58,374,-10,-1.16804628534575
"Hayashida, Naoya",20,"—",417,2,260,-1,-1.16839440412134
"Duquette, William",150,"kansas",418,16,530,9,-1.17031529464737
"Strachan, Darren",48,"—",419,11,386,16,-1.17389064360181
"Paltrinieri, Julien",150,"santa clara",420,15,838,13,-1.17645535241154
"Fantinelli, Riccardo",75,"princeton",421,20,799,15,-1.18152484646018
"Jaglan, Shubham",115,"south florida",422,15,752,7,-1.1845451786419399
"Lyons, Max",85,"marquette university",423,19,890,13,-1.18901428631097
"Cavaliere, Christian",150,"—",424,0,940,0,-1.192472818844
"Wells, Luke",144,"rutgers",425,18,912,11,-1.1952988517744099
"Gaunt, Connor",116,"lsu",426,21,426,14,-1.19611601472795
"Maruo, Leo",23,"—",427,2,936,10,-1.196963218169
"Gregor, Graham",132,"—",428,21,552,21,-1.19926861804518
"Laage, Mads",86,"—",429,11,864,13,-1.2030714527258302
"Komulainen, Kai",77,"—",430,8,701,10,-1.20419657355977
"Gomez, Gerardo",64,"—",431,0,991,0,-1.20565376013986
"Thyr, Hugo",127,"south alabama",432,18,693,21,-1.20760693575776
"Snoeberger, Peyton",44,"purdue",433,12,384,17,-1.20809989662816
"Florioli, Marco",150,"—",434,21,346,17,-1.21120124124475
"Price, Alex",110,"christopher newport",435,81,263,18,-1.2149496902288899
"Kingsley, Harrison",150,"san diego",436,17,433,10,-1.2197137942303502
"Wang, Nathan",62,"—",437,15,727,17,-1.2220723488618601
"McCann, Patrick",52,"florida state",438,10,529,18,-1.22288742935275
"Jansson, Erik",150,"jacksonville state",439,18,708,21,-1.22498401795695
"Foley, Hugh",150,"—",440,14,163,10,-1.22648903097332
"Breimer, Leon",89,"—",441,17,340,16,-1.227893123926
"Shetler, Caleb",150,"san jose state",442,18,484,12,-1.2330110727186
"Coleman, Reece",83,"anderson (sc)",443,26,856,28,-1.23311813787813
"Thysted, Jens Kristian",150,"—",444,12,571,-43,-1.2337465614815
"McDade, Connor",70,"—",445,6,677,14,-1.2344465635327
"Pollo, Zachery",68,"arizona",446,-52,354,-18,-1.24728749230735
"Broin, Gunnar",124,"kansas",447,15,488,14,-1.2480366153173101
"Chen, Kuangyu",150,"california",448,13,528,9,-1.2485030362361398
"Newman, Hazen",132,"oklahoma state",449,10,448,10,-1.2491126769496002
"Lundgren, David",150,"—",450,16,321,10,-1.2491190023271799
"Thomas, Rayhan",150,"oklahoma state",451,14,188,7,-1.25164544010399
"Tsai, Yu-Ta",150,"—",452,12,866,9,-1.25441504616681
"Han, Nathan",94,"columbia",453,22,794,-20,-1.25525751752229
"Gauntlett, Matt",98,"stetson",454,0,987,0,-1.25814733771465
"Zhao, Eric",48,"—",455,26,888,-63,-1.2582220339580201
"Nelson, Jared",150,"connecticut",456,-17,622,1,-1.26209576427188
"Moran, Robert",150,"—",457,11,170,6,-1.26331327138666
"Murphy, Mac",147,"—",458,-12,905,22,-1.2636795339046698
"Goldasich, Ford",150,"lipscomb",459,11,808,18,-1.263762732023
"Wistrand, William",129,"—",460,-16,954,-23,-1.26459387562424
"Viallaneix, Pierre",150,"florida gulf coast u",461,12,559,7,-1.26712256986795
"Leal Montero, Gonzalo",150,"iowa",462,9,634,14,-1.27010619980569
"Clark, Lukas",142,"—",463,15,906,19,-1.27448297691335
"Schell, Brett",150,"ole miss",464,8,449,10,-1.2756022700362
"Marcoux, Xavier",150,"rutgers",465,12,655,14,-1.27952712829155
"Hernandez, Kelvin",28,"—",466,18,281,6,-1.28051690445814
"Melin, Jakob",149,"san francisco",467,9,842,18,-1.28105161559142
"Rubio, Nicolas",135,"oklahoma state",468,14,329,9,-1.2837228986702098
"Vandette, Christopher",150,"kent state",469,14,483,6,-1.2861958023478401
"Shong, Brandon",150,"new mexico",470,86,629,57,-1.28765188838122
"Malcor, Ugo",150,"vcu",471,14,768,14,-1.29476350187818
"Kingsland, Zach",30,"smu",472,8,676,18,-1.2985195739566102
"Turnbull, Robby",24,"—",473,-10,617,18,-1.3016257146511299
"Jano Corpus, Carl",150,"san jose state",474,13,420,16,-1.30269057568026
"Fitzsimmons, Charles",111,"—",475,18,784,14,-1.3108526014455701
"Ji, Jerry",150,"illinois",476,14,388,1,-1.31166284192867
"Pendley, Carter",129,"clemson",477,14,639,14,-1.31524816773122
"Safa, Jose Antonio",101,"missouri",478,14,331,15,-1.31814116505432
"Nieves, Roberto",150,"pepperdine",479,-12,311,-18,-1.32015996380952
"Ang, Ryan",99,"—",480,44,404,3,-1.32604796711528
"Barth, Harris",54,"—",481,8,714,8,-1.32720891700875
"Augustsson, Lucas",109,"east carolina",482,12,903,9,-1.33511131547608
"Adams, Nate",127,"north dakota state",483,13,973,14,-1.3372761684672199
"Jones, Tyler",150,"marshall",484,18,737,10,-1.3376705970651201
"Beechler, AJ",150,"—",485,16,972,9,-1.34192977164976
"Sullivan, Joe",125,"jacksonville",486,13,720,10,-1.34767070273875
"Mason, Nicklaus",73,"kansas state",487,8,713,14,-1.3483791179124298
"Jesus Ardila Conde, Carlos",27,"—",488,12,120,4,-1.34857004783223
"Griggs, Carson",150,"denver, u. of",489,17,968,16,-1.34938638521876
"Alperi Lopez, Pablo",33,"—",490,14,532,11,-1.35117608940054
"Rauch, Marcel",150,"—",491,0,1000,0,-1.3543581179567799
"Chokprajakchat, Chanachon",70,"san diego state",492,0,981,0,-1.3545496689793
"Fuenmayor, Mateo",135,"oregon state",493,10,383,14,-1.35554831379416
"Watkins, Braxton",117,"houston",494,19,792,8,-1.3563597348712098
"McCoy, Calvin",150,"arizona",495,13,619,24,-1.3566845757608998
"Cossement, Nathan",39,"henderson state",496,-8,672,16,-1.3572449890294298
"Bell, Parker",28,"florida",497,1,747,9,-1.36543176144264
"Heidelbaugh, Michael",88,"texas a&m",498,11,825,18,-1.36647187627592
"Odom, Jr., Gregory",85,"howard university",499,16,541,13,-1.36841445255878
"Tejeira, Omar",119,"—",500,11,131,4,-1.3724148482128602
