datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Finau, Tony","Tony Finau",150,28434517,10900,35.095,7:40 am,1,81.4,6.9,0,88.3,0.66,100,19.8408895480737,
"Morikawa, Collin","Collin Morikawa",150,28434518,10600,35.980,7:29 am,1,79.5,6.3,0,85.8,0.6,100,17.1982804952386,
"Fowler, Rickie","Rickie Fowler",150,28434519,10400,35.261,7:40 am,1,80.6,6.6,0,87.1,0.79,100,23.766855332588,
"Homa, Max","Max Homa",150,28434520,10200,35.170,12:54 pm,0,75.8,5.3,0,81.2,0.42,100,17.1023240276828,
"Thomas, Justin","Justin Thomas",150,28434521,10000,35.399,1:05 pm,0,75.1,5.1,0,80.2,0.43,100,17.3688277382398,
"Kim, Tom","Tom Kim",150,28434522,9800,34.982,7:29 am,1,74.1,4.8,0,78.8,0.41,100,16.2481492096409,
"Matsuyama, Hideki","Hideki Matsuyama",150,28434523,9600,35.563,1:05 pm,0,77.4,5.7,0,83.1,0.83,100,20.6575775744661,
"Im, Sungjae","Sungjae Im",150,28434524,9400,35.300,1:05 pm,0,78.3,5.9,0,84.2,1,100,18.9430936781282,
"Davis, Cameron","Cameron Davis",150,28434525,9300,34.427,12:43 pm,0,68.3,3.6,0,71.9,0.1,100,14.0577048822941,
"Bradley, Keegan","Keegan Bradley",150,28434526,9200,35.188,7:29 am,1,73.7,4.7,0,78.4,0.65,100,13.5434458543187,
"Jaeger, Stephan","Stephan Jaeger",150,28434528,8900,34.152,8:02 am,1,69.8,3.9,0,73.7,0.41,100,11.4130866413749,
"Harman, Brian","Brian Harman",150,28434529,8800,33.473,12:54 pm,0,66.3,3.2,0,69.5,0.14,100,7.7366994958812,
"Aberg, Ludvig","Ludvig Aberg",150,28434530,8700,34.344,8:13 am,1,67.9,3.6,0,71.4,0.33,100,18.3275592348562,
"Smalley, Alex","Alex Smalley",150,28434531,8600,34.199,1:27 pm,0,68.9,3.6,0,72.5,0.46,100,9.12387987664318,
"Kirk, Chris","Chris Kirk",150,28434532,8500,33.989,7:18 am,1,67.9,3.6,0,71.4,0.42,100,10.2995654748263,
"Hoge, Tom","Tom Hoge",150,28434533,8400,32.055,1:16 pm,0,59.9,2.1,0,62.1,-0.13,100,2.79946968803951,
"Straka, Sepp","Sepp Straka",150,28434534,8300,34.038,12:43 pm,0,67.3,3.3,0,70.7,0.45,100,10.3284347205288,
"An, Byeong Hun","Byeong Hun An",150,28434535,8200,34.685,7:07 am,1,71.3,4.2,0,75.5,0.86,100,16.8755770973717,
"Hadwin, Adam","Adam Hadwin",150,28434536,8100,33.650,12:43 pm,0,66.1,3.2,0,69.2,0.42,100,8.11186671903942,
"Eckroat, Austin","Austin Eckroat",150,28434537,8000,34.184,12:10 pm,0,67.3,3.4,0,70.7,0.58,100,18.0450154709375,
"Suh, Justin","Justin Suh",150,28434539,7900,32.294,12:21 pm,0,61.2,2.3,0,63.5,0.07,100,6.99394487858644,
"Moore, Taylor","Taylor Moore",150,28434538,7900,33.559,12:54 pm,0,67.5,3.4,0,70.8,0.63,100,12.8408805555162,
"Rai, Aaron","Aaron Rai",150,28434540,7800,34.054,6:56 am,1,68.4,3.6,0,72,0.77,100,9.04044592291632,
"Riley, Davis","Davis Riley",150,28434541,7800,32.822,7:51 am,1,61,2.3,0,63.3,0.1,100,5.2438693594616,
"Hojgaard, Nicolai","Nicolai Hojgaard",150,28434542,7700,32.258,8:57 am,1,60.2,2.2,0,62.4,0.08,100,7.86910836711904,
"Bezuidenhout, Christiaan","Christiaan Bezuidenhout",150,28434543,7700,32.891,8:24 am,1,63,2.7,0,65.6,0.32,100,5.58180871464928,
"Hossler, Beau","Beau Hossler",150,28434545,7600,34.609,1:49 pm,0,68.9,3.7,0,72.5,0.89,100,7.79489119292863,
"Bramlett, Joseph","Joseph Bramlett",150,28434546,7600,33.293,8:24 am,1,65.5,3.2,0,68.7,0.6,100,7.87539655416589,
"Sargent, Gordon","Gordon Sargent",150,28434548,7500,33.637,2:11 pm,0,64.2,2.9,0,67.1,0.52,100,6.52244791337944,
"Wu, Brandon","Brandon Wu",150,28434549,7500,33.577,8:24 am,1,64.8,3,0,67.7,0.57,100,8.24164729557345,
"Hubbard, Mark","Mark Hubbard",150,28434550,7500,32.455,1:38 pm,0,62.8,2.6,0,65.4,0.39,100,9.04888216973333,
"Spaun, J.J.","J.J. Spaun",150,28434547,7500,34.340,7:18 am,1,68.9,3.8,0,72.6,0.94,100,13.5115485470359,
"Todd, Brendon","Brendon Todd",150,28434551,7400,32.443,12:54 pm,0,60.3,2.3,0,62.5,0.21,100,3.18158918309789,
"Ghim, Doug","Doug Ghim",150,28434554,7400,33.240,6:45 am,1,64.1,2.8,0,66.9,0.55,100,7.55882576294942,
"Detry, Thomas","Thomas Detry",150,28434553,7400,33.668,2:00 pm,0,65.9,3,0,68.9,0.7,100,9.44855688656569,
"Pendrith, Taylor","Taylor Pendrith",150,28434552,7400,31.936,8:13 am,1,59.4,2.1,0,61.5,0.13,100,8.22333328336728,
"Stevens, Samuel","Sam Stevens",150,28434557,7300,33.838,6:45 am,1,66.1,3.2,0,69.2,0.77,100,7.66390926663767,
