player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
CJ Henderson,55593,CB,CAR,8,0,5,0,2,0,0,1,0,66.7,2,2,75.0,1,1,0,0,1.7,3,175,3,66.7,0,0,1,0,33.3,1,1,50.0,0,0,0,1,1,0
Jack Jones,29050,CB,NE,4,0,19,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.2,1,83,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tre Brown,55677,CB,SEA,8,0,29,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,1.0,2,207,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
DeMarcco Hellams,98863,S,ATL,5,0,2,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,3.8,2,52,2,50.0,0,1,1,0,100.0,2,2,50.0,0,0,0,0,0,0
Marlon Humphrey,11771,CB,BLT,6,0,3,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.0,2,201,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tracy Walker III,51266,S,DET,8,0,11,1,3,0,1,2,0,83.3,5,4,50.0,1,1,0,0,2.2,6,271,5,50.0,0,0,1,0,16.7,1,1,50.0,0,0,0,1,1,0
Kevin Byard,10698,S,PHI,8,0,24,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,327,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Donte Jackson,49377,CB,CAR,8,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,225,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Christian Gonzalez,131679,CB,NE,4,0,19,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.7,2,121,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Vonn Bell,10695,S,CAR,6,0,5,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,189,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Delarrin Turner-Yell,77836,S,DEN,5,0,10,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.0,1,98,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Benton Whitley,54444,ED,MIN,1,0,18,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,100.0,1,1,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Tre'Davious White,11782,CB,BUF,4,0,4,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,113,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Charvarius Ward,43034,CB,SF,9,0,28,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.3,1,351,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Marco Wilson,55592,CB,ARZ,10,0,1,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,332,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jaire Alexander,49350,CB,GB,5,0,12,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.6,1,180,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Elijah Riley,44440,S,PIT,2,0,25,0,2,0,0,1,1,50.0,1,1,50.0,0,0,0,2,8.7,2,23,2,50.0,0,0,1,1,50.0,1,1,50.0,0,0,0,0,0,0
Khaleke Hudson,49073,LB,WAS,5,0,32,0,2,0,0,1,0,40.0,2,1,25.0,0,0,0,0,11.9,5,42,3,40.0,0,0,1,0,60.0,3,2,50.0,1,1,0,1,1,0
Mike Edwards,51282,S,KC,9,0,16,1,0,0,0,0,0,75.0,3,1,33.3,1,1,0,0,2.1,4,189,2,37.5,0,1,0,0,25.0,1,1,50.0,0,0,0,1,1,0
Justin Bethel,7654,CB,MIA,7,0,17,0,1,0,0,0,0,25.0,1,0,0.0,0,0,0,0,4.8,4,84,2,37.5,0,0,1,0,75.0,3,2,50.0,1,0,0,1,0,0
DaRon Bland,56158,CB,DAL,9,0,9,1,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,1.1,3,268,2,33.3,0,1,0,0,33.3,1,1,50.0,0,0,0,0,0,0
Jaylon Jones,49374,CB,CHI,8,0,6,1,1,0,1,1,0,66.7,2,2,50.0,0,0,0,0,3.8,3,78,2,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Jerry Jacobs,83025,CB,DET,8,0,11,1,1,0,1,1,1,100.0,3,2,33.3,0,0,0,1,0.9,3,327,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tony Adams,55953,S,NYJ,7,0,22,0,5,0,0,1,0,12.5,1,1,50.0,0,0,0,0,3.2,8,249,5,31.3,0,0,4,0,87.5,7,4,28.6,0,0,0,0,0,0
Nakobe Dean,99018,LB,PHI,5,0,24,0,2,0,0,0,0,50.0,3,1,33.3,1,0,0,0,5.3,7,131,3,28.6,0,0,1,0,50.0,3,1,16.7,0,0,0,1,0,0
Elandon Roberts,10848,LB,PIT,9,0,25,0,3,0,0,2,0,53.8,7,4,42.9,2,2,0,0,9.6,13,135,5,26.9,0,0,1,0,46.2,6,1,8.3,0,1,1,2,3,1
Kyle Hamilton,102684,S,BLT,10,0,3,1,7,0,0,3,0,63.0,17,6,26.5,3,3,0,0,6.5,27,413,11,25.9,0,1,4,0,37.0,10,5,25.0,0,0,0,3,3,0
Xavien Howard,10672,CB,MIA,7,0,17,1,0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0.8,2,259,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Taylor Rapp,51172,S,BUF,8,0,4,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.5,2,134,1,25.0,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
Grant Stuard,55933,LB,IND,3,0,14,1,1,0,1,1,0,50.0,2,2,50.0,0,0,0,0,33.3,4,12,2,25.0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,0,0
Clark Phillips III,131871,CB,ATL,1,0,2,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,11.8,2,17,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Micah Abernathy,51344,S,ATL,1,0,2,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,12.5,2,16,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Amari Burney,83811,LB,LV,3,0,23,0,2,0,0,0,0,33.3,1,0,0.0,0,0,0,1,9.5,4,42,2,25.0,0,0,2,1,66.7,2,2,50.0,0,0,0,0,0,0
Amik Robertson,55619,CB,LV,8,0,23,0,0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,2.0,4,200,1,25.0,0,0,0,0,25.0,1,1,100.0,1,1,0,1,1,0
Elijah Hicks,55584,S,CHI,9,0,6,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.7,2,302,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Arthur Maulet,12224,CB,BLT,8,0,3,1,0,0,1,0,0,50.0,5,1,10.0,0,0,0,0,5.6,10,178,3,25.0,0,0,0,0,50.0,5,2,40.0,2,2,0,2,2,0
Johnathan Abram,34646,S,NO,2,0,20,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,4.3,2,47,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Myles Bryant,43336,CB,NE,10,0,19,0,1,0,0,1,1,83.3,5,1,10.0,0,0,0,1,1.9,6,321,2,25.0,0,0,0,0,16.7,1,1,100.0,1,1,0,1,1,0
Antoine Winfield Jr.,42475,S,TB,9,0,30,2,5,0,0,2,0,45.8,11,4,27.3,2,2,0,0,6.4,24,375,9,22.9,0,2,3,0,54.2,13,5,19.2,0,0,0,2,2,0
L'Jarius Sneed,40588,CB,KC,9,0,16,3,1,0,3,1,0,88.9,8,4,25.0,0,0,0,0,2.7,9,329,4,22.2,0,0,0,0,11.1,1,0,0.0,0,0,0,0,0,0
Jaquan Brisker,101665,S,CHI,8,0,6,2,2,0,1,1,0,35.7,5,2,20.0,0,0,0,0,4.7,14,296,5,21.4,0,1,1,0,64.3,9,3,22.2,1,1,0,1,1,0
Jordan Battle,98857,S,CIN,9,1,7,1,2,1,1,0,0,28.6,2,1,25.0,0,0,0,0,12.5,7,56,3,21.4,0,0,2,0,71.4,5,2,20.0,0,0,0,0,0,0
Ar'Darius Washington,77848,CB,BLT,2,0,3,1,0,0,1,0,1,71.4,5,2,30.0,1,1,0,1,8.2,7,85,2,21.4,0,0,0,0,28.6,2,0,0.0,0,0,1,1,1,1
Nicholas Morrow,51674,LB,PHI,8,0,24,2,2,0,2,1,0,36.8,7,4,35.7,1,1,0,0,7.4,19,257,6,21.1,0,0,1,0,63.2,12,2,12.5,1,1,0,2,2,0
Dax Hill,97519,S,CIN,9,1,7,1,4,0,1,0,0,35.3,6,2,25.0,1,1,0,0,4.8,17,352,6,20.6,1,0,4,0,64.7,11,4,18.2,0,0,0,1,1,0
