player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,10,5,1.3,0,0,2,50.4,71.2,88.3,65.9,70.0,28.6,20.7,6,0,162,165,10.5,17,18
Brandon Graham,5538,ED,PHI,9,0,4.0,0,0,24,66.0,79.1,50.6,79.8,64.7,63.7,0.0,0,1,45,49,4.4,2,3
Kareem Jackson,5545,S,DEN,7,6,8.4,0,0,10,81.4,72.2,0.0,62.8,49.9,68.6,20.0,4,4,169,173,0.6,1,10
Jerry Hughes,5556,ED,HST,9,2,2.1,0,0,13,64.0,65.3,64.1,60.7,64.1,53.4,5.9,1,1,85,87,12.9,11,14
Linval Joseph,5571,DI,BUF,2,0,2.3,0,0,4,,50.0,80.4,51.0,52.4,70.0,0.0,0,0,27,27,11.1,3,4
Al Woods,5646,DI,NYJ,6,2,1.0,0,0,22,,54.0,81.4,53.0,55.4,71.5,0.0,0,0,70,74,4.3,3,3
Von Miller,6154,ED,BUF,6,0,2.5,0,0,4,62.5,45.7,37.8,52.5,44.8,27.5,33.3,1,1,31,31,3.2,1,2
Patrick Peterson,6157,CB,PIT,9,3,6.2,1,0,25,58.2,57.9,55.1,75.3,54.3,30.8,14.3,2,4,238,246,1.3,3,9
Cameron Jordan,6176,ED,NO,10,11,3.8,0,0,20,77.3,76.4,88.7,69.3,69.6,62.6,3.4,1,0,183,190,5.5,10,17
Cameron Heyward,6183,DI,PIT,3,2,2.0,0,0,25,60.0,59.5,79.3,57.3,55.7,74.1,0.0,0,0,35,37,17.1,6,7
Justin Houston,6222,ED,CAR,7,2,1.7,0,0,5,82.9,61.2,48.1,61.8,49.0,44.8,28.6,2,1,58,59,1.7,1,3
Lawrence Guy Sr.,6385,DI,NE,10,8,2.4,0,0,19,63.5,38.9,85.1,46.2,38.3,60.9,0.0,0,0,184,191,6.5,12,14
Nick Bellore,6515,LB,SEA,2,0,,0,0,29,61.5,68.3,70.8,58.3,65.6,,,0,0,8,8,0.0,0,0
Stephon Gilmore,7016,CB,DAL,9,0,7.6,1,0,9,67.3,69.2,84.7,,72.4,68.2,16.7,1,4,201,203,0.0,0,5
Fletcher Cox,7018,DI,PHI,8,2,3.5,0,0,24,67.0,69.6,68.4,69.5,56.7,75.5,0.0,0,1,96,99,4.2,4,11
Bobby Wagner,7050,LB,SEA,9,17,2.2,0,0,29,68.6,89.0,83.7,75.6,92.4,90.5,5.7,3,0,216,218,11.1,24,33
Lavonte David,7060,LB,TB,9,9,1.2,0,0,30,67.0,69.1,56.1,62.4,70.1,64.8,11.1,4,1,198,201,9.1,18,23
Demario Davis,7079,LB,NO,10,14,4.3,1,0,20,78.2,88.4,85.9,77.9,86.6,87.0,7.5,3,1,228,239,6.1,14,23
Rodney McLeod,7271,S,CLV,9,3,3.6,0,0,8,50.1,57.1,82.6,53.5,77.5,66.1,11.8,2,0,82,86,12.2,10,12
Tashaun Gipson Sr.,7288,S,SF,9,7,7.9,0,0,28,70.2,70.7,50.5,52.9,71.0,72.2,17.6,3,1,159,166,1.3,2,7
Harrison Smith,7641,S,MIN,10,9,4.7,0,1,18,73.1,72.2,86.1,59.4,66.2,75.3,14.3,4,1,240,248,2.9,7,15
