player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Sam Howell,97599,QB,WAS,10,77.6,362,397,7.9,2.81,11,24,5.8,66.5,264,0,179,6.0,468,17,135,32,68.8,67.5,65.4,69.8,1,9,494,3,26.3,91.5,10.0,47,22,0,23,17,16,3.2,2783,7.0
Josh Allen,46601,QB,BUF,10,79.1,326,350,8.6,2.89,4,20,5.4,70.3,246,0,127,4.7,391,12,137,4,74.6,89.8,87.3,73.4,2,11,417,5,10.2,96.6,3.3,13,28,1,17,19,10,2.4,2601,7.4
Joe Burrow,28022,QB,CIN,9,77.4,323,348,6.9,2.47,6,16,4.4,67.0,233,0,116,6.8,383,17,117,7,86.1,78.0,77.1,65.9,6,6,402,4,19.0,90.5,5.7,22,13,1,12,14,9,2.2,2207,6.3
Derek Carr,8671,QB,NO,10,74.3,311,334,8.7,2.56,3,14,4.0,65.9,220,0,121,4.8,362,11,103,20,51.4,68.1,67.5,57.0,5,4,376,2,17.4,89.8,5.8,21,7,0,15,10,10,2.7,2231,6.7
Patrick Mahomes,11765,QB,KC,9,78.5,311,334,7.3,3.01,2,14,4.0,68.6,229,0,127,6.1,375,15,134,16,64.9,87.1,81.3,87.6,8,8,399,3,9.4,96.7,3.2,12,27,1,12,17,13,3.3,2444,7.3
Joshua Dobbs,11890,QB,MIN,10,71.6,310,330,8.0,2.94,6,7,2.0,63.6,210,0,136,5.4,378,12,118,18,57.9,66.3,58.0,90.1,4,5,409,2,15.4,85.1,5.6,21,24,0,10,11,17,4.2,1995,6.0
Jared Goff,10635,QB,DET,9,81.3,299,326,7.0,2.55,6,13,3.8,68.4,223,0,112,8.2,344,20,121,11,76.4,90.6,88.6,74.0,2,5,357,3,13.4,99.0,4.4,15,3,1,18,14,6,1.7,2506,7.7
Mac Jones,60323,QB,NE,10,73.0,307,324,7.5,2.44,5,11,3.3,65.4,212,0,114,5.4,357,12,99,19,62.7,59.0,58.7,61.3,4,10,373,3,18.4,80.2,5.9,21,12,0,8,10,19,5.1,2031,6.3
Justin Herbert,28237,QB,LAC,9,74.4,301,322,8.2,2.7,6,16,4.6,67.1,216,1,130,3.6,366,8,124,27,65.0,77.8,75.0,71.7,6,5,396,2,15.4,99.5,5.5,20,21,0,9,17,13,3.3,2350,7.3
C.J. Stroud,129759,QB,HST,9,73.9,291,318,9.5,2.87,5,15,4.4,61.6,196,0,114,8.8,350,19,130,13,43.8,81.7,78.9,72.5,2,2,373,2,16.7,101.0,5.4,19,11,6,14,15,9,2.4,2626,8.3
Kirk Cousins,7102,QB,MIN,8,80.5,293,311,7.7,2.69,1,10,3.0,69.5,216,0,108,8.5,331,20,113,18,46.2,86.1,85.1,64.8,7,5,353,6,15.7,103.8,5.1,17,3,2,8,18,8,2.3,2331,7.5
Tua Tagovailoa,60326,QB,MIA,9,78.9,289,307,8.4,2.31,7,21,6.5,69.4,213,0,73,6.6,330,15,132,17,59.6,87.5,90.1,29.0,2,7,347,3,19.2,107.0,4.2,14,8,1,8,19,9,2.6,2647,8.6
