player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,ED,ATL,10,0,0,2,65.9,6,12,219,97.1,11.0,24,0,5.5,3,241,234,21,0,67.0,3,9,104,95.7,14.4,15,7.7,2,116,111,14
Matthew Slater,4467,WR,NE,2,0,0,19,60.0,0,0,0,50.0,,0,0,,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Graham,5538,ED,PHI,9,0,0,24,79.8,2,8,92,90.4,18.5,17,1,8.7,3,115,104,13,0,90.6,2,7,45,96.3,33.3,15,16.7,3,54,52,12
Kareem Jackson,5545,S,DEN,7,0,0,10,62.8,0,0,1,0.4,100.0,1,4,0.0,0,233,1,0,0,,0,0,0,0.0,,0,,0,106,0,0
Jerry Hughes,5556,ED,HST,9,0,0,13,60.7,0,15,130,96.5,9.2,12,1,6.5,1,142,137,16,0,54.2,0,6,60,98.5,8.3,5,5.0,0,65,64,6
Linval Joseph,5571,DI,BUF,2,0,0,4,51.0,0,0,30,100.0,0.0,0,0,0.0,0,32,32,0,0,53.8,0,0,9,100.0,0.0,0,0.0,0,10,10,0
Al Woods,5646,DI,NYJ,6,0,0,22,53.0,1,0,63,100.0,1.6,1,0,2.4,1,66,66,2,0,53.2,1,0,29,100.0,3.4,1,1.7,0,30,30,1
Von Miller,6154,ED,BUF,6,0,0,4,52.5,1,5,79,93.6,7.6,6,1,3.8,0,94,88,6,0,54.6,1,3,45,92.6,11.1,5,4.4,0,54,50,4
Patrick Peterson,6157,CB,PIT,9,0,1,25,75.3,0,2,6,1.5,16.7,1,4,16.7,0,391,6,2,0,80.8,0,1,4,1.8,25.0,1,12.5,0,222,4,1
Cameron Jordan,6176,ED,NO,10,3,0,20,69.3,3,36,324,97.5,13.3,43,0,6.9,3,356,347,42,0,78.3,2,18,145,99.4,21.4,31,8.3,2,158,157,22
Cameron Heyward,6183,DI,PIT,3,0,0,25,57.3,1,3,51,100.0,7.8,4,0,3.9,0,58,58,4,0,57.1,0,2,28,100.0,7.1,2,3.6,0,32,32,2
Justin Houston,6222,ED,CAR,7,1,0,5,61.8,2,7,95,83.9,9.5,9,1,5.8,1,118,99,10,0,70.6,1,6,35,81.4,22.9,8,12.9,1,43,35,8
Lawrence Guy Sr.,6385,DI,NE,10,1,0,19,46.2,0,4,147,100.0,1.4,2,0,1.4,0,155,155,4,1,51.7,0,3,31,100.0,3.2,1,4.8,0,34,34,3
Nick Bellore,6515,LB,SEA,3,0,0,29,58.3,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,,0,0,0,,,0,,0,0,0,0
Fletcher Cox,7018,DI,PHI,8,1,0,24,69.5,8,8,270,100.0,10.0,27,1,4.1,3,284,284,19,1,67.6,6,3,134,100.0,9.7,13,4.9,2,141,141,11
Bobby Wagner,7050,LB,SEA,9,0,0,29,75.6,0,6,48,13.0,18.8,9,0,12.5,3,399,52,9,0,80.4,0,3,29,15.9,20.7,6,15.5,3,189,30,6
Lavonte David,7060,LB,TB,9,0,0,30,62.4,0,3,41,10.6,12.2,5,1,8.5,2,395,42,5,0,69.5,0,2,17,9.7,29.4,5,11.8,1,186,18,3
Demario Davis,7079,LB,NO,10,0,1,20,77.9,3,10,47,12.4,12.8,6,1,22.3,4,396,49,17,0,75.2,1,6,32,20.0,9.4,3,20.3,3,165,33,10
Rodney McLeod,7271,S,CLV,9,0,0,8,53.5,0,0,4,2.7,0.0,0,0,0.0,0,148,4,0,0,59.1,0,0,1,1.4,0.0,0,0.0,0,73,1,0
Tashaun Gipson Sr.,7288,S,SF,9,0,0,28,52.9,0,2,5,1.3,0.0,0,1,20.0,0,383,5,2,0,54.5,0,2,3,1.6,0.0,0,33.3,0,188,3,2
Harrison Smith,7641,S,MIN,10,0,0,18,59.4,1,2,55,13.4,1.8,1,1,8.2,3,418,56,6,0,72.1,1,2,20,13.7,5.0,1,22.5,3,153,21,6
Justin Bethel,7654,CB,MIA,7,0,0,17,90.9,0,1,4,5.6,0.0,0,0,37.5,1,89,5,2,0,91.8,0,1,2,5.6,0.0,0,75.0,1,54,3,2
Johnathan Hankins,7830,DI,DAL,9,2,0,9,61.7,0,2,106,100.0,4.7,5,3,0.9,0,118,118,2,1,63.9,0,1,35,100.0,5.7,2,1.4,0,41,41,1
Tyrann Mathieu,7850,S,NO,10,0,1,20,51.5,0,2,6,1.7,0.0,0,3,16.7,0,409,7,2,0,53.1,0,2,4,2.3,0.0,0,25.0,0,174,4,2
John Jenkins,7863,DI,LV,10,2,0,23,75.7,1,10,152,100.0,10.5,16,0,4.3,1,158,158,12,0,82.4,0,7,37,100.0,24.3,9,9.5,0,38,38,7
Duron Harmon,7872,S,CHI,2,0,0,6,59.0,0,0,1,1.8,0.0,0,0,0.0,0,55,1,0,0,,0,0,0,0.0,,0,,0,24,0,0
William Gholston,7908,DI,TB,9,0,0,30,58.2,0,2,76,100.0,5.3,4,1,1.3,0,81,81,2,0,61.1,0,1,23,100.0,8.7,2,2.2,0,24,24,1
Micah Hyde,7941,S,BUF,9,1,0,4,64.1,1,1,12,3.9,0.0,0,0,8.3,0,362,14,2,0,53.5,0,0,2,2.3,0.0,0,0.0,0,174,4,0
Jordan Poyer,8000,S,BUF,9,0,0,4,62.1,1,2,23,7.7,8.7,2,1,10.9,1,365,28,4,0,71.9,1,0,9,7.6,22.2,2,16.7,1,171,13,2
Nick Williams,8006,DI,LAC,9,0,0,27,65.9,0,6,139,100.0,5.8,8,0,2.9,1,147,147,7,0,70.3,0,2,54,100.0,11.1,6,1.9,0,57,57,2
Mike Purcell,8530,DI,DEN,8,2,1,10,62.6,3,1,88,98.9,5.7,5,1,2.3,0,95,94,4,1,62.2,1,0,29,96.9,6.9,2,1.7,0,32,31,1
Jadeveon Clowney,8636,ED,BLT,10,2,0,3,74.4,8,31,269,96.4,17.5,47,2,9.5,6,303,292,45,1,74.9,5,23,146,96.4,22.6,33,11.6,3,168,162,31
Khalil Mack,8640,ED,LAC,9,2,0,27,77.0,4,28,283,90.6,17.0,48,0,9.2,10,329,298,42,1,85.7,3,22,154,93.6,24.7,38,13.3,8,173,162,33
Aaron Donald,8648,DI,LA,9,0,1,26,90.7,7,27,270,99.7,20.7,56,2,8.5,6,291,290,40,0,90.5,5,20,135,100.0,28.1,38,11.5,3,147,147,28
