player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Tua Tagovailoa,60326,QB,MIA,9,330,81.7,93,101,7.0,2.12,2,6,5.7,69.3,70,27,7.9,108,32.7,6,46,,,,85.7,91.9,81.0,91.1,,,57.9,2,0,113,22.2,116.4,5.6,6,1,1,3,8,0,0.0,732,7.2,0,17,59.6,87.5,90.1,29.0,77.6,196,206,9.0,2.4,5,15,6.9,69.4,143,46,5.9,222,67.3,9,86,,,,90.2,83.2,83.8,81.7,60.0,,59.9,0,7,234,17.4,102.3,3.6,8,7,0,5,11,9,3.8,1915,9.3,82.5,246,252,8.0,2.11,4,15,5.7,76.2,192,0,5.4,257,77.9,11,117,,,,90.5,93.5,84.3,92.3,,,65.3,0,5,269,,118.8,0.0,0,4,1,1,17,6,2.2,2357,9.4,3,58.1,43,55,10.7,2.98,3,6,10.2,38.2,21,73,16.0,73,22.1,4,15,,,,83.2,55.2,79.7,56.8,60.0,,52.6,2,2,78,19.2,52.8,19.2,14,4,0,7,2,3,3.8,290,5.3
Russell Wilson,7077,QB,DEN,9,319,83.0,53,66,6.2,2.88,4,2,2.7,60.6,40,39,9.1,80,25.1,4,19,,,,27.8,54.7,80.1,58.0,,,43.5,0,2,90,28.2,78.9,13.8,11,3,0,9,2,4,4.4,456,6.9,0,10,39.9,77.1,71.3,82.8,79.4,180,197,7.6,3.21,3,13,6.2,70.6,139,91,2.8,239,74.9,4,76,,,,50.7,80.0,84.1,74.9,,,81.9,2,2,256,20.9,112.6,7.9,19,22,3,9,16,5,2.0,1364,6.9,81.3,166,178,6.4,2.57,4,7,3.7,72.5,129,0,4.4,189,59.2,6,57,,,,90.0,79.3,83.2,77.1,,,68.3,0,3,202,,103.7,0.0,0,10,3,5,10,4,2.0,1260,7.1,2,77.6,67,85,9.4,3.94,3,8,8.5,58.8,50,130,3.8,130,40.8,2,38,,,,22.5,62.6,81.9,58.6,,,71.9,2,1,144,23.1,105.0,23.1,30,15,0,13,8,5,3.5,560,6.6
Matthew Stafford,4924,QB,LA,8,309,64.3,84,93,8.4,2.4,0,6,6.2,53.8,50,44,7.4,101,32.7,4,34,,,,85.4,74.3,80.8,72.4,,,63.9,0,3,107,15.9,65.9,6.9,7,1,0,9,1,2,1.9,645,6.9,0,26,90.9,83.7,81.3,64.7,74.7,170,185,9.1,2.64,4,13,6.6,62.7,116,64,8.7,208,67.3,11,67,,,64.7,90.1,84.0,83.6,81.7,90.6,,61.1,2,4,221,18.8,90.0,5.8,12,10,3,6,7,4,1.8,1425,7.7,78.8,184,191,8.1,2.37,2,13,6.5,69.6,133,0,8.3,201,65.0,12,78,,,64.7,90.0,92.7,83.4,91.1,90.6,,72.0,0,5,210,,91.7,0.0,0,9,3,2,5,3,1.4,1549,8.1,5,51.4,70,87,11.1,2.92,2,6,6.4,37.9,33,108,8.3,108,35.0,3,23,,,,86.1,51.1,81.2,52.9,,,48.0,2,2,118,17.6,60.6,17.6,19,2,0,13,3,3,2.5,521,6.0
Desmond Ridder,55086,QB,ATL,9,285,74.5,55,61,9.0,2.8,3,3,4.5,63.9,39,39,4.9,75,26.3,2,25,,,,27.1,67.9,79.8,69.0,,,52.6,0,2,82,23.1,92.5,12.0,9,5,0,3,3,4,4.9,503,8.2,0,2,26.1,48.9,50.3,51.1,72.6,175,185,8.3,2.54,3,3,1.5,65.9,122,57,3.9,210,73.7,5,67,,,,45.1,45.0,83.6,43.8,57.6,,71.4,0,4,221,28.1,81.3,7.6,16,8,1,6,3,13,5.9,1237,6.7,76.4,178,183,7.4,2.29,3,3,1.5,71.6,131,0,3.7,189,66.3,5,69,,,,90.0,61.1,83.2,59.5,57.6,,72.4,0,4,201,,92.0,0.0,0,5,1,1,5,8,4.0,1328,7.3,4,61.5,52,63,12.2,3.24,3,3,4.5,47.6,30,96,6.3,96,33.7,2,23,,,,19.6,36.1,80.6,36.5,,,56.5,0,2,102,26.0,61.1,26.0,25,8,0,8,1,9,8.8,412,6.5
Brock Purdy,77672,QB,SF,9,282,76.0,96,108,7.4,2.45,3,6,5.2,63.0,68,57,6.8,120,42.6,5,46,,,,30.0,70.7,81.4,66.5,,,86.8,0,1,127,14.0,109.8,6.7,8,4,1,8,8,5,3.9,892,8.3,0,28,39.7,78.1,73.2,90.6,82.4,131,142,9.2,2.7,4,10,6.5,73.2,104,51,3.7,162,57.4,4,67,,,,49.1,78.1,82.7,74.9,,,76.2,2,4,176,15.7,110.0,4.9,8,7,1,4,7,9,5.1,1437,10.1,86.0,157,163,7.6,2.24,2,9,5.2,79.1,129,0,4.4,174,61.7,6,84,,,,65.9,88.9,82.9,84.7,,,81.7,0,2,185,,123.9,0.6,1,5,2,2,9,5,2.7,1719,10.5,5,65.7,70,87,10.4,3.15,5,7,7.2,49.4,43,108,6.5,108,38.3,3,29,,,,25.8,55.2,81.2,51.9,,,79.9,2,3,118,13.9,81.1,13.9,15,6,0,10,6,9,7.6,610,7.0
Gardner Minshew,41401,QB,IND,9,282,72.4,98,110,6.9,2.45,3,1,0.8,60.0,66,59,7.0,122,43.3,5,29,,,,36.6,38.6,81.6,40.5,,,51.6,0,3,131,11.9,73.9,5.7,7,5,0,9,4,7,5.3,557,5.1,0,14,29.5,56.6,55.1,62.1,77.3,132,146,7.9,2.83,5,6,3.9,66.4,97,46,4.9,160,56.7,5,50,,,,29.3,71.4,82.6,68.7,,,74.0,2,3,170,17.4,91.2,5.0,8,5,0,7,4,10,5.9,1164,8.0,80.1,161,173,6.2,2.25,7,5,2.7,71.1,123,0,4.7,177,62.8,6,52,,,,89.7,80.4,83.0,76.5,,,83.5,0,4,191,,89.9,0.0,0,3,0,5,5,5,2.6,1185,6.8,3,63.8,69,83,10.5,3.36,1,2,2.3,48.2,40,105,9.1,105,37.2,4,27,,,,19.5,26.9,80.9,28.0,,,47.0,2,2,110,14.3,71.2,14.3,15,7,0,11,3,12,10.9,536,6.5
Kenny Pickett,60515,QB,PIT,9,280,65.6,61,66,8.6,2.66,0,3,4.2,56.1,37,39,7.5,74,26.4,3,24,,,,83.5,63.8,79.7,63.7,,,58.3,0,1,81,17.9,95.1,9.5,7,1,0,5,4,3,3.7,514,7.8,0,25,90.8,66.8,63.6,73.0,71.6,176,187,7.1,2.82,4,5,2.5,63.1,118,71,6.3,206,73.6,8,48,,,,90.1,65.6,83.5,62.7,,,79.4,1,3,217,15.5,76.1,5.3,11,7,1,5,2,4,1.8,1102,5.9,73.2,164,167,7.0,2.39,2,6,3.4,66.5,111,0,7.5,170,60.7,9,48,,,,89.2,70.2,82.8,68.7,,,66.1,0,3,179,,84.2,0.0,0,2,1,0,4,4,2.2,1050,6.3,1,63.0,73,86,8.6,3.38,2,2,2.2,51.2,44,110,4.3,110,39.3,2,24,,,,86.1,57.2,81.2,54.2,,,74.5,1,1,119,16.4,75.0,16.4,18,6,0,10,2,3,2.5,566,6.6
Daniel Jones,39395,QB,NYG,6,209,68.1,47,51,7.0,2.93,1,0,0.0,60.8,31,37,3.1,69,33.0,1,19,,,,26.0,35.5,79.3,31.8,,,67.6,1,1,72,21.6,65.6,11.6,8,10,0,2,0,6,8.3,258,5.1,0,21,45.3,63.0,54.4,82.2,78.4,102,109,6.8,2.81,2,4,3.6,70.6,77,58,3.8,140,67.0,3,32,,,,64.8,78.4,82.0,70.3,58.9,,90.7,1,5,148,37.9,72.8,15.7,22,9,0,4,2,3,2.0,651,6.0,78.7,108,109,6.5,2.28,1,4,3.6,75.2,82,0,3.5,114,54.5,3,37,,,,86.0,79.6,81.1,75.5,,,78.4,0,3,116,,87.1,0.0,0,5,0,0,2,4,3.4,724,6.6,0,65.9,41,51,7.8,3.54,2,0,0.0,51.0,26,95,3.7,95,45.5,1,14,,,,24.7,39.9,80.7,29.1,58.9,,83.5,2,3,104,31.6,35.2,31.6,30,14,0,6,0,5,4.8,185,3.6
Deshaun Watson,11767,QB,CLV,6,204,72.3,47,51,8.9,2.96,1,2,3.8,58.8,30,28,11.8,63,30.9,4,21,,,,24.2,71.7,79.1,68.0,,,72.0,1,1,66,25.0,86.6,11.1,7,5,0,2,3,2,3.0,295,5.8,0,8,38.5,66.9,66.4,63.4,73.4,109,119,9.0,3.18,1,4,3.1,63.0,75,48,6.3,141,69.1,5,37,,,,87.9,63.7,22.0,64.0,,,61.3,2,3,152,18.8,84.0,6.4,9,13,1,6,4,3,2.0,820,6.9,76.1,117,119,9.2,2.59,1,5,4.1,69.7,83,0,6.7,128,62.7,6,42,,,,87.0,82.0,81.7,81.2,,,60.3,0,3,133,,93.7,0.0,0,9,1,0,5,1,0.8,856,7.2,3,64.1,39,51,8.5,3.99,1,1,1.8,43.1,22,76,12.0,76,37.3,3,16,,,,26.2,43.1,0.0,39.3,,,70.2,3,1,85,21.1,64.1,21.1,16,9,0,8,2,4,4.7,259,5.1
Justin Fields,82118,QB,CHI,6,204,70.6,51,59,8.0,2.9,2,1,1.6,57.6,34,41,5.6,77,37.7,2,23,,,,47.6,65.3,79.7,60.0,,,79.6,1,2,80,24.4,90.4,13.0,10,7,0,5,4,2,2.5,451,7.6,0,6,45.1,73.6,66.5,82.4,74.2,93,103,8.7,3.43,2,6,5.7,64.1,66,60,4.3,127,62.3,3,40,,,,36.3,73.3,81.5,69.3,,,75.5,2,4,130,21.7,92.3,10.2,13,11,0,6,7,3,2.3,750,7.3,77.9,95,98,7.9,2.61,3,5,5.1,70.4,69,0,6.8,103,50.5,5,40,,,,85.2,80.0,80.7,77.9,,,66.2,0,4,104,,104.9,0.0,0,4,0,0,7,1,1.0,879,9.0,3,63.3,49,64,9.5,3.87,1,2,3.0,48.4,31,101,0.0,101,49.5,0,23,,,,24.8,59.1,80.8,50.3,,,83.3,3,2,106,22.8,71.2,22.8,23,14,0,11,4,4,3.8,322,5.0
Jimmy Garoppolo,8697,QB,LV,6,189,67.9,56,58,10.7,2.82,1,2,3.1,60.3,35,28,7.9,69,36.5,3,26,,,,83.1,67.6,79.6,68.1,58.9,,55.7,1,3,76,21.4,70.4,8.7,6,5,0,0,1,1,1.3,471,8.1,0,23,73.9,65.6,65.5,58.8,78.4,102,110,7.8,2.85,4,0,0.0,68.2,75,29,6.3,120,63.5,5,37,,,,86.5,63.7,81.4,62.1,,,69.2,0,6,125,24.1,82.2,5.8,7,3,1,3,6,5,4.0,734,6.7,81.3,123,127,8.2,2.67,3,2,1.5,74.0,94,0,6.0,132,69.8,6,54,,,,87.2,79.4,81.7,76.9,,,70.0,0,4,137,,101.8,0.0,0,5,1,0,7,3,2.2,999,7.9,1,51.4,35,41,11.3,3.22,2,0,0.0,39.0,16,57,11.1,57,30.2,2,9,,,,81.9,39.6,78.9,41.8,58.9,,52.0,1,5,64,22.8,16.0,22.8,13,3,0,3,0,3,4.7,206,5.0
Ryan Tannehill,7014,QB,TEN,6,184,74.4,39,40,10.9,2.51,1,3,7.0,62.5,25,23,13.8,47,25.5,4,20,,,,80.4,78.2,78.1,77.7,58.8,,58.3,0,1,50,26.1,93.3,12.8,6,1,0,0,1,1,2.0,396,9.9,0,31,77.9,72.0,71.3,58.0,72.2,108,118,9.6,2.77,4,6,4.6,61.9,73,48,6.4,137,74.5,5,30,,,,87.8,66.6,82.1,65.8,58.4,,62.9,2,5,150,27.1,64.7,9.5,13,6,1,3,1,6,4.0,732,6.2,79.2,106,111,9.4,2.46,4,8,6.8,70.3,78,0,7.1,113,61.4,6,37,,,,86.2,88.8,81.3,86.4,55.9,,66.4,0,3,120,,87.0,0.0,0,2,1,0,1,5,4.2,922,8.3,0,56.1,41,47,11.3,3.09,1,1,1.8,42.6,20,71,13.0,71,38.6,3,13,,,,83.3,43.5,79.7,44.5,,,55.9,2,3,80,26.8,36.3,26.8,19,5,0,3,1,2,2.5,206,4.4
Tyson Bagent,169628,QB,CHI,5,159,78.4,51,54,5.6,2.27,1,1,1.8,70.4,38,16,5.0,56,35.2,2,23,,,,36.3,59.5,78.5,58.4,,,63.1,1,3,58,6.3,72.9,1.8,1,1,0,1,1,5,8.6,378,7.0,0,6,50.5,57.4,50.8,80.0,75.0,80,89,7.0,3.26,2,1,1.1,62.9,56,37,6.7,103,64.8,4,32,,,,57.3,53.6,80.9,47.9,57.6,,81.8,2,3,108,10.8,70.6,3.9,4,10,0,5,2,6,5.6,484,5.4,77.3,97,100,6.6,2.49,2,2,2.0,71.0,71,0,5.3,106,66.7,4,45,,,,85.4,64.6,80.8,61.6,57.6,,75.7,0,5,107,,79.9,0.0,0,6,0,1,3,7,6.5,707,7.1,0,73.5,34,43,5.9,3.75,1,0,0.0,53.5,23,53,8.0,53,33.3,2,10,,,,24.3,40.3,78.6,34.7,,,77.5,3,1,59,9.4,52.0,9.4,5,5,0,5,0,4,6.8,155,3.6
Will Levis,83542,QB,TEN,3,118,66.7,39,44,8.6,2.59,1,1,2.0,54.5,24,28,7.7,50,42.4,2,13,,,,81.1,49.0,78.5,50.6,58.9,,56.8,2,0,56,17.9,66.5,10.0,5,1,0,2,0,2,3.6,200,4.5,0,31,87.2,55.2,54.4,61.2,66.1,59,62,13.2,2.78,0,5,7.7,56.5,35,27,10.3,68,57.6,4,16,,,,82.7,58.5,79.3,58.9,,,58.3,1,2,72,18.5,90.5,7.4,5,1,1,1,4,5,6.9,495,8.0,76.7,60,62,9.6,2.4,1,4,6.1,67.7,42,0,8.7,63,53.4,4,22,,,,82.2,73.1,79.0,72.5,,,58.3,0,1,67,,102.4,0.0,0,1,1,0,3,3,4.5,512,8.3,1,50.0,38,44,14.2,3.05,0,2,4.2,38.6,17,55,10.5,55,46.6,2,7,,,,81.6,32.7,78.8,35.2,58.9,,56.8,3,1,61,18.2,49.7,18.2,10,1,0,3,1,4,6.6,183,4.2
Aidan O'Connell,60516,QB,LV,4,116,80.0,25,28,8.7,2.14,2,0,0.0,60.7,17,10,15.0,30,25.9,3,10,,,,77.4,56.4,76.3,56.5,,,,0,1,31,20.0,74.9,6.7,2,0,0,1,1,1,3.2,169,6.0,0,23,30.6,47.9,46.9,60.0,73.2,71,76,7.0,2.57,1,3,3.8,64.5,49,21,5.8,86,74.1,3,24,,,,44.4,45.4,80.2,45.3,,,63.3,1,2,91,38.1,77.0,9.3,8,0,0,3,1,4,4.4,506,6.7,78.2,78,83,7.1,2.28,2,1,1.2,67.5,56,0,8.2,85,73.3,5,28,,,,84.0,48.1,80.1,48.8,,,,0,3,88,,75.0,0.0,0,0,0,3,1,4,4.5,552,6.7,0,61.1,18,21,8.9,2.97,1,2,8.7,47.6,10,31,9.1,31,26.7,1,6,,,,24.6,50.4,76.6,49.0,,,63.3,1,0,34,32.3,82.0,32.3,10,0,0,1,1,1,2.9,123,5.9
Tyrod Taylor,6332,QB,NYG,6,113,75.0,28,29,7.5,2.48,0,2,6.7,72.4,21,19,0.0,35,31.0,0,11,,,,25.7,61.7,76.9,62.2,,,58.3,0,0,37,26.3,91.9,14.3,5,1,0,1,0,1,2.7,205,7.1,0,21,56.4,66.8,68.5,55.3,75.5,49,58,8.2,3.02,0,5,8.2,62.1,36,31,2.7,78,69.0,1,17,,,,83.8,66.3,80.0,70.3,,,53.0,0,0,86,16.1,92.2,6.4,5,15,2,7,2,1,1.2,374,6.4,77.8,54,58,7.2,2.41,0,5,8.3,70.7,41,0,2.4,63,55.8,1,15,,,,82.1,69.5,79.0,72.7,,,47.3,0,0,66,,100.6,0.0,0,5,2,2,2,1,1.5,391,6.7,0,69.6,23,29,9.6,3.41,0,2,6.5,55.2,16,50,0.0,50,44.2,0,13,,,,29.1,59.1,78.5,59.6,,,58.4,0,0,57,20.0,75.1,20.0,10,11,0,6,0,1,1.8,188,6.5
P.J. Walker,12134,QB,CLV,4,109,56.0,25,26,7.0,2.57,0,1,3.7,50.0,13,21,7.1,34,31.2,1,8,,,,25.2,48.7,76.8,50.0,,,55.4,0,2,36,23.8,50.3,14.7,5,3,0,1,1,3,8.3,161,6.2,0,8,55.6,30.8,29.3,62.3,60.9,64,72,9.6,2.94,2,2,2.5,48.6,35,24,10.3,75,68.8,4,19,,,,83.6,27.1,79.8,28.1,,,58.3,1,3,82,8.3,51.7,2.7,2,1,1,4,0,6,7.3,457,6.3,62.7,59,64,8.3,2.48,2,1,1.4,51.6,33,0,10.8,64,58.7,4,16,,,,82.6,45.0,79.3,46.0,,,,0,3,71,,54.0,0.0,0,0,1,2,0,3,4.2,438,6.8,1,53.3,30,34,9.9,3.32,0,2,5.7,44.1,15,45,6.3,45,41.3,1,11,,,,27.4,24.1,77.7,24.9,,,53.4,1,2,47,15.6,46.2,15.6,7,4,0,3,1,6,12.8,180,5.3
Anthony Richardson,124393,QB,IND,4,98,68.2,22,27,8.0,2.69,2,1,3.2,51.9,14,12,6.7,30,30.6,1,11,,,,20.1,52.3,76.7,52.7,,,,1,0,35,25.0,97.5,10.0,3,0,0,2,2,2,5.7,178,6.6,0,14,23.6,52.2,56.5,45.3,72.2,54,57,8.0,2.93,1,2,3.3,63.2,36,19,7.7,68,69.4,3,22,,,,82.7,59.0,79.3,59.7,,,56.7,1,1,72,21.1,82.4,5.9,4,7,0,1,1,2,2.8,399,7.0,74.6,59,62,7.0,2.43,3,2,3.1,64.5,40,0,9.1,67,68.4,4,27,,,,82.5,65.5,79.2,64.7,,,62.2,0,1,70,,88.5,0.0,0,5,0,0,2,2,2.9,426,6.9,1,58.8,17,22,11.5,3.78,0,1,3.8,45.5,10,31,0.0,31,31.6,0,6,,,,20.5,41.1,76.9,43.5,,,52.3,2,0,37,22.6,83.7,22.6,7,2,0,3,1,2,5.4,151,6.9
Taylor Heinicke,9896,QB,ATL,3,87,64.0,25,29,8.6,2.85,0,1,3.3,55.2,16,11,0.0,33,37.9,0,10,,,,78.1,52.3,76.6,48.3,,,71.4,1,1,34,9.1,85.3,3.0,1,3,0,3,2,3,8.8,199,6.9,0,2,84.4,65.3,61.8,70.7,69.2,39,45,9.7,3.0,1,2,4.3,55.6,25,11,7.4,54,62.1,2,15,,,,81.2,71.6,78.5,70.3,,,64.0,0,0,57,36.4,83.5,7.4,4,5,1,4,1,1,1.8,299,6.6,70.2,57,60,9.3,2.62,1,3,4.8,63.3,38,0,5.0,65,74.7,2,23,,,,82.2,69.3,79.0,70.0,,,55.1,0,1,67,,97.3,0.0,0,5,1,1,3,3,4.5,471,7.9,0,42.9,7,14,9.0,3.89,0,0,0.0,21.4,3,22,0.0,22,25.3,0,2,,,,76.1,50.1,75.3,37.6,,,82.1,1,0,24,22.7,39.6,22.7,5,3,0,6,0,1,4.2,27,1.9
Tommy DeVito,60545,QB,NYG,3,78,80.0,10,14,8.1,2.89,1,0,0.0,57.1,8,15,0.0,26,33.3,0,3,,,,77.0,51.9,75.9,47.8,,,68.1,1,1,28,60.0,56.3,34.6,9,3,0,2,1,1,3.6,30,2.1,0,21,84.1,48.8,50.4,50.3,71.1,38,40,5.6,3.21,0,0,0.0,57.5,23,22,14.8,52,66.7,4,11,,,,80.9,48.0,78.3,54.6,60.0,,41.7,0,2,54,18.2,69.8,7.7,4,8,0,2,2,2,3.7,230,5.8,72.2,36,37,6.5,2.6,0,0,0.0,62.2,23,0,11.5,41,52.6,3,10,,,,79.6,51.5,77.5,55.1,,,47.6,0,3,44,,59.0,0.0,0,4,0,1,2,3,6.8,185,5.0,1,75.0,12,17,5.0,3.65,1,0,0.0,47.1,8,37,11.1,37,47.4,1,4,,,,78.7,47.2,77.1,47.6,60.0,,55.9,1,0,38,35.1,79.3,35.1,13,7,0,3,1,0,0.0,75,4.4
Andy Dalton,6187,QB,CAR,1,63,81.3,16,19,9.3,2.35,0,1,4.8,57.9,11,13,15.4,20,31.7,2,6,,,,75.6,90.2,75.0,88.0,,,,3,0,22,7.7,75.1,5.0,1,0,0,0,0,0,0.0,113,5.9,0,5,82.5,81.1,79.1,64.2,67.6,37,39,7.1,2.32,1,3,7.3,59.0,23,14,8.0,43,68.3,2,12,,,,79.8,70.1,77.6,68.3,,,62.6,0,0,45,14.3,94.8,4.7,2,1,0,1,2,1,2.2,248,6.4,74.3,35,35,7.9,2.09,0,2,5.4,62.9,22,0,15.4,36,57.1,4,9,,,,78.7,80.6,77.0,78.8,,,,0,0,38,,99.8,0.0,0,0,0,0,2,1,2.6,221,6.3,0,66.7,18,23,7.5,2.66,1,2,8.0,52.2,12,27,0.0,27,42.9,0,9,,,,77.2,74.0,76.0,71.7,,,62.6,3,0,29,11.1,70.9,11.1,3,1,0,1,0,0,0.0,140,6.1
Dorian Thompson-Robinson,83574,QB,CLV,2,44,60.0,5,7,9.4,2.4,1,0,0.0,42.9,3,5,0.0,8,18.2,0,0,,,,70.9,30.7,71.9,33.6,,,,1,1,9,20.0,12.5,12.5,1,0,0,0,0,1,11.1,24,3.4,0,8,27.8,38.9,34.0,79.1,63.0,27,30,8.3,3.38,1,0,0.0,56.7,17,14,0.0,36,81.8,0,7,,,,25.9,44.7,0.0,40.1,,,79.4,0,2,38,21.4,36.3,8.3,3,3,0,2,0,4,10.5,106,3.5,76.2,21,23,6.4,2.66,1,0,0.0,69.6,16,0,0.0,25,56.8,0,6,,,,76.3,61.1,0.0,62.3,,,64.2,0,0,25,,81.1,0.0,0,2,0,1,0,2,8.0,116,5.0,1,36.4,11,14,12.5,3.92,1,0,0.0,28.6,4,19,0.0,19,43.2,0,1,,,,21.9,26.8,75.1,25.1,,,78.3,1,3,22,21.1,0.0,21.1,4,1,0,1,0,3,13.6,14,1.0
Jameis Winston,9434,QB,NO,3,44,62.5,16,17,13.9,2.1,0,0,0.0,52.9,9,6,10.0,18,40.9,1,4,,,,75.1,67.2,74.7,66.4,,,,0,1,20,16.7,62.6,5.6,1,0,0,1,1,0,0.0,87,5.1,0,20,80.6,67.7,66.8,60.5,58.3,24,25,12.7,2.61,0,3,11.5,56.0,14,5,0.0,26,59.1,0,4,,,,76.8,65.4,75.8,64.8,,,,0,2,27,20.0,51.4,3.8,1,0,0,1,1,2,7.4,136,5.4,60.6,33,33,11.8,2.28,0,2,5.9,57.6,19,0,5.0,33,75.0,1,5,,,,78.1,73.2,76.6,72.0,,,,0,1,34,,60.0,0.0,0,0,0,0,0,1,2.9,179,5.4,1,57.1,7,9,19.7,2.76,0,1,9.1,44.4,4,11,0.0,11,25.0,0,3,,,,72.8,53.6,73.2,54.0,,,,0,2,13,18.2,59.5,18.2,2,0,0,2,2,1,7.7,44,4.9
Brett Rypien,46487,QB,LA,2,44,62.5,8,9,9.8,3.04,0,0,0.0,55.6,5,4,0.0,10,22.7,0,3,,,,71.9,62.3,72.6,56.4,,,65.6,0,0,11,0.0,83.6,0.0,0,1,0,1,0,1,9.1,76,8.4,1,26,22.4,48.1,48.0,70.7,57.7,26,29,8.4,2.66,3,0,0.0,44.8,13,10,13.3,34,77.3,2,6,,,,20.3,47.6,76.8,47.1,,,62.2,0,1,36,20.0,38.9,5.9,2,2,0,0,0,2,5.6,96,3.3,57.1,28,30,9.4,2.47,2,0,0.0,46.7,14,0,12.5,30,68.2,2,8,,,,77.6,59.6,76.3,59.5,,,,0,1,31,,47.2,0.0,0,0,0,0,0,1,3.2,145,4.8,3,66.7,6,8,5.7,3.34,1,0,0.0,50.0,4,14,0.0,14,31.8,0,1,,,,14.5,38.4,73.9,29.3,,,70.7,0,0,16,14.3,57.8,14.3,2,3,0,1,0,2,12.5,27,3.4
