player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Trevor Lawrence,77632,QB,JAX,9,1.61,0,352,15,72.9,229,245,10.0,2.74,9,17,6.4,63.3,155,99,7.2,293,83.2,12,90,,,,44.9,83.3,49.5,80.3,,,76.5,2,6,315,23.2,88.4,7.8,23,25,0,5,9,12,3.8,1856,7.6,75.7,218,230,7.6,2.39,9,13,5.3,67.0,154,72,6.7,267,75.9,11,73,,,,40.3,82.0,47.4,79.9,60.0,,73.0,0,4,284,25.0,91.2,6.7,18,17,0,3,9,9,3.2,1521,6.6,81.0,63,70,7.5,2.92,3,4,5.3,68.6,48,32,5.9,85,24.1,3,30,,,,84.2,74.2,80.2,71.1,,,70.9,2,2,90,18.8,83.6,7.1,6,9,0,2,0,3,3.3,609,8.7,0,94.2,52,55,-3.4,1.44,3,0,0.0,85.5,47,5,4.1,59,16.8,2,13,,,,81.3,66.8,78.6,67.2,60.0,,58.3,0,0,59,20.0,87.4,1.7,1,1,0,0,0,0,0.0,274,5.0,2.09
C.J. Stroud,129759,QB,HST,9,-2.14,0,350,13,71.8,266,292,10.7,2.97,5,15,4.8,59.2,173,112,9.4,321,91.7,18,125,,,,39.8,82.4,69.5,79.3,,,74.0,2,2,341,17.0,100.8,5.9,19,10,6,13,15,9,2.6,2461,8.4,75.1,221,243,8.3,2.69,5,9,3.5,62.1,151,82,9.0,263,75.1,15,94,,,,30.0,81.8,67.3,78.9,,,72.4,2,1,280,15.9,98.9,4.9,13,6,6,9,11,5,1.8,1844,7.6,70.0,70,75,13.3,3.4,0,6,7.4,60.0,45,32,8.2,87,24.9,4,36,,,,84.3,72.3,80.3,70.8,,,64.3,0,1,93,18.8,107.7,6.9,6,5,0,5,4,4,4.3,782,10.4,0,96.0,25,26,-3.4,1.76,0,0,0.0,88.5,23,2,4.2,29,8.3,1,5,,,,77.6,62.4,76.4,63.2,,,58.3,0,0,32,0.0,93.1,0.0,0,1,0,1,0,0,0.0,165,6.3,2.84
Baker Mayfield,46518,QB,TB,9,-7.63,0,344,30,71.0,255,278,10.4,3.0,7,8,2.6,61.9,172,114,5.0,316,91.9,9,99,,,,59.9,72.9,68.7,71.2,57.6,,66.4,6,5,342,14.0,91.4,5.1,16,22,0,10,13,10,2.9,1980,7.1,75.2,206,222,8.5,2.77,6,6,2.5,66.7,148,79,4.5,253,73.5,7,73,,,,51.7,72.1,86.8,70.7,,,62.6,4,2,270,17.7,96.4,5.5,14,17,0,6,10,9,3.3,1466,6.6,69.3,75,83,10.7,3.13,2,2,2.2,59.0,49,38,5.8,91,26.5,3,32,,,,84.9,70.3,1.6,68.8,57.6,,71.6,2,3,100,5.3,86.4,2.2,2,5,0,4,4,1,1.0,679,8.2,0,100.0,26,27,-3.8,1.38,1,0,0.0,92.6,25,3,3.8,28,8.1,1,6,,,,77.0,68.9,75.9,68.1,,,,0,0,28,0.0,104.5,0.0,0,0,0,0,1,0,0.0,165,6.1,1.58
Jared Goff,10635,QB,DET,9,8.88,0,344,11,78.4,259,281,8.7,2.7,5,13,4.5,66.2,186,107,8.4,299,86.9,17,105,,,,73.2,90.9,87.5,89.5,60.0,,74.0,2,5,309,14.0,98.2,5.0,15,3,1,14,13,6,1.9,2221,7.9,78.5,223,242,7.1,2.44,5,11,4.4,66.1,160,81,8.6,255,74.1,15,85,,,,83.6,87.3,87.2,84.1,60.0,,76.2,2,5,265,13.6,88.6,4.3,11,2,1,11,8,5,1.9,1687,7.0,89.5,76,84,6.7,2.87,1,2,2.3,75.0,63,31,7.4,89,25.9,5,36,,,,51.9,88.2,80.2,86.5,,,58.3,0,0,92,12.9,129.0,4.5,4,1,0,7,6,1,1.1,819,9.8,0,100.0,40,45,-3.8,1.6,1,0,0.0,82.2,37,5,7.5,45,13.1,3,16,,,,80.1,67.7,77.8,67.0,,,,0,0,48,0.0,100.5,0.0,0,0,0,4,1,0,0.0,285,6.3,2.78
Dak Prescott,10769,QB,DAL,9,-7.78,0,342,9,75.5,269,276,9.6,2.78,2,21,7.2,68.8,190,104,6.4,315,92.1,13,119,,,,82.9,88.0,49.5,84.8,,,78.4,2,6,335,21.2,104.2,7.0,22,17,0,3,16,7,2.1,2287,8.3,78.5,209,214,8.2,2.61,1,16,7.1,72.9,156,74,4.9,245,71.6,8,96,,,,78.4,89.6,43.9,86.1,,,81.0,2,5,259,20.3,110.8,6.1,15,14,0,2,14,5,1.9,1843,8.6,74.7,83,86,9.5,2.88,1,5,5.5,65.1,56,32,9.7,97,28.4,6,29,,,,85.1,71.5,80.6,71.0,,,58.3,1,1,103,21.9,90.8,7.2,7,3,0,1,3,2,1.9,572,6.7,0,100.0,23,24,-3.1,1.57,0,0,0.0,91.7,22,2,4.3,27,7.9,1,6,,,,76.8,65.9,75.8,65.3,,,,1,0,27,0.0,102.8,0.0,0,0,0,0,1,0,0.0,128,5.3,-1.96
Lamar Jackson,46416,QB,BLT,10,8.78,0,340,3,74.7,221,233,10.7,3.22,4,14,5.6,66.1,154,111,6.7,295,86.8,11,100,,,,29.9,89.2,69.8,86.1,,,78.0,3,5,320,20.7,98.1,7.8,23,39,1,4,10,10,3.1,1990,8.5,75.7,189,199,8.9,2.95,3,11,5.1,67.8,135,88,5.6,250,73.5,8,72,,,,33.7,82.3,68.2,78.0,,,77.7,3,5,272,23.9,90.8,8.4,21,29,1,3,8,9,3.3,1396,7.0,85.1,74,77,7.4,3.19,1,3,3.7,76.6,59,28,6.3,90,26.5,4,35,,,,27.3,88.5,80.4,86.9,,,66.7,0,0,96,10.7,116.9,3.3,3,10,0,2,2,2,2.1,781,10.1,0,97.6,42,43,-3.2,1.66,0,0,0.0,93.0,40,5,2.4,45,13.2,1,7,,,,27.7,59.4,77.8,59.2,,,,0,0,48,20.0,84.8,2.2,1,0,0,1,0,1,2.1,187,4.3,3.12
Jordan Love,40306,QB,GB,9,10.94,0,339,12,65.3,242,258,11.7,2.92,4,14,5.1,55.4,143,96,9.5,296,87.3,15,95,,,,73.1,72.3,47.0,69.7,,,73.4,3,10,314,18.8,78.0,6.1,18,18,2,7,13,9,2.9,1800,7.0,65.4,217,233,10.2,2.65,4,12,4.8,56.2,131,75,7.7,264,77.9,11,77,,,,90.7,73.4,44.4,71.0,,,72.8,3,7,279,20.0,74.6,5.7,15,14,2,7,9,6,2.2,1414,6.1,78.1,64,67,8.1,3.21,1,2,2.8,67.2,45,25,10.0,75,22.1,5,27,,,,28.6,59.9,79.7,58.5,,,65.6,0,3,81,12.0,101.3,4.0,3,4,0,2,5,3,3.7,595,8.9,0,87.2,39,42,-2.5,1.74,1,0,0.0,78.6,33,4,2.9,43,12.7,1,9,,,,79.9,58.2,77.7,58.0,,,,0,0,46,0.0,95.3,0.0,0,0,0,2,1,0,0.0,209,5.0,2.81
Bryce Young,123943,QB,CAR,8,0.04,0,339,5,72.4,228,261,7.8,2.97,4,7,2.5,60.5,158,131,4.2,309,91.2,7,85,,,,44.1,51.1,27.2,50.5,,,64.3,4,5,331,22.1,77.8,9.4,29,18,0,25,8,10,3.0,1442,5.5,74.7,217,247,6.5,2.78,4,5,1.9,62.8,155,110,4.3,289,85.3,7,71,,,,41.3,48.2,25.1,48.1,,,60.2,2,5,311,23.6,73.4,9.0,26,15,0,24,5,10,3.2,1228,5.0,73.0,37,43,7.6,3.2,1,2,4.5,62.8,27,22,0.0,50,14.7,0,19,,,,80.5,62.4,78.1,59.5,,,70.5,2,2,52,13.6,90.5,6.0,3,3,0,3,3,1,1.9,332,7.7,0,92.3,26,29,-3.7,1.49,1,0,0.0,82.8,24,1,0.0,30,8.8,0,5,,,,77.7,47.7,76.4,48.2,,,,0,2,32,0.0,54.9,0.0,0,0,0,2,0,1,3.1,118,4.1,2.75
Geno Smith,7820,QB,SEA,9,14.89,0,332,29,75.5,241,274,9.3,2.99,6,13,4.4,63.5,174,128,4.4,304,91.6,8,98,,,,70.3,75.7,46.9,75.6,,,58.7,5,7,328,14.8,87.5,6.3,19,11,2,20,10,13,4.0,2034,7.4,74.9,191,220,8.0,2.69,6,7,3.0,61.4,135,94,5.6,242,72.9,8,67,,,,64.0,63.9,64.7,63.6,,,56.0,5,7,260,18.1,78.9,7.0,17,5,2,16,8,12,4.6,1418,6.4,84.7,72,80,9.0,3.29,3,6,7.0,76.3,61,36,0.0,90,27.1,0,38,,,,84.7,91.5,0.0,91.3,,,63.1,0,0,97,5.6,117.3,2.2,2,6,0,5,3,1,1.0,753,9.4,0,100.0,22,26,-3.2,1.35,3,0,0.0,84.6,22,2,0.0,28,8.4,0,7,,,,77.2,61.3,76.0,61.0,,,,0,0,29,0.0,101.4,0.0,0,0,0,1,1,0,0.0,137,5.3,2.96
Kirk Cousins,7102,QB,MIN,8,1.7,0,331,18,79.4,262,278,9.0,2.79,1,10,3.4,68.3,190,104,8.7,298,90.0,18,104,,,,41.5,86.5,23.0,85.4,,,64.8,7,5,318,16.3,104.0,5.7,17,3,2,6,17,8,2.5,2143,7.7,80.1,206,219,8.2,2.52,1,8,3.4,68.9,151,73,8.5,228,68.9,14,76,,,,46.6,79.1,12.7,78.9,,,61.7,6,5,242,11.0,101.9,3.5,8,1,2,4,13,6,2.5,1688,7.7,81.6,87,92,6.3,3.07,0,2,2.0,70.7,65,35,8.5,103,31.1,6,37,,,,51.4,89.6,81.0,86.8,60.0,,66.4,1,0,111,25.7,108.2,8.7,9,2,0,4,5,2,1.8,643,7.0,0,90.3,31,33,-3.5,1.84,0,0,0.0,78.8,26,4,7.1,33,10.0,2,9,,,,78.3,67.4,76.8,66.9,60.0,,,0,0,35,0.0,100.5,0.0,0,0,0,2,1,0,0.0,188,5.7,-0.72
Tua Tagovailoa,60326,QB,MIA,9,3.82,0,330,17,75.1,245,262,10.6,2.48,6,21,7.6,64.9,170,73,7.6,285,86.4,14,117,,,,54.7,87.4,66.8,90.2,60.0,,29.0,2,7,301,19.2,100.4,4.9,14,8,1,8,15,9,3.0,2280,8.7,76.1,205,214,7.3,2.12,5,13,5.9,68.2,146,50,6.4,230,69.7,10,86,,,,46.0,76.0,63.9,80.4,60.0,,28.1,0,6,239,20.0,102.1,4.3,10,5,1,3,13,7,2.9,1776,8.3,85.7,84,93,11.0,2.74,2,8,8.0,72.0,67,23,6.9,100,30.3,5,46,,,,85.4,92.9,80.8,92.1,,,59.2,2,1,108,17.4,118.2,4.0,4,3,0,5,6,2,1.9,871,9.4,0,100.0,44,45,-3.8,1.2,1,0,0.0,95.6,43,0,2.3,45,13.6,1,15,,,,79.8,71.8,77.7,70.8,,,,0,0,46,,130.3,0.0,0,0,0,0,4,0,0.0,367,8.2,1.07
