player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Stefon Diggs,9579,WR,BUF,10,100,0,4,10.1,4,65.6,55.6,5,9,4.5,1,10,0,73.0,74.3,0,55,0.0,0,121,21,95.0,115,128.4,32,32.0,4,246,74,3.5,11.7,2.14,0,11.9,1,75.0,33.3,2,6,4.9,2,22,0,73.3,77.5,1,48,0.0,0,202,39,93.6,189,105.1,52,52.0,2,446,97,2.5,11.4,2.36
Ja'Marr Chase,84270,WR,CIN,9,96,0,7,9.0,1,71.4,75.0,3,4,0.0,0,13,0,81.1,76.8,0,19,0.0,0,105,15,93.3,98,130.2,21,21.9,3,146,70,4.7,9.7,1.49,0,8.7,10,74.2,28.6,2,7,4.2,2,26,1,77.3,83.1,1,63,0.0,0,214,46,95.8,205,96.8,62,64.6,1,510,252,5.5,11.1,2.49
Davante Adams,8688,WR,LV,10,95,0,23,11.0,1,45.9,40.0,4,10,15.0,3,10,0,54.3,68.9,1,32,0.0,0,106,17,91.5,97,74.7,37,38.9,3,165,44,2.6,9.7,1.7,0,11.5,3,77.8,25.0,1,4,0.0,0,23,0,89.7,86.2,3,42,0.0,0,176,35,97.2,171,79.4,45,47.4,0,437,144,4.1,12.5,2.56
Chris Olave,84355,WR,NO,10,94,0,20,15.3,0,58.3,60.0,3,5,0.0,0,12,0,80.6,89.2,0,45,0.0,0,80,14,93.8,75,118.8,24,25.5,2,232,73,5.2,16.6,3.09,0,13.9,1,60.7,30.0,3,10,5.1,2,21,0,72.0,74.4,3,42,0.0,0,251,37,96.4,242,64.2,61,64.9,1,390,134,3.6,10.5,1.61
Tyreek Hill,10799,WR,MIA,9,94,0,17,13.0,2,73.9,33.3,1,3,5.6,1,13,1,68.7,85.7,0,69,0.0,0,80,17,91.3,73,150.7,23,24.5,3,262,100,5.9,15.4,3.59,0,10.6,10,78.8,40.0,2,5,6.8,3,27,0,66.8,92.0,2,64,0.0,0,157,41,97.5,153,111.9,52,55.3,2,605,228,5.6,14.8,3.95
Keenan Allen,7857,WR,LAC,9,93,0,27,8.0,1,80.6,80.0,4,5,0.0,0,16,0,85.7,90.0,0,28,1.6,2,129,25,88.4,114,136.4,31,33.3,3,279,108,4.3,11.2,2.45,0,11.7,5,77.2,20.0,1,5,2.2,1,23,1,84.7,83.7,1,42,0.5,1,212,44,93.4,198,113.7,57,61.3,2,587,175,4.0,13.3,2.96
Michael Pittman Jr.,29049,WR,IND,10,92,0,14,8.7,2,72.4,66.7,4,6,4.5,1,8,1,84.9,75.1,2,75,0.0,0,123,21,91.9,113,92.5,29,31.5,2,249,125,6.0,11.9,2.2,0,7.0,1,72.7,40.0,4,10,2.4,1,17,0,83.0,68.1,4,39,0.8,2,245,40,93.1,228,65.1,55,59.8,1,352,159,4.0,8.8,1.54
T.J. Hockenson,40912,TE,MIN,10,92,0,18,9.1,2,76.2,37.5,3,8,0.0,0,11,0,81.7,86.9,0,24,8.0,7,88,16,88.6,78,118.0,21,22.8,1,184,65,4.1,11.5,2.36,0,6.3,1,79.0,14.3,1,7,9.3,5,23,1,58.3,77.1,1,28,5.0,12,239,49,90.8,217,99.5,62,67.4,2,428,171,3.5,8.7,1.97
Puka Nacua,100632,WR,LA,9,91,0,26,10.0,1,57.1,12.5,1,8,7.7,1,11,0,64.7,71.0,0,36,0.0,0,94,12,91.5,86,107.6,21,23.1,1,212,115,9.6,17.7,2.47,0,9.4,4,80.3,80.0,4,5,5.8,3,28,1,71.9,87.2,1,37,1.4,3,218,49,94.0,205,105.9,61,67.0,1,594,193,3.9,12.1,2.9
Garrett Wilson,97405,WR,NYJ,9,90,0,22,9.6,2,62.1,66.7,6,9,5.3,1,10,0,55.6,72.0,2,29,0.0,0,107,18,93.5,100,49.9,29,32.2,0,173,30,1.7,9.6,1.73,0,10.5,4,64.6,16.7,2,12,6.1,2,13,1,68.1,71.8,1,68,0.0,0,189,31,95.8,181,85.4,48,53.3,1,360,142,4.6,11.6,1.99
