"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"DeAndre Hopkins","KC","All Defenders","DEN","57.3214286","36.5548874"
"DeAndre Hopkins","KC","Pat Surtain II","DEN","38.24","13.7674251"
"DeAndre Hopkins","KC","Riley Moss","DEN","69.59","13.7674251"
"DeAndre Hopkins","KC","Ja'Quan McMillian","DEN","67.72","9.0200372"
"Keenan Allen","CHI","All Defenders","NE","28.6746917","37.7498152"
"Keenan Allen","CHI","Jonathan Jones","NE","18.58","8.1251114"
"Keenan Allen","CHI","Christian Gonzalez","NE","32.59","8.1251114"
"Keenan Allen","CHI","Marcus Jones","NE","31.01","21.4995925"
"Davante Adams","NYJ","All Defenders","ARZ","62.9328997","36.7500609"
"Davante Adams","NYJ","Starling Thomas V","ARZ","66.03","13.5447379"
"Davante Adams","NYJ","Sean Murphy-Bunting","ARZ","88.46","13.5447379"
"Davante Adams","NYJ","Garrett Williams","ARZ","22.8","9.6605851"
"Amari Cooper","BUF","All Defenders","IND","26.43176","38.5161428"
"Amari Cooper","BUF","Jaylon Jones","IND","35.53","14.7901988"
"Amari Cooper","BUF","Samuel Womack III","IND","28.85","14.7901988"
"Amari Cooper","BUF","Kenny Moore II","IND","7.37","8.9357451"
"Sterling Shepard","TB","All Defenders","SF","12.7297744","17.9727579"
"Sterling Shepard","TB","Isaac Yiadom","SF","20.22","5.5404743"
"Sterling Shepard","TB","Renardo Green","SF","4.58","5.5404743"
"Sterling Shepard","TB","Deommodore Lenoir","SF","13.26","6.8918094"
"Tyler Boyd","TEN","All Defenders","LAC","39.9328506","28.9184243"
"Tyler Boyd","TEN","Cam Hart","LAC","58.08","2.0276137"
"Tyler Boyd","TEN","Tarheeb Still","LAC","8.7","2.0276137"
"Tyler Boyd","TEN","Derwin James Jr.","LAC","41","24.863197"
"Demarcus Robinson","LA","All Defenders","MIA","46.2602335","32.6954201"
"Demarcus Robinson","LA","Jalen Ramsey","MIA","14.99","10.7596393"
"Demarcus Robinson","LA","Kendall Fuller","MIA","43.97","10.7596393"
"Demarcus Robinson","LA","Kader Kohou","MIA","78.57","11.1761415"
"Tyreek Hill","MIA","All Defenders","LA","61.4801075","33.0241558"
"Tyreek Hill","MIA","Darious Williams","LA","44.36","10.4951319"
"Tyreek Hill","MIA","Ahkello Witherspoon","LA","61.94","10.4951319"
"Tyreek Hill","MIA","Cobie Durant","LA","76.01","12.0338919"
"Mike Williams","PIT","All Defenders","WAS","37.1434146","24.3649836"
"Mike Williams","PIT","Benjamin St-Juste","WAS","59.7","8.9140184"
"Mike Williams","PIT","Mike Sainristil","WAS","25.12","8.9140184"
"Mike Williams","PIT","Noah Igbinoghene","WAS","22.78","6.5369468"
"Cooper Kupp","LA","All Defenders","MIA","76.3632857","35.97958"
"Cooper Kupp","LA","Jalen Ramsey","MIA","25.84","4.625946"
"Cooper Kupp","LA","Kendall Fuller","MIA","58.67","4.625946"
"Cooper Kupp","LA","Kader Kohou","MIA","88.17","26.727688"
"Mack Hollins","BUF","All Defenders","IND","9.8871429","28.1849573"
"Mack Hollins","BUF","Jaylon Jones","IND","15.28","10.209857"
"Mack Hollins","BUF","Samuel Womack III","IND","10.82","10.209857"
"Mack Hollins","BUF","Kenny Moore II","IND","1.57","7.7652433"
"David Moore","CAR","All Defenders","NYG","33.6893805","17.3579725"
"David Moore","CAR","Deonte Banks","NYG","53.11","5.9908047"
"David Moore","CAR","Cor'Dale Flott","NYG","38.49","5.9908047"
"David Moore","CAR","Andru Phillips","NYG","6.7","5.3763632"
"Noah Brown","WAS","All Defenders","PIT","68.432272","29.3614906"
"Noah Brown","WAS","Joey Porter Jr.","PIT","60.31","10.7610106"
"Noah Brown","WAS","Donte Jackson","PIT","82.02","10.7610106"
"Noah Brown","WAS","Beanie Bishop Jr.","PIT","60.93","7.8394693"
"Tim Patrick","DET","All Defenders","HST","44.9356098","18.2956053"
"Tim Patrick","DET","Kamari Lassiter","HST","39.93","6.9910036"
"Tim Patrick","DET","Derek Stingley Jr.","HST","57.46","6.9910036"
"Tim Patrick","DET","Jalen Pitre","HST","32.75","4.313598"
"Kendrick Bourne","NE","All Defenders","CHI","19.0231981","25.2166634"
"Kendrick Bourne","NE","Tyrique Stevenson","CHI","32.71","9.32836"
"Kendrick Bourne","NE","Jaylon Johnson","CHI","6.07","9.32836"
"Kendrick Bourne","NE","Kyler Gordon","CHI","17.98","6.5599435"
"Diontae Johnson","BLT","All Defenders","CIN","49.7943272","33.4967284"
"Diontae Johnson","BLT","Cam Taylor-Britt","CIN","61.39","12.855778"
"Diontae Johnson","BLT","DJ Turner II","CIN","44.36","12.855778"
"Diontae Johnson","BLT","Mike Hilton","CIN","39.62","7.7851724"
"Devin Duvernay","JAX","All Defenders","MIN","19.5827273","17.1923471"
"Devin Duvernay","JAX","Stephon Gilmore","MIN","26.06","4.6888219"
"Devin Duvernay","JAX","Shaquill Griffin","MIN","26.26","4.6888219"
"Devin Duvernay","JAX","Byron Murphy Jr.","MIN","11.69","7.8147032"
"Greg Dortch","ARZ","All Defenders","NYJ","32.5604673","26.8577807"
"Greg Dortch","ARZ","D.J. Reed","NYJ","3.02","7.4047152"
"Greg Dortch","ARZ","Sauce Gardner","NYJ","18.56","7.4047152"
"Greg Dortch","ARZ","Michael Carter II","NYJ","59.32","12.0483502"
"Marquez Valdes-Scantling","NO","All Defenders","ATL","9.397976","24.6797505"
"Marquez Valdes-Scantling","NO","A.J. Terrell","ATL","11.51","8.577117"
"Marquez Valdes-Scantling","NO","Mike Hughes","ATL","2.09","8.577117"
"Marquez Valdes-Scantling","NO","Dee Alford","ATL","15.32","7.5255165"
"Nick Westbrook-Ikhine","TEN","All Defenders","LAC","49.4129783","23.8444999"
"Nick Westbrook-Ikhine","TEN","Cam Hart","LAC","71.07","6.8194329"
"Nick Westbrook-Ikhine","TEN","Tarheeb Still","LAC","17.09","6.8194329"
"Nick Westbrook-Ikhine","TEN","Derwin James Jr.","LAC","56.54","10.2056341"
"Ray-Ray McCloud III","ATL","All Defenders","NO","48.0913258","30.5139271"
