player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Matt Prater,3471,K,ARZ,4,0,1,1,100.0,3,3,100.0,1,80.9,0,0,,10,10,100.0,0,1,1,100.0,6,6,100.0,1,1,100.0
Nick Folk,3794,K,TEN,8,0,3,3,100.0,4,4,100.0,31,81.3,0,0,,15,15,100.0,0,0,0,,11,11,100.0,4,4,100.0
Graham Gano,5443,K,NYG,1,0,1,1,100.0,0,0,,21,66.1,0,0,,0,0,,0,0,0,,2,2,100.0,1,1,100.0
Greg Zuerlein,7163,K,NYJ,8,0,1,0,0.0,4,1,25.0,22,29.9,0,0,,14,13,92.9,0,6,4,66.7,15,9,60.0,4,4,100.0
Justin Tucker,7604,K,BLT,9,0,5,2,40.0,5,4,80.0,3,71.1,0,0,,34,34,100.0,0,6,6,100.0,19,15,78.9,3,3,100.0
Dustin Hopkins,7958,K,CLV,9,0,7,4,57.1,5,4,80.0,8,48.6,0,0,,12,10,83.3,0,5,5,100.0,18,14,77.8,1,1,100.0
Brandon McManus,8437,K,GB,3,0,0,0,,2,1,50.0,12,66.7,0,0,,6,6,100.0,0,4,4,100.0,7,6,85.7,1,1,100.0
Cairo Santos,8932,K,CHI,8,0,7,6,85.7,3,2,66.7,6,72.5,0,0,,16,15,93.8,0,1,1,100.0,13,11,84.6,2,2,100.0
Chris Boswell,8990,K,PIT,8,0,7,6,85.7,5,5,100.0,25,90.4,0,0,,16,16,100.0,0,5,5,100.0,24,23,95.8,7,7,100.0
Jason Myers,10207,K,SEA,9,0,5,3,60.0,4,3,75.0,29,90.1,0,0,,23,22,95.7,0,4,4,100.0,15,12,80.0,2,2,100.0
Wil Lutz,11096,K,DEN,9,0,3,2,66.7,7,7,100.0,10,73.1,0,0,,17,17,100.0,0,8,8,100.0,19,18,94.7,1,1,100.0
Ka'imi Fairbairn,11161,K,HST,9,0,12,10,83.3,4,3,75.0,13,90.0,0,0,,18,18,100.0,0,6,6,100.0,25,21,84.0,3,2,66.7
Jake Elliott,11908,K,PHI,8,0,3,0,0.0,5,5,100.0,24,71.4,0,0,,19,19,100.0,0,2,2,100.0,13,10,76.9,3,3,100.0
Harrison Butker,11988,K,KC,8,0,4,2,50.0,3,3,100.0,16,71.6,1,1,100.0,21,20,95.2,0,5,5,100.0,17,15,88.2,4,4,100.0
Younghoe Koo,12042,K,ATL,9,0,7,5,71.4,5,3,60.0,2,81.7,0,0,,21,21,100.0,0,5,5,100.0,20,16,80.0,3,3,100.0
Austin Seibert,13701,K,WAS,8,0,3,1,33.3,7,7,100.0,32,76.1,0,0,,22,22,100.0,0,7,7,100.0,27,25,92.6,10,10,100.0
Greg Joseph,22842,K,NYG,6,0,1,1,100.0,7,4,57.1,21,56.9,0,0,,6,6,100.0,0,5,5,100.0,16,13,81.3,3,3,100.0
Daniel Carlson,28121,K,LV,9,0,5,4,80.0,4,3,75.0,23,76.6,0,0,,14,14,100.0,0,6,6,100.0,18,16,88.9,3,3,100.0
Jason Sanders,29578,K,MIA,8,0,6,4,66.7,4,2,50.0,17,64.2,0,0,,10,10,100.0,0,5,5,100.0,18,14,77.8,3,3,100.0
Tyler Bass,33010,K,BUF,9,0,2,2,100.0,7,4,57.1,4,71.0,0,0,,30,27,90.0,0,5,5,100.0,18,15,83.3,4,4,100.0
Chase McLaughlin,33285,K,TB,9,0,7,6,85.7,1,1,100.0,30,82.7,0,0,,28,27,96.4,0,3,3,100.0,15,14,93.3,4,4,100.0
Joey Slye,39235,K,NE,9,0,4,3,75.0,3,2,66.7,19,82.4,0,0,,13,13,100.0,0,5,4,80.0,15,12,80.0,3,3,100.0
Matthew Wright,39675,K,SF,1,0,0,0,,1,1,100.0,28,66.7,0,0,,3,3,100.0,0,1,1,100.0,3,3,100.0,1,1,100.0
Eddy Pineiro,44140,K,CAR,9,0,0,0,,6,5,83.3,5,74.7,0,0,,15,15,100.0,0,2,2,100.0,11,10,90.9,3,3,100.0
Mitch Wishnowsky,44663,P,SF,1,0,0,0,,0,0,,28,60.2,0,0,,0,0,,0,0,0,,1,1,100.0,1,1,100.0
Blake Grupe,57502,K,NO,9,0,3,3,100.0,6,5,83.3,20,74.3,0,0,,21,19,90.5,0,5,5,100.0,17,16,94.1,3,3,100.0
Anders Carlson,57509,K,SF,2,0,2,2,100.0,2,2,100.0,28,65.6,0,0,,4,3,75.0,0,0,0,,5,5,100.0,1,1,100.0
Riley Patterson,57556,K,NYJ,1,0,0,0,,0,0,,22,63.5,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,
Matt Gay,57643,K,IND,8,0,5,2,40.0,2,2,100.0,14,68.2,0,0,,17,17,100.0,0,7,7,100.0,17,14,82.4,3,3,100.0
Jamie Gillan,63303,P,NYG,1,0,0,0,,0,0,,21,54.4,0,0,,1,0,0.0,0,0,0,,0,0,,0,0,
Cameron Dicker,77069,K,LAC,8,0,5,4,80.0,7,6,85.7,27,60.8,0,0,,15,12,80.0,0,1,1,100.0,19,17,89.5,6,6,100.0
Brayden Narveson,77073,K,GB,6,0,0,0,,9,5,55.6,12,43.8,0,0,,16,16,100.0,0,4,3,75.0,17,12,70.6,4,4,100.0
Chad Ryland,77083,K,ARZ,5,0,2,2,100.0,3,2,66.7,1,91.2,0,0,,9,9,100.0,0,5,5,100.0,11,10,90.9,1,1,100.0
Evan McPherson,82583,K,CIN,9,0,6,3,50.0,4,3,75.0,7,61.4,0,0,,26,25,96.2,0,3,3,100.0,17,13,76.5,4,4,100.0
Jake Moody,82603,K,SF,5,0,3,2,66.7,3,3,100.0,28,69.7,0,0,,12,12,100.0,0,2,2,100.0,14,13,92.9,6,6,100.0
Will Reichard,98965,K,MIN,8,0,5,4,80.0,3,3,100.0,18,79.8,0,0,,23,23,100.0,0,5,4,80.0,16,14,87.5,3,3,100.0
Cade York,98975,K,WAS,1,0,1,0,0.0,1,0,0.0,32,34.2,0,0,,2,2,100.0,0,0,0,,2,0,0.0,0,0,
Spencer Shrader,100974,K,IND,1,0,0,0,,0,0,,14,63.5,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,
Jake Bates,121959,K,DET,8,0,1,1,100.0,3,3,100.0,11,79.7,0,0,,31,30,96.8,0,5,5,100.0,12,12,100.0,3,3,100.0
Joshua Karty,131765,K,LA,8,0,1,1,100.0,3,2,66.7,26,59.4,0,0,,17,15,88.2,0,5,4,80.0,13,11,84.6,4,4,100.0
Cam Little,146646,K,JAX,9,0,2,2,100.0,5,4,80.0,15,77.8,0,0,,18,18,100.0,0,3,3,100.0,14,13,92.9,4,4,100.0
Brandon Aubrey,156112,K,DAL,8,0,10,9,90.0,6,6,100.0,9,95.0,0,0,,13,13,100.0,0,5,4,80.0,22,20,90.9,1,1,100.0
Jude McAtamney,162910,K,NYG,1,0,0,0,,0,0,,21,62.2,0,0,,1,1,100.0,0,1,1,100.0,1,1,100.0,0,0,
