team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,9,346,9,42,346,90.6,58,7
MIA,17,8,293,12,30,293,89.8,51,9
TB,30,9,362,5,57,362,89.5,69,7
KC,16,8,309,14,43,309,88.8,63,6
CAR,5,9,323,11,46,323,88.4,66,9
NYJ,22,9,353,19,38,353,88.2,70,13
GB,12,9,308,12,51,308,87.8,69,6
WAS,32,9,318,7,60,318,87.6,73,6
BUF,4,9,301,7,60,301,87.5,71,4
ARZ,1,9,287,4,52,287,87.1,65,9
BLT,3,9,292,4,62,292,87.0,71,5
JAX,15,9,316,13,47,316,86.4,73,13
IND,14,9,302,11,48,302,86.3,71,12
SF,28,8,290,13,62,290,86.0,78,3
CIN,7,9,337,13,56,337,85.3,84,15
DET,11,8,244,11,39,244,84.8,62,12
DAL,9,8,354,15,61,354,84.7,92,16
NO,20,9,328,15,70,328,84.0,95,10
LV,23,9,356,16,60,356,84.0,95,19
ATL,2,9,314,25,56,314,83.9,91,10
PIT,25,8,259,11,48,259,83.6,72,13
HST,13,9,366,18,70,366,83.1,106,18
CHI,6,8,313,6,65,313,82.9,89,18
LAC,27,8,258,14,41,258,82.8,72,17
NYG,21,9,355,28,68,355,82.5,110,14
LA,26,8,294,25,48,294,82.5,88,15
CLV,8,9,408,28,80,408,82.1,127,19
PHI,24,8,261,7,62,261,81.8,82,13
MIN,18,8,264,8,58,264,81.8,81,15
SEA,29,9,385,19,97,385,80.3,134,18
TEN,31,8,292,18,72,292,79.8,104,14
NE,19,9,343,27,88,343,77.1,136,21
