player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Patrick Mahomes,11765,QB,KC,8,310,83.0,53,57,5.8,2.47,0,1,1.7,71.9,41,24,6.8,69,22.3,3,35,,82.6,79.2,79.3,72.5,,85.9,1,3,71,16.7,89.1,5.8,4,5,0,3,3,2,2.8,430,7.5,0,16,91.0,86.4,79.6,90.6,80.1,191,212,6.6,2.83,3,6,2.7,69.3,147,70,3.9,241,77.7,6,83,,90.4,84.8,84.1,78.9,,88.5,1,6,256,17.1,90.4,5.0,12,16,1,16,8,5,2.0,1512,7.1,82.5,194,202,5.4,2.26,3,3,1.4,75.2,152,0,5.0,216,69.7,8,84,,90.1,85.5,83.6,81.4,,80.4,0,7,221,,93.8,0.0,0,10,1,4,8,4,1.8,1468,7.3,0,74.0,50,67,10.5,3.88,0,4,5.3,53.7,36,94,2.7,94,30.3,1,34,,85.3,78.3,80.8,68.6,,90.6,2,2,106,17.0,78.8,17.0,16,11,0,15,3,3,2.8,474,7.1
Trevor Lawrence,77632,QB,JAX,9,306,75.0,72,73,9.6,2.4,1,4,5.1,64.4,47,29,13.0,88,28.8,7,29,,28.5,81.4,80.3,77.8,,75.2,0,0,95,31.0,96.0,10.2,9,4,0,0,2,2,2.1,545,7.5,0,15,69.9,80.3,76.9,77.8,69.7,188,201,9.7,2.72,1,9,4.3,60.2,121,60,7.6,218,71.2,10,73,,90.2,73.6,83.7,72.9,,57.7,1,6,226,15.0,85.0,4.1,9,8,1,10,9,9,4.0,1459,7.3,75.1,205,211,9.3,2.37,1,10,4.5,66.8,141,0,8.4,217,70.9,13,82,,90.2,87.4,83.7,85.8,,54.4,0,5,229,,94.6,0.0,0,4,1,4,8,6,2.6,1725,8.2,1,56.4,55,63,11.0,3.26,1,3,4.6,42.9,27,89,12.9,89,29.1,4,20,,28.1,53.3,80.2,50.1,,72.8,1,1,92,20.2,65.5,20.2,18,8,0,6,3,5,5.4,279,4.4
Josh Allen,46601,QB,BUF,9,299,73.8,84,91,7.4,2.47,3,6,6.3,63.7,58,33,6.5,105,35.1,4,40,,51.7,79.0,81.0,73.5,,81.6,1,1,112,12.1,125.8,3.8,4,9,0,3,11,1,0.9,778,8.5,0,4,28.0,78.1,70.8,89.6,75.8,153,171,8.5,2.98,3,13,6.9,64.3,110,63,5.2,194,64.9,6,63,,25.1,70.3,83.4,66.5,,78.5,3,1,213,11.1,94.7,3.6,7,14,1,11,6,11,5.2,1223,7.2,81.0,184,192,6.5,2.28,4,10,4.9,72.9,140,0,6.0,203,67.9,9,78,,90.1,87.1,83.5,84.5,,68.6,0,2,217,,113.7,0.0,0,8,1,3,12,3,1.4,1581,8.2,1,54.7,53,70,13.7,3.89,2,9,11.5,40.0,28,96,3.4,96,32.1,1,25,,16.7,50.9,80.8,40.5,,87.7,4,0,108,11.5,84.2,11.5,11,15,0,11,5,9,8.3,420,6.0
Lamar Jackson,46416,QB,BLT,9,295,80.2,91,100,8.1,2.83,5,3,2.8,67.0,67,43,8.2,113,38.3,6,53,,33.4,88.1,81.2,83.3,,80.5,1,1,120,11.6,114.3,4.4,5,7,0,3,6,2,1.7,972,9.7,0,3,44.4,91.7,90.8,79.7,78.4,139,155,9.6,3.24,3,9,5.4,69.0,107,55,1.8,182,61.7,2,71,,77.1,91.4,83.1,90.0,,77.0,4,1,197,14.5,124.9,4.4,8,19,4,5,14,2,1.0,1407,9.1,83.4,175,186,8.0,2.49,7,9,4.6,75.8,141,0,3.4,197,66.8,5,93,,73.0,93.1,83.4,92.4,,61.6,0,2,209,,124.8,0.0,0,10,4,0,12,2,1.0,1899,10.2,4,65.5,55,69,12.1,4.28,1,3,3.9,47.8,33,98,8.3,98,33.2,3,31,,36.3,79.3,80.8,69.5,,90.1,5,0,108,13.3,109.6,13.3,13,16,0,8,8,2,1.9,480,7.0
Matthew Stafford,4924,QB,LA,8,293,73.3,86,93,7.6,2.46,3,2,2.0,66.7,62,41,1.6,99,33.8,1,37,,85.3,63.1,80.8,62.6,,,1,1,106,14.6,96.8,6.1,6,0,0,3,3,3,2.8,734,7.9,0,26,68.2,62.2,61.8,47.5,71.6,176,183,8.5,2.75,2,6,3.0,65.6,120,52,4.8,194,66.2,6,53,,72.4,61.2,83.4,60.9,58.4,,1,5,208,21.2,84.4,5.7,11,0,0,4,6,11,5.3,1235,6.7,80.0,195,200,7.5,2.46,4,7,3.3,74.5,149,0,4.5,200,68.3,7,73,,90.0,84.4,83.4,82.3,58.4,,0,1,210,,107.6,0.0,0,0,0,1,8,4,1.9,1547,7.7,1,49.3,67,76,10.2,3.07,1,1,1.1,43.4,33,93,0.0,93,31.7,0,17,,55.2,27.2,80.7,28.2,,,2,5,104,18.3,38.4,18.3,17,0,0,6,1,10,9.6,422,5.6
Jayden Daniels,97993,QB,WAS,9,289,75.6,78,81,9.2,2.98,1,3,3.5,70.4,57,51,3.4,108,37.4,2,46,,30.6,87.0,81.0,73.2,,93.3,0,0,113,17.6,116.8,8.3,9,17,0,2,4,2,1.8,770,9.5,1,32,60.0,88.6,83.7,81.4,81.5,135,147,7.9,3.12,3,7,4.5,72.1,106,52,3.6,181,62.6,4,65,,89.8,88.1,83.0,84.8,,74.6,0,2,192,15.4,101.1,4.4,8,25,0,9,5,3,1.6,1175,8.0,85.0,167,174,6.6,2.47,4,6,3.2,78.7,137,0,3.5,186,64.4,5,79,,71.9,92.1,83.1,90.7,,75.3,0,2,198,,109.4,0.0,0,10,0,3,6,2,1.0,1503,8.6,1,58.7,46,54,14.7,4.15,0,4,7.3,48.1,26,103,3.7,103,35.6,1,32,,56.3,74.8,80.8,56.5,,91.2,0,0,107,16.5,94.8,16.5,17,32,0,8,3,3,2.8,442,8.2
Brock Purdy,77672,QB,SF,8,289,69.5,82,86,10.3,3.05,1,6,6.5,62.8,54,43,5.3,100,34.6,3,36,,85.3,67.3,80.8,66.5,,60.9,1,4,106,20.9,86.1,9.0,9,4,0,2,4,4,3.8,734,8.5,0,28,62.6,83.2,77.0,86.4,73.6,148,156,9.8,3.32,2,6,3.6,65.4,102,66,6.4,189,65.4,7,73,,45.1,86.0,83.2,79.9,60.0,85.6,0,3,199,9.1,97.9,3.2,6,25,0,6,6,4,2.0,1367,8.8,74.7,162,165,10.1,2.71,2,7,4.0,69.1,114,0,5.8,180,62.3,7,73,,43.2,86.2,83.0,81.4,,84.8,0,4,189,,98.0,1.1,2,10,0,1,4,6,3.2,1599,9.7,0,66.2,68,77,9.7,4.09,1,5,6.0,54.5,42,109,6.7,109,37.7,3,36,,85.9,67.4,81.1,62.9,60.0,73.8,1,3,116,11.9,84.4,11.9,13,19,0,7,6,2,1.7,502,6.5
Kyler Murray,38334,QB,ARZ,9,287,69.2,78,87,8.3,2.77,4,4,4.3,59.8,52,39,3.7,98,34.1,2,34,,29.2,71.1,80.6,66.6,,85.6,0,1,103,17.9,80.4,7.1,7,4,0,5,2,3,2.9,536,6.2,0,1,60.6,80.5,77.4,76.2,76.7,159,165,8.2,2.92,2,10,5.8,70.9,117,47,4.1,189,65.9,5,57,,89.9,83.7,83.1,80.3,,74.7,1,2,198,14.9,106.0,3.7,7,15,0,3,9,3,1.5,1256,7.6,75.1,185,191,7.8,2.52,5,9,4.5,69.1,132,0,5.0,201,70.0,7,65,,90.1,79.6,83.4,78.1,,63.2,0,3,211,,98.1,0.0,0,9,0,1,8,2,0.9,1422,7.4,3,71.2,52,61,9.8,3.69,1,5,7.7,60.7,37,86,0.0,86,30.0,0,26,,27.9,77.8,80.1,68.6,,90.6,1,0,90,16.3,94.3,16.3,14,10,0,7,3,4,4.4,370,6.1
Deshaun Watson,11767,QB,CLV,7,270,68.7,67,71,6.1,2.74,0,3,3.9,57.7,41,44,10.9,94,34.8,5,17,,54.7,52.0,80.6,49.8,,71.4,2,1,101,43.2,66.7,20.2,19,4,0,2,1,3,3.0,301,4.2,0,8,56.9,63.1,63.4,57.6,80.9,131,145,7.5,3.21,2,5,3.2,66.2,96,74,9.4,176,65.2,10,37,,57.2,69.9,82.9,71.1,,54.8,4,2,189,18.9,85.0,8.0,14,17,0,8,4,2,1.1,847,5.8,78.0,141,142,5.7,2.49,1,2,1.4,71.1,101,0,8.2,152,56.3,9,36,,88.2,73.0,82.2,72.8,,57.9,0,3,158,,85.3,0.0,0,10,0,0,4,1,0.6,795,5.6,2,73.7,57,74,10.4,3.76,1,6,7.2,48.6,36,118,14.3,118,43.7,6,18,,28.1,51.2,81.6,50.0,,61.8,6,0,132,28.0,67.0,28.0,33,11,0,10,1,4,3.0,353,4.8
Sam Darnold,29048,QB,MIN,8,261,76.9,52,55,12.0,2.83,0,7,11.3,70.9,39,36,2.5,67,25.7,1,30,,26.2,75.4,79.5,74.0,58.9,63.5,0,0,74,25.0,146.8,13.4,9,3,0,3,7,3,4.1,608,11.1,0,18,41.6,75.1,74.3,67.2,79.1,153,168,8.6,3.17,0,7,3.8,69.0,116,62,4.1,194,74.3,5,64,,78.2,75.3,83.4,71.4,58.9,81.4,2,7,210,25.8,94.1,8.2,16,10,1,12,10,8,3.8,1292,7.7,81.7,153,159,8.8,2.76,0,8,4.7,76.1,121,0,3.2,163,62.5,4,63,,89.1,80.3,82.7,78.8,,60.2,0,5,176,,111.5,0.0,0,4,1,5,10,7,4.0,1454,9.1,4,69.2,52,64,11.4,3.61,0,6,8.2,53.1,34,98,5.6,98,37.5,2,31,,26.2,67.3,80.9,61.2,55.2,84.6,2,2,108,25.5,98.8,25.5,25,9,0,10,7,4,3.7,446,7.0
Jalen Hurts,40291,QB,PHI,8,260,74.3,70,76,8.4,2.74,2,2,2.5,64.5,49,38,5.8,93,35.8,3,35,,28.7,67.4,80.4,58.1,,91.3,0,1,97,21.1,87.6,8.6,8,8,0,4,2,4,4.1,519,6.8,0,24,48.5,73.6,64.7,84.5,83.3,126,139,8.9,3.34,2,8,5.5,72.7,101,67,3.8,167,64.2,4,56,,68.6,70.8,32.2,67.7,,76.4,0,3,175,19.4,110.4,7.8,13,13,1,10,8,8,4.6,1255,9.0,87.5,136,144,7.9,2.62,4,7,4.7,79.2,114,0,4.2,155,59.6,5,66,,88.4,91.0,82.3,88.9,,76.5,0,2,161,,117.9,0.0,0,8,1,3,7,4,2.5,1410,9.8,1,63.3,60,71,10.6,3.88,0,3,3.9,50.7,36,105,5.3,105,40.4,2,25,,25.2,37.2,7.8,29.1,,90.5,0,2,111,20.0,68.0,20.0,21,13,0,11,3,8,7.2,364,5.1
