player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Decamerion Richardson,124183,CB,LV,1,2,,2.0,23,0,39.6,0,1,0,0,0,0.0
Darius Slay,7817,CB,PHI,1,1,,1.0,24,0,39.6,0,1,0,0,0,0.0
Calen Bullock,146424,S,HST,6,18,,18.0,13,0,39.6,0,1,0,0,0,0.0
Matthew Judon,10780,ED,ATL,2,4,,4.0,2,0,39.6,0,1,0,0,0,0.0
Tre'Davious White,11782,CB,LA,1,1,,1.0,26,0,39.6,0,1,0,0,0,0.0
Junior Colson,124827,LB,LAC,4,10,,5.0,27,0,39.6,0,2,0,0,0,0.0
Jaylon Jones,124328,CB,IND,3,4,,4.0,14,0,39.6,0,1,0,0,0,0.0
Jaylen McCollough,98845,S,LA,6,23,,23.0,26,1,0.0,0,1,0,0,0,0.0
Ronnie Hickman Jr.,97702,S,CLV,2,5,,5.0,8,0,39.6,0,1,0,0,0,0.0
Tyrique Stevenson,97562,CB,CHI,4,5,,5.0,6,0,39.6,0,1,0,0,0,0.0
Alohi Gilman,41662,S,LAC,7,19,,19.0,27,0,39.6,0,1,0,0,0,0.0
Drake Thomas,97525,LB,SEA,1,1,,1.0,29,0,39.6,0,1,0,0,0,0.0
Bryce Hall,42313,CB,TB,1,2,,2.0,30,0,39.6,0,1,0,0,0,0.0
Dax Hill,97519,CB,CIN,5,14,,14.0,7,0,39.6,0,1,0,0,0,0.0
Krys Barnes,42548,LB,ARZ,7,13,,13.0,1,0,39.6,0,1,0,0,0,0.0
Dadrion Taylor-Demerson,97348,S,ARZ,1,1,,1.0,1,0,39.6,0,1,0,0,0,0.0
Kristian Fulton,42894,CB,LAC,3,3,,3.0,27,0,39.6,0,1,0,0,0,0.0
Brian Burns,44522,ED,NYG,3,3,,3.0,21,0,39.6,0,1,0,0,0,0.0
Luke Masterson,45046,LB,LV,2,3,,3.0,23,0,39.6,0,1,0,0,0,0.0
Jaycee Horn,83375,CB,CAR,2,2,,2.0,5,0,39.6,0,1,0,0,0,0.0
Tyson Campbell,83217,CB,JAX,2,3,,3.0,15,0,39.6,0,1,0,0,0,0.0
Starling Thomas V,83098,CB,ARZ,2,5,,2.5,1,0,39.6,0,2,0,0,0,0.0
Jack Sanborn,82566,LB,CHI,5,9,,9.0,6,0,39.6,0,1,0,0,0,0.0
Damone Clark,81282,LB,DAL,2,3,,3.0,9,0,39.6,0,1,0,0,0,0.0
Mike Jackson,50437,CB,CAR,1,1,,1.0,5,0,39.6,0,1,0,0,0,0.0
Amani Oruwariye,50533,CB,DAL,3,6,,3.0,9,0,39.6,0,2,0,0,0,0.0
Winston Reid,63354,LB,CLV,3,3,,3.0,8,0,39.6,0,1,0,0,0,0.0
Minkah Fitzpatrick,51206,S,PIT,3,7,,7.0,25,0,39.6,0,1,0,0,0,0.0
Marco Wilson,55592,CB,NE,5,11,,5.5,19,0,39.6,0,2,0,0,0,0.0
Eric Stokes,55912,CB,GB,3,4,,4.0,12,0,39.6,0,1,0,0,0,0.0
Damarri Mathis,56143,CB,DEN,1,1,,1.0,10,0,39.6,0,1,0,0,0,0.0
Jordan Howden,83305,S,NO,7,37,37.0,12.3,20,0,42.4,1,3,0,9,1,0.24
Rayshawn Jenkins,11868,S,SEA,6,32,32.0,16.0,29,0,56.3,1,2,0,5,0,0.16
Kevin Byard,10698,S,CHI,8,31,31.0,31.0,6,0,87.5,1,1,0,5,1,0.16
Chad Muma,75818,LB,JAX,6,29,29.0,29.0,15,0,87.5,1,1,0,5,1,0.17
Kendall Sheffield,34105,CB,NYJ,2,26,26.0,5.2,22,0,39.6,1,5,0,7,3,0.27
Taylor Rapp,51172,S,BUF,8,25,25.0,25.0,4,0,91.7,1,1,0,6,2,0.24
Marcus Williams,11797,S,BLT,6,23,23.0,7.7,3,0,75.7,1,3,0,33,20,1.43
Cam Taylor-Britt,83326,CB,CIN,9,22,22.0,4.4,7,0,39.6,1,5,0,11,-1,0.5
Roquan Smith,50892,LB,BLT,9,21,21.0,10.5,3,0,83.3,1,2,0,19,16,0.9
Jalen Mills,10867,S,NYJ,3,20,20.0,4.0,22,0,44.6,1,5,0,21,4,1.05
Nakobe Dean,99018,LB,PHI,8,20,20.0,6.7,24,1,2.8,1,3,0,5,10,0.25
Cody Barton,50727,LB,DEN,9,39,19.5,9.8,10,0,57.3,2,4,0,13,3,0.33
Grant Delpit,60685,S,CLV,8,97,19.4,13.9,8,0,93.2,5,7,0,53,29,0.55
Jabrill Peppers,11780,S,NE,4,19,19.0,19.0,19,0,87.5,1,1,0,5,2,0.26
Isaiah Pola-Mao,60781,S,LV,7,19,19.0,9.5,23,0,56.3,1,2,0,5,0,0.26
Chuck Clark,11941,S,NYJ,5,19,19.0,9.5,22,0,100.0,1,2,1,8,0,0.42
Percy Butler,83271,S,WAS,7,18,18.0,9.0,32,0,62.5,1,2,0,9,4,0.5
Pat Surtain II,83119,CB,DEN,7,18,18.0,6.0,10,0,46.5,1,3,0,12,2,0.67
Foyesade Oluokun,24904,LB,JAX,5,33,16.5,11.0,15,0,74.3,2,3,0,12,0,0.36
Bryan Cook,55940,S,KC,8,49,16.3,8.2,16,0,56.3,3,6,0,18,12,0.37
Jeremiah Owusu-Koramoah,58089,LB,CLV,8,16,16.0,8.0,8,0,60.4,1,2,0,8,14,0.5
Levi Wallace,25445,CB,DEN,6,16,16.0,8.0,10,0,56.3,1,2,0,5,0,0.31
Frankie Luvu,51028,LB,WAS,7,16,16.0,8.0,32,0,83.3,1,2,0,19,7,1.19
Trent McDuffie,72191,CB,KC,7,78,15.6,11.1,16,0,92.6,5,7,0,52,20,0.67
Josh Blackwell,55589,CB,CHI,4,61,15.3,8.7,6,1,36.3,4,7,0,44,21,0.72
Elijah Molden,56290,S,LAC,5,15,15.0,15.0,27,1,77.1,1,1,0,12,0,0.8
Joey Porter Jr.,101364,CB,PIT,6,15,15.0,15.0,25,0,91.7,1,1,0,6,2,0.4
Bobby Wagner,7050,LB,WAS,8,15,15.0,7.5,32,0,68.8,1,2,0,12,10,0.8
Christian Rozeboom,49862,LB,LA,7,15,15.0,15.0,26,0,143.8,1,1,1,9,0,0.6
Ja'Sir Taylor,55426,CB,LAC,6,103,14.7,8.6,27,0,100.3,7,12,1,63,22,0.61
Jimmie Ward,8665,S,HST,4,29,14.5,5.8,13,0,87.5,2,5,1,-3,0,-0.1
Derrick Barnes,58120,LB,DET,2,14,14.0,7.0,11,0,56.3,1,2,0,1,4,0.07
Elijah Hicks,55584,S,CHI,4,14,14.0,7.0,6,0,56.3,1,2,0,6,0,0.43
Will Harris,51336,S,NO,5,28,14.0,7.0,20,0,85.4,2,4,0,40,21,1.43
Josh Newton,84268,CB,CIN,5,27,13.5,9.0,7,0,89.6,2,3,0,23,11,0.85
Terrion Arnold,146603,CB,DET,8,27,13.5,4.5,11,0,42.4,2,6,0,18,6,0.67
Quan Martin,83236,S,WAS,5,13,13.0,13.0,32,0,118.8,1,1,0,14,7,1.08
Jessie Bates III,49162,S,ATL,9,39,13.0,4.9,2,1,6.3,3,8,0,11,23,0.28
Johnathan Abram,34646,S,NO,3,13,13.0,6.5,20,0,100.0,1,2,1,8,0,0.62
Dell Pettus,97290,S,NE,6,26,13.0,8.7,19,0,77.1,2,3,0,14,11,0.54
Jordan Fuller,45326,S,CAR,3,13,13.0,13.0,5,0,118.8,1,1,0,18,23,1.38
Deonte Banks,101384,CB,NYG,5,13,13.0,6.5,21,0,93.8,1,2,0,24,19,1.85
Devin Lloyd,58238,LB,JAX,6,25,12.5,6.3,15,0,59.4,2,4,0,15,6,0.6
Justin Simmons,10732,S,ATL,8,37,12.3,9.3,2,0,82.3,3,4,0,17,11,0.46
Amani Hooker,51378,S,TEN,8,37,12.3,6.2,31,0,68.8,3,6,0,36,12,0.97
Avonte Maddox,50543,CB,PHI,7,122,12.2,6.4,24,0,89.1,10,19,1,117,62,0.96
George Odum,31342,S,SF,3,12,12.0,12.0,28,0,158.3,1,1,1,97,45,8.08
Jake Hansen,43645,LB,HST,3,12,12.0,12.0,13,0,83.3,1,1,0,4,9,0.33
Shaquill Griffin,11845,CB,MIN,5,12,12.0,6.0,18,0,56.3,1,2,0,6,1,0.5
Jakorian Bennett,129496,CB,LV,7,12,12.0,3.0,23,0,39.6,1,4,0,6,10,0.5
Kerby Joseph,83239,S,DET,7,59,11.8,8.4,11,0,88.4,5,7,0,45,18,0.76
Garrett Williams,99723,CB,ARZ,8,173,11.5,6.4,1,0,86.8,15,27,1,169,81,0.98
Josh Wallace,97676,CB,LA,4,46,11.5,5.8,26,0,101.6,4,8,1,35,27,0.76
Isaiah Oliver,50393,S,NYJ,9,92,11.5,7.7,22,0,89.6,8,12,0,92,54,1.0
Tarheeb Still,129537,CB,LAC,5,68,11.3,5.7,27,1,21.5,6,12,0,27,11,0.4
Eric Murray,10740,S,HST,9,78,11.1,4.9,13,1,71.4,7,16,3,74,31,0.95
Demario Davis,7079,LB,NO,7,11,11.0,11.0,20,0,83.3,1,1,0,4,0,0.36
Duke Shelley,49569,CB,NYG,1,11,11.0,11.0,21,0,91.7,1,1,0,6,2,0.55
Dee Winters,99376,LB,SF,5,11,11.0,11.0,28,0,79.2,1,1,0,3,0,0.27
Evan Williams,73864,S,GB,6,22,11.0,5.5,12,0,60.4,2,4,0,16,9,0.73
Harrison Smith,7641,S,MIN,7,22,11.0,5.5,18,0,61.5,2,4,0,17,11,0.77
Coby Bryant,55088,S,SEA,4,11,11.0,11.0,29,0,116.7,1,1,0,12,6,1.09
Damar Hamlin,43291,S,BUF,7,32,10.7,6.4,4,0,64.6,3,5,0,10,7,0.31
Ji'Ayir Brown,129767,S,SF,8,53,10.6,7.6,28,0,91.4,5,7,0,50,10,0.94
Jeremy Chinn,43179,S,WAS,9,61,10.2,7.6,32,0,126.0,6,8,1,42,12,0.69
Michael Hoecht,108840,ED,LA,6,10,10.0,10.0,26,0,87.5,1,1,0,5,0,0.5
Ennis Rakestraw Jr.,124215,CB,DET,3,10,10.0,5.0,11,0,95.8,1,2,0,28,4,2.8
Dane Belton,101398,S,NYG,5,20,10.0,10.0,21,0,89.6,2,2,0,11,17,0.55
Germaine Pratt,29407,LB,CIN,9,20,10.0,10.0,7,0,79.2,2,2,0,3,7,0.15
Tony Adams,55953,S,NYJ,6,30,10.0,7.5,22,0,116.7,3,4,0,67,10,2.23
Jalen Thompson,49116,S,ARZ,9,80,10.0,7.3,1,0,122.2,8,11,1,77,26,0.96
Devon Key,56307,S,DEN,3,10,10.0,3.3,10,0,52.1,1,3,0,16,2,1.6
Troy Hill,9881,CB,CAR,6,120,10.0,8.6,5,0,95.5,12,14,0,97,52,0.81
Cooper DeJean,144867,CB,PHI,6,110,10.0,6.5,24,0,75.6,11,17,0,80,57,0.73
Malik Mustapha,142358,S,SF,4,10,10.0,5.0,28,0,56.3,1,2,0,-1,1,-0.1
Keisean Nixon,56167,CB,GB,9,149,9.9,6.2,12,0,117.7,15,24,3,138,42,0.93
Darnell Savage,34247,S,JAX,6,69,9.9,6.3,15,0,67.6,7,11,0,29,22,0.42
Marlon Humphrey,11771,CB,BLT,7,108,9.8,6.4,3,1,66.1,11,17,1,61,42,0.56
Vonn Bell,10695,S,CIN,9,39,9.8,7.8,7,1,50.4,4,5,0,28,19,0.72
Jalen Davis,50431,CB,CIN,2,29,9.7,4.8,7,0,63.9,3,6,0,29,5,1.0
Patrick Queen,57941,LB,PIT,7,29,9.7,9.7,25,0,116.7,3,3,0,36,4,1.24
Isaiah Simmons,42451,LB,NYG,6,29,9.7,4.8,21,0,69.4,3,6,0,37,38,1.28
Pete Werner,58093,LB,NO,6,19,9.5,9.5,20,0,102.1,2,2,0,17,14,0.89
Kyle Hamilton,102684,S,BLT,9,142,9.5,6.8,3,0,103.9,15,21,1,133,78,0.94
Xavier McKinney,55775,S,GB,7,19,9.5,6.3,12,0,77.1,2,3,0,14,7,0.74
Trevin Wallace,146747,LB,CAR,6,19,9.5,9.5,5,0,118.8,2,2,0,41,9,2.16
Nate Hobbs,55948,CB,LV,9,169,9.4,6.3,23,1,92.7,18,27,2,167,138,0.99
Quentin Lake,56245,S,LA,8,93,9.3,6.6,26,0,94.9,10,14,0,112,43,1.2
Jarrian Jones,97486,CB,JAX,9,177,9.3,6.6,15,1,74.3,19,27,0,188,143,1.06
Tre'von Moehrig,77847,S,LV,9,56,9.3,8.0,23,0,133.6,6,7,1,46,9,0.82
Darnay Holmes,56247,CB,LV,3,27,9.0,4.5,23,0,63.9,3,6,0,29,9,1.07
Harold Landry III,48600,ED,TEN,3,9,9.0,9.0,31,0,112.5,1,1,0,11,5,1.22
Greg Newsome II,83341,CB,CLV,9,135,9.0,5.9,8,0,102.1,15,23,1,172,136,1.27
Jaire Alexander,49350,CB,GB,3,9,9.0,4.5,12,0,66.7,1,2,0,11,0,1.22
Nick McCloud,49535,CB,NYG,3,36,9.0,9.0,21,0,118.8,4,4,0,60,27,1.67
Ashtyn Davis,49560,S,NYJ,5,18,9.0,9.0,22,0,158.3,2,2,1,33,18,1.83
Charvarius Ward,43034,CB,SF,6,9,9.0,4.5,28,0,89.6,1,2,0,22,4,2.44
Andre Cisco,76641,S,JAX,9,27,9.0,6.8,15,0,121.9,3,4,1,17,1,0.63
Jack Jones,29050,CB,LV,8,18,9.0,6.0,23,0,149.3,2,3,2,52,29,2.89
Nate Landman,57788,LB,ATL,3,9,9.0,9.0,2,0,104.2,1,1,0,9,2,1.0
Renardo Green,99773,CB,SF,5,9,9.0,4.5,28,0,60.4,1,2,0,8,4,0.89
Marshon Lattimore,11766,CB,NO,5,9,9.0,9.0,20,0,118.8,1,1,0,18,3,2.0
Cole Bishop,146454,S,BUF,4,9,9.0,4.5,4,0,68.8,1,2,0,12,17,1.33
Malik Hooker,11770,S,DAL,7,27,9.0,4.5,9,0,134.0,3,6,1,73,56,2.7
Beanie Bishop Jr.,83459,CB,PIT,8,205,8.9,5.7,25,3,76.9,23,36,3,246,131,1.2
Josh Metellus,43395,S,MIN,8,106,8.8,7.1,18,0,92.8,12,15,0,94,48,0.89
Jalen Ramsey,10639,CB,MIA,8,70,8.8,7.8,17,0,111.1,8,9,0,96,49,1.37
Kader Kohou,156070,CB,MIA,6,88,8.8,5.9,17,1,51.8,10,15,0,79,58,0.9
