player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Joel Bitonio,8670,G,CLV,9,0,8,64.4,3,18,408,100.0,100.0,96.9,4,23,2,437,437,52.9,2,11,157,100.0,100.0,94.6,15,2,172,172
Connor Williams,46216,C,SEA,9,0,29,62.3,3,6,385,100.0,100.0,98.3,1,11,2,427,427,64.2,3,4,195,100.0,100.0,97.2,9,2,218,218
Laken Tomlinson,9461,G,SEA,9,1,29,66.1,6,11,385,100.0,100.0,97.3,2,19,2,427,427,55.1,5,5,195,100.0,100.0,96.9,11,1,218,218
Charles Cross,98401,T,SEA,9,2,29,80.4,3,22,385,100.0,100.0,96.5,2,26,1,427,427,75.8,2,16,195,100.0,100.0,94.9,19,1,218,218
Shaq Mason,9564,G,HST,9,0,13,63.9,5,12,365,100.0,100.0,96.6,0,21,4,389,389,56.7,2,9,179,100.0,100.0,94.7,15,4,190,190
Jon Runyan,36661,G,NYG,9,1,21,62.1,2,16,355,100.0,100.0,97.2,1,19,1,386,386,48.4,2,11,157,100.0,100.0,95.2,14,1,169,169
Jermaine Eluemunor,11914,T,NYG,9,3,21,67.0,7,11,355,100.0,100.0,96.9,5,20,2,386,386,70.5,4,4,157,100.0,100.0,96.2,10,2,169,169
Greg Van Roten,7746,G,NYG,9,0,21,60.8,4,14,355,100.0,100.0,96.9,2,20,2,386,386,48.4,3,9,157,100.0,100.0,95.5,13,1,169,169
John Michael Schmitz Jr.,55238,C,NYG,9,0,21,45.4,4,13,355,100.0,100.0,97.3,1,18,1,386,386,33.4,4,10,157,100.0,100.0,95.5,14,0,169,169
Cooper Beebe,99434,C,DAL,8,0,9,58.5,4,6,354,100.0,100.0,98.0,1,12,2,385,385,52.6,3,5,174,100.0,100.0,96.6,10,2,192,192
Terence Steele,39461,T,DAL,8,0,9,50.8,4,15,354,100.0,100.0,95.6,0,25,6,385,385,47.1,3,12,174,100.0,100.0,92.2,21,6,192,192
Ben Bredeson,27305,G,TB,9,0,30,51.4,2,16,362,100.0,100.0,97.5,1,18,0,382,382,33.6,2,14,154,100.0,100.0,94.8,16,0,164,164
Tristan Wirfs,64818,T,TB,9,0,30,92.2,0,6,362,100.0,100.0,99.2,1,6,0,382,382,85.2,0,6,154,100.0,100.0,98.1,6,0,164,164
Cody Mauch,66637,G,TB,9,0,30,74.5,0,8,362,100.0,100.0,98.3,0,10,2,382,382,70.1,0,5,154,100.0,100.0,97.7,6,1,164,164
Tyler Smith,98385,G,DAL,8,2,9,70.9,2,10,343,100.0,100.0,98.0,3,13,1,374,374,58.4,1,9,170,100.0,100.0,96.5,11,1,188,188
Tyron Smith,6161,T,NYJ,9,2,22,71.6,4,13,353,100.0,100.0,96.2,2,22,5,373,373,54.2,4,8,122,100.0,100.0,91.0,17,5,133,133
Joe Tippmann,101568,C,NYJ,9,0,22,65.3,2,6,353,100.0,100.0,98.3,1,10,2,373,373,39.9,1,6,122,100.0,100.0,95.5,9,2,133,133
Quinn Meinerz,112915,G,DEN,9,1,10,77.0,3,2,346,100.0,100.0,99.0,2,6,1,371,371,64.8,2,2,170,100.0,100.0,98.2,5,1,181,181
Ben Powers,41482,G,DEN,9,1,10,68.4,1,9,346,100.0,100.0,98.3,3,11,1,371,371,68.1,0,5,170,100.0,100.0,97.9,6,1,181,181
Ethan Pocic,11813,C,CLV,8,0,8,62.3,4,13,345,100.0,100.0,97.0,1,19,2,369,369,62.9,2,7,140,100.0,100.0,96.1,10,1,150,150
Mike Onwenu,27357,T,NE,9,0,19,72.1,5,14,343,100.0,100.0,97.2,0,19,0,369,369,73.3,4,7,185,100.0,100.0,97.0,11,0,196,196
Laremy Tunsil,10647,T,HST,9,1,13,87.0,1,7,342,100.0,100.0,98.2,4,10,2,363,363,77.5,1,6,166,100.0,100.0,97.3,8,1,177,177
Zack Martin,8651,G,DAL,8,1,9,64.2,1,15,331,100.0,100.0,96.7,1,19,3,362,362,52.4,1,13,166,100.0,100.0,94.6,16,2,184,184
Garett Bolles,11775,T,DEN,9,2,10,85.8,1,11,331,100.0,100.0,97.9,8,13,1,356,356,80.5,1,8,162,100.0,100.0,96.6,10,1,173,173
Alex Cappa,66578,G,CIN,9,1,7,56.6,3,11,337,100.0,100.0,96.7,1,18,4,354,354,43.3,2,10,139,100.0,100.0,93.5,15,3,145,145
Ted Karras,10855,C,CIN,9,0,7,76.6,3,5,337,100.0,100.0,98.2,0,10,2,354,354,68.7,3,2,139,100.0,100.0,97.5,6,1,145,145
Cordell Volson,30614,G,CIN,9,0,7,54.5,5,12,337,100.0,100.0,96.6,0,20,3,354,354,42.6,2,11,139,100.0,100.0,93.9,15,2,145,145
Taliese Fuaga,131732,T,NO,9,0,20,53.2,6,15,328,100.0,100.0,95.3,1,26,5,352,352,48.4,4,8,135,100.0,100.0,93.3,15,3,144,144
Trevor Penning,59963,T,NO,9,1,20,52.2,1,19,328,100.0,100.0,96.3,3,22,2,352,352,51.5,1,11,135,100.0,100.0,94.8,13,1,144,144
Anthony Bradford,99103,G,SEA,9,0,29,51.6,1,18,318,100.0,100.0,95.4,2,24,5,351,351,35.4,1,18,169,100.0,100.0,92.0,23,4,187,187
Juice Scruggs,81800,C,HST,8,0,13,67.0,2,7,327,100.0,100.0,97.7,0,12,3,350,350,51.6,2,4,158,100.0,100.0,96.2,9,3,168,168
Tytus Howard,25472,T,HST,8,0,13,75.8,1,18,324,100.0,100.0,96.5,1,21,2,348,348,65.7,1,16,161,100.0,100.0,93.5,19,2,172,172
Kenyon Green,99052,G,HST,9,1,13,40.9,4,18,325,100.0,100.0,95.1,3,27,5,347,347,21.4,3,15,153,100.0,100.0,91.5,22,4,163,163
Coleman Shelton,39316,C,CHI,8,0,6,66.0,2,9,313,100.0,100.0,97.9,0,12,1,347,347,59.4,1,6,156,100.0,100.0,97.1,8,1,176,176
Kolton Miller,47013,T,LV,9,2,23,79.2,3,10,321,100.0,100.0,96.1,2,19,6,346,346,75.3,1,7,163,100.0,100.0,95.1,12,4,176,176
Dawand Jones,101550,T,CLV,8,0,8,56.1,7,11,323,100.0,100.0,96.0,2,22,4,345,345,59.5,3,9,139,100.0,100.0,95.0,13,1,151,151
John Simpson,41715,G,NYJ,9,0,22,76.7,4,3,326,100.0,100.0,98.9,1,7,0,344,344,69.9,1,2,117,100.0,100.0,98.7,3,0,126,126
Robert Hunt,46139,G,CAR,9,1,5,61.2,3,9,323,100.0,100.0,97.2,1,15,3,343,343,62.8,2,7,137,100.0,100.0,96.0,10,1,154,154
Jake Matthews,8641,T,ATL,9,2,2,81.7,3,10,313,100.0,100.0,97.0,4,16,3,342,342,72.5,3,6,171,100.0,100.0,95.6,12,3,189,189
Sam Cosmi,60114,G,WAS,9,1,32,78.5,2,10,318,100.0,100.0,97.8,3,13,1,338,338,63.7,2,8,121,100.0,100.0,95.0,11,1,130,130
Graham Barton,122367,C,TB,8,0,30,59.9,1,15,321,100.0,100.0,97.2,1,17,1,337,337,43.6,1,13,133,100.0,100.0,94.7,14,0,142,142
Andrew Wylie,12333,T,WAS,9,1,32,67.1,3,11,316,99.7,99.4,97.8,2,14,0,335,337,58.3,3,5,121,100.0,100.0,96.7,8,0,130,130
Darnell Wright,98480,T,CHI,8,1,6,69.3,1,12,301,100.0,100.0,96.2,3,18,5,334,334,62.3,1,8,146,100.0,100.0,93.5,14,5,166,166
Nick Allegretti,39268,G,WAS,9,0,32,73.4,0,15,314,100.0,100.0,97.3,3,16,1,334,334,52.3,0,10,121,100.0,100.0,95.0,11,1,130,130
Tyler Biadasz,41178,C,WAS,9,0,32,79.3,0,6,313,100.0,100.0,99.0,0,6,0,333,333,74.6,0,5,118,100.0,100.0,97.9,5,0,127,127
Chris Lindstrom,46692,G,ATL,9,0,2,58.3,6,16,305,100.0,100.0,96.1,1,23,1,333,333,61.6,3,13,166,100.0,100.0,94.6,17,1,184,184
Mitch Morse,9482,C,JAX,9,0,15,65.2,0,7,315,100.0,100.0,98.3,0,9,2,332,332,65.0,0,6,157,100.0,100.0,97.5,7,1,164,164
Elgton Jenkins,46298,G,GB,9,0,12,83.0,1,7,308,100.0,100.0,98.7,0,8,0,328,328,76.4,1,5,129,100.0,100.0,97.7,6,0,141,141
Rasheed Walker,81798,T,GB,9,1,12,80.0,1,16,308,100.0,100.0,96.6,3,19,2,328,328,67.9,0,13,129,100.0,100.0,93.4,15,2,141,141
Zach Tom,55443,T,GB,9,3,12,81.9,2,8,308,100.0,100.0,98.1,3,11,1,328,328,83.1,1,4,129,100.0,100.0,97.3,6,1,141,141
Spencer Brown,42296,T,BUF,9,3,4,76.0,1,9,301,100.0,100.0,98.0,4,11,1,328,328,68.5,1,6,133,100.0,100.0,96.6,8,1,149,149
