player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Keenan Allen,7857,WR,LAC,11,123,0,27,8.1,1,77.1,83.3,5,6,0.0,0,16,0,86.5,87.4,0,28,1.3,2,150,27,89.3,134,129.8,35,28.5,3,293,108,4.0,10.9,2.19,0,10.9,6,79.5,42.9,3,7,4.6,3,29,2,78.0,82.5,1,42,0.4,1,271,62,94.5,256,111.0,78,63.4,2,769,238,3.8,12.4,3.0
CeeDee Lamb,61570,WR,DAL,12,119,0,9,12.1,4,73.8,57.1,4,7,6.1,2,23,0,68.1,92.2,0,49,0.0,0,134,31,92.5,124,142.1,42,35.3,4,471,169,5.5,15.2,3.8,0,10.9,8,73.8,40.0,4,10,2.0,1,26,1,85.8,82.7,0,32,0.0,0,265,48,93.6,248,111.4,65,54.6,2,585,201,4.2,12.2,2.36
Stefon Diggs,9579,WR,BUF,12,119,0,4,10.4,4,61.1,45.5,5,11,4.3,1,11,0,73.7,72.8,0,55,0.0,0,152,22,94.1,143,121.1,36,30.3,4,268,80,3.6,12.2,1.87,0,10.5,5,72.3,33.3,3,9,6.0,3,25,1,70.0,75.4,1,48,0.0,0,249,47,94.4,235,104.5,65,54.6,3,517,137,2.9,11.0,2.2
Tyreek Hill,10799,WR,MIA,11,117,0,17,13.3,2,73.1,25.0,1,4,9.5,2,15,1,58.3,87.0,0,69,0.0,0,86,19,91.9,79,151.4,26,22.2,3,312,113,5.9,16.4,3.95,0,10.0,15,80.3,50.0,3,6,7.0,4,35,0,66.7,92.7,2,64,0.0,0,194,53,97.4,189,123.5,66,56.4,4,781,317,6.0,14.7,4.13
Davante Adams,8688,WR,LV,12,114,0,23,11.2,1,47.6,41.7,5,12,13.0,3,13,0,58.1,73.8,1,33,0.0,0,119,20,92.4,110,77.6,42,36.8,3,221,70,3.5,11.1,2.01,0,12.3,3,73.7,20.0,1,5,2.3,1,24,0,83.6,81.3,3,46,0.0,0,221,42,97.3,215,85.1,57,50.0,1,516,154,3.7,12.3,2.4
Ja'Marr Chase,84270,WR,CIN,11,108,0,7,9.1,1,75.0,83.3,5,6,0.0,0,16,0,82.7,80.2,0,25,0.0,0,121,18,94.2,114,136.1,24,22.2,4,184,78,4.3,10.2,1.61,0,9.2,11,69.0,20.0,2,10,3.9,2,28,1,79.1,83.0,2,63,0.0,0,260,49,95.4,248,85.7,71,65.7,1,565,288,5.9,11.5,2.28
Garrett Wilson,97405,WR,NYJ,11,107,0,22,9.5,2,63.3,66.7,6,9,5.0,1,11,0,56.9,71.7,2,29,0.0,0,121,19,92.6,112,62.4,30,28.0,1,174,30,1.6,9.2,1.55,0,10.6,6,61.7,14.3,2,14,7.5,3,15,2,63.4,67.6,2,68,0.0,0,240,37,95.0,228,73.1,60,56.1,1,402,145,3.9,10.9,1.76
Puka Nacua,100632,WR,LA,11,106,0,26,9.5,1,56.5,12.5,1,8,7.1,1,11,0,65.9,68.8,0,36,0.9,1,107,13,89.7,96,102.4,23,21.7,1,214,116,8.9,16.5,2.23,0,9.6,6,77.5,80.0,4,5,5.2,3,31,1,74.8,87.9,2,37,1.9,5,261,55,92.7,242,99.1,71,67.0,1,673,222,4.0,12.2,2.78
Amon-Ra St. Brown,84470,WR,DET,10,105,0,11,9.1,0,75.0,50.0,2,4,0.0,0,10,0,68.7,75.2,0,19,0.0,0,89,18,92.1,82,94.3,24,22.9,0,171,56,3.1,9.5,2.09,0,7.8,6,77.2,77.8,7,9,2.2,1,26,1,84.3,85.7,3,46,0.4,1,233,44,96.1,224,104.9,57,54.3,3,587,226,5.1,13.3,2.62
T.J. Hockenson,40912,TE,MIN,12,105,0,18,9.7,2,79.2,44.4,4,9,0.0,0,13,0,83.2,89.8,0,29,6.8,7,103,19,88.3,91,121.4,24,22.9,1,235,76,4.0,12.4,2.58,0,6.6,1,77.5,22.2,2,9,8.3,5,25,1,62.6,77.1,1,28,4.5,13,288,55,90.6,261,103.1,71,67.6,3,482,178,3.2,8.8,1.85
Michael Pittman Jr.,29049,WR,IND,11,105,0,14,8.0,2,74.3,62.5,5,8,3.7,1,10,1,86.9,78.0,2,75,0.0,0,136,26,92.6,126,94.0,35,33.3,2,292,155,6.0,11.2,2.32,0,7.3,2,72.6,46.2,6,13,4.3,2,21,0,77.3,69.9,4,39,0.7,2,276,45,93.5,258,69.0,62,59.0,1,416,176,3.9,9.2,1.61
Chris Olave,84355,WR,NO,11,103,0,20,15.2,1,63.0,71.4,5,7,0.0,0,13,0,82.2,90.4,0,51,0.0,0,89,17,94.4,84,125.5,27,26.2,2,300,97,5.7,17.6,3.57,0,13.7,2,61.2,25.0,3,12,4.7,2,24,0,74.3,76.5,3,42,0.0,0,262,41,96.6,253,66.5,67,65.0,1,436,151,3.7,10.6,1.72
A.J. Brown,48327,WR,PHI,11,102,0,24,11.1,4,70.3,71.4,5,7,3.7,1,18,0,76.7,91.8,3,38,0.0,0,116,26,90.5,105,104.0,37,36.3,4,365,123,4.7,14.0,3.48,0,13.9,10,70.0,41.2,7,17,2.3,1,27,0,83.5,85.8,0,59,0.0,0,252,42,97.6,246,119.9,60,58.8,3,616,207,4.9,14.7,2.5
Adam Thielen,8288,WR,CAR,11,99,0,5,7.2,1,81.3,25.0,1,4,0.0,0,19,1,86.5,85.2,0,30,0.8,1,131,26,88.5,116,134.1,32,32.3,3,278,126,4.8,10.7,2.4,0,7.6,2,78.6,75.0,3,4,4.3,2,22,0,76.0,75.1,0,31,0.4,1,280,44,96.4,270,102.3,56,56.6,1,399,120,2.7,9.1,1.48
Terry McLaurin,48229,WR,WAS,12,95,0,32,15.5,0,44.8,57.1,4,7,18.8,3,10,0,33.8,67.1,0,32,0.0,0,166,13,93.4,155,71.0,29,30.5,0,220,53,4.1,16.9,1.42,0,10.5,3,74.0,55.6,5,9,2.6,1,21,0,90.0,73.4,0,36,0.0,0,271,37,95.6,259,109.6,50,52.6,2,390,108,2.9,10.5,1.51
Marquise Brown,61568,WR,ARZ,12,93,0,1,13.4,2,50.0,57.1,4,7,0.0,0,13,0,80.6,87.9,1,36,0.0,0,100,13,86.0,86,96.3,26,28.0,3,188,63,4.8,14.5,2.19,0,12.2,3,56.1,10.0,1,10,5.9,2,15,0,69.6,61.5,2,41,0.0,0,295,32,93.2,275,57.6,57,61.3,0,320,89,2.8,10.0,1.16
DJ Moore,48267,WR,CHI,12,92,0,6,16.0,4,62.5,40.0,2,5,6.3,1,12,1,65.6,84.5,1,58,0.0,0,94,15,95.7,90,116.7,24,26.1,2,350,165,11.0,23.3,3.89,0,10.3,11,80.0,61.5,8,13,0.0,0,31,0,90.4,83.2,1,36,0.0,0,291,48,97.6,284,111.9,60,65.2,2,592,254,5.3,12.3,2.08
Mike Evans,8642,WR,TB,11,87,0,30,11.3,0,63.2,80.0,4,5,14.3,2,12,0,45.7,82.3,0,27,0.0,0,61,12,88.5,54,126.3,19,21.8,4,146,39,3.3,12.2,2.7,0,17.5,2,61.8,43.8,7,16,2.9,1,21,0,79.9,83.3,2,70,0.0,0,234,34,95.7,224,115.6,55,63.2,5,619,116,3.4,18.2,2.76
Travis Kelce,7844,TE,KC,10,86,0,16,7.4,1,75.0,50.0,2,4,11.8,2,9,0,52.8,80.4,1,53,5.6,5,90,15,86.7,78,111.0,20,23.3,2,163,78,5.2,10.9,2.09,0,7.3,6,81.0,25.0,2,8,2.1,1,24,1,85.8,88.5,1,40,2.5,5,201,47,94.0,189,96.6,58,67.4,0,516,215,4.6,11.0,2.73
Tyler Lockett,9502,WR,SEA,12,84,0,29,12.7,0,61.1,50.0,3,6,15.4,2,6,0,47.7,66.5,2,23,0.0,0,116,11,90.5,105,73.4,18,21.4,2,99,15,1.4,9.0,0.94,0,11.9,1,69.1,12.5,1,8,0.0,0,22,0,82.2,77.0,2,32,0.0,0,251,38,93.6,235,75.3,55,65.5,0,407,127,3.3,10.7,1.73
