player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,ED,ATL,11,8,0,2,0,,,1.5,,,0,0,,54.6,0,,0.0,0,0,0.0,0,1,12.5,67,1,1,0,0,0,0,0.0,,0,0,12.0,100.0,5.6,7.0,7.0,0,0,0.0,59.4,0,13,50.0,1,0,118.8,1,7,87.5,125,3,1,1,0,13,1,1.9,13.0
Brandon Graham,5538,ED,PHI,11,11,0,24,0,,,2.0,,,0,0,,67.6,0,,0.0,0,0,0.0,0,1,9.1,49,2,1,0,0,0,0,0.0,,0,0,,,11.8,,,0,0,,54.4,0,,50.0,1,0,0.0,0,8,72.7,68,1,1,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,8,273,0,10,0,7.0,66.7,98.3,13.5,9.0,0,1,16.7,72.3,1,12,0.0,0,1,77.8,4,58,21.2,59,2,6,6,1,29,9,0.5,7.3,0,1,5.0,100.0,100.0,21.6,21.6,0,0,0.0,63.6,0,19,0.0,0,0,106.0,7,160,58.6,160,3,21,7,0,66,31,0.4,9.4
Jerry Hughes,5556,ED,HST,11,6,0,13,0,,,3.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,28,0,0,0,0,0,0,0.0,,0,0,,,3.6,,,0,0,,64.0,0,,0.0,0,0,0.0,0,4,66.7,112,2,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,8,9,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,18,0,0,0,0,0,0,,,0,0,,,10.4,,,0,0,,63.0,0,,,0,0,0.0,0,8,88.9,77,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,11,463,0,25,0,12.7,63.6,99.4,9.9,6.3,0,2,9.1,31.9,0,52,50.0,3,2,140.0,14,155,33.5,156,0,3,22,3,239,91,1.7,17.1,0,1,6.7,52.6,97.9,22.4,11.8,0,3,15.8,77.5,1,29,20.0,3,3,46.2,10,235,50.8,240,4,11,19,0,101,79,0.5,10.1
Cameron Jordan,6176,ED,NO,11,9,0,20,0,,,5.1,,,0,0,,67.6,0,,50.0,1,0,0.0,0,6,66.7,118,0,1,0,0,0,0,0.0,,0,0,,,0.9,,,0,0,,75.1,0,,33.3,1,0,0.0,0,2,22.2,225,3,2,0,0,0,0,0.0,
Justin Houston,6222,ED,CAR,7,19,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,1,-7.0,100.0,21.0,16.0,16.0,0,0,0.0,83.5,0,0,0.0,0,0,79.2,1,17,89.5,81,4,3,1,0,0,7,0.0,0.0
Nick Bellore,6515,LB,SEA,4,3,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Stephon Gilmore,7016,CB,DAL,12,451,0,9,0,11.1,52.8,100.0,9.6,5.1,0,7,19.4,63.6,1,23,11.8,2,4,87.2,19,201,44.6,201,2,15,36,3,215,58,1.2,11.3,0,5,11.0,47.8,100.0,19.9,9.5,0,3,13.0,70.6,1,68,4.5,1,3,74.4,11,239,53.0,239,5,16,23,1,199,94,0.9,18.1
Bobby Wagner,7050,LB,SEA,12,471,0,29,1,9.5,100.0,62.0,20.0,20.0,0,0,0.0,55.1,0,19,0.0,0,0,158.3,2,44,9.3,71,2,2,2,1,27,8,0.7,13.5,0,10,3.9,84.8,94.0,11.1,9.4,0,3,9.1,58.6,0,23,0.0,0,3,116.5,28,331,70.3,352,7,28,33,1,315,219,1.0,11.3
Lavonte David,7060,LB,TB,10,375,0,30,0,8.0,77.8,83.1,9.9,7.7,0,1,11.1,74.6,0,21,0.0,0,1,100.5,7,74,19.7,89,3,6,9,0,73,34,1.1,10.4,0,6,4.9,81.4,91.2,7.0,5.7,1,2,4.7,55.2,0,26,10.3,4,1,90.1,35,258,68.8,283,16,29,43,0,242,117,1.0,6.9
Demario Davis,7079,LB,NO,11,368,0,20,2,6.2,40.0,76.1,46.0,18.4,0,1,20.0,67.3,0,26,0.0,0,0,98.3,2,102,27.7,134,5,3,5,1,28,5,0.3,14.0,0,4,5.3,66.7,92.9,14.1,9.4,0,1,4.2,76.8,0,14,0.0,0,1,72.9,16,237,64.4,255,9,20,24,0,88,59,0.4,5.5
