"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","252","25","0.42","75","2.07","79.6","24","Mykal Walker","56","11","0.23","67","0.52","58.5"
"Kyle Pitts","294","19","0.3","65","1.5","68.5","-24","C.J. Mosley","385","11","0.2","80","0.9","84.3"
"Hayden Hurst","224","13","0.19","60","0.82","44","-25","SirVocea Dennis","46","13","0.22","83","1.07","60.1"
"Tanner Hudson","109","24","0.38","85","1.77","71.4","-11","Foyesade Oluokun","406","15","0.25","84","0.96","83.1"
"David Njoku","356","21","0.32","67","1.38","65.6","4","Troy Reeder","33","21","0.59","86","2.3","58.4"
"Jake Ferguson","318","18","0.33","71","1.32","71.4","23","Jordyn Brooks","308","18","0.27","83","1.26","66.7"
"Adam Trautman","269","9","0.15","70","0.46","47.8","-62","Blake Cashman","261","16","0.21","69","0.8","90.5"
"Sam LaPorta","345","22","0.4","71","1.56","71.3","-5","Demario Davis","343","10","0.13","61","0.37","85.9"
"Tucker Kraft","109","7","0.17","88","0.53","50.1","-9","Drue Tranquill","257","15","0.21","79","0.96","66.9"
"Dalton Schultz","317","18","0.36","69","1.44","72.1","10","Josey Jewell","236","10","0.17","83","0.9","69.1"
"Will Mallory","64","14","0.24","67","1.42","65.5","-4","Jack Gibbens","206","6","0.11","77","0.57","74"
"Evan Engram","371","21","0.32","81","1.43","66","16","Logan Wilson","386","13","0.24","78","1.1","60"
"Travis Kelce","324","27","0.53","81","2.26","83","62","Quay Walker","266","15","0.26","82","1.12","61.8"
"Tyler Higbee","347","14","0.22","68","0.96","58.1","-7","Grant Delpit","305","8","0.11","84","0.46","71.7"
"Gerald Everett","185","17","0.35","81","1.14","65.9","19","Ja'Whaun Bentley","271","11","0.22","81","1.08","69.4"
"Durham Smythe","258","9","0.14","78","0.69","51","-26","Jamin Davis","344","13","0.27","76","1.24","67.5"
"Hunter Henry","295","16","0.26","65","1.01","63.1","13","Eric Kendricks","282","14","0.25","82","1.32","64"
"Juwan Johnson","192","15","0.2","62","0.74","52.9","18","Jack Campbell","172","16","0.36","82","1.58","51.8"
"Tyler Conklin","294","17","0.27","80","1.41","63.8","7","Nate Landman","230","14","0.27","82","1.05","73.1"
"Jack Stoll","86","8","0.08","57","0.31","46.9","-46","Dre Greenlaw","371","17","0.26","64","0.85","69.3"
"Pat Freiermuth","133","19","0.36","72","1.35","72.6","43","Josh Woods","210","10","0.25","82","0.75","40.7"
"Noah Fant","203","12","0.22","79","1.29","64.6","7","Donovan Wilson","243","7","0.14","75","0.44","60.1"
"George Kittle","303","20","0.47","77","2.2","87.3","21","Nicholas Morrow","305","10","0.13","70","0.59","76.7"
"Cade Otton","375","13","0.24","76","0.93","53.9","9","Kamu Grugier-Hill","115","13","0.26","80","0.99","50.7"
"Chigoziem Okonkwo","247","19","0.23","68","1.02","54.5","-10","E.J. Speed","218","15","0.16","66","0.68","65.1"
"Logan Thomas","391","16","0.27","73","1.08","61.1","-14","Jerome Baker","347","13","0.24","87","0.87","66.7"
