player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,11,8,1.8,0,0,2,50.5,76.2,88.6,68.2,75.3,29.6,17.6,6,0,181,186,9.9,18,20
Brandon Graham,5538,ED,PHI,11,0,4.0,0,0,24,66.1,78.2,58.9,77.0,65.8,65.7,0.0,0,1,57,62,3.5,2,3
Jason Pierre-Paul,5540,ED,NO,1,1,1.0,0,0,20,,67.9,75.3,52.6,70.8,71.4,0.0,0,0,11,11,9.1,1,1
Kareem Jackson,5545,S,DEN,8,7,8.2,0,0,10,76.1,67.5,0.0,62.8,49.6,68.1,20.0,5,4,200,206,0.5,1,13
Jerry Hughes,5556,ED,HST,11,2,2.4,0,0,13,63.8,63.9,68.3,58.8,63.7,55.8,5.3,1,1,105,108,11.4,12,16
Linval Joseph,5571,DI,BUF,4,0,2.0,0,0,4,,37.4,82.0,47.8,37.9,42.5,0.0,0,0,42,42,7.1,3,5
Al Woods,5646,DI,NYJ,6,2,1.0,0,0,22,,54.0,81.4,53.0,55.4,71.5,0.0,0,0,70,74,4.3,3,3
Von Miller,6154,ED,BUF,8,0,2.5,0,0,4,63.5,47.9,47.0,51.9,49.3,27.5,33.3,1,1,40,40,2.5,1,2
Patrick Peterson,6157,CB,PIT,11,4,6.9,1,0,25,61.6,60.5,33.3,75.3,57.1,29.5,12.5,2,5,274,283,1.1,3,10
Cameron Jordan,6176,ED,NO,11,11,3.4,0,0,20,77.3,76.7,88.9,67.8,72.6,58.1,6.3,2,0,210,217,5.7,12,19
Cameron Heyward,6183,DI,PIT,5,3,2.8,0,0,25,67.0,71.0,81.7,57.8,70.3,76.6,0.0,0,0,59,62,18.6,11,13
Justin Houston,6222,ED,CAR,7,2,1.7,0,0,5,82.9,61.2,48.1,61.8,49.0,44.8,28.6,2,1,58,59,1.7,1,3
Lawrence Guy Sr.,6385,DI,NE,11,8,2.4,0,0,19,63.5,38.3,85.3,45.9,37.8,61.5,0.0,0,0,192,201,6.8,13,15
Nick Bellore,6515,LB,SEA,3,0,-1.0,0,0,29,63.6,78.0,70.2,58.3,73.5,71.7,0.0,0,0,9,9,11.1,1,1
Stephon Gilmore,7016,CB,DAL,12,0,7.6,2,0,9,69.0,70.9,86.4,,73.6,66.4,16.7,1,6,262,264,0.0,0,5
Fletcher Cox,7018,DI,PHI,10,4,3.5,0,0,24,67.0,68.1,57.1,67.0,60.9,64.4,0.0,0,2,118,122,3.4,4,11
Bobby Wagner,7050,LB,SEA,12,22,2.4,0,0,29,61.0,82.1,84.9,77.8,91.4,91.4,4.2,3,1,306,308,11.1,34,47
Lavonte David,7060,LB,TB,10,9,1.2,0,0,30,61.4,66.0,57.8,64.4,70.5,63.7,12.5,5,1,215,218,9.3,20,26
Demario Davis,7079,LB,NO,11,15,4.6,1,0,20,77.4,85.8,86.3,76.5,82.7,88.4,6.7,3,1,266,277,5.6,15,27
Rodney McLeod,7271,S,CLV,10,5,4.9,0,0,8,52.5,54.1,83.0,52.5,61.4,50.3,21.7,5,0,102,106,9.8,10,13
Tashaun Gipson Sr.,7288,S,SF,11,8,7.6,1,0,28,73.5,74.6,57.4,68.2,73.7,78.0,15.8,3,2,194,202,1.0,2,8
Harrison Smith,7641,S,MIN,12,9,4.8,0,1,18,73.6,72.2,86.7,59.6,65.5,72.8,16.1,5,1,280,290,2.9,8,17
Josh Norman,7649,CB,BUF,1,0,5.0,0,0,4,,47.5,70.1,,54.4,70.5,0.0,0,0,5,5,0.0,0,1
Justin Bethel,7654,CB,MIA,3,1,1.7,0,0,17,69.3,73.7,79.8,90.9,65.4,85.2,0.0,0,0,32,33,6.3,2,3
Darius Slay,7817,CB,PHI,10,2,10.7,0,0,24,65.7,66.1,86.9,,60.9,58.4,11.1,1,2,182,188,1.1,2,6
Johnathan Hankins,7830,DI,DAL,12,9,3.2,0,0,9,65.4,45.5,26.9,62.0,42.8,41.2,10.7,3,3,160,161,5.0,8,16
Tyrann Mathieu,7850,S,NO,11,7,9.7,1,0,20,79.4,77.1,59.3,50.5,70.0,85.4,11.1,2,3,267,278,0.4,1,9
John Jenkins,7863,DI,LV,12,16,2.5,0,0,23,59.1,66.7,86.3,70.6,60.6,59.0,4.3,2,0,238,252,8.4,20,28
Duron Harmon,7872,S,CHI,2,0,4.0,0,0,6,60.8,63.6,76.5,59.0,67.5,82.6,0.0,0,0,29,29,3.4,1,1
William Gholston,7908,DI,TB,11,1,2.5,0,0,30,62.1,62.4,50.6,59.2,60.8,74.0,0.0,0,1,97,101,7.2,7,11
Micah Hyde,7941,S,BUF,11,2,24.2,0,0,4,69.4,67.5,87.4,63.0,54.2,65.6,21.4,3,0,219,223,0.5,1,9
Jordan Poyer,8000,S,BUF,11,12,7.1,0,0,4,73.3,74.9,58.8,54.7,78.1,76.5,5.7,2,1,246,250,3.7,9,21
Nick Williams,8006,DI,LAC,11,6,3.0,0,0,27,81.3,59.3,85.0,63.4,49.6,39.0,11.1,2,0,153,157,3.3,5,10
Mike Purcell,8530,DI,DEN,10,6,3.2,1,0,10,45.6,45.4,63.3,60.3,43.6,25.8,26.7,4,1,140,147,2.1,3,5
Jadeveon Clowney,8636,ED,BLT,12,3,2.1,0,0,3,65.9,80.7,63.5,78.1,69.4,36.0,15.0,3,2,109,111,9.2,10,14
Khalil Mack,8640,ED,LAC,11,9,1.6,0,0,27,79.0,90.2,88.9,78.2,89.1,67.0,6.3,2,0,204,210,8.8,18,21
Anthony Barr,8644,LB,MIN,2,0,,0,0,18,85.2,73.6,77.5,48.8,61.8,70.5,,0,0,3,3,0.0,0,0
Aaron Donald,8648,DI,LA,11,9,0.7,1,0,26,49.8,89.8,61.0,91.1,67.8,47.2,9.1,3,2,210,220,9.5,20,21
C.J. Mosley,8652,LB,NYJ,11,25,3.7,0,0,22,88.2,86.3,32.5,89.8,71.2,79.8,5.9,4,3,328,338,7.3,24,39
Jimmie Ward,8665,S,HST,6,6,7.2,0,0,13,67.8,67.8,33.2,50.7,68.5,77.1,7.7,1,2,131,135,1.5,2,6
Bradley Roby,8666,CB,PHI,4,0,,0,0,24,63.4,63.7,80.4,74.5,53.4,40.4,100.0,1,0,50,53,0.0,0,0
DeMarcus Lawrence,8669,ED,DAL,12,10,0.7,1,0,9,63.6,90.3,72.4,78.9,90.5,51.1,3.4,1,1,129,130,12.4,16,18
Kyle Van Noy,8675,ED,BLT,9,2,5.2,0,0,3,53.8,64.4,62.3,69.0,53.5,51.3,0.0,0,1,71,74,5.6,4,6
Jerick McKinnon,8731,HB,KC,1,0,,0,0,16,,60.0,60.4,,60.0,,,0,0,1,1,0.0,0,0
DaQuan Jones,8747,DI,BUF,5,3,1.4,0,0,4,60.0,90.2,80.9,89.5,76.9,29.5,11.1,1,0,33,33,12.1,4,5
Brent Urban,8769,DI,BLT,12,3,3.4,0,0,3,62.7,65.9,83.0,60.3,63.2,63.7,6.7,1,0,67,68,7.5,5,11
Shelby Harris,8869,DI,CLV,11,4,0.7,0,0,8,58.0,68.7,57.1,75.6,62.4,47.0,10.0,2,1,120,125,9.2,11,14
Denico Autry,8982,ED,TEN,11,7,0.2,2,0,31,62.5,65.2,61.7,66.1,59.0,50.9,13.0,3,2,164,166,7.9,13,13
Shaquil Barrett,9000,ED,TB,11,11,2.2,0,0,30,52.4,76.1,25.0,81.3,72.0,64.9,6.7,2,4,149,152,6.7,10,17
Kerry Hyder Jr.,9045,ED,HST,5,0,-3.0,0,0,13,60.0,60.6,83.5,62.9,51.5,73.6,0.0,0,0,24,27,4.2,1,1
Adrian Phillips,9177,S,NE,11,2,6.2,0,0,19,44.1,45.7,78.8,39.2,64.2,28.3,12.5,1,0,42,44,7.1,3,5
C.J. Goodwin,9243,CB,DAL,2,0,,0,0,9,69.3,69.2,82.1,,60.0,75.4,,0,0,3,3,0.0,0,0
Daniel Sorensen,9253,S,NO,2,0,,0,0,20,47.7,46.4,70.8,,60.0,22.6,,0,0,3,3,0.0,0,0
Keith Smith,9302,FB,ATL,1,0,,0,0,2,,61.6,60.1,,60.0,,,0,0,1,1,0.0,0,0
Dante Fowler Jr.,9436,ED,DAL,10,1,1.0,1,0,9,64.1,62.2,0.0,73.7,52.8,29.2,25.0,1,5,48,48,2.1,1,2
Leonard Williams,9439,DI,SEA,13,10,2.6,2,0,29,67.9,70.9,30.3,76.7,61.7,35.2,9.7,3,5,241,244,5.8,14,18
Arik Armstead,9450,DI,SF,11,3,2.9,0,0,28,73.5,81.7,57.7,84.9,60.1,47.1,5.9,1,2,135,141,5.2,7,13
Marcus Peters,9451,CB,LV,12,3,5.1,0,0,23,71.3,68.8,86.8,,50.7,30.0,33.3,5,3,292,306,1.0,3,7
Bud Dupree,9455,ED,ATL,11,10,1.7,0,0,2,36.4,49.4,86.1,46.4,61.8,38.9,13.6,3,0,186,190,2.7,5,9
Shaq Thompson,9458,LB,CAR,2,3,6.5,0,0,5,59.9,65.3,75.2,64.3,65.8,43.2,0.0,0,0,34,35,2.9,1,4
Mario Edwards Jr.,9468,DI,SEA,12,2,1.1,1,0,29,60.0,66.5,10.5,79.3,57.9,37.8,14.3,2,4,131,132,6.1,8,10
Preston Smith,9471,ED,GB,11,9,2.1,1,0,12,63.8,72.4,71.5,65.2,73.7,71.1,3.6,1,1,186,192,8.6,16,18
Eric Kendricks,9478,LB,LAC,9,8,2.6,0,0,27,55.6,63.9,83.8,70.8,70.2,78.9,9.1,3,1,170,176,7.6,13,22
Denzel Perryman,9481,LB,HST,6,12,2.7,1,0,13,30.5,44.7,0.0,60.3,71.7,47.2,11.8,4,4,120,123,10.8,13,18
Ronald Darby,9483,CB,BLT,9,1,8.0,0,0,3,68.9,68.8,84.3,,60.3,52.1,25.0,1,0,108,109,0.9,1,2
Jordan Phillips,9485,DI,BUF,12,3,4.0,0,0,4,60.3,38.6,15.0,56.7,36.5,25.4,21.4,3,4,125,128,4.8,6,8
Markus Golden,9491,ED,PIT,10,0,1.0,0,0,25,64.1,75.6,82.1,71.3,70.0,56.5,0.0,0,0,73,78,6.8,5,5
Randy Gregory,9493,ED,SF,10,5,3.0,0,0,28,50.1,53.0,41.0,57.3,57.6,79.6,0.0,0,2,105,106,4.8,5,6
Frank Clark,9496,ED,SEA,6,2,4.0,0,0,29,42.3,38.6,51.2,48.6,44.3,28.0,20.0,1,1,55,55,3.6,2,2
Jordan Hicks,9517,LB,MIN,10,16,3.8,0,0,18,72.6,76.7,58.8,58.8,78.3,70.4,10.7,6,1,231,237,7.4,17,34
Danielle Hunter,9521,ED,MIN,12,11,2.6,0,0,18,73.0,76.6,82.6,76.7,47.9,61.6,7.3,3,1,244,253,7.4,18,27
Steven Nelson,9531,CB,HST,11,4,6.4,0,0,13,74.5,73.0,87.8,60.0,58.4,60.9,16.7,3,3,255,265,1.6,4,11
Angelo Blackson,9533,DI,JAX,10,3,0.4,0,0,15,57.8,51.0,52.1,48.9,62.0,27.5,20.0,2,1,65,67,7.7,5,5
Za'Darius Smith,9555,ED,CLV,11,5,0.0,2,0,8,81.9,75.1,20.3,78.4,61.8,44.8,12.5,2,4,128,131,7.0,9,9
Kwon Alexander,9557,LB,PIT,9,4,3.5,0,0,25,74.3,59.0,80.3,79.9,30.3,39.5,31.8,7,0,137,145,2.9,4,11
Grady Jarrett,9570,DI,ATL,8,6,1.9,1,0,2,55.6,70.1,63.9,70.3,66.9,44.7,11.1,2,1,119,121,8.4,10,10
Adrian Amos,9575,S,NYJ,8,2,4.9,0,0,22,61.0,72.7,85.5,,88.0,72.2,0.0,0,0,132,138,3.8,5,12
Bobby McCain,9578,CB,NYG,1,0,,0,0,21,57.4,49.0,73.5,,41.2,23.2,100.0,1,0,8,8,0.0,0,0
Michael Burton,9601,FB,DEN,1,0,,1,0,10,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
David Mayo,9602,LB,WAS,6,6,4.2,0,0,32,44.9,61.8,81.2,76.6,77.3,54.8,5.6,1,0,98,99,7.1,7,11
Quandre Diggs,9633,S,SEA,12,10,8.3,0,0,29,55.5,53.9,61.1,58.8,50.6,50.0,24.4,10,1,306,308,1.3,4,21
Rakeem Nunez-Roches,9650,DI,NYG,12,4,4.9,0,0,21,63.7,43.1,85.1,51.3,39.4,42.6,11.8,2,0,157,161,4.5,7,11
Troy Hill,9881,CB,CAR,11,5,3.0,2,0,5,76.4,65.0,0.0,43.9,43.4,41.6,13.3,2,4,106,108,3.8,4,8
DeShawn Williams,9891,DI,CAR,11,5,2.5,0,0,5,60.0,52.9,64.4,59.9,49.5,41.3,10.0,2,1,157,159,5.7,9,13
Dean Marlowe,9966,S,LAC,7,2,5.0,0,0,27,57.3,60.4,84.5,82.0,63.5,67.0,13.3,2,0,84,87,6.0,5,11
Alex Singleton,9994,LB,DEN,11,24,4.0,0,0,10,41.9,53.3,56.8,61.7,69.8,33.6,18.3,13,1,273,280,6.6,18,34
Efe Obada,10235,ED,WAS,4,0,3.0,0,0,32,64.4,44.0,83.2,71.8,25.9,71.7,0.0,0,0,33,33,3.0,1,1
Joey Bosa,10637,ED,LAC,9,3,2.7,1,0,27,65.4,78.4,18.1,80.3,70.7,66.8,6.3,1,4,99,102,11.1,11,12
Jalen Ramsey,10639,CB,MIA,4,0,5.0,1,0,17,88.2,84.7,83.2,60.0,52.9,67.5,0.0,0,1,66,68,0.0,0,1
DeForest Buckner,10641,DI,IND,11,14,2.4,0,0,14,68.1,76.7,21.7,85.6,59.6,49.9,5.0,2,5,205,210,9.3,19,24
Leonard Floyd,10643,ED,BUF,12,4,2.6,1,0,4,55.2,58.9,38.7,66.9,48.0,29.5,21.4,3,3,119,119,5.9,7,7
Eli Apple,10644,CB,MIA,7,1,3.6,1,0,17,48.9,56.4,84.9,84.7,85.9,55.7,0.0,0,4,142,146,2.1,3,5
Sheldon Rankins,10646,DI,HST,9,4,2.0,0,0,13,63.9,62.8,85.0,73.0,41.6,27.6,17.6,3,0,123,126,4.9,6,10
Keanu Neal,10651,S,PIT,9,7,7.1,0,0,25,56.4,59.6,81.1,60.2,65.1,50.2,17.2,5,1,146,154,4.8,7,17
Shaq Lawson,10653,ED,BUF,11,2,1.9,0,0,4,48.6,52.0,59.5,56.9,54.1,40.5,18.2,2,1,88,92,4.5,4,7
