player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,ED,ATL,11,0,0,2,68.2,7,13,242,97.0,11.6,28,0,5.4,3,266,258,23,0,70.5,4,10,120,96.2,15.0,18,7.5,2,133,128,16
Matthew Slater,4467,WR,NE,2,0,0,19,60.0,0,0,0,50.0,,0,0,,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Graham,5538,ED,PHI,11,0,0,24,77.0,2,9,128,92.8,18.0,23,1,7.4,4,153,142,15,0,90.1,2,7,60,97.1,31.7,19,14.2,4,70,68,13
Jason Pierre-Paul,5540,ED,NO,1,0,0,20,52.6,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,56.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Kareem Jackson,5545,S,DEN,8,0,0,10,62.8,0,0,1,0.4,100.0,1,4,0.0,0,274,1,0,0,,0,0,0,0.0,,0,,0,127,0,0
Jerry Hughes,5556,ED,HST,11,0,0,13,58.8,0,15,153,96.4,8.5,13,1,5.6,1,166,160,16,0,52.0,0,6,72,98.7,6.9,5,4.2,0,77,76,6
Linval Joseph,5571,DI,BUF,4,0,0,4,47.8,0,3,50,100.0,0.0,0,0,5.0,1,53,53,4,0,59.7,0,1,14,100.0,0.0,0,10.7,1,15,15,2
Al Woods,5646,DI,NYJ,6,0,0,22,53.0,1,0,63,100.0,1.6,1,0,2.4,1,66,66,2,0,53.2,1,0,29,100.0,3.4,1,1.7,0,30,30,1
Von Miller,6154,ED,BUF,8,0,0,4,51.9,1,7,102,92.6,7.8,8,1,3.9,0,122,113,8,0,53.0,1,4,60,91.7,10.0,6,4.2,0,72,66,5
Patrick Peterson,6157,CB,PIT,11,0,1,25,75.3,0,2,6,1.3,16.7,1,5,16.7,0,469,6,2,0,80.8,0,1,4,1.6,25.0,1,12.5,0,246,4,1
Cameron Jordan,6176,ED,NO,11,3,0,20,67.8,3,36,342,97.6,12.6,43,0,6.6,3,374,365,42,0,77.3,2,18,150,99.4,20.7,31,8.0,2,163,162,22
Cameron Heyward,6183,DI,PIT,5,0,0,25,57.8,1,5,105,100.0,7.6,8,0,3.8,1,114,114,7,0,57.3,0,3,48,100.0,6.3,3,5.2,1,52,52,4
Justin Houston,6222,ED,CAR,7,1,0,5,61.8,2,7,95,83.9,9.5,9,1,5.8,1,118,99,10,0,70.6,1,6,35,81.4,22.9,8,12.9,1,43,35,8
Lawrence Guy Sr.,6385,DI,NE,11,1,0,19,45.9,0,5,157,100.0,1.3,2,0,1.6,0,165,165,5,1,50.7,0,4,37,100.0,2.7,1,5.4,0,40,40,4
Nick Bellore,6515,LB,SEA,4,0,0,29,58.3,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,,,0,,0,0,0,0
Fletcher Cox,7018,DI,PHI,10,1,0,24,67.0,12,13,323,100.0,9.9,32,2,4.8,3,341,341,28,1,63.8,10,6,162,100.0,9.3,15,6.2,2,172,172,18
Bobby Wagner,7050,LB,SEA,12,0,0,29,77.8,2,8,54,11.3,20.4,11,1,14.8,3,531,60,13,0,81.4,1,3,33,14.5,21.2,7,15.2,3,249,36,7
Lavonte David,7060,LB,TB,10,0,0,30,64.4,0,4,45,10.9,11.1,5,1,11.1,3,421,46,7,0,68.5,0,2,18,9.3,27.8,5,11.1,1,204,19,3
Demario Davis,7079,LB,NO,11,0,1,20,76.5,3,10,50,12.4,12.0,6,1,21.0,4,420,52,17,0,73.7,1,6,34,20.3,8.8,3,19.1,3,172,35,10
Rodney McLeod,7271,S,CLV,10,0,0,8,52.5,0,1,5,2.9,0.0,0,0,10.0,0,174,5,1,0,56.6,0,1,2,2.4,0.0,0,25.0,0,84,2,1
Tashaun Gipson Sr.,7288,S,SF,11,0,1,28,68.2,0,4,8,1.7,25.0,2,2,37.5,1,474,8,5,0,61.9,0,4,5,2.2,20.0,1,40.0,0,232,5,4
Harrison Smith,7641,S,MIN,12,0,0,18,59.6,2,4,69,14.0,2.9,2,1,8.7,3,499,70,9,0,70.4,2,3,26,15.1,3.8,1,21.2,3,179,27,8
Justin Bethel,7654,CB,MIA,8,0,0,17,90.9,0,1,4,5.6,0.0,0,0,37.5,1,90,5,2,0,91.8,0,1,2,5.6,0.0,0,75.0,1,54,3,2
Johnathan Hankins,7830,DI,DAL,12,2,0,9,62.0,0,3,144,98.8,4.2,6,3,3.1,3,161,159,6,1,66.4,0,2,47,100.0,6.4,3,6.4,2,53,53,4
Tyrann Mathieu,7850,S,NO,11,0,1,20,50.5,1,3,9,2.3,0.0,0,3,22.2,0,433,10,4,0,51.7,0,3,6,3.3,0.0,0,25.0,0,181,6,3
John Jenkins,7863,DI,LV,12,2,0,23,70.6,1,11,191,100.0,8.4,16,0,3.7,1,197,197,13,0,76.5,0,7,47,100.0,19.1,9,7.4,0,48,48,7
Duron Harmon,7872,S,CHI,2,0,0,6,59.0,0,0,1,1.8,0.0,0,0,0.0,0,55,1,0,0,,0,0,0,0.0,,0,,0,24,0,0
William Gholston,7908,DI,TB,11,0,0,30,59.2,1,3,85,100.0,5.9,5,1,2.4,0,90,90,4,0,65.1,1,2,25,100.0,12.0,3,6.0,0,26,26,3
Micah Hyde,7941,S,BUF,11,1,0,4,63.0,1,1,13,3.5,0.0,0,0,7.7,0,434,15,2,0,53.5,0,0,2,1.9,0.0,0,0.0,0,211,4,0
Jordan Poyer,8000,S,BUF,11,0,0,4,54.7,1,4,27,7.2,7.4,2,1,13.0,1,446,32,6,0,61.2,1,1,11,7.0,18.2,2,18.2,1,214,15,3
Nick Williams,8006,DI,LAC,11,0,0,27,63.4,0,7,158,100.0,5.1,8,0,2.8,1,168,168,8,0,69.2,0,3,57,100.0,10.5,6,2.6,0,60,60,3
Mike Purcell,8530,DI,DEN,10,3,1,10,60.3,3,1,121,96.3,4.1,5,1,1.7,0,135,130,4,1,58.0,1,0,43,95.7,4.7,2,1.2,0,47,45,1
