player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Sam Howell,97599,QB,WAS,12,77.1,446,486,7.8,2.81,12,24,4.7,66.5,323,0,220,6.1,569,21,165,32,74.9,64.9,61.9,75.2,2,13,601,3,25.0,87.3,9.7,55,26,0,26,18,21,3.5,3338,6.9
Josh Allen,46601,QB,BUF,12,78.0,404,433,8.5,2.87,4,27,5.9,68.1,295,0,159,6.3,483,20,167,4,71.4,91.4,89.5,82.5,3,13,515,7,9.4,95.8,3.1,15,35,1,21,24,12,2.3,3215,7.4
Patrick Mahomes,11765,QB,KC,11,78.9,380,411,7.2,3.02,3,18,4.2,68.1,280,0,163,6.7,463,20,164,16,71.2,89.1,83.6,86.5,9,9,490,4,8.6,96.4,3.0,14,36,2,17,21,14,2.9,2919,7.1
Dak Prescott,10769,QB,DAL,12,78.3,396,411,8.7,2.68,6,29,6.6,70.1,288,0,145,7.1,461,22,170,9,89.8,92.2,91.0,80.7,5,6,495,4,17.9,108.3,5.6,26,20,0,4,26,7,1.4,3234,7.9
Jared Goff,10635,QB,DET,11,80.3,370,405,7.2,2.58,6,15,3.5,67.9,275,0,152,7.4,432,22,152,11,52.9,82.9,81.8,55.0,5,8,452,4,13.2,96.9,4.6,20,7,1,23,18,12,2.7,3074,7.6
Geno Smith,7820,QB,SEA,12,77.0,356,402,8.4,2.76,10,25,5.8,64.4,259,0,176,5.5,446,15,140,29,79.8,78.9,78.3,62.3,7,9,479,6,15.3,89.1,6.1,27,15,4,25,15,19,4.0,2918,7.3
Justin Herbert,28237,QB,LAC,11,75.1,374,401,8.3,2.75,7,21,4.9,66.1,265,1,167,5.7,461,16,151,27,62.5,83.9,81.1,75.7,8,6,493,5,15.0,96.9,5.4,25,31,0,12,20,13,2.6,2829,7.1
Joshua Dobbs,11890,QB,MIN,12,71.8,369,394,8.1,3.01,6,11,2.6,64.0,252,1,170,4.9,452,13,136,18,55.5,66.0,59.6,83.8,5,10,490,5,14.7,81.2,5.5,25,30,0,14,13,21,4.3,2401,6.1
C.J. Stroud,129759,QB,HST,11,74.2,361,391,9.6,2.95,6,18,4.3,63.7,249,0,153,7.1,436,19,162,13,53.1,86.3,82.9,77.0,3,5,460,2,17.0,100.8,6.0,26,17,6,15,19,11,2.4,3266,8.4
Baker Mayfield,46518,QB,TB,11,74.3,350,380,9.1,2.79,12,12,2.9,64.7,246,1,153,5.4,431,14,130,30,60.0,72.5,70.9,65.7,6,7,462,3,17.0,91.7,6.0,26,24,0,12,17,14,3.0,2590,6.8
Tua Tagovailoa,60326,QB,MIA,11,79.5,352,376,8.1,2.3,8,25,6.4,69.7,262,0,87,6.4,404,18,158,17,55.9,88.1,90.5,27.5,2,10,423,3,19.5,104.2,4.2,17,10,2,12,22,14,3.3,3215,8.6
Derek Carr,8671,QB,NO,11,73.8,347,372,8.7,2.56,3,15,3.9,65.6,244,0,130,4.7,402,12,117,20,45.4,67.6,67.8,48.7,5,5,419,2,16.9,88.5,5.5,22,8,0,17,10,12,2.9,2535,6.8
Jordan Love,40306,QB,GB,11,70.7,345,372,9.6,2.75,6,18,4.6,60.5,225,0,128,7.8,415,19,133,12,61.3,74.1,72.7,66.0,7,10,438,8,16.4,87.4,5.1,21,19,2,12,19,11,2.5,2599,7.0
