player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
P.J. Locke,51189,S,DEN,6,0,10,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.0,1,104,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
CJ Henderson,55593,CB,CAR,8,0,5,0,2,0,0,1,0,66.7,2,2,75.0,1,1,0,0,1.7,3,175,3,66.7,0,0,1,0,33.3,1,1,50.0,0,0,0,1,1,0
Vonn Bell,10695,S,CAR,8,0,5,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,245,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Xavier Woods,11946,S,CAR,8,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,232,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Josh Blackwell,55589,CB,CHI,3,0,6,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,8.3,1,12,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Christian Gonzalez,131679,CB,NE,4,0,19,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.7,2,121,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Charvarius Ward,43034,CB,SF,11,0,28,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.2,1,433,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Marco Wilson,55592,CB,ARZ,11,0,1,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,365,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Tre'Davious White,11782,CB,BUF,4,0,4,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,113,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Emmanuel Forbes,124166,CB,WAS,10,0,32,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,206,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Miles Killebrew,10745,LB,PIT,4,0,25,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,4.5,1,22,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
DeShon Elliott,28854,S,MIA,10,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,381,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jack Jones,29050,CB,LV,6,0,23,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.8,1,118,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tre Brown,55677,CB,SEA,11,0,29,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.7,2,288,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Elijah Riley,44440,S,PIT,3,0,25,0,2,0,0,1,1,50.0,1,1,50.0,0,0,0,2,7.4,2,27,2,50.0,0,0,1,1,50.0,1,1,50.0,0,0,0,0,0,0
Marlon Humphrey,11771,CB,BLT,6,0,3,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.0,2,201,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Donte Jackson,49377,CB,CAR,10,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,295,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
