team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2021,NYR,NYR,Team Level,other,9,0.81,0.52,0.52,1380.0,17.42,5.54,1.04,2.58,0.53,7.89,6.42,5.09,5.54,5.09,19.0,5.0,5.0,29.0,6.0,0.0,0.0,2.0,4.0,7.0,5.0,13.0,18.0,1.0,2.0,17.0,5.0,2.0,3.0,6.0,12.0,6.0,0.21,1.26,4.08,1.0,2.0,3.0,29.0,24.0,24.0,1.0,0.32,0.0,0.0,5.86,5.86,5.39,16.52,1.34,1.1,3.1,0.5,8.82,7.13,1.34,1.34,1.34,20.0,2.0,5.0,27.0,3.0,0.0,0.0,2.0,0.0,6.0,11.0,17.0,19.0,2.0,4.0,15.0,4.0,5.0,3.0,16.0,6.0,0.0,0.58,0.76,0.0,2.0,1.0,0.0,27.0,22.0,22.0,0.0,0.28,0.0,0.0,1.62,1.62,1.62
NYR,2021,NYR,NYR,Team Level,all,9,0.53,0.48,0.48,32726.0,260.72,28.38,18.19,57.93,8.21,147.12,104.17,25.72,28.41,25.75,244.0,120.0,129.0,493.0,22.0,14.0,2.0,61.0,17.0,128.0,122.0,222.0,342.0,38.0,82.0,221.0,254.0,63.0,96.0,275.0,59.0,30.0,7.89,6.87,13.62,9.0,5.0,8.0,494.54,364.0,365.88,59.0,4.08,3.72,3.72,28.73,28.91,26.48,284.47,25.11,19.39,63.06,9.06,162.69,117.69,23.79,24.82,23.52,283.0,114.0,131.0,528.0,19.0,15.0,3.0,65.0,7.0,121.0,170.0,264.0,378.0,40.0,86.0,267.0,180.0,61.0,88.0,298.0,82.0,17.0,9.07,9.35,6.69,8.0,7.0,4.0,525.69,397.0,395.48,50.0,4.27,2.47,2.47,26.91,26.63,25.36
NYR,2021,NYR,NYR,Team Level,5on5,9,0.49,0.47,0.47,25566.0,186.18,14.72,12.71,43.78,5.93,106.62,77.25,14.39,14.74,14.43,173.0,88.0,100.0,361.0,12.0,11.0,2.0,49.0,10.0,85.0,94.0,161.0,249.0,35.0,76.0,157.0,237.0,48.0,78.0,209.0,39.0,13.0,6.21,4.79,3.72,8.0,2.0,2.0,362.54,261.0,262.88,50.0,2.61,2.7,2.7,14.62,14.8,14.62,215.0,15.57,14.29,50.08,6.93,123.08,90.06,15.17,15.29,14.9,210.0,90.0,99.0,399.0,10.0,13.0,2.0,50.0,3.0,90.0,134.0,200.0,290.0,33.0,72.0,177.0,163.0,47.0,67.0,230.0,63.0,7.0,6.67,7.16,1.74,5.0,5.0,0.0,396.69,300.0,298.48,42.0,2.92,1.59,1.59,16.9,16.62,16.33
NYR,2021,NYR,NYR,Team Level,4on5,9,0.05,0.1,0.11,2843.0,6.06,0.4,0.27,0.86,0.17,1.86,4.44,0.4,0.4,0.4,6.0,2.0,2.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,6.0,8.0,0.0,0.0,19.0,10.0,6.0,9.0,7.0,1.0,0.0,0.32,0.08,0.0,0.0,0.0,0.0,10.0,8.0,8.0,8.0,0.06,0.0,0.0,0.46,0.46,0.46,44.72,7.55,3.69,8.68,1.41,28.24,14.44,6.64,7.55,6.64,46.0,18.0,26.0,90.0,5.0,2.0,1.0,13.0,4.0,24.0,16.0,41.0,59.0,3.0,6.0,49.0,3.0,1.0,9.0,42.0,13.0,9.0,1.53,1.42,4.6,1.0,1.0,3.0,90.0,64.0,64.0,0.0,1.0,0.88,0.88,7.67,7.67,6.69
NYR,2021,NYR,NYR,Team Level,5on4,9,0.92,0.89,0.87,2937.0,51.06,7.71,4.17,10.72,1.58,30.76,16.06,5.82,7.71,5.82,46.0,25.0,22.0,93.0,4.0,3.0,0.0,8.0,2.0,36.0,18.0,42.0,67.0,2.0,4.0,28.0,2.0,7.0,6.0,53.0,7.0,11.0,1.15,0.74,5.82,0.0,1.0,3.0,93.0,71.0,71.0,0.0,1.09,1.02,1.02,7.78,7.78,6.0,8.23,0.64,0.32,1.2,0.22,2.56,6.06,0.64,0.64,0.64,7.0,4.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,10.0,2.0,4.0,26.0,10.0,8.0,9.0,10.0,0.0,1.0,0.29,0.0,0.35,0.0,0.0,1.0,12.0,11.0,11.0,8.0,0.08,0.0,0.0,0.72,0.72,0.72
NYI,2021,NYI,NYI,Team Level,other,7,0.37,0.38,0.42,720.0,9.13,1.15,0.56,1.88,0.26,4.7,4.45,0.93,1.15,0.93,9.0,4.0,2.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,9.0,13.0,0.0,0.0,7.0,5.0,2.0,0.0,9.0,3.0,1.0,0.38,0.29,0.48,0.0,0.0,0.0,15.0,13.0,13.0,0.0,0.15,0.0,0.0,1.3,1.3,1.08,13.81,1.93,1.05,2.39,0.43,7.06,5.14,1.84,1.93,1.84,15.0,3.0,6.0,24.0,2.0,2.0,0.0,4.0,1.0,7.0,2.0,13.0,16.0,2.0,4.0,15.0,2.0,0.0,2.0,8.0,8.0,2.0,0.29,0.96,0.68,0.0,1.0,1.0,24.0,18.0,18.0,2.0,0.27,0.56,0.56,1.64,1.64,1.57
NYI,2021,NYI,NYI,Team Level,all,7,0.47,0.44,0.46,25609.0,204.76,17.75,13.32,46.37,6.3,114.72,84.54,16.25,18.52,16.98,209.0,74.0,79.0,362.0,17.0,11.0,4.0,41.0,8.0,103.0,103.0,192.0,266.0,24.0,54.0,195.0,233.0,60.0,52.0,223.0,38.0,22.0,5.52,4.48,7.75,5.0,2.0,10.0,377.84,283.0,294.96,30.0,2.91,2.63,2.63,18.04,18.75,17.5,238.68,20.31,16.62,55.38,7.79,135.82,97.09,19.72,19.73,19.14,233.0,100.0,127.0,460.0,17.0,13.0,1.0,45.0,9.0,127.0,122.0,216.0,316.0,26.0,58.0,195.0,164.0,49.0,72.0,255.0,60.0,18.0,8.04,7.17,5.1,7.0,6.0,4.0,448.66,333.0,324.2,33.0,3.58,2.72,2.72,21.17,20.51,20.16
NYI,2021,NYI,NYI,Team Level,5on5,7,0.46,0.44,0.46,20956.0,163.27,12.48,10.49,38.96,5.1,91.6,67.37,11.96,13.25,12.7,163.0,63.0,66.0,292.0,13.0,11.0,4.0,35.0,5.0,83.0,79.0,150.0,213.0,21.0,48.0,160.0,217.0,51.0,42.0,178.0,35.0,13.0,4.74,4.19,3.55,5.0,2.0,6.0,307.84,226.0,237.96,26.0,2.14,2.63,2.63,11.99,12.7,12.48,186.59,14.79,12.52,45.12,6.08,108.17,76.32,14.46,14.2,13.88,181.0,82.0,104.0,367.0,13.0,8.0,1.0,37.0,8.0,98.0,99.0,168.0,250.0,24.0,54.0,147.0,156.0,40.0,64.0,211.0,39.0,13.0,6.44,4.74,3.61,6.0,4.0,3.0,355.66,263.0,254.2,30.0,2.57,1.52,1.52,15.84,15.18,15.0
NYI,2021,NYI,NYI,Team Level,4on5,7,0.05,0.09,0.13,1956.0,4.74,0.15,0.12,0.52,0.15,1.27,3.79,0.15,0.15,0.15,5.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,6.0,0.0,0.0,12.0,7.0,4.0,4.0,6.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,0.03,0.0,0.0,0.18,0.18,0.18,30.85,3.13,2.78,7.01,1.09,18.19,9.8,2.96,3.13,2.96,29.0,13.0,16.0,58.0,2.0,3.0,0.0,2.0,0.0,21.0,14.0,27.0,40.0,0.0,0.0,12.0,3.0,3.0,4.0,27.0,13.0,2.0,1.13,1.47,0.53,1.0,1.0,0.0,58.0,42.0,42.0,0.0,0.68,0.64,0.64,3.17,3.17,3.06
NYI,2021,NYI,NYI,Team Level,5on4,7,0.9,0.82,0.79,1977.0,27.63,3.98,2.15,5.0,0.79,17.15,8.93,3.2,3.98,3.2,32.0,6.0,11.0,49.0,4.0,0.0,0.0,5.0,2.0,17.0,10.0,28.0,34.0,3.0,6.0,16.0,4.0,3.0,6.0,30.0,0.0,8.0,0.25,0.0,3.73,0.0,0.0,4.0,49.0,38.0,38.0,0.0,0.58,0.0,0.0,4.56,4.56,3.75,7.41,0.46,0.27,0.85,0.19,2.41,5.82,0.46,0.46,0.46,8.0,2.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,8.0,10.0,0.0,0.0,21.0,3.0,6.0,2.0,9.0,0.0,1.0,0.18,0.0,0.28,0.0,0.0,0.0,11.0,10.0,10.0,1.0,0.07,0.0,0.0,0.53,0.53,0.53
