team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
TBL,2021,TBL,TBL,Team Level,other,8,0.47,0.52,0.52,1280.0,25.68,5.43,1.81,4.25,0.76,13.73,8.03,5.35,5.43,5.35,28.0,6.0,7.0,41.0,9.0,0.0,0.0,3.0,1.0,10.0,11.0,19.0,25.0,1.0,2.0,22.0,2.0,4.0,1.0,18.0,10.0,6.0,0.86,1.2,3.37,3.0,2.0,4.0,41.0,34.0,34.0,1.0,0.53,0.0,0.0,5.95,5.95,5.86,22.46,6.13,1.58,3.94,0.95,10.91,8.48,5.97,6.13,5.97,24.0,8.0,6.0,38.0,9.0,2.0,1.0,3.0,2.0,8.0,8.0,15.0,23.0,1.0,2.0,20.0,4.0,7.0,2.0,12.0,12.0,8.0,0.5,1.46,4.18,1.0,2.0,6.0,38.0,32.0,32.0,1.0,0.43,0.53,0.53,6.03,6.03,5.96
TBL,2021,TBL,TBL,Team Level,all,8,0.49,0.52,0.52,29548.0,254.47,23.7,17.77,56.1,8.2,144.96,104.28,23.06,23.75,23.13,258.0,97.0,99.0,454.0,26.0,14.0,2.0,68.0,5.0,109.0,133.0,232.0,329.0,37.0,85.0,241.0,205.0,45.0,36.0,262.0,77.0,16.0,8.02,9.23,6.45,12.0,9.0,5.0,453.62,355.0,352.22,19.0,3.91,2.8,2.8,24.8,24.96,24.49,233.36,24.95,16.04,51.61,7.63,128.8,93.98,24.31,25.26,24.62,232.0,91.0,91.0,414.0,27.0,14.0,6.0,48.0,13.0,86.0,135.0,205.0,296.0,35.0,87.0,232.0,176.0,35.0,37.0,228.0,67.0,28.0,6.7,7.64,10.61,5.0,8.0,14.0,417.92,323.0,327.53,26.0,3.54,3.71,3.71,24.78,25.09,24.75
TBL,2021,TBL,TBL,Team Level,5on5,8,0.51,0.53,0.53,23061.0,191.04,14.75,12.76,44.43,5.95,108.0,80.12,14.28,14.8,14.35,194.0,72.0,79.0,345.0,14.0,12.0,1.0,61.0,4.0,81.0,94.0,180.0,252.0,34.0,79.0,181.0,192.0,34.0,26.0,205.0,52.0,9.0,5.84,6.19,2.72,6.0,7.0,1.0,344.62,266.0,263.23,15.0,2.63,2.72,2.72,14.65,14.81,14.54,170.83,14.38,11.16,39.87,5.4,94.8,70.41,14.09,14.69,14.4,173.0,63.0,68.0,304.0,16.0,11.0,5.0,38.0,10.0,59.0,102.0,157.0,220.0,31.0,79.0,166.0,158.0,20.0,24.0,183.0,39.0,14.0,5.55,4.28,4.54,4.0,6.0,6.0,307.92,236.0,240.53,21.0,2.29,2.86,2.86,13.81,14.12,13.98
TBL,2021,TBL,TBL,Team Level,4on5,8,0.17,0.13,0.13,2743.0,4.97,0.73,0.3,0.63,0.17,1.77,3.4,0.73,0.73,0.73,7.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,7.0,2.0,4.0,22.0,10.0,5.0,3.0,4.0,2.0,1.0,0.05,0.31,0.36,0.0,0.0,0.0,9.0,7.0,7.0,3.0,0.07,0.0,0.0,0.79,0.79,0.79,33.51,3.45,2.91,6.86,1.09,21.31,11.37,3.26,3.45,3.26,28.0,19.0,15.0,62.0,2.0,1.0,0.0,5.0,1.0,19.0,19.0,26.0,45.0,3.0,6.0,24.0,8.0,5.0,9.0,29.0,14.0,4.0,0.51,1.59,1.34,0.0,0.0,2.0,62.0,47.0,47.0,2.0,0.74,0.32,0.32,3.86,3.86,3.74
TBL,2021,TBL,TBL,Team Level,5on4,8,0.74,0.86,0.86,2464.0,32.78,2.8,2.9,6.79,1.32,21.46,12.73,2.71,2.8,2.71,29.0,19.0,11.0,59.0,3.0,2.0,1.0,4.0,0.0,17.0,22.0,26.0,45.0,0.0,0.0,16.0,1.0,2.0,6.0,35.0,13.0,0.0,1.27,1.53,0.0,3.0,0.0,0.0,59.0,48.0,48.0,0.0,0.68,0.08,0.08,3.41,3.41,3.3,6.56,0.99,0.39,0.94,0.18,1.78,3.72,0.99,0.99,0.99,7.0,1.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,22.0,6.0,3.0,2.0,4.0,2.0,2.0,0.14,0.31,0.54,0.0,0.0,0.0,10.0,8.0,8.0,2.0,0.09,0.0,0.0,1.08,1.08,1.08
PIT,2021,PIT,PIT,Team Level,other,8,0.48,0.6,0.55,910.0,17.97,3.68,1.38,3.32,0.65,10.21,6.78,3.56,3.68,3.56,19.0,7.0,7.0,33.0,5.0,2.0,2.0,1.0,0.0,6.0,12.0,14.0,21.0,1.0,2.0,13.0,1.0,6.0,5.0,15.0,7.0,4.0,0.71,0.82,2.15,1.0,0.0,4.0,33.0,26.0,26.0,2.0,0.37,0.49,0.49,3.57,3.57,3.52,16.44,3.97,1.1,3.09,0.52,7.17,5.15,3.89,3.97,3.89,17.0,4.0,1.0,22.0,5.0,1.0,0.0,4.0,1.0,5.0,5.0,12.0,16.0,4.0,8.0,8.0,4.0,1.0,3.0,9.0,7.0,5.0,0.41,0.91,2.65,1.0,1.0,3.0,22.0,21.0,21.0,2.0,0.3,0.33,0.33,3.94,3.94,3.9
PIT,2021,PIT,PIT,Team Level,all,8,0.56,0.53,0.53,29197.0,267.35,29.54,18.49,58.12,8.69,149.29,106.86,27.5,29.51,27.45,278.0,93.0,102.0,473.0,26.0,21.0,6.0,56.0,10.0,108.0,150.0,252.0,345.0,25.0,56.0,231.0,221.0,56.0,50.0,260.0,81.0,30.0,8.4,9.11,12.04,10.0,5.0,11.0,473.4,371.0,368.99,20.0,4.09,6.44,6.44,27.2,27.13,26.72,237.47,23.25,15.29,54.07,7.71,126.54,98.13,21.82,23.61,22.18,251.0,74.0,101.0,426.0,24.0,13.0,0.0,62.0,11.0,98.0,117.0,227.0,301.0,33.0,74.0,231.0,236.0,64.0,52.0,241.0,61.0,23.0,6.48,7.29,9.48,11.0,7.0,6.0,430.04,325.0,330.04,27.0,3.36,3.27,3.27,23.34,23.81,22.98
PIT,2021,PIT,PIT,Team Level,5on5,8,0.56,0.51,0.53,24015.0,204.14,17.72,13.67,46.78,6.65,113.03,84.15,17.1,17.68,17.05,210.0,72.0,80.0,362.0,18.0,17.0,4.0,42.0,8.0,83.0,114.0,192.0,264.0,22.0,50.0,175.0,206.0,40.0,31.0,211.0,53.0,18.0,6.58,5.9,5.24,8.0,5.0,5.0,362.4,282.0,279.99,16.0,2.81,4.18,4.18,16.35,16.28,16.06,184.08,13.85,11.56,44.76,6.08,100.2,76.56,13.51,14.2,13.87,199.0,54.0,88.0,341.0,17.0,9.0,0.0,52.0,9.0,76.0,90.0,182.0,236.0,27.0,60.0,178.0,224.0,58.0,36.0,197.0,44.0,12.0,5.59,5.05,3.2,10.0,5.0,2.0,345.04,253.0,258.04,21.0,2.38,2.09,2.09,14.14,14.6,14.44
PIT,2021,PIT,PIT,Team Level,4on5,8,0.06,0.1,0.12,1889.0,3.65,0.29,0.12,0.4,0.11,1.09,3.0,0.29,0.29,0.29,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,19.0,9.0,5.0,3.0,4.0,1.0,0.0,0.11,0.17,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,0.03,0.0,0.0,0.32,0.32,0.32,26.07,4.44,2.18,4.99,0.83,16.01,8.54,3.49,4.44,3.49,23.0,14.0,9.0,46.0,1.0,3.0,0.0,4.0,1.0,14.0,14.0,22.0,36.0,1.0,2.0,16.0,0.0,2.0,9.0,27.0,4.0,6.0,0.35,0.46,3.63,0.0,0.0,1.0,46.0,37.0,37.0,0.0,0.58,0.85,0.85,4.17,4.17,3.6
PIT,2021,PIT,PIT,Team Level,5on4,8,0.89,0.81,0.81,2383.0,41.6,7.86,3.32,7.62,1.29,24.97,12.94,6.56,7.86,6.56,45.0,13.0,15.0,73.0,3.0,2.0,0.0,12.0,2.0,19.0,20.0,42.0,55.0,2.0,4.0,24.0,5.0,5.0,11.0,30.0,20.0,8.0,1.0,2.22,4.64,1.0,0.0,2.0,73.0,58.0,58.0,0.0,0.88,1.77,1.77,6.97,6.97,6.83,10.88,0.99,0.46,1.23,0.28,3.16,7.88,0.94,0.99,0.94,12.0,2.0,3.0,17.0,1.0,0.0,0.0,2.0,0.0,3.0,8.0,11.0,13.0,1.0,4.0,29.0,8.0,3.0,4.0,8.0,6.0,0.0,0.13,0.86,0.0,0.0,1.0,0.0,17.0,14.0,14.0,4.0,0.11,0.0,0.0,1.1,1.1,1.04
BOS,2021,BOS,BOS,Team Level,other,7,0.55,0.43,0.42,1143.0,13.85,4.92,1.09,2.19,0.41,5.36,3.04,3.4,4.92,3.4,13.0,4.0,6.0,23.0,2.0,4.0,0.0,0.0,0.0,8.0,3.0,11.0,15.0,1.0,2.0,13.0,0.0,4.0,5.0,6.0,3.0,8.0,0.17,0.5,4.25,0.0,0.0,2.0,23.0,17.0,17.0,2.0,0.35,1.37,1.37,3.9,3.9,3.11,16.27,4.01,0.99,3.01,0.52,8.82,5.64,3.93,4.01,3.93,15.0,8.0,7.0,30.0,3.0,0.0,0.0,2.0,2.0,8.0,8.0,12.0,20.0,0.0,0.0,11.0,3.0,5.0,5.0,14.0,3.0,6.0,0.55,0.32,3.15,0.0,0.0,3.0,30.0,23.0,23.0,3.0,0.28,0.0,0.0,4.29,4.29,4.2
BOS,2021,BOS,BOS,Team Level,all,7,0.56,0.52,0.53,25500.0,227.24,22.32,14.84,52.66,7.44,121.6,92.14,20.13,22.56,20.37,237.0,74.0,88.0,399.0,17.0,19.0,2.0,60.0,12.0,87.0,116.0,220.0,294.0,23.0,49.0,214.0,205.0,53.0,54.0,235.0,49.0,27.0,6.25,6.42,9.65,5.0,6.0,6.0,405.32,311.0,314.13,16.0,3.34,4.0,4.0,21.65,21.89,20.8,191.57,17.44,12.54,45.16,6.31,109.78,79.77,16.96,17.28,16.81,201.0,70.0,95.0,366.0,20.0,12.0,1.0,57.0,7.0,80.0,95.0,181.0,251.0,24.0,49.0,180.0,193.0,59.0,88.0,214.0,39.0,18.0,5.94,4.48,7.01,8.0,6.0,6.0,360.61,271.0,269.09,48.0,2.75,2.22,2.22,17.96,17.8,17.59
BOS,2021,BOS,BOS,Team Level,5on5,7,0.58,0.53,0.54,20934.0,178.75,14.34,11.19,43.89,5.81,94.82,73.95,13.74,14.59,13.98,193.0,51.0,74.0,318.0,12.0,13.0,1.0,57.0,9.0,64.0,89.0,181.0,232.0,18.0,39.0,172.0,195.0,45.0,44.0,186.0,43.0,15.0,4.96,5.5,3.88,5.0,4.0,3.0,324.32,244.0,247.13,13.0,2.33,2.47,2.47,14.2,14.44,14.22,148.22,10.37,9.44,36.52,4.9,85.48,63.29,10.01,10.21,9.86,158.0,52.0,73.0,283.0,14.0,10.0,1.0,46.0,4.0,62.0,74.0,144.0,196.0,22.0,45.0,143.0,187.0,51.0,70.0,173.0,30.0,7.0,4.83,3.46,2.08,7.0,5.0,2.0,277.61,210.0,208.09,39.0,1.93,2.2,2.2,10.09,9.93,9.85
BOS,2021,BOS,BOS,Team Level,4on5,7,0.08,0.18,0.22,1779.0,6.29,0.23,0.27,0.8,0.21,2.16,5.33,0.23,0.23,0.23,8.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,9.0,1.0,2.0,13.0,6.0,4.0,1.0,8.0,1.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,10.0,9.0,9.0,0.0,0.06,0.0,0.0,0.29,0.29,0.29,22.61,2.52,1.87,5.04,0.77,14.0,7.81,2.49,2.52,2.49,22.0,10.0,14.0,46.0,3.0,2.0,0.0,9.0,1.0,9.0,8.0,19.0,29.0,0.0,0.0,15.0,2.0,0.0,9.0,24.0,4.0,4.0,0.49,0.52,1.5,1.0,1.0,1.0,46.0,32.0,32.0,3.0,0.48,0.02,0.02,2.98,2.98,2.94
BOS,2021,BOS,BOS,Team Level,5on4,7,0.84,0.87,0.87,1644.0,28.35,2.83,2.31,5.78,1.01,19.27,9.82,2.76,2.83,2.76,23.0,18.0,7.0,48.0,3.0,2.0,1.0,3.0,3.0,15.0,15.0,20.0,38.0,3.0,6.0,16.0,4.0,0.0,4.0,35.0,2.0,4.0,1.0,0.3,1.52,0.0,2.0,1.0,48.0,41.0,41.0,1.0,0.59,0.16,0.16,3.26,3.26,3.18,4.46,0.54,0.24,0.6,0.12,1.49,3.02,0.54,0.54,0.54,6.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,6.0,2.0,4.0,11.0,1.0,3.0,4.0,3.0,2.0,1.0,0.07,0.18,0.28,0.0,0.0,0.0,7.0,6.0,6.0,3.0,0.06,0.0,0.0,0.6,0.6,0.6
CAR,2021,CAR,CAR,Team Level,other,8,0.72,0.49,0.49,1495.0,14.57,5.2,0.83,2.12,0.42,6.94,5.48,5.16,5.2,5.16,13.0,8.0,6.0,27.0,5.0,0.0,0.0,2.0,2.0,5.0,7.0,8.0,16.0,2.0,4.0,17.0,4.0,1.0,6.0,10.0,3.0,8.0,0.27,0.46,4.47,0.0,0.0,5.0,27.0,21.0,21.0,5.0,0.23,0.0,0.0,5.43,5.43,5.39,16.71,2.0,1.41,3.37,0.5,9.43,5.29,1.75,2.0,1.75,14.0,8.0,6.0,28.0,2.0,1.0,0.0,2.0,0.0,7.0,10.0,12.0,20.0,1.0,2.0,14.0,4.0,3.0,6.0,13.0,6.0,3.0,0.46,0.67,0.86,0.0,1.0,1.0,28.0,22.0,22.0,4.0,0.42,0.23,0.23,2.18,2.18,1.91
