Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Stetson Bennett (23860586),Stetson Bennett,23860586,QB/S-FLEX,9400,ORE@UGA 09/03/2022 03:30PM ET,UGA,18.60
QB,Dillon Gabriel (23860588),Dillon Gabriel,23860588,QB/S-FLEX,9200,UTEP@OU 09/03/2022 03:30PM ET,OU,35.02
QB,Dorian Thompson-Robinson (23860590),Dorian Thompson-Robinson,23860590,QB/S-FLEX,9000,BGSU@UCLA 09/03/2022 02:30PM ET,UCLA,26.96
QB,Taulia Tagovailoa (23860592),Taulia Tagovailoa,23860592,QB/S-FLEX,8700,BUFF@UMD 09/03/2022 12:00PM ET,UMD,22.34
QB,Haynes King (23860594),Haynes King,23860594,QB/S-FLEX,8500,SHSU@TA&M 09/03/2022 12:00PM ET,TA&M,9.7
QB,Nick Evers (23860596),Nick Evers,23860596,QB/S-FLEX,8400,UTEP@OU 09/03/2022 03:30PM ET,OU,0
QB,Jaxson Dart (23860598),Jaxson Dart,23860598,QB/S-FLEX,8300,TROY@MISS 09/03/2022 04:00PM ET,MISS,18.07
WR,Josh Downs (23860600),Josh Downs,23860600,WR/FLEX/S-FLEX,8200,UNC@APPST 09/03/2022 12:00PM ET,UNC,23.04
QB,Carson Beck (23860603),Carson Beck,23860603,QB/S-FLEX,8100,ORE@UGA 09/03/2022 03:30PM ET,UGA,4.85
RB,Eric Gray (23860605),Eric Gray,23860605,RB/FLEX/S-FLEX,8100,UTEP@OU 09/03/2022 03:30PM ET,OU,8.47
QB,Max Johnson (23860608),Max Johnson,23860608,QB/S-FLEX,8000,SHSU@TA&M 09/03/2022 12:00PM ET,TA&M,19.04
QB,J.J. McCarthy (23860610),J.J. McCarthy,23860610,QB/S-FLEX,8000,CSU@MICH 09/03/2022 12:00PM ET,MICH,5.64
RB,Zach Charbonnet (23860612),Zach Charbonnet,23860612,RB/FLEX/S-FLEX,7900,BGSU@UCLA 09/03/2022 02:30PM ET,UCLA,21.53
QB,Clayton Tune (23860615),Clayton Tune,23860615,QB/S-FLEX,7900,UH@UTSA 09/03/2022 03:30PM ET,UH,20.58
RB,Zach Evans (23860617),Zach Evans,23860617,RB/FLEX/S-FLEX,7800,TROY@MISS 09/03/2022 04:00PM ET,MISS,22.63
WR,Nathaniel Dell (23860623),Nathaniel Dell,23860623,WR/FLEX/S-FLEX,7800,UH@UTSA 09/03/2022 03:30PM ET,UH,22.39
QB,Ethan Garbers (23860626),Ethan Garbers,23860626,QB/S-FLEX,7700,BGSU@UCLA 09/03/2022 02:30PM ET,UCLA,4.26
WR,Marvin Mims (23860620),Marvin Mims,23860620,WR/FLEX/S-FLEX,7700,UTEP@OU 09/03/2022 03:30PM ET,OU,11
WR,Brock Bowers (23860631),Brock Bowers,23860631,WR/FLEX/S-FLEX,7600,ORE@UGA 09/03/2022 03:30PM ET,UGA,17.56
RB,Devon Achane (23860628),Devon Achane,23860628,RB/FLEX/S-FLEX,7600,SHSU@TA&M 09/03/2022 12:00PM ET,TA&M,18.18
QB,Devin Leary (23860634),Devin Leary,23860634,QB/S-FLEX,7500,NCST@ECU 09/03/2022 12:00PM ET,NCST,24.65
WR,Zakhari Franklin (23860636),Zakhari Franklin,23860636,WR/FLEX/S-FLEX,7500,UH@UTSA 09/03/2022 03:30PM ET,UTSA,20.59
QB,KJ Jefferson (23860639),KJ Jefferson,23860639,QB/S-FLEX,7400,CINCY@ARK 09/03/2022 03:30PM ET,ARK,23.03
WR,Ainias Smith (23860641),Ainias Smith,23860641,WR/FLEX/S-FLEX,7400,SHSU@TA&M 09/03/2022 12:00PM ET,TA&M,12.21
WR,J.J. Jones (23860649),J.J. Jones,23860649,WR/FLEX/S-FLEX,7300,UNC@APPST 09/03/2022 12:00PM ET,UNC,5.35
RB,Blake Corum (23860646),Blake Corum,23860646,RB/FLEX/S-FLEX,7300,CSU@MICH 09/03/2022 12:00PM ET,MICH,18.02
QB,Frank Harris (23860644),Frank Harris,23860644,QB/S-FLEX,7300,UH@UTSA 09/03/2022 03:30PM ET,UTSA,24.16
WR,Kam Brown (23860654),Kam Brown,23860654,WR/FLEX/S-FLEX,7200,BGSU@UCLA 09/03/2022 02:30PM ET,UCLA,8.1
QB,Jaren Hall (23860652),Jaren Hall,23860652,QB/S-FLEX,7200,BYU@USF 09/03/2022 04:00PM ET,BYU,24.33
WR,Adonai Mitchell (23860659),Adonai Mitchell,23860659,WR/FLEX/S-FLEX,7100,ORE@UGA 09/03/2022 03:30PM ET,UGA,7.97
QB,Drake Maye (23860657),Drake Maye,23860657,QB/S-FLEX,7100,UNC@APPST 09/03/2022 12:00PM ET,UNC,6.88
WR,Jonathan Mingo (23860667),Jonathan Mingo,23860667,WR/FLEX/S-FLEX,7000,TROY@MISS 09/03/2022 04:00PM ET,MISS,12.93
QB,Conner Weigman (23860662),Conner Weigman,23860662,QB/S-FLEX,7000,SHSU@TA&M 09/03/2022 12:00PM ET,TA&M,0
RB,D.J. Jones (23860664),D.J. Jones,23860664,RB/FLEX/S-FLEX,7000,UNC@APPST 09/03/2022 12:00PM ET,UNC,4.76
WR,Jacob Cowing (23860675),Jacob Cowing,23860675,WR/FLEX/S-FLEX,6900,ARIZ@SDSU 09/03/2022 03:30PM ET,ARIZ,21.84
RB,Pat Garwo III (23860672),Pat Garwo III,23860672,RB/FLEX/S-FLEX,6900,RU@BC 09/03/2022 12:00PM ET,BC,13.53
QB,Chase Brice (23860670),Chase Brice,23860670,QB/S-FLEX,6900,UNC@APPST 09/03/2022 12:00PM ET,APPST,19.18
QB,Jayden de Laura (23860678),Jayden de Laura,23860678,QB/S-FLEX,6800,ARIZ@SDSU 09/03/2022 03:30PM ET,ARIZ,18.70
RB,Marcus Major (23860680),Marcus Major,23860680,RB/FLEX/S-FLEX,6800,UTEP@OU 09/03/2022 03:30PM ET,OU,3.5
WR,Dontay Demus Jr. (23860683),Dontay Demus Jr.,23860683,WR/FLEX/S-FLEX,6800,BUFF@UMD 09/03/2022 12:00PM ET,UMD,20.94
QB,Luke Altmyer (23860686),Luke Altmyer,23860686,QB/S-FLEX,6700,TROY@MISS 09/03/2022 04:00PM ET,MISS,2.42
