,,Win,,Cover,,Total Points,,Implied,Implied Score,
Jackson State,2022-01-22 16:00:00,-170,11.76,-3.5,18.18,121.5,20.00,61.2,62.5,59.0
Bethune-Cookman,2022-01-22 16:00:00,150,30.00,3.5,18.18,121.5,16.67,38.8,59.0,62.5
Penn State,2022-01-22 16:30:00,400,80.00,11.0,17.39,142.0,16.67,19.1,65.5,76.5
Iowa,2022-01-22 16:30:00,-550,3.64,-11.0,19.05,142.0,20.00,80.9,76.5,65.5
SE Missouri State,2022-01-22 16:30:00,,,,,,,,,
Eastern Illinois,2022-01-22 16:30:00,,,,,,,,,
Houston Baptist,2022-01-22 16:30:00,575,115.00,12.0,20.00,140.5,16.67,14.2,64.3,76.3
Texas A&M-Corpus Christi,2022-01-22 16:30:00,-850,2.35,-12.0,16.67,140.5,20.00,85.8,76.3,64.3
Stetson,2022-01-22 16:30:00,150,30.00,4.0,18.18,134.5,18.18,38.8,65.3,69.3
North Alabama,2022-01-22 16:30:00,-170,11.76,-4.0,18.18,134.5,18.18,61.2,69.3,65.3
Richmond,2022-01-22 16:30:00,-300,6.67,-7.5,19.05,144.0,18.18,71.5,75.8,68.3
La Salle,2022-01-22 16:30:00,235,47.00,7.5,17.39,144.0,18.18,28.5,68.3,75.8
North Carolina Central,2022-01-22 16:30:00,-380,5.26,-8.5,18.18,137.5,18.18,75.5,73.0,64.5
Delaware State,2022-01-22 16:30:00,290,58.00,8.5,18.18,137.5,18.18,24.5,64.5,73.0
Northern Colorado,2022-01-22 17:00:00,-130,15.38,-2.5,18.18,158.0,17.39,54.3,80.3,77.8
Eastern Washington,2022-01-22 17:00:00,110,22.00,2.5,18.18,158.0,19.05,45.7,77.8,80.3
Sacramento State,2022-01-22 17:00:00,-110,18.18,1.0,17.39,147.0,19.05,50.0,73.0,74.0
Idaho,2022-01-22 17:00:00,-110,18.18,-1.0,19.05,147.0,17.39,50.0,74.0,73.0
Florida Gulf Coast,2022-01-22 17:00:00,195,39.00,5.5,18.18,144.0,18.18,32.4,69.3,74.8
Jacksonville State,2022-01-22 17:00:00,-240,8.33,-5.5,18.18,144.0,18.18,67.6,74.8,69.3
Northwestern State,2022-01-22 17:00:00,270,54.00,7.5,18.18,155.0,19.05,25.8,73.8,81.3
New Orleans,2022-01-22 17:00:00,-350,5.71,-7.5,18.18,155.0,17.39,74.2,81.3,73.8
Western Carolina,2022-01-22 17:00:00,385,77.00,10.0,17.39,147.0,19.05,19.7,68.5,78.5
Mercer,2022-01-22 17:00:00,-525,3.81,-10.0,19.05,147.0,17.39,80.3,78.5,68.5
Samford,2022-01-22 17:00:00,205,41.00,6.0,18.18,137.0,18.18,31.3,65.5,71.5
UNC-Greensboro,2022-01-22 17:00:00,-255,7.84,-6.0,18.18,137.0,18.18,68.7,71.5,65.5
Campbell,2022-01-22 17:00:00,-135,14.81,-2.5,20.00,131.5,18.18,55.3,67.0,64.5
North Carolina A&T,2022-01-22 17:00:00,115,23.00,2.5,16.67,131.5,18.18,44.7,64.5,67.0
McNeese State,2022-01-22 17:00:00,-150,13.33,-3.0,18.18,138.5,16.67,58.0,70.8,67.8
Incarnate Word,2022-01-22 17:00:00,130,26.00,3.0,18.18,138.5,20.00,42.0,67.8,70.8
DePaul,2022-01-22 17:30:00,,,,,,,,,
Creighton,2022-01-22 17:30:00,,,,,,,,,
Old Dominion,2022-01-22 18:00:00,435,87.00,10.5,18.18,120.5,19.05,17.9,55.0,65.5
North Texas,2022-01-22 18:00:00,-600,3.33,-10.5,18.18,120.5,17.39,82.1,65.5,55.0
Missouri,2022-01-22 18:00:00,1200,240.00,17.5,18.18,151.0,20.00,7.4,66.8,84.3
Alabama,2022-01-22 18:00:00,-2500,0.80,-17.5,18.18,151.0,16.67,92.6,84.3,66.8
Louisiana State,2022-01-22 18:00:00,190,38.00,5.5,19.05,131.5,17.39,33.0,63.0,68.5
Tennessee,2022-01-22 18:00:00,-235,8.51,-5.5,17.39,131.5,19.05,67.0,68.5,63.0
Pittsburgh,2022-01-22 18:00:00,340,68.00,9.0,18.18,131.5,16.67,21.7,61.3,70.3
Clemson,2022-01-22 18:00:00,-450,4.44,-9.0,18.18,131.5,20.00,78.3,70.3,61.3
Drake,2022-01-22 18:00:00,130,26.00,2.5,19.05,141.5,18.18,42.0,69.5,72.0
Northern Iowa,2022-01-22 18:00:00,-150,13.33,-2.5,17.39,141.5,18.18,58.0,72.0,69.5
East Carolina,2022-01-22 18:00:00,1400,280.00,18.5,18.18,139.5,19.05,6.4,60.5,79.0
Houston,2022-01-22 18:00:00,-3300,0.61,-18.5,18.18,139.5,17.39,93.6,79.0,60.5
Arkansas-Pine Bluff,2022-01-22 18:00:00,850,170.00,15.0,18.18,139.0,18.18,10.1,62.0,77.0
Southern,2022-01-22 18:00:00,-1500,1.33,-15.0,18.18,139.0,18.18,89.9,77.0,62.0
Coppin State,2022-01-22 18:00:00,205,41.00,6.0,19.05,148.5,18.18,31.3,71.3,77.3
Norfolk State,2022-01-22 18:00:00,-255,7.84,-6.0,17.39,148.5,18.18,68.7,77.3,71.3
USC,2022-01-22 18:30:00,-235,8.51,-5.5,18.18,138.5,20.00,67.0,72.0,66.5
Utah,2022-01-22 18:30:00,190,38.00,5.5,18.18,138.5,16.67,33.0,66.5,72.0
Alabama State,2022-01-22 18:30:00,190,38.00,5.5,18.18,146.5,18.18,33.0,70.5,76.0
Prairie View,2022-01-22 18:30:00,-235,8.51,-5.5,18.18,146.5,18.18,67.0,76.0,70.5
Jacksonville,2022-01-22 19:00:00,165,33.00,5.0,17.39,124.5,18.18,36.3,59.8,64.8
Bellarmine,2022-01-22 19:00:00,-195,10.26,-5.0,19.05,124.5,18.18,63.7,64.8,59.8
North Florida,2022-01-22 19:00:00,350,70.00,9.5,18.18,149.5,18.18,21.2,70.0,79.5
Eastern Kentucky,2022-01-22 19:00:00,-475,4.21,-9.5,18.18,149.5,18.18,78.8,79.5,70.0
Binghamton,2022-01-22 19:00:00,120,24.00,2.5,18.18,134.0,18.18,43.8,65.8,68.3
NJIT,2022-01-22 19:00:00,-140,14.29,-2.5,18.18,134.0,18.18,56.2,68.3,65.8
Hartford,2022-01-22 19:00:00,1100,220.00,16.5,17.39,140.5,19.05,8.0,62.0,78.5
Vermont,2022-01-22 19:00:00,-2200,0.91,-16.5,19.05,140.5,17.39,92.0,78.5,62.0
Stony Brook,2022-01-22 19:00:00,-115,17.39,-1.5,19.05,134.5,18.18,51.1,68.0,66.5
Albany,2022-01-22 19:00:00,-105,19.05,1.5,17.39,134.5,18.18,48.9,66.5,68.0
Eastern Michigan,2022-01-22 19:00:00,435,87.00,11.0,18.18,139.0,18.18,17.9,64.0,75.0
Akron,2022-01-22 19:00:00,-600,3.33,-11.0,18.18,139.0,18.18,82.1,75.0,64.0
Furman,2022-01-22 19:00:00,105,21.00,2.0,16.67,143.5,20.00,46.8,70.8,72.8
Wofford,2022-01-22 19:00:00,-125,16.00,-2.0,20.00,143.5,16.67,53.2,72.8,70.8
Dayton,2022-01-22 19:00:00,-140,14.29,-3.0,20.00,129.0,18.18,56.2,66.0,63.0
George Mason,2022-01-22 19:00:00,120,24.00,3.0,16.67,129.0,18.18,43.8,63.0,66.0
Western Kentucky,2022-01-22 19:00:00,-220,9.09,-5.0,18.18,136.5,18.18,65.8,70.8,65.8
Florida International,2022-01-22 19:00:00,180,36.00,5.0,18.18,136.5,18.18,34.2,65.8,70.8
Alabama A&M,2022-01-22 19:00:00,410,82.00,10.5,18.18,128.5,18.18,18.7,59.0,69.5
Texas Southern,2022-01-22 19:00:00,-575,3.48,-10.5,18.18,128.5,18.18,81.3,69.5,59.0
San Francisco,2022-01-22 19:30:00,-1125,1.78,-14.0,18.18,148.5,18.18,88.0,81.3,67.3
Pepperdine,2022-01-22 19:30:00,700,140.00,14.0,18.18,148.5,18.18,12.0,67.3,81.3
New Mexico,2022-01-22 19:30:00,410,82.00,10.5,18.18,149.0,18.18,18.7,69.3,79.8
Wyoming,2022-01-22 19:30:00,-575,3.48,-10.5,18.18,149.0,18.18,81.3,79.8,69.3
Troy,2022-01-22 20:00:00,165,33.00,4.5,20.00,143.5,18.18,36.3,69.5,74.0
Louisiana-Lafayette,2022-01-22 20:00:00,-195,10.26,-4.5,16.67,143.5,18.18,63.7,74.0,69.5
North Dakota State,2022-01-22 20:00:00,220,44.00,6.5,18.18,156.0,17.39,29.9,74.8,81.3
Oral Roberts,2022-01-22 20:00:00,-275,7.27,-6.5,18.18,156.0,19.05,70.1,81.3,74.8
North Dakota,2022-01-22 20:00:00,410,82.00,10.5,18.18,139.0,16.67,18.7,64.3,74.8
UM-Kansas City,2022-01-22 20:00:00,-575,3.48,-10.5,18.18,139.0,20.00,81.3,74.8,64.3
Southern Illinois,2022-01-22 20:00:00,,,,,,,,,
Bradley,2022-01-22 20:00:00,,,,,,,,,
North Carolina,2022-01-22 20:00:00,-105,19.05,1.0,18.18,150.0,16.67,48.9,74.5,75.5
Wake Forest,2022-01-22 20:00:00,-115,17.39,-1.0,18.18,150.0,20.00,51.1,75.5,74.5
Wright State,2022-01-22 20:00:00,,,,,,,,,
Illinois-Chicago,2022-01-22 20:00:00,,,,,,,,,
Tennessee-Martin,2022-01-22 20:00:00,2200,440.00,22.5,18.18,144.0,18.18,4.2,60.8,83.3
Murray State,2022-01-22 20:00:00,-6500,0.31,-22.5,18.18,144.0,18.18,95.8,83.3,60.8
Seattle,2022-01-22 20:00:00,100,20.00,1.5,18.18,136.0,18.18,47.8,67.3,68.8
Tarleton State,2022-01-22 20:00:00,-120,16.67,-1.5,18.18,136.0,18.18,52.2,68.8,67.3
San Diego,2022-01-22 20:30:00,120,24.00,2.0,16.67,129.5,17.39,43.8,63.8,65.8
Pacific,2022-01-22 20:30:00,-140,14.29,-2.0,20.00,129.5,19.05,56.2,65.8,63.8
Texas A&M,2022-01-22 20:30:00,300,60.00,9.0,17.39,144.5,18.18,23.8,67.8,76.8
Arkansas,2022-01-22 20:30:00,-400,5.00,-9.0,19.05,144.5,18.18,76.2,76.8,67.8
Portland,2022-01-22 21:00:00,1800,360.00,20.0,17.39,144.0,20.00,5.1,62.0,82.0
BYU,2022-01-22 21:00:00,-4500,0.44,-20.0,19.05,144.0,16.67,94.9,82.0,62.0
UCLA,2022-01-22 21:00:00,-170,11.76,-3.5,17.39,137.0,20.00,61.2,70.3,66.8
Colorado,2022-01-22 21:00:00,150,30.00,3.5,19.05,137.0,16.67,38.8,66.8,70.3
UC San Diego,2022-01-22 21:00:00,360,72.00,9.5,18.18,139.0,16.67,20.7,64.8,74.3
Cal State-Fullerton,2022-01-22 21:00:00,-490,4.08,-9.5,18.18,139.0,20.00,79.3,74.3,64.8
Texas Rio Grande Valley,2022-01-22 21:00:00,125,25.00,2.5,19.05,159.5,20.00,42.9,78.5,81.0
Dixie State,2022-01-22 21:00:00,-145,13.79,-2.5,17.39,159.5,16.67,57.1,81.0,78.5
Boise State,2022-01-22 21:30:00,150,30.00,3.5,20.00,121.5,17.39,38.8,59.0,62.5
