player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Bobby Wagner,7050,LB,SEA,16,626,0,29,2,0.3,85.7,71.4,10.8,9.3,0,0,0.0,77.7,0,10,0.0,0,0,87.5,6,75,12.0,105,3,5,7,0,35,36,0.5,5.8,0,12,4.8,84.4,95.6,7.3,6.1,0,2,3.1,50.2,1,26,5.8,3,2,96.5,54,412,65.8,431,10,37,64,0,559,349,1.4,10.4
Tavon Wilson,7051,S,SF,3,60,0,28,0,,,100.0,,,0,0,,40.9,0,,0.0,0,0,0.0,0,9,15.0,9,0,1,0,0,0,0,0.0,,0,1,27.7,66.7,97.7,19.5,13.0,0,2,66.7,64.3,0,33,0.0,0,2,109.7,2,43,71.7,44,0,4,3,0,42,7,1.1,21.0
Lavonte David,7060,LB,TB,12,503,0,30,0,-0.2,88.9,78.0,11.6,10.3,0,0,0.0,84.6,0,18,0.0,0,0,87.5,8,103,20.5,132,5,11,9,0,45,45,0.5,5.6,0,9,2.7,85.4,92.3,9.1,7.8,0,1,2.4,80.3,0,24,7.1,3,1,104.3,35,334,66.4,362,14,30,41,1,290,198,0.9,8.3
Casey Hayward Jr.,7064,CB,LV,17,676,0,23,0,12.7,73.3,100.0,9.4,6.9,1,2,13.3,56.7,0,47,9.1,1,2,137.5,11,114,16.9,114,2,10,15,1,204,53,2.0,18.5,0,0,13.4,48.5,100.0,28.8,13.9,0,4,12.1,83.1,0,21,5.3,1,3,61.4,16,487,72.0,487,5,18,33,0,150,55,0.3,9.4
Demario Davis,7079,LB,NO,16,550,0,20,3,2.1,63.6,61.8,19.6,12.5,0,1,9.1,71.6,0,13,0.0,0,1,67.6,7,152,27.6,246,5,11,11,0,31,35,0.2,4.4,0,12,6.7,67.5,93.1,12.4,8.4,2,4,10.0,69.7,0,27,8.1,3,4,82.7,27,353,64.2,379,9,22,40,0,234,114,0.7,8.7
Danny Trevathan,7177,LB,CHI,5,42,0,6,0,5.0,100.0,100.0,11.0,11.0,0,0,0.0,57.3,0,11,0.0,0,0,112.5,1,13,31.0,13,1,2,1,0,11,6,1.0,11.0,0,1,7.0,100.0,93.3,4.0,4.0,0,0,0.0,34.4,0,15,25.0,1,0,109.7,3,14,33.3,15,0,2,3,0,31,10,2.6,10.3
Rodney McLeod,7271,S,PHI,13,432,0,24,2,11.0,50.0,97.9,89.0,44.5,0,0,0.0,51.1,2,19,0.0,0,0,43.8,1,94,21.8,96,0,2,2,0,19,12,0.2,19.0,0,3,9.4,58.8,99.6,25.2,14.8,1,2,11.8,61.4,0,29,10.3,3,2,77.3,10,263,60.9,264,5,23,17,0,107,22,0.4,10.7
Michael Thomas,7279,S,CIN,4,46,0,7,0,,,100.0,,,0,0,,50.3,0,,,0,0,0.0,0,14,30.4,14,0,0,0,0,0,0,0.0,,0,1,8.6,80.0,100.0,6.3,5.0,0,1,20.0,59.9,0,28,0.0,0,1,105.8,4,26,56.5,26,0,4,5,0,47,29,1.9,11.8
Tashaun Gipson Sr.,7288,S,CHI,12,362,0,6,0,2.3,77.8,97.6,15.4,12.0,0,1,11.1,61.8,1,12,12.5,1,0,87.7,7,121,33.4,124,1,7,9,1,51,52,0.5,7.3,0,3,6.3,81.3,98.1,11.2,9.1,0,0,0.0,55.5,1,37,5.6,1,0,79.9,13,155,42.8,158,5,14,16,0,151,74,1.0,11.6
Julian Stanford,7372,LB,CAR,4,35,0,5,0,-8.0,100.0,100.0,10.0,10.0,0,0,0.0,54.9,0,-7,,0,0,79.2,1,13,37.1,13,0,0,1,0,-7,1,-0.7,-7.0,0,0,12.0,100.0,72.7,15.0,15.0,0,0,0.0,55.4,0,28,,0,0,118.8,1,16,45.7,22,0,0,1,0,28,16,1.9,28.0
Harrison Smith,7641,S,MIN,15,615,0,18,3,4.8,80.0,94.2,28.8,23.0,0,0,0.0,81.0,1,6,11.8,2,0,42.9,4,130,21.1,138,3,12,5,0,19,6,0.2,4.8,0,5,11.8,70.0,90.5,22.6,15.9,0,2,10.0,60.5,0,35,2.6,1,2,102.3,14,332,54.0,367,4,32,20,0,201,75,0.6,14.4
Josh Norman,7649,CB,SF,14,476,0,28,1,9.6,77.3,100.0,5.8,4.5,0,0,0.0,27.2,0,30,8.3,1,0,143.0,17,111,23.3,111,3,10,22,5,195,62,2.0,11.5,0,2,19.0,60.7,99.7,16.1,9.8,1,4,14.3,67.8,1,57,0.0,0,4,94.6,17,290,60.9,291,3,17,28,1,302,66,1.1,17.8
Justin Bethel,7654,CB,NE,9,34,0,19,0,8.0,100.0,100.0,9.0,9.0,0,0,0.0,55.5,0,8,0.0,0,0,100.0,1,9,26.5,9,0,1,1,0,8,0,0.9,8.0,0,0,13.0,80.0,100.0,5.0,4.0,0,0,0.0,49.9,0,35,0.0,0,0,118.8,4,20,58.8,20,1,3,5,0,66,18,3.3,16.5
D.J. Hayden,7793,CB,WAS,1,2,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,4.0,100.0,100.0,2.0,2.0,0,0,0.0,29.0,0,61,100.0,1,0,118.8,1,2,100.0,2,0,0,1,0,61,57,30.5,61.0
Sheldon Richardson,7794,DI,MIN,17,1,0,18,0,,,0.0,,,0,0,,57.8,0,,0.0,0,0,0.0,0,0,0.0,106,1,1,0,0,0,0,,,0,0,,,0.4,,,0,0,,69.8,0,,0.0,0,0,0.0,0,1,100.0,263,6,6,0,0,0,0,0.0,
Desmond Trufant,7803,CB,LV,10,162,0,23,1,16.4,40.0,100.0,16.5,6.6,0,0,0.0,64.7,0,14,0.0,0,0,56.3,2,35,21.6,35,0,2,5,0,25,3,0.8,12.5,0,0,11.2,47.6,100.0,10.4,5.0,0,3,14.3,64.8,0,20,8.3,1,3,59.8,10,111,68.5,111,3,11,21,0,91,16,0.9,9.1
Xavier Rhodes,7806,CB,IND,13,402,0,14,0,9.1,44.4,100.0,10.9,4.8,0,1,5.6,48.3,0,15,33.3,1,1,51.6,8,91,22.6,91,0,2,18,0,53,29,0.6,6.6,0,3,11.6,65.8,100.0,9.6,6.3,0,5,13.2,66.8,1,57,7.7,2,4,108.2,25,249,61.9,249,3,21,38,2,408,136,1.7,16.3
Alec Ogletree,7811,LB,CHI,16,330,0,6,1,2.0,100.0,77.9,22.7,22.7,0,0,0.0,55.8,0,18,0.0,0,0,104.2,3,74,22.4,95,1,6,3,0,27,21,0.4,9.0,0,1,8.1,75.0,96.8,12.1,9.1,0,1,6.3,33.0,0,23,26.7,4,1,116.4,12,152,46.1,157,6,10,16,1,119,53,0.8,9.9
Darius Slay,7817,CB,PHI,16,574,0,24,0,16.2,47.6,100.0,10.0,4.8,0,4,19.0,56.7,0,49,12.5,1,3,94.1,10,105,18.3,105,1,7,21,1,184,40,1.8,18.4,0,2,10.7,61.1,100.0,15.6,9.6,1,1,2.8,83.6,2,22,7.1,2,1,51.3,22,359,62.5,359,9,24,36,0,185,66,0.5,8.4
Kevin Minter,7826,LB,TB,10,184,0,30,0,-1.0,100.0,75.9,12.7,12.7,0,0,0.0,71.2,0,19,33.3,1,0,95.8,3,41,22.3,54,2,2,3,0,21,24,0.6,7.0,0,2,3.7,66.7,85.6,9.4,6.3,1,0,0.0,45.8,0,24,29.4,5,0,77.5,12,119,64.7,139,4,10,18,0,86,71,0.8,7.2
Jon Bostic,7831,LB,WAS,4,98,0,32,0,2.0,100.0,64.5,18.0,18.0,0,0,0.0,55.4,0,17,0.0,0,0,118.8,1,20,20.4,31,0,2,1,0,17,15,0.9,17.0,0,2,10.8,92.3,93.5,4.5,4.2,0,0,0.0,29.1,0,23,14.3,1,0,118.3,12,58,59.2,62,1,4,13,0,161,38,3.0,13.4
Jamie Collins Sr.,7833,LB,NE,12,105,0,19,0,-1.0,100.0,47.3,12.0,12.0,1,1,50.0,79.5,1,11,0.0,0,1,89.6,2,26,24.8,55,1,3,2,1,11,13,0.5,5.5,0,1,4.0,100.0,83.5,9.1,9.1,0,0,0.0,68.9,0,22,14.3,1,0,105.4,7,66,62.9,79,2,5,7,0,65,37,1.0,9.3
Robert Alford,7841,CB,ARZ,13,408,0,1,1,7.7,72.7,100.0,6.9,5.0,1,2,9.1,58.5,0,40,7.7,1,2,135.4,16,120,29.4,120,3,11,22,3,175,72,1.6,10.9,0,2,11.3,66.7,99.5,11.3,7.6,0,2,7.4,67.6,0,52,26.7,4,2,105.0,18,216,52.9,217,1,9,27,1,227,65,1.1,12.6
Tyrann Mathieu,7850,S,KC,16,603,0,16,0,3.7,77.8,89.9,13.4,10.4,0,0,0.0,79.7,1,20,0.0,0,0,67.4,14,205,34.0,228,9,24,18,0,103,79,0.5,7.4,0,5,6.9,73.7,95.4,19.9,14.6,1,1,5.3,70.8,2,19,10.7,3,1,47.8,14,290,48.1,304,7,20,19,0,109,58,0.4,7.8
John Jenkins,7863,DI,MIA,7,3,0,17,0,,,7.1,,,0,0,,58.0,0,,,0,0,0.0,0,2,66.7,28,0,0,0,0,0,0,0.0,,0,0,,,3.0,,,0,0,,59.8,0,,,0,0,0.0,0,1,33.3,33,0,0,0,0,0,0,0.0,
Logan Ryan,7864,S,NYG,15,567,0,21,2,11.9,85.7,95.0,18.0,15.4,1,2,28.6,48.4,0,36,0.0,0,2,118.8,6,113,19.9,119,1,17,7,0,102,27,0.9,17.0,0,10,6.9,82.1,94.1,16.0,13.2,1,3,10.7,49.9,0,26,15.6,7,3,101.8,23,381,67.2,405,9,28,28,0,236,106,0.6,10.3
Shawn Williams,7865,S,ATL,5,72,0,2,0,,,92.6,,,0,0,,68.9,0,,0.0,0,0,0.0,0,25,34.7,27,0,1,0,0,0,0,0.0,,0,1,4.3,75.0,97.6,13.3,10.0,0,0,0.0,59.4,0,15,25.0,1,0,83.3,3,41,56.9,42,1,2,4,0,18,19,0.5,6.0
Duron Harmon,7872,S,ATL,17,593,0,2,0,4.8,33.3,96.1,89.0,29.7,2,2,33.3,64.8,2,6,0.0,0,2,2.8,2,196,33.1,204,0,3,6,0,10,9,0.1,5.0,0,5,8.2,78.9,98.1,22.8,18.0,0,1,5.3,52.9,0,24,5.7,2,1,123.2,15,354,59.7,361,5,28,19,1,178,92,0.5,11.9
Alex Okafor,7885,ED,KC,17,15,0,16,0,1.0,0.0,4.5,,4.0,0,0,0.0,60.8,0,,,0,0,39.6,0,4,26.7,88,1,0,1,0,0,0,0.0,,0,0,,,3.5,,,0,0,,61.8,0,,0.0,0,0,0.0,0,5,33.3,143,2,1,0,0,0,0,0.0,
William Gholston,7908,DI,TB,17,4,0,30,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,83,1,0,0,0,0,0,,,0,1,10.0,0.0,2.1,,3.0,0,0,0.0,64.9,0,,40.0,2,0,39.6,0,4,100.0,187,6,2,1,0,0,0,0.0,
John Simon,7911,ED,PIT,3,3,0,25,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,0,,,20.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,66.7,10,0,0,0,0,0,0,0.0,
Steven Means,7929,ED,ATL,14,89,0,2,0,14.0,0.0,13.0,,14.0,0,0,0.0,67.0,0,,0.0,0,0,39.6,0,16,18.0,123,1,1,1,0,0,0,0.0,,0,3,14.0,100.0,25.4,11.8,11.8,0,0,0.0,40.8,0,26,14.3,1,0,118.8,5,63,70.8,248,1,3,5,0,89,19,1.5,17.8
