"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"25","Ezekiel Elliott","DAL","rb","7","SF","14.9","0","0","0","0","0","0","15.7696","67.5906","0.5242","3.1696","2.5973","18.1449","0.1136","0.2104","0.1052","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Diontae Johnson","PIT","wr","7","@KC","14.9","0","0","0","0","0","0","0","0","0","9.6334","6.3811","66.9867","0.3112","0.1181","0.0591","0.0197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Amari Cooper","DAL","wr","7","SF","14.2","0","0","0","0","0","0","0.0254","0.1218","0.0009","7.0436","4.958","67.9472","0.4108","0.0353","0.0177","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Hunter Renfrow","LV","wr","8","@CIN","14","0","0","0","0","0","0","0.0242","0.1353","0.0007","7.4934","5.6781","61.8774","0.3466","0.0728","0.0364","0.0127","15.3676","0.0143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Travis Kelce","KC","te","12","PIT","15.3","0","0","0","0","0","0","0","0","0","7.6018","5.4532","68.7842","0.4953","0.0482","0.0241","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Odell Beckham Jr.","LA","wr","11","ARZ","13.7","0","0","0","0","0","0","0","0","0","7.0716","4.7684","62.6788","0.4381","0.0266","0.0133","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Ben Roethlisberger","PIT","qb","7","@KC","13.4","24.3923","37.5554","233.4761","1.214","0.9933","1.991","0.6087","1.1419","0.0214","0","0","0","0","0.4204","0.2102","0.0598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Brandon Aiyuk","SF","wr","6","@DAL","13.6","0","0","0","0","0","0","0.3695","2.1566","0.0117","6.9327","4.8005","62.4362","0.3799","0.0766","0.0383","0.0263","11.1656","0.0132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","George Kittle","SF","te","6","@DAL","14.9","0","0","0","0","0","0","0","0","0","7.4279","5.5265","66.6922","0.452","0.0702","0.0351","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","DeVonta Smith","PHI","wr","14","@TB","13.5","0","0","0","0","0","0","0.0449","0.273","0.0012","7.6935","4.7723","68.0996","0.3183","0.0579","0.0289","0.0149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
