"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"Antoine Wesley","ARZ","All Defenders","LA","3.0192","44.60231938"
"Antoine Wesley","ARZ","Darious Williams","LA","6.2092","40.01868181"
"Antoine Wesley","ARZ","Jalen Ramsey","LA","1.0292","1.057762515"
"Antoine Wesley","ARZ","Dont'e Deayon","LA","9.09128","3.52587505"
"A.J. Green","ARZ","All Defenders","LA","0.178363733","53.7197837"
"A.J. Green","ARZ","Darious Williams","LA","41.51337646","2.606852588"
"A.J. Green","ARZ","Jalen Ramsey","LA","16.47992494","46.08542969"
"A.J. Green","ARZ","Dont'e Deayon","LA","29.59177013","4.934399542"
"Christian Kirk","ARZ","All Defenders","LA","2.02828","52.8029669"
"Christian Kirk","ARZ","Darious Williams","LA","17.33997365","6.133677973"
"Christian Kirk","ARZ","Jalen Ramsey","LA","0.0093","4.978057485"
"Christian Kirk","ARZ","Dont'e Deayon","LA","13.78419965","41.69123144"
"Emmanuel Sanders","BUF","All Defenders","NE","78.67706845","53.01086663"
"Emmanuel Sanders","BUF","Justin Bethel","NE","96.91509555","23.32086185"
"Emmanuel Sanders","BUF","J.C. Jackson","NE","8.310358244","19.5973629"
"Emmanuel Sanders","BUF","Myles Bryant","NE","57.09043153","10.09264189"
"Stefon Diggs","BUF","All Defenders","NE","94.24266172","56.47690023"
"Stefon Diggs","BUF","Justin Bethel","NE","99.02388178","20.64834647"
"Stefon Diggs","BUF","J.C. Jackson","NE","56.63471422","23.25999504"
"Stefon Diggs","BUF","Myles Bryant","NE","88.35878723","12.24210265"
"Cole Beasley","BUF","All Defenders","NE","79.94965501","49.21280668"
"Cole Beasley","BUF","Justin Bethel","NE","89.82302743","5.447528574"
"Cole Beasley","BUF","J.C. Jackson","NE","25.85167255","6.409057656"
"Cole Beasley","BUF","Myles Bryant","NE","72.07048007","38.00657351"
"Tee Higgins","CIN","All Defenders","LV","85.91948093","55.86598125"
"Tee Higgins","CIN","Casey Hayward Jr.","LV","72.81322122","18.62199375"
"Tee Higgins","CIN","Brandon Facyson","LV","99.87638487","27.90150327"
"Tee Higgins","CIN","Nate Hobbs","LV","65.32973229","9.125949419"
"Ja'Marr Chase","CIN","All Defenders","LV","83.92672381","61.90788036"
"Ja'Marr Chase","CIN","Casey Hayward Jr.","LV","69.2636882","31.88377221"
"Ja'Marr Chase","CIN","Brandon Facyson","LV","97.15839729","21.2931563"
"Ja'Marr Chase","CIN","Nate Hobbs","LV","63.00860713","8.238054715"
"Tyler Boyd","CIN","All Defenders","LV","52.21732273","58.65475926"
"Tyler Boyd","CIN","Casey Hayward Jr.","LV","30.89791608","8.154541674"
"Tyler Boyd","CIN","Brandon Facyson","LV","97.78053503","7.858803392"
"Tyler Boyd","CIN","Nate Hobbs","LV","37.92030445","42.64141419"
"CeeDee Lamb","DAL","All Defenders","SF","82.09981765","54.28184381"
"CeeDee Lamb","DAL","Emmanuel Moseley","SF","73.72900199","23.24447995"
"CeeDee Lamb","DAL","Ambry Thomas","SF","99.60664117","17.19309304"
"CeeDee Lamb","DAL","K'Waun Williams","SF","64.36780001","14.21203637"
"Amari Cooper","DAL","All Defenders","SF","86.61079367","55.36444825"
"Amari Cooper","DAL","Emmanuel Moseley","SF","48.52595699","16.22081203"
"Amari Cooper","DAL","Ambry Thomas","SF","80.30788752","23.31134663"
"Amari Cooper","DAL","K'Waun Williams","SF","47.8869217","15.83228959"
"Cedrick Wilson","DAL","All Defenders","SF","52.85812386","42.19910667"
"Cedrick Wilson","DAL","Emmanuel Moseley","SF","38.65336384","6.758296111"
"Cedrick Wilson","DAL","Ambry Thomas","SF","72.74813659","7.197870139"
