player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,14,558,0,20,3,8.7,47.6,89.1,18.2,8.7,0,2,9.5,51.8,1,31,15.4,2,2,46.9,10,196,35.1,220,1,8,21,0,126,73,0.7,12.6,0,2,5.8,85.7,94.7,12.5,10.8,0,2,7.1,60.6,0,26,3.1,1,2,122.8,24,320,57.3,338,14,29,28,2,217,86,0.7,9.0
Jason McCourty,5127,S,MIA,7,190,0,17,0,8.1,62.5,97.0,18.6,11.6,0,3,37.5,78.9,0,23,0.0,0,3,75.5,5,98,51.6,101,2,5,8,0,41,19,0.4,8.2,0,2,9.8,100.0,98.8,19.8,19.8,0,0,0.0,65.9,0,25,0.0,0,0,117.7,4,81,42.6,82,1,4,4,0,49,10,0.6,12.3
Steve McLendon,5232,DI,TB,10,3,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,23,0,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,65.2,1,,0.0,0,0,0.0,0,2,66.7,93,0,1,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,15,8,0,30,1,,,0.0,,,0,0,,60.0,0,,33.3,1,0,0.0,0,0,0.0,110,1,1,0,0,0,0,,,0,0,3.0,100.0,1.3,4.0,4.0,1,0,0.0,57.3,0,5,0.0,0,0,87.5,1,4,50.0,300,6,2,1,0,5,2,1.3,5.0
Joe Haden,5532,CB,PIT,10,329,0,25,3,10.1,90.9,100.0,6.6,6.0,0,1,9.1,48.2,0,37,11.1,1,1,149.1,10,72,21.9,72,1,5,11,1,143,56,2.2,14.3,0,1,13.2,56.5,100.0,15.7,8.9,0,3,13.0,66.0,0,14,16.7,2,3,98.5,13,214,65.0,214,3,9,23,2,112,36,0.5,8.6
Jason Pierre-Paul,5540,ED,TB,12,49,0,30,0,,,1.0,,,0,0,,52.8,0,,25.0,1,0,0.0,0,1,2.0,98,3,3,0,0,0,0,0.0,,0,2,3.2,100.0,14.4,4.4,4.4,0,0,0.0,65.5,0,24,25.0,5,0,140.7,9,41,83.7,285,5,13,9,1,80,51,2.0,8.9
Kareem Jackson,5545,S,DEN,14,498,0,10,0,9.3,66.7,99.1,33.5,22.3,0,1,11.1,68.6,1,14,22.7,5,1,36.6,6,210,42.2,212,2,17,9,0,40,24,0.2,6.7,0,0,4.8,83.3,100.0,13.2,11.0,0,0,0.0,41.9,0,17,5.3,1,0,99.7,10,139,27.9,139,3,18,12,0,95,68,0.7,9.5
Devin McCourty,5552,S,NE,15,528,0,19,1,7.8,50.0,99.1,73.7,36.8,1,2,33.3,64.7,1,13,7.1,1,2,23.6,3,233,44.1,235,0,12,6,0,28,7,0.1,9.3,0,5,17.2,42.9,98.5,41.2,17.6,0,5,35.7,74.2,1,33,5.6,1,5,37.5,6,258,48.9,262,0,12,14,0,99,21,0.4,16.5
Jerry Hughes,5556,ED,BUF,15,19,0,4,0,14.0,0.0,4.4,,5.0,0,0,0.0,72.9,0,,0.0,0,0,39.6,0,5,26.3,114,1,1,1,0,0,0,0.0,,0,2,0.0,66.7,6.9,5.5,3.7,0,0,0.0,47.6,0,18,0.0,0,0,84.0,2,12,63.2,173,1,0,3,0,19,11,1.7,9.5
Carlos Dunlap,5579,ED,SEA,15,38,0,29,1,,,1.6,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,2.6,62,2,1,0,0,0,0,,,0,0,1.5,100.0,15.5,13.5,13.5,0,0,0.0,57.6,0,4,0.0,0,0,79.2,2,29,76.3,187,3,4,2,0,5,2,0.2,2.5
