"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"118","Richy Werenski",22420194,6200,41.53,38.68,0.21,64.5,21,0.3496,0.0024,0.088,0.0492,0.0186,0.0063,0.0031,8e-04,100,0.0011,23.5,0.13,-0.08,-0.01,0,2022-05-08,"Wells Fargo"
"119","Ryan Blaum",22420198,6100,64.33,45.07,0.3,71,22,0.3468,0.0026,0.0968,0.0548,0.021,0.0084,0.0042,9e-04,100,0.0106,23.5,0.15,0,0,0,2022-05-08,"Wells Fargo"
"120","Scott Gutschewski",22420199,6100,49.67,47.41,0.35,72,23,0.4304,0.0035,0.1325,0.0766,0.0308,0.0125,0.0069,0.0019,100,0.0027,25,0.31,0.16,0.02,0,2022-05-08,"Wells Fargo"
"121","Michael Gligic",22420200,6100,48.77,34.06,0.15,60.08,19,0.3574,0.0023,0.0897,0.0505,0.0186,0.0069,0.0037,6e-04,37,0.0016,52.5,0.1,-0.05,-0.01,0,2022-05-08,"Wells Fargo"
"122","Seth Reeves",22420202,6100,46.13,34.68,0.15,61.5,19.5,0.3162,0.0029,0.0786,0.0434,0.0157,0.0061,0.0032,6e-04,100,5e-04,18,0.1,-0.05,-0.01,0,2022-05-08,"Wells Fargo"
"123","David Skinns",22420203,6100,47.61,34.68,0.17,60.5,19.5,0.3576,0.0025,0.0884,0.0503,0.0195,0.008,0.0044,0.001,100,8e-04,26,0.16,0.01,0,0,2022-05-08,"Wells Fargo"
"124","Max McGreevy",22420204,6100,47.4,37.67,0.16,63,20.5,0.3832,0.0032,0.115,0.068,0.0273,0.0111,0.0063,0.0015,100,7e-04,15,0.25,0.1,0.01,0,2022-05-08,"Wells Fargo"
"125","Jared Wolfe",22420205,6100,44.2,36.28,0.09,62,20,0.3187,0.0023,0.0765,0.0417,0.0152,0.0061,0.0032,8e-04,100,3e-04,21.5,0.13,-0.02,0,0,2022-05-08,"Wells Fargo"
"126","Brett Drewitt",22420206,6100,49.76,32.61,0.04,58,18.5,0.2787,0.002,0.0555,0.0282,0.0099,0.0034,0.0016,3e-04,100,3e-04,20.5,0.05,-0.1,-0.01,0,2022-05-08,"Wells Fargo"
"127","Joshua Creel",22420207,6100,38.71,32.71,0.03,58.08,18.5,0.2992,0.0018,0.0578,0.0307,0.0104,0.0036,0.0016,3e-04,100,1e-04,23.5,0.05,-0.1,-0.01,0,2022-05-08,"Wells Fargo"
"128","Johnson Wagner",22420208,6100,49.67,27.34,0.24,35.5,17,0.2027,0.0011,0.0278,0.0131,0.004,0.0011,3e-04,1e-04,100,0.0011,16,0.02,-0.13,-0.02,0,2022-05-08,"Wells Fargo"
"129","Austin Cook",22420209,6000,43.07,30.79,0.08,55,18.5,0.3646,0.003,0.0944,0.052,0.0184,0.0077,0.0042,0.0012,100,0.0011,27.5,0.2,0.12,0.02,0,2022-05-08,"Wells Fargo"
"130","Jim Knous",22420210,6000,51,36.94,0.06,63,20,0.2653,0.0016,0.0459,0.0235,0.008,0.0026,0.0014,1e-04,100,4e-04,25,0.02,-0.06,-0.01,0,2022-05-08,"Wells Fargo"
"131","Brandon Matthews",22420211,6000,70.61,34.23,0.33,60,19,0.3476,0.0032,0.0877,0.0491,0.019,0.0076,0.0039,0.001,100,0.0138,18.5,0.17,0.09,0.01,0,2022-05-08,"Wells Fargo"
"132","William McGirt",22420214,6000,43.7,35.87,0.1,62.5,20,0.3835,0.0029,0.109,0.0631,0.0251,0.0096,0.0052,0.0014,100,5e-04,24.5,0.23,0.15,0.02,0,2022-05-08,"Wells Fargo"
"133","Morgan Hoffmann",22420215,6000,24.5,34.66,0.07,60,19.5,0.2785,0.0019,0.0534,0.029,0.0103,0.0039,0.0019,5e-04,100,0.0015,15.5,0.08,0,0,0,2022-05-08,"Wells Fargo"
"134","Jonas Blixt",22420216,6000,32.73,28.35,0.02,47.58,17,0.1786,7e-04,0.0209,0.0096,0.0029,8e-04,4e-04,1e-04,100,4e-04,26.5,0.02,-0.06,-0.01,0,2022-05-08,"Wells Fargo"
"135","Larkin Gross",22420217,6000,0,29.16,0.01,51,18,0.0275,1e-04,8e-04,3e-04,0,0,0,0,100,1e-04,9.5,0,-0.08,-0.01,0,2022-05-08,"Wells Fargo"
"136","Turk Pettit",22420219,6000,40.8,36.7,0.04,62.5,20,0.3364,0.0028,0.0889,0.0503,0.019,0.0075,0.0041,9e-04,31,6e-04,62,0.15,0.07,0.01,0,2022-05-08,"Wells Fargo"
"137","Bo Van Pelt",22420220,6000,32.5,32.98,0.03,58,19,0.2608,0.0016,0.0414,0.0217,0.0067,0.0022,0.001,2e-04,100,2e-04,17,0.03,-0.05,-0.01,0,2022-05-08,"Wells Fargo"
