Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3880270893,jacobus8301,960,42.34,QB Patrick Mahomes RB David Montgomery RB Breece Hall WR Marquez Valdes-Scantling WR Justyn Ross WR Ja'Marr Chase TE Hayden Hurst FLEX Jaylen Waddle BN Amari Cooper BN Gabe Davis BN Daniel Jones BN Zay Flowers BN Samaje Perine BN Raheem Mostert BN Tyjae Spears BN Jaylen Warren BN Parris Campbell BN Luke Musgrave BN Darius Slayton BN Durham Smythe,,Travis Kelce,TE,8.33%,0
2,3880241660,jag449,1080,20.7,QB Trevor Lawrence RB Kenneth Walker III RB Rhamondre Stevenson WR Amon-Ra St. Brown WR Richie James Jr. WR Garrett Wilson TE Evan Engram FLEX Travis Etienne Jr. BN Courtland Sutton BN JuJu Smith-Schuster BN K.J. Osborn BN Elijah Mitchell BN Zay Jones BN Ezekiel Elliott BN Tank Bigsby BN Baker Mayfield BN Jerome Ford BN Cade Otton BN Joshua Kelley BN DeVante Parker,,Jahmyr Gibbs,RB,8.33%,8
3,3880241522,Kavy4,960,19.199999,QB Justin Herbert RB Isiah Pacheco RB Jahmyr Gibbs WR Marvin Jones Jr. WR Jaxon Smith-Njigba WR Chris Godwin TE Travis Kelce FLEX J.K. Dobbins BN Quentin Johnston BN Dawson Knox BN Donovan Peoples-Jones BN Taysom Hill BN Kenny Pickett BN Hunter Renfrow BN Isaiah Hodgins BN Desmond Ridder BN Allen Robinson II BN Deuce Vaughn BN Ryan Tannehill BN Calvin Austin III,,Justin Herbert,QB,8.33%,0
4,3880241667,Foster23,1020,17.92,QB Jared Goff RB Clyde Edwards-Helaire RB Christian McCaffrey WR Davante Adams WR DK Metcalf WR DeAndre Hopkins TE T.J. Hockenson FLEX Aaron Jones BN Dalvin Cook BN Mike Evans BN Tua Tagovailoa BN Odell Beckham Jr. BN AJ Dillon BN Jalin Hyatt BN DJ Chark Jr. BN C.J. Stroud BN Rondale Moore BN Kareem Hunt BN Zach Ertz BN Darnell Washington,,Jaxon Smith-Njigba,WR,8.33%,0
5,3880272606,Pick6Click,1020,11.6,QB Justin Fields RB Jonathan Taylor RB Derrick Henry WR Rashee Rice WR Stefon Diggs WR Terry McLaurin TE George Kittle FLEX Michael Pittman Jr. BN Marquise Brown BN David Njoku BN Jameson Williams BN Kyler Murray BN Darnell Mooney BN Trey Lance BN Kendre Miller BN Matthew Stafford BN Devin Singletary BN Mike Gesicki BN Leonard Fournette BN Chase Brown,,J.K. Dobbins,RB,8.33%,0
6,3880272740,cwsims,1140,8.9,QB Josh Allen RB Rachaad White RB James Conner WR Tyreek Hill WR Chris Olave WR George Pickens TE Sam LaPorta FLEX Alvin Kamara BN Khalil Herbert BN Jakobi Meyers BN Roschon Johnson BN Dalton Kincaid BN Nico Collins BN Josh Downs BN Irv Smith Jr. BN Sam Howell BN Jayden Reed BN Evan Hull BN Puka Nacua BN Michael Wilson,,Chris Godwin,WR,8.33%,0
7,3880271248,billychapel14,1080,3,QB Lamar Jackson RB Jerick McKinnon RB Miles Sanders WR Kadarius Toney WR Cooper Kupp WR Mike Williams TE Mark Andrews FLEX Diontae Johnson BN Rashaad Penny BN Alexander Mattison BN Damien Harris BN Elijah Moore BN De'Von Achane BN Chig Okonkwo BN Rashid Shaheed BN Michael Gallup BN Isaiah Likely BN Van Jefferson BN Mac Jones BN Randall Cobb,,Isiah Pacheco,FLEX,8.33%,9.4
8,3880241581,dolanrc,1140,0.4,QB Geno Smith RB Austin Ekeler RB Saquon Barkley WR Skyy Moore WR Tee Higgins WR Keenan Allen TE Dalton Schultz FLEX Christian Kirk BN Tyler Lockett BN Jordan Addison BN Russell Wilson BN Antonio Gibson BN Greg Dulcich BN Bryce Young BN Alec Pierce BN Jonathan Mingo BN Marvin Mims Jr. BN Noah Fant BN Zamir White BN Chris Evans,,Quentin Johnston,WR,8.33%,0
9,3880241607,LSUNick413,1200,0,QB Joe Burrow RB Nick Chubb RB Tony Pollard WR Deebo Samuel WR Brandon Aiyuk WR Treylon Burks TE Juwan Johnson FLEX Dameon Pierce BN Javonte Williams BN Kirk Cousins BN Michael Thomas BN Jamaal Williams BN Derek Carr BN Tyler Higbee BN Curtis Samuel BN John Metchie III BN Chuba Hubbard BN Tyler Conklin BN Cole Turner BN Adam Trautman,,Dawson Knox,BN,8.33%,0
9,3880271296,DeepSeaMike,1200,0,QB Jalen Hurts RB D'Andre Swift RB Joe Mixon WR Justin Jefferson WR DeVonta Smith WR Jerry Jeudy TE Darren Waller FLEX Zach Charbonnet BN Deshaun Watson BN Brian Robinson Jr. BN Tyler Allgeier BN Allen Lazard BN Tyler Boyd BN Romeo Doubs BN Gerald Everett BN Mecole Hardman Jr. BN Cedric Tillman BN Hunter Henry BN Kyren Williams BN Ty Chandler,,Donovan Peoples-Jones,BN,8.33%,0
