Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3865589899,KBSports,900,41.14,QB Patrick Mahomes RB Jahmyr Gibbs RB Najee Harris WR Rashee Rice WR Kadarius Toney WR Terry McLaurin TE Travis Kelce FLEX Cam Akers BN Marquise Brown BN Samaje Perine BN Allen Lazard BN Dawson Knox BN D'Onta Foreman BN Donovan Peoples-Jones BN Nico Collins BN Cordarrelle Patterson BN John Metchie III BN Brock Purdy BN Desmond Ridder BN Logan Thomas,,Davante Adams,WR,8.33%,0
2,3865599845,skunkworks32,1140,19.1,QB Tua Tagovailoa RB Miles Sanders RB Alvin Kamara WR Amon-Ra St. Brown WR Jaylen Waddle WR Amari Cooper TE Darren Waller FLEX Jerry Jeudy BN Rashaad Penny BN Anthony Richardson BN De'Von Achane BN Cole Kmet BN C.J. Stroud BN Tyjae Spears BN Rashid Shaheed BN Mecole Hardman Jr. BN Marvin Mims Jr. BN Mack Hollins BN Puka Nacua BN Ty Chandler,,CeeDee Lamb,WR,8.33%,0
3,3865589908,soccerzone22,1080,15.620001,QB Jared Goff RB Kenneth Walker III RB Dameon Pierce WR Justyn Ross WR Justin Jefferson WR Tee Higgins TE Pat Freiermuth FLEX DK Metcalf BN Michael Pittman Jr. BN Dak Prescott BN Javonte Williams BN Odell Beckham Jr. BN Dalton Schultz BN Raheem Mostert BN Juwan Johnson BN Matthew Stafford BN Robert Woods BN Zamir White BN Joshua Kelley BN Deon Jackson,,Deebo Samuel,WR,8.33%,0
4,3865599844,DeepSeaMike,1140,13.4,QB Justin Herbert RB David Montgomery RB Joe Mixon WR Cooper Kupp WR Garrett Wilson WR Keenan Allen TE Gerald Everett FLEX Courtland Sutton BN James Cook BN Khalil Herbert BN Aaron Rodgers BN Jamaal Williams BN K.J. Osborn BN Jonathan Mingo BN Isaiah Likely BN Tyler Conklin BN Parris Campbell BN Deuce Vaughn BN Corey Davis BN Durham Smythe,,DJ Moore,FLEX,8.33%,0
5,3865599853,buck1ox,1140,9.4,QB Josh Allen RB Isiah Pacheco RB Austin Ekeler WR Chris Olave WR Christian Kirk WR Jaxon Smith-Njigba TE T.J. Hockenson FLEX Dalvin Cook BN J.K. Dobbins BN Kirk Cousins BN Roschon Johnson BN Dalton Kincaid BN DJ Chark Jr. BN Michael Mayer BN Isaiah Hodgins BN Chase Brown BN Khalil Shakir BN Sam Howell BN DeVante Parker BN Dyami Brown,,Kyle Pitts,TE,8.33%,0
6,3865599848,zbran,1080,8.9,QB Trevor Lawrence RB Jonathan Taylor RB Bijan Robinson WR Tyler Lockett WR Jordan Addison WR Michael Thomas TE Sam LaPorta FLEX Nick Chubb BN Rhamondre Stevenson BN Jameson Williams BN Geno Smith BN JuJu Smith-Schuster BN Kyler Murray BN Jalin Hyatt BN Rondale Moore BN Hayden Hurst BN Chuba Hubbard BN Cedric Tillman BN Luke Musgrave BN Michael Wilson,,Brandon Aiyuk,BN,8.33%,0
7,3865607447,mtrogers,1140,6.8,QB Jordan Love RB Saquon Barkley RB Josh Jacobs WR Marquez Valdes-Scantling WR Stefon Diggs WR Mike Williams TE Dallas Goedert FLEX Aaron Jones BN Gabe Davis BN Quentin Johnston BN AJ Dillon BN Zay Jones BN Adam Thielen BN Bryce Young BN Mike Gesicki BN Hunter Renfrow BN Jayden Reed BN Mac Jones BN Noah Fant BN Demario Douglas,,Mike Evans,BN,8.33%,0
8,3865599855,JSiggy527,1140,3.9,QB Jalen Hurts RB Clyde Edwards-Helaire RB Christian McCaffrey WR Calvin Ridley WR Drake London WR George Pickens TE Tyler Higbee FLEX D'Andre Swift BN Justin Fields BN Treylon Burks BN Rashod Bateman BN Romeo Doubs BN Ezekiel Elliott BN Kenneth Gainwell BN Jake Ferguson BN Trey McBride BN Gus Edwards BN Darius Slayton BN Chris Evans BN Calvin Austin III,,James Conner,RB,8.33%,0
9,3865589902,convick7,1080,3.6,QB Joe Burrow RB Jerick McKinnon RB Rachaad White WR Richie James Jr. WR Ja'Marr Chase WR DeVonta Smith TE Mark Andrews FLEX Diontae Johnson BN Jahan Dotson BN Elijah Moore BN Brian Robinson Jr. BN Tyler Boyd BN Jeff Wilson Jr. BN Jaylen Warren BN Joshua Palmer BN Kenny Pickett BN Irv Smith Jr. BN Baker Mayfield BN Tank Dell BN Cade Otton,,Zach Charbonnet,BN,8.33%,0
10,3865599843,lynx723,1140,0.4,QB Lamar Jackson RB Breece Hall RB Derrick Henry WR Skyy Moore WR Tyreek Hill WR Christian Watson TE Evan Engram FLEX Zay Flowers BN Alexander Mattison BN Russell Wilson BN Jakobi Meyers BN Elijah Mitchell BN Greg Dulcich BN Taysom Hill BN Alec Pierce BN Wan'Dale Robinson BN Jerome Ford BN Allen Robinson II BN Ryan Tannehill BN Melvin Gordon III,,Tyler Allgeier,BN,8.33%,0
